CharacterName	CharacterType	ResFilePath	PartFileName	WeaponActionTab1	WeaponActionTab2	ActionRenderOrderTab	Head	Hair	Shoulder	Body	LeftHand	RightHead	LeftWeapon	RightWeapon	HorseFront	HorseMiddle	HorseBack	Mantle
boss151	NormalNpc	spr\npcres\boss\boss151																
boss152	NormalNpc	spr\npcres\boss\boss152																
boss153	NormalNpc	spr\npcres\boss\boss153																
boss154	NormalNpc	spr\npcres\boss\boss154																
boss155	NormalNpc	spr\npcres\boss\boss155																
boss156	NormalNpc	spr\npcres\boss\boss156																
boss157	NormalNpc	spr\npcres\boss\boss157																
boss158	NormalNpc	spr\npcres\boss\boss158																
boss159	NormalNpc	spr\npcres\boss\boss159																
passerby389_jin	NormalNpc	spr\item\songjin																
passerby389_mu	NormalNpc	spr\item\songjin																
passerby389_shui	NormalNpc	spr\item\songjin																
passerby389_huo	NormalNpc	spr\item\songjin																
passerby389_tu	NormalNpc	spr\item\songjin																
passerby389	NormalNpc	spr\npcres\passerby\passerby389																
passerby390	NormalNpc	spr\npcres\passerby\passerby390																
enemy245	NormalNpc	spr\npcres\enemy\enemy245																
obj_herb_005	NormalNpc	spr\obj\prop\																
obj_herb_006	NormalNpc	spr\obj\prop\																
passerby391	NormalNpc	spr\npcres\passerby\passerby391																
passerby392	NormalNpc	spr\npcres\passerby\passerby392																
passerby393	NormalNpc	spr\npcres\passerby\passerby393																
passerby395	NormalNpc	spr\npcres\passerby\passerby395																
obj_herb_007	NormalNpc	spr\obj\prop\																
obj_herb_008	NormalNpc	spr\obj\prop\																
boss160	NormalNpc	spr\npcres\boss\boss160																
boss161	NormalNpc	spr\npcres\boss\boss161																
boss162	NormalNpc	spr\npcres\boss\boss162																
boss163	NormalNpc	spr\npcres\boss\boss163																
boss164	NormalNpc	spr\npcres\boss\boss164																
languanhuan	NormalNpc	spr\skill\others																
passerby398a	NormalNpc	spr\npcres\passerby\passerby398																
passerby398b	NormalNpc	spr\npcres\passerby\passerby398																
enemy246	NormalNpc	spr\npcres\enemy\enemy246																
boss165	NormalNpc	spr\npcres\boss\boss165\spr																
boss166	NormalNpc	spr\npcres\boss\boss166\spr																
boss167	NormalNpc	spr\npcres\boss\boss167\spr																
boss168	NormalNpc	spr\npcres\boss\boss168\spr																
boss169	NormalNpc	spr\npcres\boss\boss169\spr																
boss170	NormalNpc	spr\npcres\boss\boss170\spr																
boss171	NormalNpc	spr\npcres\boss\boss171\spr																
boss172	NormalNpc	spr\npcres\boss\boss172\spr																
boss173	NormalNpc	spr\npcres\boss\boss173\spr																
passerby403	NormalNpc	spr\npcres\passerby\passerby403																
passerby404	NormalNpc	spr\npcres\passerby\passerby404																
passerby405	NormalNpc	spr\npcres\passerby\passerby405																
passerby406	NormalNpc	spr\npcres\passerby\passerby406																
passerby407	NormalNpc	spr\npcres\passerby\passerby407																
passerby408	NormalNpc	spr\npcres\passerby\passerby408																
passerby409	NormalNpc	spr\npcres\passerby\passerby409																
passerby410	NormalNpc	spr\npcres\passerby\passerby410																
boss174	NormalNpc	spr\npcres\boss\boss149																
boss175	NormalNpc	spr\npcres\boss\boss150																
boss176	NormalNpc	spr\npcres\boss\boss151																
boss177	NormalNpc	spr\npcres\boss\boss162																
boss178	NormalNpc	spr\npcres\boss\boss178																
passerby_zhounianyanhuo1	NormalNpc	spr\skill\补充																
passerby_zhounianyanhuo2	NormalNpc	spr\npcres\passerby\passerby_zhounian																
passerby_zhounianyanhuo3	NormalNpc	spr\npcres\passerby\passerby_zhounian																
passerby_zhounianyanhuo4	NormalNpc	spr\npcres\passerby\passerby_zhounian																
passerby_zhounianyanhuo5	NormalNpc	spr\npcres\passerby\passerby_zhounian																
passerby_zhounianyanhuo6	NormalNpc	spr\npcres\passerby\passerby_zhounian																
passerby_zhounianzhuangshi1	NormalNpc	spr\npcres\passerby\passerby_zhounian																
passerby_zhounianzhuangshi2	NormalNpc	spr\npcres\passerby\passerby_zhounian																
passerby_zhounianbaozhu	NormalNpc	spr\npcres\passerby\passerby_zhounian																
boss180	NormalNpc	spr\npcres\boss\boss180																
boss181	NormalNpc	spr\npcres\boss\boss181																
passerby418	NormalNpc	spr\npcres\passerby\passerby418																
passerby419	NormalNpc	spr\npcres\passerby\passerby419																
boss182	NormalNpc	spr\npcres\boss\boss182																
boss183	NormalNpc	spr\npcres\boss\boss183																
boss184	NormalNpc	spr\npcres\boss\boss184																
boss185	NormalNpc	spr\npcres\boss\boss185																
boss186	NormalNpc	spr\npcres\boss\boss186																
boss187	NormalNpc	spr\npcres\boss\boss187																
boss188	NormalNpc	spr\npcres\boss\boss188																
boss189	NormalNpc	spr\npcres\boss\boss189																
boss190	NormalNpc	spr\npcres\boss\boss190																
boss191	NormalNpc	spr\npcres\boss\boss191																
passerby420	NormalNpc	spr\npcres\passerby\passerby420																
passerby421	NormalNpc	spr\npcres\passerby\passerby421																
passerby422	NormalNpc	spr\npcres\passerby\passerby422																
passerby423	NormalNpc	spr\npcres\passerby\passerby423																
passerby424	NormalNpc	spr\npcres\passerby\passerby424																
passerby425	NormalNpc	spr\npcres\passerby\passerby425																
passerby426	NormalNpc	spr\npcres\passerby\passerby426																
passerby427	NormalNpc	spr\npcres\passerby\passerby427																
passerby428	NormalNpc	spr\npcres\passerby\passerby428																
passerby429	NormalNpc	spr\npcres\passerby\passerby429																
passerby430a	NormalNpc	spr\npcres\passerby\passerby430																
pbsserby430b	NormalNpc	spr\npcres\passerby\passerby430																
passerby431	NormalNpc	spr\npcres\passerby\passerby431																
passerby432	NormalNpc	spr\npcres\passerby\passerby432																
passerby433	NormalNpc	spr\npcres\passerby\passerby433																
passerby434_dizi	NormalNpc	spr\npcres\passerby\passerby434																
passerby434_shanzi	NormalNpc	spr\npcres\passerby\passerby434																
passerby435	NormalNpc	spr\npcres\passerby\passerby435																
passerby436	NormalNpc	spr\npcres\passerby\passerby436																
passerby437	NormalNpc	spr\npcres\passerby\passerby437																
passerby438	NormalNpc	spr\npcres\passerby\passerby438																
passerby439	NormalNpc	spr\npcres\passerby\passerby439																
boss192	NormalNpc	spr\npcres\boss\boss192																
boss193	NormalNpc	spr\npcres\boss\boss193																
boss194	NormalNpc	spr\npcres\boss\boss194																
boss195	NormalNpc	spr\npcres\boss\boss195																
boss196	NormalNpc	spr\npcres\boss\boss196																
boss197	NormalNpc	spr\npcres\boss\boss197																
boss198	NormalNpc	spr\npcres\boss\boss198																
boss199	NormalNpc	spr\npcres\boss\boss199																
boss200	NormalNpc	spr\npcres\boss\boss200																
boss201	NormalNpc	spr\npcres\boss\boss201																
boss202	NormalNpc	spr\npcres\boss\boss202																
boss203	NormalNpc	spr\npcres\boss\boss203																
ktani001	NormalNpc	image\feature\npc\animal\ani001																
ktani002	NormalNpc	image\feature\npc\animal\ani002																
ktani003	NormalNpc	image\feature\npc\animal\ani003																
ktani004	NormalNpc	image\feature\npc\animal\ani004																
ktani005	NormalNpc	image\feature\npc\animal\ani005																
ktani006	NormalNpc	image\feature\npc\animal\ani006																
ktani007	NormalNpc	image\feature\npc\animal\ani007																
ktani008	NormalNpc	image\feature\npc\animal\ani008																
ktani009	NormalNpc	image\feature\npc\animal\ani009																
ktani010	NormalNpc	image\feature\npc\animal\ani010																
ktani011	NormalNpc	image\feature\npc\animal\ani011																
ktani012	NormalNpc	image\feature\npc\animal\ani012																
ktani0121	NormalNpc	image\feature\npc\animal\ani0121																
ktani013	NormalNpc	image\feature\npc\animal\ani013																
ktani014	NormalNpc	image\feature\npc\animal\ani014																
ktani015	NormalNpc	image\feature\npc\animal\ani015																
ktani016	NormalNpc	image\feature\npc\animal\ani016																
ktani017	NormalNpc	image\feature\npc\animal\ani017																
ktani018	NormalNpc	image\feature\npc\animal\ani018																
ktani0181	NormalNpc	image\feature\npc\animal\ani0181																
ktani019	NormalNpc	image\feature\npc\animal\ani019																
ktani0191	NormalNpc	image\feature\npc\animal\ani0191																
ktani0192	NormalNpc	image\feature\npc\animal\ani0192																
ktani0193	NormalNpc	image\feature\npc\animal\ani0193																
ktani0194	NormalNpc	image\feature\npc\animal\ani0194																
ktani0195	NormalNpc	image\feature\npc\animal\ani0195																
ktani0196	NormalNpc	image\feature\npc\animal\ani0196																
ktani0197	NormalNpc	image\feature\npc\animal\ani0197																
ktani0198	NormalNpc	image\feature\npc\animal\ani0198																
ktani020	NormalNpc	image\feature\npc\animal\ani020																
ktani021	NormalNpc	image\feature\npc\animal\ani021																
ktani022	NormalNpc	image\feature\npc\animal\ani022																
ktani023	NormalNpc	image\feature\npc\animal\ani023																
ktani024	NormalNpc	image\feature\npc\animal\ani024																
ktani028	NormalNpc	image\feature\npc\animal\ani028																
ktani029	NormalNpc	image\feature\npc\animal\ani029																
ktani031	NormalNpc	image\feature\npc\animal\ani031																
ktani032	NormalNpc	image\feature\npc\animal\ani032																
ktani033	NormalNpc	image\feature\npc\animal\ani033																
ktani034	NormalNpc	image\feature\npc\animal\ani034																
ktani035	NormalNpc	image\feature\npc\animal\ani035																
ktani036	NormalNpc	image\feature\npc\animal\ani036																
ktani037	NormalNpc	image\feature\npc\animal\ani037																
ktani038	NormalNpc	image\feature\npc\animal\ani038																
ktani039	NormalNpc	image\feature\npc\animal\ani039																
ktani040	NormalNpc	image\feature\npc\animal\ani040																
ktani041	NormalNpc	image\feature\npc\animal\ani041																
ktani042	NormalNpc	image\feature\npc\animal\ani042																
ktani043	NormalNpc	image\feature\npc\animal\ani043																
ktani044	NormalNpc	image\feature\npc\animal\ani044																
ktani045	NormalNpc	image\feature\npc\animal\ani045																
ktani046	NormalNpc	image\feature\npc\animal\ani046																
ktani047	NormalNpc	image\feature\npc\animal\ani047																
ktani048	NormalNpc	image\feature\npc\animal\ani048																
ktani049	NormalNpc	image\feature\npc\animal\ani049																
ktani050	NormalNpc	image\feature\npc\animal\ani050																
ktani051	NormalNpc	image\feature\npc\animal\ani051																
ktani052	NormalNpc	image\feature\npc\animal\ani052																
ktani053	NormalNpc	image\feature\npc\animal\ani053																
ktani054	NormalNpc	image\feature\npc\animal\ani054																
ktani055	NormalNpc	image\feature\npc\animal\ani055																
ktani056	NormalNpc	image\feature\npc\animal\ani056																
ktani057	NormalNpc	image\feature\npc\animal\ani057																
ktani058	NormalNpc	image\feature\npc\animal\ani058																
ktani059	NormalNpc	image\feature\npc\animal\ani059																
ktani060	NormalNpc	image\feature\npc\animal\ani060																
ktboss013	NormalNpc	image\feature\npc\enemy\boss013																
ktboss014	NormalNpc	image\feature\npc\enemy\boss014																
ktboss015	NormalNpc	image\feature\npc\enemy\boss015																
ktboss016	NormalNpc	image\feature\npc\enemy\boss016																
ktboss017	NormalNpc	image\feature\npc\enemy\boss017																
ktboss018	NormalNpc	image\feature\npc\enemy\boss018																
ktboss018a	NormalNpc	image\feature\npc\enemy\boss018a																
ktboss019	NormalNpc	image\feature\npc\enemy\boss019																
ktboss020	NormalNpc	image\feature\npc\enemy\boss020																
ktboss022	NormalNpc	image\feature\npc\enemy\boss022																
ktboss023	NormalNpc	image\feature\npc\enemy\boss023																
ktboss024	NormalNpc	image\feature\npc\enemy\boss024																
ktboss027	NormalNpc	image\feature\npc\enemy\boss027																
ktboss028	NormalNpc	image\feature\npc\enemy\boss028																
ktboss029	NormalNpc	image\feature\npc\enemy\boss029																
ktboss030	NormalNpc	image\feature\npc\enemy\boss030																
ktboss031	NormalNpc	image\feature\npc\enemy\boss031																
ktboss032	NormalNpc	image\feature\npc\enemy\boss032																
ktboss033	NormalNpc	image\feature\npc\enemy\boss033																
ktboss034	NormalNpc	image\feature\npc\enemy\boss034																
ktboss035	NormalNpc	image\feature\npc\enemy\boss035																
ktboss036	NormalNpc	image\feature\npc\enemy\boss036																
ktboss037	NormalNpc	image\feature\npc\enemy\boss037																
ktboss109	NormalNpc	image\feature\npc\enemy\Boss109																
ktboss110	NormalNpc	image\feature\npc\enemy\Boss110																
ktboss112	NormalNpc	image\feature\npc\enemy\Boss112																
ktboss113	NormalNpc	image\feature\npc\enemy\Boss113																
ktboss114	NormalNpc	image\feature\npc\enemy\Boss114																
ktboss115	NormalNpc	image\feature\npc\enemy\Boss115																
ktboss116	NormalNpc	image\feature\npc\enemy\Boss116																
ktboss117	NormalNpc	image\feature\npc\enemy\Boss117																
ktboss118	NormalNpc	image\feature\npc\enemy\Boss118																
ktboss118_1	NormalNpc	image\feature\npc\enemy\Boss118																
ktboss119	NormalNpc	image\feature\npc\enemy\boss119																
ktboss120	NormalNpc	image\feature\npc\enemy\boss120																
ktboss1201	NormalNpc	image\feature\npc\enemy\boss1201																
ktboss121	NormalNpc	image\feature\npc\enemy\boss121																
ktboss1211	NormalNpc	image\feature\npc\enemy\boss1211																
ktboss122	NormalNpc	image\feature\npc\enemy\boss122																
ktboss123	NormalNpc	image\feature\npc\enemy\boss123																
ktboss124	NormalNpc	image\feature\npc\enemy\boss124																
ktboss125	NormalNpc	image\feature\npc\enemy\boss125																
ktboss126	NormalNpc	image\feature\npc\enemy\boss126																
ktboss127	NormalNpc	image\feature\npc\enemy\boss127																
ktboss128	NormalNpc	image\feature\npc\enemy\boss128																
ktboss129	NormalNpc	image\feature\npc\enemy\boss129																
ktboss130	NormalNpc	image\feature\npc\enemy\boss130																
ktboss131	NormalNpc	image\feature\npc\enemy\boss131																
ktboss132	NormalNpc	image\feature\npc\enemy\boss132																
ktboss133	NormalNpc	image\feature\npc\enemy\boss133																
ktboss134	NormalNpc	image\feature\npc\enemy\boss134																
ktboss135	NormalNpc	image\feature\npc\enemy\boss135																
ktboss136	NormalNpc	image\feature\npc\enemy\boss136																
ktboss137	NormalNpc	image\feature\npc\enemy\boss137																
ktboss137_1	NormalNpc	image\feature\npc\enemy\boss137_1																
ktboss137_2	NormalNpc	image\feature\npc\enemy\boss137_2																
ktboss138	NormalNpc	image\feature\npc\enemy\boss138																
ktboss138_1	NormalNpc	image\feature\npc\enemy\boss138_1																
ktboss138_2	NormalNpc	image\feature\npc\enemy\boss138_2																
ktboss139	NormalNpc	image\feature\npc\enemy\boss139																
ktboss139_1	NormalNpc	image\feature\npc\enemy\boss139_1																
ktboss139_2	NormalNpc	image\feature\npc\enemy\boss139_2																
ktboss140	NormalNpc	image\feature\npc\enemy\boss140																
ktboss140_1	NormalNpc	image\feature\npc\enemy\boss140_1																
ktboss140_2	NormalNpc	image\feature\npc\enemy\boss140_2																
ktboss141	NormalNpc	image\feature\npc\enemy\boss141																
ktboss141_1	NormalNpc	image\feature\npc\enemy\boss141_1																
ktboss141_2	NormalNpc	image\feature\npc\enemy\boss141_2																
ktboss142	NormalNpc	image\feature\npc\enemy\boss142																
ktboss144	NormalNpc	image\feature\npc\enemy\boss144																
ktboss144_1	NormalNpc	image\feature\npc\enemy\boss144_1																
ktboss144_2	NormalNpc	image\feature\npc\enemy\boss144_2																
ktboss145	NormalNpc	image\feature\npc\enemy\boss145																
ktboss145_1	NormalNpc	image\feature\npc\enemy\boss145_1																
ktboss145_2	NormalNpc	image\feature\npc\enemy\boss145_2																
ktboss146	NormalNpc	image\feature\npc\enemy\boss146																
ktboss146_1	NormalNpc	image\feature\npc\enemy\boss146_1																
ktboss146_2	NormalNpc	image\feature\npc\enemy\boss146_2																
ktboss148	NormalNpc	image\feature\npc\enemy\boss148																
ktboss149	NormalNpc	image\feature\npc\enemy\boss149																
ktboss150	NormalNpc	image\feature\npc\enemy\boss150																
ktboss151	NormalNpc	image\feature\npc\enemy\boss151																
ktboss152	NormalNpc	image\feature\npc\enemy\boss152																
ktcritter000	NormalNpc	image\feature\npc\critter\critter000																
ktcritter001	NormalNpc	image\feature\npc\critter\critter001																
ktcritter002	NormalNpc	image\feature\npc\critter\critter002																
ktcritter003	NormalNpc	image\feature\npc\critter\critter003																
ktcritter004	NormalNpc	image\feature\npc\critter\critter004																
ktcritter005	NormalNpc	image\feature\npc\critter\critter005																
ktcritter006	NormalNpc	image\feature\npc\critter\critter006																
ktcritter007	NormalNpc	image\feature\npc\critter\critter007																
ktcritter008	NormalNpc	image\feature\npc\critter\critter008																
ktcritter009	NormalNpc	image\feature\npc\critter\critter009																
ktcritter010	NormalNpc	image\feature\npc\critter\critter010																
ktcritter011	NormalNpc	image\feature\npc\critter\critter011																
ktcritter012	NormalNpc	image\feature\npc\critter\critter012																
ktcritter013	NormalNpc	image\feature\npc\critter\critter013																
ktcritter014	NormalNpc	image\feature\npc\critter\critter014																
ktcritter015	NormalNpc	image\feature\npc\critter\critter015																
ktcritter016a	NormalNpc	image\feature\npc\critter\critter016a																
ktcritter016b	NormalNpc	image\feature\npc\critter\critter016b																
ktcritter017	NormalNpc	image\feature\npc\critter\critter017																
ktcritter018	NormalNpc	image\feature\npc\critter\critter018																
ktcritter019	NormalNpc	image\feature\npc\critter\critter019																
ktcritter020	NormalNpc	image\feature\npc\critter\critter020																
ktcritter021	NormalNpc	image\feature\npc\critter\critter021																
ktcritter022	NormalNpc	image\feature\npc\critter\critter022																
ktcritter023	NormalNpc	image\feature\npc\critter\critter023																
ktcritter024a	NormalNpc	image\feature\npc\critter\critter024a																
ktcritter024b	NormalNpc	image\feature\npc\critter\critter024b																
ktcritter025	NormalNpc	image\feature\npc\critter\critter025																
ktcritter026	NormalNpc	image\feature\npc\critter\critter026																
ktcritter028	NormalNpc	image\feature\npc\critter\critter028																
ktcritter029	NormalNpc	image\feature\npc\critter\critter029																
ktcritter031aa	NormalNpc	image\feature\npc\critter\critter031aa																
ktcritter031ab	NormalNpc	image\feature\npc\critter\critter031ab																
ktcritter031ba	NormalNpc	image\feature\npc\critter\critter031ba																
ktcritter031bb	NormalNpc	image\feature\npc\critter\critter031bb																
ktcritter031ca	NormalNpc	image\feature\npc\critter\critter031ca																
ktcritter031cb	NormalNpc	image\feature\npc\critter\critter031cb																
ktcritter031da	NormalNpc	image\feature\npc\critter\critter031da																
ktcritter031db	NormalNpc	image\feature\npc\critter\critter031db																
ktcritter032	NormalNpc	image\feature\npc\critter\critter032																
ktcritter033	NormalNpc	image\feature\npc\critter\critter033																
ktcritter034	NormalNpc	image\feature\npc\critter\critter034																
ktcritter035	NormalNpc	image\feature\npc\critter\critter035																
ktcritter036	NormalNpc	image\feature\npc\critter\critter036																
ktcritter037	NormalNpc	image\feature\npc\critter\critter037																
ktcritter038	NormalNpc	image\feature\npc\critter\critter038																
ktcritter039a	NormalNpc	image\feature\npc\critter\critter039a																
ktcritter039b	NormalNpc	image\feature\npc\critter\critter039b																
ktcritter040	NormalNpc	image\feature\npc\critter\critter040																
ktcritter041	NormalNpc	image\feature\npc\critter\critter041																
ktcritter042a	NormalNpc	image\feature\npc\critter\critter042a																
ktcritter042b	NormalNpc	image\feature\npc\critter\critter042b																
ktcritter043	NormalNpc	image\feature\npc\critter\critter043																
ktcritter044	NormalNpc	image\feature\npc\critter\critter044																
ktcritter045	NormalNpc	image\feature\npc\critter\critter045																
ktcritter047a	NormalNpc	image\feature\npc\critter\critter047a																
ktcritter047b	NormalNpc	image\feature\npc\critter\critter047b																
ktcritter048	NormalNpc	image\feature\npc\critter\critter048																
ktcritter048a	NormalNpc	image\feature\npc\critter\critter048a																
ktcritter048b	NormalNpc	image\feature\npc\critter\critter048b																
ktcritter049a	NormalNpc	image\feature\npc\critter\critter049a																
ktcritter049b	NormalNpc	image\feature\npc\critter\critter049b																
ktcritter050	NormalNpc	image\feature\npc\critter\critter050																
ktcritter051	NormalNpc	image\feature\npc\critter\critter051																
ktcritter052	NormalNpc	image\feature\npc\critter\critter052																
ktcritter053a	NormalNpc	image\feature\npc\critter\critter053a																
ktcritter053b	NormalNpc	image\feature\npc\critter\critter053b																
ktcritter054	NormalNpc	image\feature\npc\critter\critter054																
ktcritter055	NormalNpc	image\feature\npc\critter\critter055																
ktcritter056a	NormalNpc	image\feature\npc\critter\critter056a																
ktcritter056b	NormalNpc	image\feature\npc\critter\critter056b																
ktcritter057a	NormalNpc	image\feature\npc\critter\critter057a																
ktcritter057b	NormalNpc	image\feature\npc\critter\critter057b																
ktcritter058a	NormalNpc	image\feature\npc\critter\critter058a																
ktcritter058b	NormalNpc	image\feature\npc\critter\critter058b																
ktcritter059a	NormalNpc	image\feature\npc\critter\critter059a																
ktcritter060	NormalNpc	image\feature\npc\critter\critter060																
ktcritter061	NormalNpc	image\feature\npc\critter\critter061																
ktcritter062	NormalNpc	image\feature\npc\critter\critter062																
ktcritter063	NormalNpc	image\feature\npc\critter\critter063																
ktcritter064	NormalNpc	image\feature\npc\critter\critter064																
ktcritter065	NormalNpc	image\feature\npc\critter\critter065																
ktcritter066	NormalNpc	image\feature\npc\critter\critter066																
ktcritter067	NormalNpc	image\feature\npc\critter\critter067																
ktcritter068	NormalNpc	image\feature\npc\critter\critter068																
ktcritter069a	NormalNpc	image\feature\npc\critter\critter069a																
ktcritter069b	NormalNpc	image\feature\npc\critter\critter069b																
ktcritter069c	NormalNpc	image\feature\npc\critter\critter069c																
ktcritter070	NormalNpc	image\feature\npc\critter\critter070																
ktcritter071	NormalNpc	image\feature\npc\critter\critter071																
ktcritter072	NormalNpc	image\feature\npc\critter\critter072																
ktcritter073a	NormalNpc	image\feature\npc\critter\critter073a																
ktcritter073b	NormalNpc	image\feature\npc\critter\critter073b																
ktcritter074a	NormalNpc	image\feature\npc\critter\critter074a																
ktcritter074b	NormalNpc	image\feature\npc\critter\critter074b																
ktcritter075b	NormalNpc	image\feature\npc\critter\critter075b																
ktcritter076	NormalNpc	image\feature\npc\critter\critter076																
ktcritter078	NormalNpc	image\feature\npc\critter\critter078																
ktcritter079a	NormalNpc	image\feature\npc\critter\critter079a																
ktcritter079b	NormalNpc	image\feature\npc\critter\critter079b																
ktcritter080	NormalNpc	image\feature\npc\critter\critter080																
ktcritter082	NormalNpc	image\feature\npc\critter\critter082																
ktcritter083	NormalNpc	image\feature\npc\critter\critter083																
ktcritter084	NormalNpc	image\feature\npc\critter\critter084																
ktcritter085	NormalNpc	image\feature\npc\critter\critter085																
ktcritter086	NormalNpc	image\feature\npc\critter\critter086																
ktcritter087	NormalNpc	image\feature\npc\critter\critter087																
ktcritter088a	NormalNpc	image\feature\npc\critter\critter088a																
ktcritter088b	NormalNpc	image\feature\npc\critter\critter088b																
ktcritter089	NormalNpc	image\feature\npc\critter\critter089																
ktcritter090	NormalNpc	image\feature\npc\critter\critter090																
ktcritter091	NormalNpc	image\feature\npc\critter\critter091																
ktcritter092	NormalNpc	image\feature\npc\critter\critter092																
ktcritter093	NormalNpc	image\feature\npc\critter\critter093																
ktcritter094a	NormalNpc	image\feature\npc\critter\critter094a																
ktcritter094b	NormalNpc	image\feature\npc\critter\critter094b																
ktcritter096	NormalNpc	image\feature\npc\critter\critter096																
ktcritter099	NormalNpc	image\feature\npc\critter\critter099																
ktcritter100	NormalNpc	image\feature\npc\critter\critter100																
ktcritter101	NormalNpc	image\feature\npc\critter\critter101																
ktcritter102	NormalNpc	image\feature\npc\critter\critter102																
ktcritter103	NormalNpc	image\feature\npc\critter\critter103																
ktcritter104	NormalNpc	image\feature\npc\critter\critter104																
ktcritter105	NormalNpc	image\feature\npc\critter\critter105																
ktcritter106	NormalNpc	image\feature\npc\critter\critter106																
ktcritter107	NormalNpc	image\feature\npc\critter\critter107																
ktcritter108	NormalNpc	image\feature\npc\critter\critter108																
ktcritter109	NormalNpc	image\feature\npc\critter\critter109																
ktcritter110	NormalNpc	image\feature\npc\critter\critter110																
ktcritter111	NormalNpc	image\feature\npc\critter\critter111																
ktcritter112	NormalNpc	image\feature\npc\critter\critter112																
ktcritter113	NormalNpc	image\feature\npc\critter\critter113																
ktcritter114	NormalNpc	image\feature\npc\critter\critter114																
ktcritter115	NormalNpc	image\feature\npc\critter\critter115																
ktcritter116	NormalNpc	image\feature\npc\critter\critter116																
ktcritter117	NormalNpc	image\feature\npc\critter\critter117																
ktcritter118	NormalNpc	image\feature\npc\critter\critter118																
ktcritter119	NormalNpc	image\feature\npc\critter\critter119																
ktcritter120	NormalNpc	image\feature\npc\critter\critter120																
ktcritter121	NormalNpc	image\feature\npc\critter\critter121																
ktcritter122a	NormalNpc	image\feature\npc\critter\critter122a																
ktcritter122b	NormalNpc	image\feature\npc\critter\critter122b																
ktcritter123a	NormalNpc	image\feature\npc\critter\critter123a																
ktcritter123b	NormalNpc	image\feature\npc\critter\critter123b																
ktcritter124a	NormalNpc	image\feature\npc\critter\critter124a																
ktcritter124b	NormalNpc	image\feature\npc\critter\critter124b																
ktcritter125a	NormalNpc	image\feature\npc\critter\critter125a																
ktcritter125b	NormalNpc	image\feature\npc\critter\critter125b																
ktcritter126a	NormalNpc	image\feature\npc\critter\critter126a																
ktcritter126b	NormalNpc	image\feature\npc\critter\critter126b																
ktcritter127	NormalNpc	image\feature\npc\critter\critter127																
ktcritter128	NormalNpc	image\feature\npc\critter\critter128																
ktcritter129	NormalNpc	image\feature\npc\critter\critter129																
ktenemy001	NormalNpc	image\feature\npc\enemy\enemy001																
ktenemy002	NormalNpc	image\feature\npc\enemy\enemy002																
ktenemy003	NormalNpc	image\feature\npc\enemy\enemy003																
ktenemy004	NormalNpc	image\feature\npc\enemy\enemy004																
ktenemy005	NormalNpc	image\feature\npc\enemy\enemy005																
ktenemy006	NormalNpc	image\feature\npc\enemy\enemy006																
ktenemy006a	NormalNpc	image\feature\npc\enemy\enemy006a																
ktenemy007	NormalNpc	image\feature\npc\enemy\enemy007																
ktenemy008	NormalNpc	image\feature\npc\enemy\enemy008																
ktenemy009	NormalNpc	image\feature\npc\enemy\enemy009																
ktenemy010	NormalNpc	image\feature\npc\enemy\enemy010																
ktenemy011	NormalNpc	image\feature\npc\enemy\enemy011																
ktenemy012	NormalNpc	image\feature\npc\enemy\enemy012																
ktenemy012a	NormalNpc	image\feature\npc\enemy\enemy012a																
ktenemy013	NormalNpc	image\feature\npc\enemy\enemy013																
ktenemy014	NormalNpc	image\feature\npc\enemy\enemy014																
ktenemy015	NormalNpc	image\feature\npc\enemy\enemy015																
ktenemy016	NormalNpc	image\feature\npc\enemy\enemy016																
ktenemy017	NormalNpc	image\feature\npc\enemy\enemy017																
ktenemy018	NormalNpc	image\feature\npc\enemy\enemy018																
ktenemy019	NormalNpc	image\feature\npc\enemy\enemy019																
ktenemy020	NormalNpc	image\feature\npc\enemy\enemy020																
ktenemy021	NormalNpc	image\feature\npc\enemy\enemy021																
ktenemy022	NormalNpc	image\feature\npc\enemy\enemy022																
ktenemy023	NormalNpc	image\feature\npc\enemy\enemy023																
ktenemy024	NormalNpc	image\feature\npc\enemy\enemy024																
ktenemy025	NormalNpc	image\feature\npc\enemy\enemy025																
ktenemy026	NormalNpc	image\feature\npc\enemy\enemy026																
ktenemy027	NormalNpc	image\feature\npc\enemy\enemy027																
ktenemy028	NormalNpc	image\feature\npc\enemy\enemy028																
ktenemy029	NormalNpc	image\feature\npc\enemy\enemy029																
ktenemy030	NormalNpc	image\feature\npc\enemy\enemy030																
ktenemy031	NormalNpc	image\feature\npc\enemy\enemy031																
ktenemy032	NormalNpc	image\feature\npc\enemy\enemy032																
ktenemy033	NormalNpc	image\feature\npc\enemy\enemy033																
ktenemy034	NormalNpc	image\feature\npc\enemy\enemy034																
ktenemy034a	NormalNpc	image\feature\npc\enemy\enemy034a																
ktenemy035	NormalNpc	image\feature\npc\enemy\enemy035																
ktenemy036	NormalNpc	image\feature\npc\enemy\enemy036																
ktenemy037	NormalNpc	image\feature\npc\enemy\enemy037																
ktenemy038	NormalNpc	image\feature\npc\enemy\enemy038																
ktenemy039	NormalNpc	image\feature\npc\enemy\enemy039																
ktenemy040	NormalNpc	image\feature\npc\enemy\enemy040																
ktenemy041	NormalNpc	image\feature\npc\enemy\enemy041																
ktenemy042	NormalNpc	image\feature\npc\enemy\enemy042																
ktenemy043	NormalNpc	image\feature\npc\enemy\enemy043																
