Name	DataID	Kind	ScriptName	ImageName	SoundName	LifeTime	Layer	Height	SkillKind	SkillCamp	SkillRange	SkillCastTime	SkillID	SkillLevel	LightRadius	LightRed	LightGreen	LightBlue	LightAlpha	LightReflectType	ImageTotalFrame	ImageCurFrame	ImageTotalDir	ImageCurDir	ImageInterval	ImageCgXpos	ImageCgYpos	Bar0	Bar1	Bar2	Bar3	Bar4	Bar5	Bar6	Bar7	Bar8	Bar9	Bar10	Bar11	Bar12	Bar13	Bar14	ImageDropName	ImageDropTotalFrame	ImageDropCurFrame	ImageDropTotalDir	ImageDropCurDir	ImageDropInterval(Ö¡¼ä¸ô£©	ImageDropCgXpos	ImageDropCgYpos	IsUnseen	ObstacleKind	LoopAnimation
enemy096	205	Body		\spr\obj\corpse\enemy095_die_corpse.spr		200	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	36	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy097	206	Body		\spr\obj\corpse\enemy097_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	36	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy098	207	Body		\spr\obj\corpse\enemy098_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	17	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy099	208	Body		\spr\obj\corpse\enemy098_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy100	209	Body		\spr\obj\corpse\enemy100_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	20	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy101	210	Body		\spr\obj\corpse\enemy101_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy102	211	Body		\spr\obj\corpse\enemy101_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy103	212	Body		\spr\obj\corpse\enemy103_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	27	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy104	213	Body		\spr\obj\corpse\enemy104_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	5	4	0	1	1	4	1	1	1	1	1	1	3	1	2									0	0	0
enemy105	214	Body		\spr\obj\corpse\enemy105_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy106	215	Body		\spr\obj\corpse\enemy105_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy107	216	Body		\spr\obj\corpse\enemy107_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy108	217	Body		\spr\obj\corpse\enemy105_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy109	218	Body		\spr\obj\corpse\enemy109_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	24	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy110	219	Body		\spr\obj\corpse\enemy110_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	24	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy111	220	Body		\spr\obj\corpse\enemy110_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	6	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy112	221	Body		\spr\obj\corpse\enemy110_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	6	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy113	222	Body		\spr\obj\corpse\enemy110_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	6	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy114	223	Body		\spr\obj\corpse\enemy110_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	6	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy115	224	Body		\spr\obj\corpse\enemy110_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	6	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy116	225	Body		\spr\obj\corpse\enemy110_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	6	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy117	226	Body		\spr\obj\corpse\enemy110_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	6	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy118	227	Body		\spr\obj\corpse\enemy110_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	6	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy119	228	Body		\spr\obj\corpse\enemy110_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	6	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy120	229	Body		\spr\obj\corpse\enemy120_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	2	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy121	230	Body		\spr\obj\corpse\enemy121_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy122	231	Body		\spr\obj\corpse\enemy122_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	33	160	192	1	1	0	1	1	4	1	1	1	1	1	1	3	1	2									0	0	0
enemy123	232	Body		\spr\obj\corpse\enemy123_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy124	233	Body		\spr\obj\corpse\enemy124_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	0	5	1	4	1	1	1	3	1	1	0	3	2									0	0	0
enemy125	234	Body		\spr\obj\corpse\enemy125_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	35	160	192	5	4	0	1	1	4	1	1	1	1	1	1	3	1	2									0	0	0
enemy126	235	Body		\spr\obj\corpse\enemy126_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy127	236	Body		\spr\obj\corpse\enemy127_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	5	1	4	1	1	1	1	1	1	1	1	2	3	2	0									0	0	0
enemy128	237	Body		\spr\obj\corpse\enemy128_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	5	1	1	1	1	1	1	1	1	1	0	0	0									0	0	0
enemy129	238	Body		\spr\obj\corpse\enemy129_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	35	160	192	5	4	0	1	1	4	1	1	1	1	1	1	3	1	2									0	0	0
enemy130	239	Body		\spr\obj\corpse\enemy130_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	35	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy131	240	Body		\spr\obj\corpse\enemy131_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	28	160	192	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0									0	0	0
enemy132	241	Body		\spr\obj\corpse\enemy132_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	34	160	192	5	4	0	1	1	4	1	1	1	1	1	1	3	1	2									0	0	0
enemy133	242	Body		\spr\obj\corpse\enemy133_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	38	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy134	243	Body		\spr\obj\corpse\enemy134_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	38	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy135	244	Body		\spr\obj\corpse\enemy135_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	38	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy136	245	Body		\spr\obj\corpse\enemy136_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	38	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy137	246	Body		\spr\obj\corpse\enemy137_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	37	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy138	247	Body		\spr\obj\corpse\enemy138_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	38	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy139	248	Body		\spr\obj\corpse\enemy139_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy140	249	Body		\spr\obj\corpse\enemy140_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	22	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy141	250	Body		\spr\obj\corpse\enemy141_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	22	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy142	251	Body		\spr\obj\corpse\enemy142_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy143	252	Body		\spr\obj\corpse\enemy143_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	0	5	1	4	1	1	1	1	1	1	3	1	2									0	0	0
enemy144	253	Body		\spr\obj\corpse\enemy144_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	35	160	192	4	0	0	1	1	4	1	1	1	1	1	1	0	0	3									0	0	0
enemy145	254	Body		\spr\obj\corpse\enemy145_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	38	160	192	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0									0	0	0
enemy146	255	Body		\spr\obj\corpse\enemy146_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	38	160	192	0	5	4	5	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy147	256	Body		\spr\obj\corpse\enemy147_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	5	4	5	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy148	257	Body		\spr\obj\corpse\enemy148_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	35	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy149	258	Body		\spr\obj\corpse\enemy149_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	28	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy150	259	Body		\spr\obj\corpse\enemy150_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	19	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy157	260	Body		\spr\obj\corpse\enemy157_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	25	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy171	261	Body		\spr\obj\corpse\enemy171_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	35	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy172	262	Body		\spr\obj\corpse\enemy172_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy173	263	Body		\spr\obj\corpse\enemy173_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy174	264	Body		\spr\obj\corpse\enemy174_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy176	265	Body		\spr\obj\corpse\enemy176_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	22	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy177	266	Body		\spr\obj\corpse\enemy177_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
Ýt tiÒn 	267	Money		\spr\obj\money\obj_money_01.spr	\sound\sound_i007.wav	2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	7	0	1	0	19	160	197	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0	\spr\obj\money\obj_money_01_fall.spr	13	0	1	0	19	160	197	0	0	0
1 ×t tiÒn 	268	Money		\spr\obj\money\obj_money_02.spr	\sound\sound_i007.wav	2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	7	0	1	0	19	160	197	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0	\spr\obj\money\obj_money_02_fall.spr	13	0	1	0	19	160	197	0	0	0
Kh«ng it tiÒn 	269	Money		\spr\obj\money\obj_money_03.spr	\sound\sound_i007.wav	2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	7	0	1	0	19	160	197	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0	\spr\obj\money\obj_money_03_fall.spr	15	0	1	0	19	160	197	0	0	0
RÊt nhiÒu tiÒn 	270	Money		\spr\obj\money\obj_money_04.spr	\sound\sound_i007.wav	2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	7	0	1	0	19	160	197	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0	\spr\obj\money\obj_money_04_fall.spr	15	0	1	0	19	160	197	0	0	0
Qu¸ nhiÒu tiÒn 	271	Money		\spr\obj\money\obj_money_05.spr	\sound\sound_i007.wav	2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	7	0	1	0	19	160	197	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0	\spr\obj\money\obj_money_05_fall.spr	15	0	1	0	19	160	197	0	0	0
§¹i M¹n ®µ la hoa	272	Prop		\spr\obj\prop\obj_rw_001.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	32	37	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
Trïng ®á 	273	Prop		\spr\obj\prop\obj_rw_002.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	8	0	1	0	36	159	193	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
BÝch th­êng Phông §iÖp 	274	Prop		\spr\obj\prop\obj_rw_003.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	8	0	1	0	14	162	185	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
Kim T¬ HÇu	275	Prop		\spr\obj\prop\obj_rw_004.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	8	0	1	0	28	158	195	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
Toµn th¹ch 	276	Prop		\spr\obj\prop\obj_rw_005.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	17	30	22	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
Tói v¶i 	277	Prop		\spr\obj\prop\obj_rw_006.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	50	37	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
NhÖn	278	Prop		\spr\obj\prop\obj_rw_007.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	8	0	1	0	14	159	192	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
§­¬ng Quy 	279	Prop		\spr\obj\prop\obj_rw_008.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	20	20	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
Tö Môc Tóc 	280	Prop		\spr\obj\prop\obj_rw_012.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	18	25	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
Linh Chi	281	Prop		\spr\obj\prop\obj_rw_016.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	16	17	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
s¬n  Lý Hång 	282	Prop		\spr\obj\prop\obj_rw_017.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	8	8	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
L­îng Ng©n Kho¸ng 	283	Prop		\spr\obj\prop\obj_rw_018.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	11	12	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
XÝch §ång Kho¸ng	284	Prop		\spr\obj\prop\obj_rw_019.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	9	11	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
Tõ ThiÕt Kho¸ng	285	Prop		\spr\obj\prop\obj_rw_030.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	32	34	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
Ho¾c H­¬ng 	286	Prop		\spr\obj\prop\obj_rw_020.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	8	5	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
Gµ n­íng 	287	Prop		\spr\obj\prop\obj_rw_021.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	10	6	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
§¸ 	288	Prop		\spr\obj\prop\obj_rw_022.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	43	19	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
TiÓu Hoµng cÈu 	289	Prop		\spr\obj\prop\obj_rw_023.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	158	171	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
TiÓu Kh«i l­ 	290	Prop		\spr\obj\prop\obj_rw_024.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	8	0	1	0	28	158	201	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
Chu Sa 	291	Prop		\spr\obj\prop\obj_rw_029.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	10	7	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
X¹ H­¬ng 	292	Prop		\spr\obj\prop\obj_rw_031.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	7	11	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
Hµ Thñ ¤ 	293	Prop		\spr\obj\prop\obj_rw_033.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	27	30	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
dÊu hiÖu 41	294	Box		\spr\obj\signpost\worldobj01-1.spr		0	0	80	Auto_Delay_Dir	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	29	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									0	0	0
dÊu hiÖu 42	295	Box		\spr\obj\signpost\worldobj01-2.spr		0	0	80	Auto_Delay_Target	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	32	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									0	0	0
dÊu hiÖu 43	296	Box		\spr\obj\signpost\worldobj01-3.spr		0	0	80	Auto_Delay_Target	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	28	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									0	0	0
dÊu hiÖu 44	297	Box		\spr\obj\signpost\worldobj01-4.spr		0	0	80	Auto_Delay_Target	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	51	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									0	0	0
dÊu hiÖu 51	298	Box		\spr\obj\signpost\worldobj02-1.spr		0	0	100	Auto_Delay_Target	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	65	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									0	0	0
dÊu hiÖu 52	299	Box		\spr\obj\signpost\worldobj02-2.spr		0	0	100	Auto_Delay_Target	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	69	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									0	0	0
dÊu hiÖu 53	300	Box		\spr\obj\signpost\worldobj02-3.spr		0	0	100	Auto_Delay_Target	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	75	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									0	0	0
Da tr©u	301	Prop		\spr\obj\prop\obj_rw_034.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	66	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									0	0	0
Ch¹c c©y	302	Prop		\spr\obj\prop\obj_rw_035.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									0	0	0
Tö Yªn Ngäc Béi 	303	Prop		\spr\obj\prop\obj_rw_036.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	62	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									0	0	0
enemy178	304	Body		\spr\obj\corpse\enemy178_corpse.spr		80	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	20	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy179	305	Body		\spr\obj\corpse\enemy179_corpse.spr		80	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	20	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy180	306	Body		\spr\obj\corpse\enemy180_corpse.spr		80	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	20	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
Hång d­îc 	307	Item		\spr\obj\item\obj_yp_hp02.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	18	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_yp_hp02_fall.spr	10	0	1	0	20	63	115	0	0	0
B¹ch d­îc	308	Item		\spr\obj\item\obj_yp_ap02.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_yp_ap02_fall.spr	10	0	1	0	20	63	115	0	0	0
Lam d­îc	309	Item		\spr\obj\item\obj_yp_mp02.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_yp_mp02_fall.spr	10	0	1	0	20	63	115	0	0	0
