道具名称	道具品质	道具ID	道具种类	具体类别	详细类别	白金等级	等级	魔法属性ID1	参数1	魔法1起始值1	魔法1结束值1	魔法1价值1	魔法1起始值2	魔法1结束值2	魔法1价值2	 魔法1起始值3 	 魔法1结束值3 	魔法1价值3	 魔法1起始值4 	 魔法1结束值4 	魔法1价值4	 魔法1起始值5	 魔法1结束值5	魔法1价值5	魔法属性ID2	参数2	魔法2起始值1	魔法2结束值1	魔法2价值1	魔法2起始值2	魔法2结束值2	魔法2价值2	 魔法2起始值3 	 魔法2结束值3 	魔法2价值3	魔法2起始值4	魔法2结束值4	魔法2价值4	 魔法2起始值5	 魔法2结束值5	魔法2价值5	魔法属性ID3	参数3	魔法3起始值1	魔法3结束值1	魔法3价值1	魔法3起始值2	魔法3结束值2	魔法3价值2	魔法3起始值3	魔法3结束值3	魔法3价值3	魔法3起始值4	魔法3结束值4	魔法3价值4	 魔法3起始值5	 魔法3结束值5	魔法3价值5	魔法属性ID4	参数4	魔法4起始值1	魔法4结束值1	魔法4价值1	魔法4起始值2	魔法4结束值2	魔法4价值2	魔法4起始值3	魔法4结束值3	魔法4价值3	魔法4起始值4	魔法4结束值4	魔法4价值4	 魔法4起始值5	 魔法4结束值5	魔法4价值5	保底	11
[天赐的]无间之拂云丝带1	4	33	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96656	96656
[天赐的]无间之拂云丝带2	4	33	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	97496	97496
[天赐的]无间之拂云丝带3	4	33	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98616	98616
[天赐的]无间之拂云丝带4	4	33	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100016	100016
[天赐的]无间之拂云丝带5	4	33	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	102116	102116
[天赐的]无间之拂云丝带6	4	33	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	106316	106316
[天赐的]无间之拂云丝带7	4	33	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	113316	113316
[天赐的]无间之拂云丝带8	4	33	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	124516	124516
[天赐的]无间之拂云丝带9	4	33	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	141316	141316
[天赐的]无间之拂云丝带10	4	33	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21808	21808
[天赐的]无间之琴韵护腕0	4	34	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22885	22885
[天赐的]无间之琴韵护腕1	4	34	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25038	25038
[天赐的]无间之琴韵护腕2	4	34	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27731	27731
[天赐的]无间之琴韵护腕3	4	34	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30962	30962
[天赐的]无间之琴韵护腕4	4	34	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	34731	34731
[天赐的]无间之琴韵护腕5	4	34	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21224.5824	21224.5824
[天赐的]无间之琴韵护腕6	4	34	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29624.5824	29624.5824
[天赐的]无间之琴韵护腕7	4	34	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	43624.5824	43624.5824
[天赐的]无间之琴韵护腕8	4	34	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66024.5824	66024.5824
[天赐的]无间之琴韵护腕9	4	34	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	99624.5824	99624.5824
[天赐的]无间之琴韵护腕10	4	34	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]无间之白玉般指0	4	35	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]无间之白玉般指1	4	35	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]无间之白玉般指2	4	35	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]无间之白玉般指3	4	35	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]无间之白玉般指4	4	35	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]无间之白玉般指5	4	35	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]无间之白玉般指6	4	35	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]无间之白玉般指7	4	35	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]无间之白玉般指8	4	35	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]无间之白玉般指9	4	35	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]无间之白玉般指10	4	35	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29500	29500
[天赐的]无魇之摩尼冠0	4	36	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30577	30577
[天赐的]无魇之摩尼冠1	4	36	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32731	32731
[天赐的]无魇之摩尼冠2	4	36	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35423	35423
[天赐的]无魇之摩尼冠3	4	36	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	38654	38654
[天赐的]无魇之摩尼冠4	4	36	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	42423	42423
[天赐的]无魇之摩尼冠5	4	36	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12709.5024	12709.5024
[天赐的]无魇之摩尼冠6	4	36	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16909.5024	16909.5024
[天赐的]无魇之摩尼冠7	4	36	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23909.5024	23909.5024
[天赐的]无魇之摩尼冠8	4	36	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35109.5024	35109.5024
[天赐的]无魇之摩尼冠9	4	36	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	51909.5024	51909.5024
[天赐的]无魇之摩尼冠10	4	36	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6664.5824	6664.5824
[天赐的]无魇之秋水流光带0	4	37	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6944.5824	6944.5824
[天赐的]无魇之秋水流光带1	4	37	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7504.5824	7504.5824
[天赐的]无魇之秋水流光带2	4	37	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8344.5824	8344.5824
[天赐的]无魇之秋水流光带3	4	37	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9464.5824	9464.5824
[天赐的]无魇之秋水流光带4	4	37	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10864.5824	10864.5824
[天赐的]无魇之秋水流光带5	4	37	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12964.5824	12964.5824
[天赐的]无魇之秋水流光带6	4	37	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17164.5824	17164.5824
[天赐的]无魇之秋水流光带7	4	37	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24164.5824	24164.5824
[天赐的]无魇之秋水流光带8	4	37	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35364.5824	35364.5824
[天赐的]无魇之秋水流光带9	4	37	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	52164.5824	52164.5824
[天赐的]无魇之秋水流光带10	4	37	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	56616	56616
[天赐的]无魇之冰晶指环0	4	38	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	56896	56896
[天赐的]无魇之冰晶指环1	4	38	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57456	57456
[天赐的]无魇之冰晶指环2	4	38	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58296	58296
[天赐的]无魇之冰晶指环3	4	38	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59416	59416
[天赐的]无魇之冰晶指环4	4	38	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60816	60816
[天赐的]无魇之冰晶指环5	4	38	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	62916	62916
[天赐的]无魇之冰晶指环6	4	38	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	67116	67116
[天赐的]无魇之冰晶指环7	4	38	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	74116	74116
[天赐的]无魇之冰晶指环8	4	38	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	85316	85316
[天赐的]无魇之冰晶指环9	4	38	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	102116	102116
[天赐的]无魇之冰晶指环10	4	38	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5712.3136	5712.3136
[天赐的]无魇之洗象玉扣0	4	39	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5992.3136	5992.3136
[天赐的]无魇之洗象玉扣1	4	39	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6552.3136	6552.3136
[天赐的]无魇之洗象玉扣2	4	39	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7392.3136	7392.3136
[天赐的]无魇之洗象玉扣3	4	39	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8512.3136	8512.3136
[天赐的]无魇之洗象玉扣4	4	39	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9912.3136	9912.3136
[天赐的]无魇之洗象玉扣5	4	39	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12012.3136	12012.3136
[天赐的]无魇之洗象玉扣6	4	39	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16212.3136	16212.3136
[天赐的]无魇之洗象玉扣7	4	39	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23212.3136	23212.3136
[天赐的]无魇之洗象玉扣8	4	39	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	34412.3136	34412.3136
[天赐的]无魇之洗象玉扣9	4	39	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	51212.3136	51212.3136
[天赐的]无魇之洗象玉扣10	4	39	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]无魇之红缁软禢鞋0	4	40	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]无魇之红缁软禢鞋1	4	40	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]无魇之红缁软禢鞋2	4	40	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]无魇之红缁软禢鞋3	4	40	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]无魇之红缁软禢鞋4	4	40	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]无魇之红缁软禢鞋5	4	40	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]无魇之红缁软禢鞋6	4	40	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
