Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	»ù´¡ÊôĞÔ1ÀàĞÍ	»ù´¡ÊôĞÔ1×îĞ¡Öµ	»ù´¡ÊôĞÔ1×î´óÖµ	»ù´¡ÊôĞÔ2ÀàĞÍ	»ù´¡ÊôĞÔ2×îĞ¡Öµ	»ù´¡ÊôĞÔ2×î´óÖµ	»ù´¡ÊôĞÔ3ÀàĞÍ	»ù´¡ÊôĞÔ3×îĞ¡Öµ	»ù´¡ÊôĞÔ3×î´óÖµ	»ù´¡ÊôĞÔ4ÀàĞÍ	»ù´¡ÊôĞÔ4×îĞ¡Öµ	»ù´¡ÊôĞÔ4×î´óÖµ	»ù´¡ÊôĞÔ5ÀàĞÍ	»ù´¡ÊôĞÔ5×îĞ¡Öµ	»ù´¡ÊôĞÔ5×î´óÖµ	»ù´¡ÊôĞÔ6ÀàĞÍ	»ù´¡ÊôĞÔ6×îĞ¡Öµ	»ù´¡ÊôĞÔ6×î´óÖµ	»ù´¡ÊôĞÔ7ÀàĞÍ	»ù´¡ÊôĞÔ7×îĞ¡Öµ	»ù´¡ÊôĞÔ7×î´óÖµ	ĞèÇóÊôĞÔ1ÀàĞÍ	ĞèÇóÊôĞÔ1ÊıÖµ	ĞèÇóÊôĞÔ2ÀàĞÍ	ĞèÇóÊôĞÔ2ÊıÖµ	ĞèÇóÊôĞÔ3ÀàĞÍ	ĞèÇóÊôĞÔ3ÊıÖµ	ĞèÇóÊôĞÔ4ÀàĞÍ	ĞèÇóÊôĞÔ4ÊıÖµ	ĞèÇóÊôĞÔ5ÀàĞÍ	ĞèÇóÊôĞÔ5ÊıÖµ	ĞèÇóÊôĞÔ6ÀàĞÍ	ĞèÇóÊôĞÔ6ÊıÖµ
MÆt n¹ - Thµnh Niªn H¶i §­êng	0	11	527	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1064	1064	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Thanh Niªn Háa NhËn	0	11	528	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1045	1045	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Thµnh Niªn Háa NhËn	0	11	529	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1063	1063	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Thanh Niªn Kim Phong	0	11	530	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1047	1047	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Thµnh Niªn Kim Phong	0	11	531	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1065	1065	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Thanh Niªn L«i KiÕm	0	11	532	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1043	1043	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Thµnh Niªn L«i KiÕm	0	11	533	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1061	1061	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Thanh Niªn TiÕu S­¬ng	0	11	534	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1044	1044	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Thµnh Niªn TiÕu S­¬ng	0	11	535	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1062	1062	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Thanh TuyÖt S­ Th¸i	0	11	536	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		743	743	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - ThiÕu Niªn H¶i §­êng	0	11	537	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1059	1059	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - ThiÕu Niªn Háa NhËn	0	11	538	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1058	1058	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - ThiÕu Niªn Kim Phong	0	11	539	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1060	1060	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - ThiÕu Niªn L«i KiÕm	0	11	540	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1056	1056	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - ThiÕu Niªn TiÕu S­¬ng	0	11	541	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1057	1057	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - T« Tõ Hinh	0	11	542	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1139	1139	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Tr­¬ng T«ng Chİnh	0	11	543	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		511	511	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Tö hiÖp	0	11	544	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1224	1224	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - TuyÒn C¬ Tö 	0	11	545	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		747	747	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Voi Ch©u ¸ 	0	11	546	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		13	13	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Voi Hoµng Hµ 	0	11	547	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		14	14	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - V­¬ng T¸ 	0	11	548	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		739	739	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Yªn HiÓu Tr¸i	0	11	549	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		744	744	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - YÕn triÖu	0	11	550	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1229	1229	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ ChiÕu NhËt MiÖn	0	11	551	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1312	1312	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ DiÖu NhÊt	0	11	552	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1314	1314	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ §o¹n Méc Ly	0	11	553	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1316	1316	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ §­êng H¹o	0	11	554	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1313	1313	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ h»ng nga	0	11	555	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1456	1456	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ L¨ng Tiªu Tö	0	11	556	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1319	1319	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ LÖ ChiÕt Mai	0	11	557	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1315	1315	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ Xu©n Ng­u	0	11	558	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1397	1397	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
Ò×ÈİÃæ¾ß-Áú¾ÅÌì	0	11	559	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1625	1625																														
Ò×ÈİÃæ¾ß-Áú¾ÅÌì£¨±äÉí£©	0	11	560	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1657	1657																														
MÆt n¹ V­¬ng Gi¶	0	11	561	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo vµo sÏ nh©n ®­îc vâ c«ng c¸i thÕ		0	1	0		1657	1657	139	1	1																											
Ò×ÈİÃæ¾ß-Õ½Áú»Í¼×(ÄĞ)	0	11	562	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1885	1885																														
Ò×ÈİÃæ¾ß-Õ½Áú»Í¼×(Å®)	0	11	563	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1886	1886																														
Ò×ÈİÃæ¾ß-ºúì³	0	11	564	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		2010	2010																														
Ò×ÈİÃæ¾ß-ÃçÈôÀ¼	0	11	565	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		2011	2011																														
MÆt N¹-TriÖu MÉn	0	11	566	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1314	1314	121	50	50	243	10	10																								
MÆt N¹-KiÒu Phong	0	11	567	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1065	1065	121	50	50	243	10	10																								
MÆt N¹-NhËm Doanh Doanh	0	11	568	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1123	1123	172	500	500	243	10	10																								
MÆt N¹-Chu ChØ Nh­îc	0	11	569	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1044	1044	172	500	500	243	10	10																								
MÆt N¹-TiÓu Long N÷	0	11	570	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1062	1062	169	500	500	243	10	10																								
MÆt N¹-Qu¸ch T­¬ng	0	11	571	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1046	1046	169	500	500	243	10	10																								
MÆt N¹-Hoµng Dung	0	11	572	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1224	1224	170	500	500	243	10	10																								
MÆt N¹-Qu¸ch TÜnh	0	11	573	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1061	1061	170	500	500	243	10	10																								
MÆt N¹-Tr­¬ng V« Kş	0	11	574	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1043	1043	171	500	500	243	10	10																								
MÆt N¹-Tr­¬ng Tam Phong	0	11	575	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		746	746	171	500	500	243	10	10																								
MÆt N¹-Ngäc Thè	0	11	576	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1124	1124	121	50	50	243	10	10																								
MÆt N¹-Kú L©n	0	11	577	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1251	1251	121	50	50	243	10	10																								
È­ÉÙÁÖ-³õ¿úÃÅ¾¶	0	11	578	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1311	1311																														
¹÷ÉÙÁÖ-³õ¿úÃÅ¾¶	0	11	579	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1311	1311																														
µ¶ÉÙÁÖ-³õ¿úÃÅ¾¶	0	11	580	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1311	1311																														
µ¶ÌìÍõ-³õ¿úÃÅ¾¶	0	11	581	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1310	1310																														
´¸ÌìÍõ-³õ¿úÃÅ¾¶	0	11	582	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1310	1310																														
Ç¹ÌìÍõ-³õ¿úÃÅ¾¶	0	11	583	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1310	1310																														
½£¶ëÃ¼-³õ¿úÃÅ¾¶	0	11	584	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1314	1314																														
ÕÆ¶ëÃ¼-³õ¿úÃÅ¾¶	0	11	585	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1314	1314																														
µ¶´äÑÌ-³õ¿úÃÅ¾¶	0	11	586	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1315	1315																														
ÄÚ´äÑÌ-³õ¿úÃÅ¾¶	0	11	587	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1315	1315																														
ÕÆÎå¶¾-³õ¿úÃÅ¾¶	0	11	588	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1312	1312																														
µ¶Îå¶¾-³õ¿úÃÅ¾¶	0	11	589	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1312	1312																														
·Éµ¶ÌÆ-³õ¿úÃÅ¾¶	0	11	590	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1313	1313																														
åó¼ıÌÆ-³õ¿úÃÅ¾¶	0	11	591	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1313	1313																														
·ÉïÚÌÆ-³õ¿úÃÅ¾¶	0	11	592	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1313	1313																														
ÕÆØ¤°ï-³õ¿úÃÅ¾¶	0	11	593	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1317	1317																														
¹÷Ø¤°ï-³õ¿úÃÅ¾¶	0	11	594	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1317	1317																														
Õ½ÌìÈÌ-³õ¿úÃÅ¾¶	0	11	595	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1316	1316																														
Ä§ÌìÈÌ-³õ¿úÃÅ¾¶	0	11	596	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1316	1316																														
ÆøÎäµ±-³õ¿úÃÅ¾¶	0	11	597	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1318	1318																														
½£Îäµ±-³õ¿úÃÅ¾¶	0	11	598	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1318	1318																														
µ¶À¥ÂØ-³õ¿úÃÅ¾¶	0	11	599	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1319	1319																														
½£À¥ÂØ-³õ¿úÃÅ¾¶	0	11	600	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1319	1319																														
È­ÉÙÁÖ-µÇÌÃÈëÊÒ	0	11	601	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1244	1244																														
¹÷ÉÙÁÖ-µÇÌÃÈëÊÒ	0	11	602	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1244	1244																														
µ¶ÉÙÁÖ-µÇÌÃÈëÊÒ	0	11	603	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1244	1244																														
µ¶ÌìÍõ-µÇÌÃÈëÊÒ	0	11	604	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1241	1241																														
´¸ÌìÍõ-µÇÌÃÈëÊÒ	0	11	605	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1241	1241																														
Ç¹ÌìÍõ-µÇÌÃÈëÊÒ	0	11	606	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1241	1241																														
½£¶ëÃ¼-µÇÌÃÈëÊÒ	0	11	607	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1246	1246																														
ÕÆ¶ëÃ¼-µÇÌÃÈëÊÒ	0	11	608	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1246	1246																														
µ¶´äÑÌ-µÇÌÃÈëÊÒ	0	11	609	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1242	1242																														
ÄÚ´äÑÌ-µÇÌÃÈëÊÒ	0	11	610	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1242	1242																														
ÕÆÎå¶¾-µÇÌÃÈëÊÒ	0	11	611	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1243	1243																														
