ATLAS_NAME	ATLAS_GENRE	ATLAS_DETAILTYPE	ATLAS_PARTICULAR	1_NAME	1_GENRE	1_DETAILTYPE	1_PARTICULAR	1_LEVEL	1_SERIES	1_MAGIC_ID	2_NAME	2_GENRE	2_DETAILTYPE	2_PARTICULAR	2_LEVEL	2_SERIES	2_MAGIC_ID	3_NAME	3_GENRE	3_DETAILTYPE	3_PARTICULAR	3_LEVEL	3_SERIES	3_MAGIC_ID	4_NAME	4_GENRE	4_DETAILTYPE	4_PARTICULAR	4_LEVEL	4_SERIES	4_MAGIC_ID	5_NAME	5_GENRE	5_DETAILTYPE	5_PARTICULAR	5_LEVEL	5_SERIES	5_MAGIC_ID	6_NAME	6_GENRE	6_DETAILTYPE	6_PARTICULAR	6_LEVEL	6_SERIES	6_MAGIC_ID	DES_NAME	DES_QUALITY	DES_GENRE	DES_DETAILTYPE	DES_PARTICULAR	DES_LEVEL	DES_SERIES	DES_PIECE	DES_PIECESUM	DES_VALUES
§å phæ Hoµng Kim - §Þch Kh¸i CÈu TÝch B× Hé UyÓn	6	1	337	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	2	110	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	4	105	Chu Sa kho¸ng	6	1	204	7		89	Phï Dung Th¹ch	6	1	203	6	4	108	M¶nh §Þch Kh¸i CÈu TÝch B× Hé UyÓn (2/6)	0	4	1092	1	0	0	2	6	0
§å phæ Hoµng Kim - §Þch Kh¸i CÈu TÝch B× Hé UyÓn	6	1	337	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	2	110	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	4	105	Chu Sa kho¸ng	6	1	204	7		89	Phï Dung Th¹ch	6	1	203	6	4	108	M¶nh §Þch Kh¸i CÈu TÝch B× Hé UyÓn (3/6)	0	4	1093	1	0	0	3	6	0
§å phæ Hoµng Kim - §Þch Kh¸i CÈu TÝch B× Hé UyÓn	6	1	337	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	2	110	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	4	105	Chu Sa kho¸ng	6	1	204	7		89	Phï Dung Th¹ch	6	1	203	6	4	108	M¶nh §Þch Kh¸i CÈu TÝch B× Hé UyÓn (4/6)	0	4	1094	1	0	0	4	6	0
§å phæ Hoµng Kim - §Þch Kh¸i CÈu TÝch B× Hé UyÓn	6	1	337	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	2	110	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	4	105	Chu Sa kho¸ng	6	1	204	7		89	Phï Dung Th¹ch	6	1	203	6	4	108	M¶nh §Þch Kh¸i CÈu TÝch B× Hé UyÓn (5/6)	0	4	1095	1	0	0	5	6	0
§å phæ Hoµng Kim - §Þch Kh¸i CÈu TÝch B× Hé UyÓn	6	1	337	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	2	110	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	4	105	Chu Sa kho¸ng	6	1	204	7		89	Phï Dung Th¹ch	6	1	203	6	4	108	M¶nh §Þch Kh¸i CÈu TÝch B× Hé UyÓn (6/6)	0	4	1096	1	0	0	6	6	0
§å phæ Hoµng Kim - Ma S¸t Tµn D­¬ng ¸nh HuyÕt Gi¸p	6	1	340	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	MËt Ng©n kho¸ng	6	1	202	7		113	Phï Dung Th¹ch	6	1	203	6	2	110	Phï Dung Th¹ch	6	1	203	7	1	103	Chu Sa kho¸ng	6	1	204	7		89	Vâ L©m MËt TÞch	6	1	26				M¶nh Ma S¸t Tµn D­¬ng ¸nh HuyÕt Gi¸p (1/6)	0	4	1097	1	0	0	1	6	0
§å phæ Hoµng Kim - Ma S¸t Tµn D­¬ng ¸nh HuyÕt Gi¸p	6	1	340	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	MËt Ng©n kho¸ng	6	1	202	7		113	Phï Dung Th¹ch	6	1	203	6	2	110	Phï Dung Th¹ch	6	1	203	7	1	103	Chu Sa kho¸ng	6	1	204	7		89	Vâ L©m MËt TÞch	6	1	26				M¶nh Ma S¸t Tµn D­¬ng ¸nh HuyÕt Gi¸p (2/6)	0	4	1098	1	0	0	2	6	0
§å phæ Hoµng Kim - Ma S¸t Tµn D­¬ng ¸nh HuyÕt Gi¸p	6	1	340	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	MËt Ng©n kho¸ng	6	1	202	7		113	Phï Dung Th¹ch	6	1	203	6	2	110	Phï Dung Th¹ch	6	1	203	7	1	103	Chu Sa kho¸ng	6	1	204	7		89	Vâ L©m MËt TÞch	6	1	26				M¶nh Ma S¸t Tµn D­¬ng ¸nh HuyÕt Gi¸p (3/6)	0	4	1099	1	0	0	3	6	0
§å phæ Hoµng Kim - Ma S¸t Tµn D­¬ng ¸nh HuyÕt Gi¸p	6	1	340	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	MËt Ng©n kho¸ng	6	1	202	7		113	Phï Dung Th¹ch	6	1	203	6	2	110	Phï Dung Th¹ch	6	1	203	7	1	103	Chu Sa kho¸ng	6	1	204	7		89	Vâ L©m MËt TÞch	6	1	26				M¶nh Ma S¸t Tµn D­¬ng ¸nh HuyÕt Gi¸p (4/6)	0	4	1100	1	0	0	4	6	0
§å phæ Hoµng Kim - Ma S¸t Tµn D­¬ng ¸nh HuyÕt Gi¸p	6	1	340	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	MËt Ng©n kho¸ng	6	1	202	7		113	Phï Dung Th¹ch	6	1	203	6	2	110	Phï Dung Th¹ch	6	1	203	7	1	103	Chu Sa kho¸ng	6	1	204	7		89	Vâ L©m MËt TÞch	6	1	26				M¶nh Ma S¸t Tµn D­¬ng ¸nh HuyÕt Gi¸p (5/6)	0	4	1101	1	0	0	5	6	0
§å phæ Hoµng Kim - Ma S¸t Tµn D­¬ng ¸nh HuyÕt Gi¸p	6	1	340	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	MËt Ng©n kho¸ng	6	1	202	7		113	Phï Dung Th¹ch	6	1	203	6	2	110	Phï Dung Th¹ch	6	1	203	7	1	103	Chu Sa kho¸ng	6	1	204	7		89	Vâ L©m MËt TÞch	6	1	26				M¶nh Ma S¸t Tµn D­¬ng ¸nh HuyÕt Gi¸p (6/6)	0	4	1102	1	0	0	6	6	0
§å phæ Hoµng Kim - Ma ThÞ LiÖt DiÖm Qu¸n MiÖn	6	1	344	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	L­u Tinh. §ao ph¸p	6	1	36				Phï Dung Th¹ch	6	1	203	7	2	110	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Vâ L©m MËt TÞch	6	1	26				M¶nh Ma ThÞ LiÖt Háa Qu¸n MiÖn (1/6)	0	4	1103	1	0	0	1	6	0
§å phæ Hoµng Kim - Ma ThÞ LiÖt DiÖm Qu¸n MiÖn	6	1	344	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	L­u Tinh. §ao ph¸p	6	1	36				Phï Dung Th¹ch	6	1	203	7	2	110	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Vâ L©m MËt TÞch	6	1	26				M¶nh Ma ThÞ LiÖt Háa Qu¸n MiÖn (2/6)	0	4	1104	1	0	0	2	6	0
§å phæ Hoµng Kim - Ma ThÞ LiÖt DiÖm Qu¸n MiÖn	6	1	344	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	L­u Tinh. §ao ph¸p	6	1	36				Phï Dung Th¹ch	6	1	203	7	2	110	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Vâ L©m MËt TÞch	6	1	26				M¶nh Ma ThÞ LiÖt Háa Qu¸n MiÖn (3/6)	0	4	1105	1	0	0	3	6	0
§å phæ Hoµng Kim - Ma ThÞ LiÖt DiÖm Qu¸n MiÖn	6	1	344	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	L­u Tinh. §ao ph¸p	6	1	36				Phï Dung Th¹ch	6	1	203	7	2	110	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Vâ L©m MËt TÞch	6	1	26				M¶nh Ma ThÞ LiÖt Háa Qu¸n MiÖn (4/6)	0	4	1106	1	0	0	4	6	0
§å phæ Hoµng Kim - Ma ThÞ LiÖt DiÖm Qu¸n MiÖn	6	1	344	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	L­u Tinh. §ao ph¸p	6	1	36				Phï Dung Th¹ch	6	1	203	7	2	110	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Vâ L©m MËt TÞch	6	1	26				M¶nh Ma ThÞ LiÖt Háa Qu¸n MiÖn (5/6)	0	4	1107	1	0	0	5	6	0
§å phæ Hoµng Kim - Ma ThÞ LiÖt DiÖm Qu¸n MiÖn	6	1	344	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	L­u Tinh. §ao ph¸p	6	1	36				Phï Dung Th¹ch	6	1	203	7	2	110	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Vâ L©m MËt TÞch	6	1	26				M¶nh Ma ThÞ LiÖt Háa Qu¸n MiÖn (6/6)	0	4	1108	1	0	0	6	6	0
§å phæ Hoµng Kim - S­¬ng Tinh Thiªn Thanh B¨ng Tinh Thñ 	6	1	367	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Ngù Phong thuËt	6	1	50				Vâ L©m MËt TÞch	6	1	26				Khæng T­íc Th¹ch	6	1	201	8	0	101	Chu Sa kho¸ng	6	1	204	7		89	TÈy Tñy Kinh	6	1	22				M¶nh S­¬ng Tinh Thiªn Thanh B¨ng Tinh Thñ (1/6)	0	4	1109	1	0	0	1	6	0
§å phæ Hoµng Kim - S­¬ng Tinh Thiªn Thanh B¨ng Tinh Thñ 	6	1	367	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Ngù Phong thuËt	6	1	50				Vâ L©m MËt TÞch	6	1	26				Khæng T­íc Th¹ch	6	1	201	8	0	101	Chu Sa kho¸ng	6	1	204	7		89	TÈy Tñy Kinh	6	1	22				M¶nh S­¬ng Tinh Thiªn Thanh B¨ng Tinh Thñ (2/6)	0	4	1110	1	0	0	2	6	0
§å phæ Hoµng Kim - S­¬ng Tinh Thiªn Thanh B¨ng Tinh Thñ 	6	1	367	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Ngù Phong thuËt	6	1	50				Vâ L©m MËt TÞch	6	1	26				Khæng T­íc Th¹ch	6	1	201	8	0	101	Chu Sa kho¸ng	6	1	204	7		89	TÈy Tñy Kinh	6	1	22				M¶nh S­¬ng Tinh Thiªn Thanh B¨ng Tinh Thñ (3/6)	0	4	1111	1	0	0	3	6	0
§å phæ Hoµng Kim - S­¬ng Tinh Thiªn Thanh B¨ng Tinh Thñ 	6	1	367	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Ngù Phong thuËt	6	1	50				Vâ L©m MËt TÞch	6	1	26				Khæng T­íc Th¹ch	6	1	201	8	0	101	Chu Sa kho¸ng	6	1	204	7		89	TÈy Tñy Kinh	6	1	22				M¶nh S­¬ng Tinh Thiªn Thanh B¨ng Tinh Thñ (4/6)	0	4	1112	1	0	0	4	6	0
§å phæ Hoµng Kim - S­¬ng Tinh Thiªn Thanh B¨ng Tinh Thñ 	6	1	367	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Ngù Phong thuËt	6	1	50				Vâ L©m MËt TÞch	6	1	26				Khæng T­íc Th¹ch	6	1	201	8	0	101	Chu Sa kho¸ng	6	1	204	7		89	TÈy Tñy Kinh	6	1	22				M¶nh S­¬ng Tinh Thiªn Thanh B¨ng Tinh Thñ (5/6)	0	4	1113	1	0	0	5	6	0
§å phæ Hoµng Kim - S­¬ng Tinh Thiªn Thanh B¨ng Tinh Thñ 	6	1	367	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Ngù Phong thuËt	6	1	50				Vâ L©m MËt TÞch	6	1	26				Khæng T­íc Th¹ch	6	1	201	8	0	101	Chu Sa kho¸ng	6	1	204	7		89	TÈy Tñy Kinh	6	1	22				M¶nh S­¬ng Tinh Thiªn Thanh B¨ng Tinh Thñ (6/6)	0	4	1114	1	0	0	6	6	0
§å phæ Hoµng Kim - Vô ¶o Tung Phong TuyÕt ¶nh ngoa	6	1	378	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Ngù T©m thuËt	6	1	52				MËt Ng©n kho¸ng	6	1	202	7		111	Phï Dung Th¹ch	6	1	203	6	1	103	Chu Sa kho¸ng	6	1	204	6		89	Chung Nhò th¹ch	6	1	205	6	2	110	M¶nh Vô Hoan Tïng Phong TuyÕt ¶nh Ngoa (1/6)	0	4	1115	1	0	0	1	6	0
§å phæ Hoµng Kim - Vô ¶o Tung Phong TuyÕt ¶nh ngoa	6	1	378	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Ngù T©m thuËt	6	1	52				MËt Ng©n kho¸ng	6	1	202	7		111	Phï Dung Th¹ch	6	1	203	6	1	103	Chu Sa kho¸ng	6	1	204	6		89	Chung Nhò th¹ch	6	1	205	6	2	110	M¶nh Vô Hoan Tïng Phong TuyÕt ¶nh Ngoa (2/6)	0	4	1116	1	0	0	2	6	0
§å phæ Hoµng Kim - Vô ¶o Tung Phong TuyÕt ¶nh ngoa	6	1	378	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Ngù T©m thuËt	6	1	52				MËt Ng©n kho¸ng	6	1	202	7		111	Phï Dung Th¹ch	6	1	203	6	1	103	Chu Sa kho¸ng	6	1	204	6		89	Chung Nhò th¹ch	6	1	205	6	2	110	M¶nh Vô Hoan Tïng Phong TuyÕt ¶nh Ngoa (3/6)	0	4	1117	1	0	0	3	6	0
§å phæ Hoµng Kim - Vô ¶o Tung Phong TuyÕt ¶nh ngoa	6	1	378	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Ngù T©m thuËt	6	1	52				MËt Ng©n kho¸ng	6	1	202	7		111	Phï Dung Th¹ch	6	1	203	6	1	103	Chu Sa kho¸ng	6	1	204	6		89	Chung Nhò th¹ch	6	1	205	6	2	110	M¶nh Vô Hoan Tïng Phong TuyÕt ¶nh Ngoa (4/6)	0	4	1118	1	0	0	4	6	0
§å phæ Hoµng Kim - Vô ¶o Tung Phong TuyÕt ¶nh ngoa	6	1	378	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Ngù T©m thuËt	6	1	52				MËt Ng©n kho¸ng	6	1	202	7		111	Phï Dung Th¹ch	6	1	203	6	1	103	Chu Sa kho¸ng	6	1	204	6		89	Chung Nhò th¹ch	6	1	205	6	2	110	M¶nh Vô Hoan Tïng Phong TuyÕt ¶nh Ngoa (5/6)	0	4	1119	1	0	0	5	6	0
§å phæ Hoµng Kim - Vô ¶o Tung Phong TuyÕt ¶nh ngoa	6	1	378	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Ngù T©m thuËt	6	1	52				MËt Ng©n kho¸ng	6	1	202	7		111	Phï Dung Th¹ch	6	1	203	6	1	103	Chu Sa kho¸ng	6	1	204	6		89	Chung Nhò th¹ch	6	1	205	6	2	110	M¶nh Vô Hoan Tïng Phong TuyÕt ¶nh Ngoa (6/6)	0	4	1120	1	0	0	6	6	0
§å phæ Hoµng Kim - Méng Long HuyÒn Ti Ph¸p §¸i	6	1	241	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	3	106	Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Chung Nhò th¹ch	6	1	205	8	2	110	ThiÕu L©m QuyÒn Ph¸p. QuyÓn 1	6	1	56				M¶nh HuyÒn ThiÕt Ph¸t §¸i (1/6)	0	4	1122	1	0	0	1	6	9000000000
§å phæ Hoµng Kim - Méng Long HuyÒn Ti Ph¸p §¸i	6	1	241	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	3	106	Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Chung Nhò th¹ch	6	1	205	8	2	110	ThiÕu L©m QuyÒn Ph¸p. QuyÓn 1	6	1	56				M¶nh HuyÒn ThiÕt Ph¸t §¸i (2/6)	0	4	1123	1	0	0	2	6	9000000000
§å phæ Hoµng Kim - Méng Long HuyÒn Ti Ph¸p §¸i	6	1	241	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	3	106	Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Chung Nhò th¹ch	6	1	205	8	2	110	ThiÕu L©m QuyÒn Ph¸p. QuyÓn 1	6	1	56				M¶nh HuyÒn ThiÕt Ph¸t §¸i (3/6)	0	4	1124	1	0	0	3	6	9000000000
§å phæ Hoµng Kim - Méng Long HuyÒn Ti Ph¸p §¸i	6	1	241	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	3	106	Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Chung Nhò th¹ch	6	1	205	8	2	110	ThiÕu L©m QuyÒn Ph¸p. QuyÓn 1	6	1	56				M¶nh HuyÒn ThiÕt Ph¸t §¸i (4/6)	0	4	1125	1	0	0	4	6	9000000000
§å phæ Hoµng Kim - Méng Long HuyÒn Ti Ph¸p §¸i	6	1	241	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	3	106	Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Chung Nhò th¹ch	6	1	205	8	2	110	ThiÕu L©m QuyÒn Ph¸p. QuyÓn 1	6	1	56				M¶nh HuyÒn ThiÕt Ph¸t §¸i (5/6)	0	4	1126	1	0	0	5	6	9000000000
§å phæ Hoµng Kim - Méng Long HuyÒn Ti Ph¸p §¸i	6	1	241	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	3	106	Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Chung Nhò th¹ch	6	1	205	8	2	110	ThiÕu L©m QuyÒn Ph¸p. QuyÓn 1	6	1	56				M¶nh HuyÒn ThiÕt Ph¸t §¸i (6/6)	0	4	1127	1	0	0	6	6	9000000000
§å phæ Hoµng Kim - Phôc Ma ¤ Kim NhuyÔn §iÒu	6	1	246	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	7	4	108	Chung Nhò th¹ch	6	1	205	8	2	110	ThiÕu L©m C«n ph¸p. QuyÓn 2	6	1	57				M¶nh Phôc Ma ¤ Kim NhuyÔn Thao (1/6)	0	4	1128	1	0	0	1	6	6000000000
§å phæ Hoµng Kim - Phôc Ma ¤ Kim NhuyÔn §iÒu	6	1	246	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	7	4	108	Chung Nhò th¹ch	6	1	205	8	2	110	ThiÕu L©m C«n ph¸p. QuyÓn 2	6	1	57				M¶nh Phôc Ma ¤ Kim NhuyÔn Thao (2/6)	0	4	1129	1	0	0	2	6	6000000000
§å phæ Hoµng Kim - Phôc Ma ¤ Kim NhuyÔn §iÒu	6	1	246	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	7	4	108	Chung Nhò th¹ch	6	1	205	8	2	110	ThiÕu L©m C«n ph¸p. QuyÓn 2	6	1	57				M¶nh Phôc Ma ¤ Kim NhuyÔn Thao (3/6)	0	4	1130	1	0	0	3	6	6000000000
§å phæ Hoµng Kim - Phôc Ma ¤ Kim NhuyÔn §iÒu	6	1	246	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	7	4	108	Chung Nhò th¹ch	6	1	205	8	2	110	ThiÕu L©m C«n ph¸p. QuyÓn 2	6	1	57				M¶nh Phôc Ma ¤ Kim NhuyÔn Thao (4/6)	0	4	1131	1	0	0	4	6	6000000000
§å phæ Hoµng Kim - Phôc Ma ¤ Kim NhuyÔn §iÒu	6	1	246	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	7	4	108	Chung Nhò th¹ch	6	1	205	8	2	110	ThiÕu L©m C«n ph¸p. QuyÓn 2	6	1	57				M¶nh Phôc Ma ¤ Kim NhuyÔn Thao (5/6)	0	4	1132	1	0	0	5	6	6000000000
§å phæ Hoµng Kim - Phôc Ma ¤ Kim NhuyÔn §iÒu	6	1	246	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	7	4	108	Chung Nhò th¹ch	6	1	205	8	2	110	ThiÕu L©m C«n ph¸p. QuyÓn 2	6	1	57				M¶nh Phôc Ma ¤ Kim NhuyÔn Thao (6/6)	0	4	1133	1	0	0	6	6	6000000000
§å phæ Hoµng Kim - Tø Kh«ng Hé Ph¸p Yªu §¸i	6	1	251	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	ThiÕu L©m §ao ph¸p. QuyÓn 3	6	1	58				M¶nh Tø Kh«ng Hé Ph¸p Yªu §¸i (1/6)	0	4	1134	1	0	0	1	6	0
§å phæ Hoµng Kim - Tø Kh«ng Hé Ph¸p Yªu §¸i	6	1	251	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	ThiÕu L©m §ao ph¸p. QuyÓn 3	6	1	58				M¶nh Tø Kh«ng Hé Ph¸p Yªu §¸i (2/6)	0	4	1135	1	0	0	2	6	0
§å phæ Hoµng Kim - Tø Kh«ng Hé Ph¸p Yªu §¸i	6	1	251	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	ThiÕu L©m §ao ph¸p. QuyÓn 3	6	1	58				M¶nh Tø Kh«ng Hé Ph¸p Yªu §¸i (3/6)	0	4	1136	1	0	0	3	6	0
§å phæ Hoµng Kim - Tø Kh«ng Hé Ph¸p Yªu §¸i	6	1	251	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	ThiÕu L©m §ao ph¸p. QuyÓn 3	6	1	58				M¶nh Tø Kh«ng Hé Ph¸p Yªu §¸i (4/6)	0	4	1137	1	0	0	4	6	0
§å phæ Hoµng Kim - Tø Kh«ng Hé Ph¸p Yªu §¸i	6	1	251	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	ThiÕu L©m §ao ph¸p. QuyÓn 3	6	1	58				M¶nh Tø Kh«ng Hé Ph¸p Yªu §¸i (5/6)	0	4	1138	1	0	0	5	6	0
§å phæ Hoµng Kim - Tø Kh«ng Hé Ph¸p Yªu §¸i	6	1	251	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	ThiÕu L©m §ao ph¸p. QuyÓn 3	6	1	58				M¶nh Tø Kh«ng Hé Ph¸p Yªu §¸i (6/6)	0	4	1139	1	0	0	6	6	0
§å phæ Hoµng Kim - H¸m Thiªn Uy Vò Thóc Yªu §¸i	6	1	256	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Thiªn V­¬ng Chïy Ph¸p. QuyÓn 1	6	1	37				M¶nh H·m Thiªn Uy Vò Thóc Yªu Hoµn (1/6)	0	4	1140	1	0	0	1	6	0
§å phæ Hoµng Kim - H¸m Thiªn Uy Vò Thóc Yªu §¸i	6	1	256	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Thiªn V­¬ng Chïy Ph¸p. QuyÓn 1	6	1	37				M¶nh H·m Thiªn Uy Vò Thóc Yªu Hoµn (2/6)	0	4	1141	1	0	0	2	6	0
§å phæ Hoµng Kim - H¸m Thiªn Uy Vò Thóc Yªu §¸i	6	1	256	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Thiªn V­¬ng Chïy Ph¸p. QuyÓn 1	6	1	37				M¶nh H·m Thiªn Uy Vò Thóc Yªu Hoµn (3/6)	0	4	1142	1	0	0	3	6	0
§å phæ Hoµng Kim - H¸m Thiªn Uy Vò Thóc Yªu §¸i	6	1	256	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Thiªn V­¬ng Chïy Ph¸p. QuyÓn 1	6	1	37				M¶nh H·m Thiªn Uy Vò Thóc Yªu Hoµn (4/6)	0	4	1143	1	0	0	4	6	0
