效果	是否前缀	五行要求	等级要求	属性调整类别	参数1最小值	参数1最大值	参数2最小值	参数2最大值	参数3最小值	参数3最大值	效果说明
原内毒点伤（16级）				172	640	680	-1	-1	0	0	0
原内毒点伤（17级）				172	680	720	-1	-1	0	0	0
原内毒点伤（18级）				172	720	760	-1	-1	0	0	0
原内毒点伤（19级）				172	760	800	-1	-1	0	0	0
原内毒点伤（20级）				172	800	840	-1	-1	0	0	0
原内冰点伤（1级）				169	300	400	-1	-1	0	0	0
原内冰点伤（2级）				169	400	500	-1	-1	0	0	0
原内冰点伤（3级）				169	500	600	-1	-1	0	0	0
原内冰点伤（4级）				169	600	700	-1	-1	0	0	0
原内冰点伤（5级）				169	700	800	-1	-1	0	0	0
原内冰点伤（6级）				169	800	900	-1	-1	0	0	0
原内冰点伤（7级）				169	900	1000	-1	-1	0	0	0
原内冰点伤（8级）				169	1000	1100	-1	-1	0	0	0
原内冰点伤（9级）				169	1100	1200	-1	-1	0	0	0
原内冰点伤（10级）				169	1200	1300	-1	-1	0	0	0
原内冰点伤（11级）				169	1300	1400	-1	-1	0	0	0
原内冰点伤（12级）				169	1400	1500	-1	-1	0	0	0
原内冰点伤（13级）				169	1500	1600	-1	-1	0	0	0
原内冰点伤（14级）				169	1600	1700	-1	-1	0	0	0
原内冰点伤（15级）				169	1700	1800	-1	-1	0	0	0
原内冰点伤（16级）				169	1800	1900	-1	-1	0	0	0
原内冰点伤（17级）				169	1900	2000	-1	-1	0	0	0
原内冰点伤（18级）				169	2000	2100	-1	-1	0	0	0
原内冰点伤（19级）				169	2100	2200	-1	-1	0	0	0
原内冰点伤（20级）				169	2200	2300	-1	-1	0	0	0
原内火点伤（1级）				170	300	400	-1	-1	0	0	0
原内火点伤（2级）				170	400	500	-1	-1	0	0	0
原内火点伤（3级）				170	500	600	-1	-1	0	0	0
原内火点伤（4级）				170	600	700	-1	-1	0	0	0
原内火点伤（5级）				170	700	800	-1	-1	0	0	0
原内火点伤（6级）				170	800	900	-1	-1	0	0	0
原内火点伤（7级）				170	900	1000	-1	-1	0	0	0
原内火点伤（8级）				170	1000	1100	-1	-1	0	0	0
原内火点伤（9级）				170	1100	1200	-1	-1	0	0	0
原内火点伤（10级）				170	1200	1300	-1	-1	0	0	0
原内火点伤（11级）				170	1300	1400	-1	-1	0	0	0
原内火点伤（12级）				170	1400	1500	-1	-1	0	0	0
原内火点伤（13级）				170	1500	1600	-1	-1	0	0	0
原内火点伤（14级）				170	1600	1700	-1	-1	0	0	0
原内火点伤（15级）				170	1700	1800	-1	-1	0	0	0
原内火点伤（16级）				170	1800	1900	-1	-1	0	0	0
原内火点伤（17级）				170	1900	2000	-1	-1	0	0	0
原内火点伤（18级）				170	2000	2100	-1	-1	0	0	0
原内火点伤（19级）				170	2100	2200	-1	-1	0	0	0
原内火点伤（20级）				170	2200	2300	-1	-1	0	0	0
原内电点伤（1级）				171	300	400	-1	-1	0	0	0
原内电点伤（2级）				171	400	500	-1	-1	0	0	0
原内电点伤（3级）				171	500	600	-1	-1	0	0	0
原内电点伤（4级）				171	600	700	-1	-1	0	0	0
原内电点伤（5级）				171	700	800	-1	-1	0	0	0
原内电点伤（6级）				171	800	900	-1	-1	0	0	0
原内电点伤（7级）				171	900	1000	-1	-1	0	0	0
原内电点伤（8级）				171	1000	1100	-1	-1	0	0	0
原内电点伤（9级）				171	1100	1200	-1	-1	0	0	0
原内电点伤（10级）				171	1200	1300	-1	-1	0	0	0
原内电点伤（11级）				171	1300	1400	-1	-1	0	0	0
原内电点伤（12级）				171	1400	1500	-1	-1	0	0	0
原内电点伤（13级）				171	1500	1600	-1	-1	0	0	0
原内电点伤（14级）				171	1600	1700	-1	-1	0	0	0
原内电点伤（15级）				171	1700	1800	-1	-1	0	0	0
原内电点伤（16级）				171	1800	1900	-1	-1	0	0	0
原内电点伤（17级）				171	1900	2000	-1	-1	0	0	0
原内电点伤（18级）				171	2000	2100	-1	-1	0	0	0
原内电点伤（19级）				171	2100	2200	-1	-1	0	0	0
原内电点伤（20级）				171	2200	2300	-1	-1	0	0	0
原减少中毒时间（1级）				108	10	10	-1	-1	0	0	0
原减少中毒时间（2级）				108	10	10	-1	-1	0	0	0
原减少中毒时间（3级）				108	10	10	-1	-1	0	0	0
原减少中毒时间（4级）				108	10	20	-1	-1	0	0	0
原减少中毒时间（5级）				108	20	30	-1	-1	0	0	0
原减少中毒时间（6级）				108	30	40	-1	-1	0	0	0
原减少中毒时间（7级）				108	40	50	-1	-1	0	0	0
原减少中毒时间（8级）				108	50	60	-1	-1	0	0	0
原减少中毒时间（9级）				108	60	70	-1	-1	0	0	0
原减少中毒时间（10级）				108	70	80	-1	-1	0	0	0
原减少中毒时间（11级）				108	80	90	-1	-1	0	0	0
原减少中毒时间（12级）				108	90	100	-1	-1	0	0	0
原减少中毒时间（13级）				108	100	110	-1	-1	0	0	0
原减少中毒时间（14级）				108	110	120	-1	-1	0	0	0
原减少中毒时间（15级）				108	120	130	-1	-1	0	0	0
原减少中毒时间（16级）				108	130	140	-1	-1	0	0	0
原减少中毒时间（17级）				108	140	150	-1	-1	0	0	0
原减少中毒时间（18级）				108	150	160	-1	-1	0	0	0
原减少中毒时间（19级）				108	160	170	-1	-1	0	0	0
原减少中毒时间（20级）				108	170	180	-1	-1	0	0	0
原减少眩晕时间（1级）				110	10	10	-1	-1	0	0	0
原减少眩晕时间（2级）				110	10	10	-1	-1	0	0	0
原减少眩晕时间（3级）				110	10	10	-1	-1	0	0	0
原减少眩晕时间（4级）				110	10	20	-1	-1	0	0	0
原减少眩晕时间（5级）				110	20	30	-1	-1	0	0	0
原减少眩晕时间（6级）				110	30	40	-1	-1	0	0	0
原减少眩晕时间（7级）				110	40	50	-1	-1	0	0	0
原减少眩晕时间（8级）				110	50	60	-1	-1	0	0	0
原减少眩晕时间（9级）				110	60	70	-1	-1	0	0	0
原减少眩晕时间（10级）				110	70	80	-1	-1	0	0	0
原减少眩晕时间（11级）				110	80	90	-1	-1	0	0	0
原减少眩晕时间（12级）				110	90	100	-1	-1	0	0	0
原减少眩晕时间（13级）				110	100	110	-1	-1	0	0	0
原减少眩晕时间（14级）				110	110	120	-1	-1	0	0	0
原减少眩晕时间（15级）				110	120	130	-1	-1	0	0	0
原减少眩晕时间（16级）				110	130	140	-1	-1	0	0	0
原减少眩晕时间（17级）				110	140	150	-1	-1	0	0	0
原减少眩晕时间（18级）				110	150	160	-1	-1	0	0	0
原减少眩晕时间（19级）				110	160	170	-1	-1	0	0	0
原减少眩晕时间（20级）				110	170	180	-1	-1	0	0	0
原减少冰冻时间（1级）				106	10	10	-1	-1	0	0	0
原减少冰冻时间（2级）				106	10	10	-1	-1	0	0	0
原减少冰冻时间（3级）				106	10	10	-1	-1	0	0	0
原减少冰冻时间（4级）				106	10	20	-1	-1	0	0	0
原减少冰冻时间（5级）				106	20	30	-1	-1	0	0	0
原减少冰冻时间（6级）				106	30	40	-1	-1	0	0	0
原减少冰冻时间（7级）				106	40	50	-1	-1	0	0	0
原减少冰冻时间（8级）				106	50	60	-1	-1	0	0	0
原减少冰冻时间（9级）				106	60	70	-1	-1	0	0	0
原减少冰冻时间（10级）				106	70	80	-1	-1	0	0	0
原减少冰冻时间（11级）				106	80	90	-1	-1	0	0	0
原减少冰冻时间（12级）				106	90	100	-1	-1	0	0	0
原减少冰冻时间（13级）				106	100	110	-1	-1	0	0	0
原减少冰冻时间（14级）				106	110	120	-1	-1	0	0	0
原减少冰冻时间（15级）				106	120	130	-1	-1	0	0	0
原减少冰冻时间（16级）				106	130	140	-1	-1	0	0	0
原减少冰冻时间（17级）				106	140	150	-1	-1	0	0	0
原减少冰冻时间（18级）				106	150	160	-1	-1	0	0	0
原减少冰冻时间（19级）				106	160	170	-1	-1	0	0	0
原减少冰冻时间（20级）				106	170	180	-1	-1	0	0	0
新打击回复（1级）				245	1	9	-1	-1	0	0	0
新打击回复（2级）				245	9	17	-1	-1	0	0	0
新打击回复（3级）				245	17	26	-1	-1	0	0	0
新打击回复（4级）				245	26	34	-1	-1	0	0	0
新打击回复（5级）				245	34	42	-1	-1	0	0	0
新打击回复（6级）				245	42	51	-1	-1	0	0	0
新打击回复（7级）				245	51	59	-1	-1	0	0	0
新打击回复（8级）				245	59	67	-1	-1	0	0	0
新打击回复（9级）				245	67	76	-1	-1	0	0	0
新打击回复（10级）				245	76	84	-1	-1	0	0	0
新打击回复（11级）				245	84	92	-1	-1	0	0	0
新打击回复（12级）				245	92	100	-1	-1	0	0	0
新打击回复（13级）				245	100	100	-1	-1	0	0	0
新打击回复（14级）				245	100	100	-1	-1	0	0	0
新打击回复（15级）				245	100	100	-1	-1	0	0	0
新打击回复（16级）				245	100	100	-1	-1	0	0	0
新打击回复（17级）				245	100	100	-1	-1	0	0	0
新打击回复（18级）				245	100	100	-1	-1	0	0	0
新打击回复（19级）				245	100	100	-1	-1	0	0	0
新打击回复（20级）				245	100	100	-1	-1	0	0	0
原跑速（1级）				111	25	30	-1	-1	0	0	0
原跑速（2级）				111	30	35	-1	-1	0	0	0
原跑速（3级）				111	35	40	-1	-1	0	0	0
原跑速（4级）				111	40	45	-1	-1	0	0	0
原跑速（5级）				111	45	50	-1	-1	0	0	0
原跑速（6级）				111	50	55	-1	-1	0	0	0
原跑速（7级）				111	55	60	-1	-1	0	0	0
原跑速（8级）				111	60	65	-1	-1	0	0	0
原跑速（9级）				111	65	70	-1	-1	0	0	0
原跑速（10级）				111	70	75	-1	-1	0	0	0
原跑速（11级）				111	75	80	-1	-1	0	0	0
原跑速（12级）				111	80	85	-1	-1	0	0	0
原跑速（13级）				111	85	90	-1	-1	0	0	0
原跑速（14级）				111	90	95	-1	-1	0	0	0
原跑速（15级）				111	95	100	-1	-1	0	0	0
原跑速（16级）				111	100	105	-1	-1	0	0	0
原跑速（17级）				111	105	110	-1	-1	0	0	0
原跑速（18级）				111	110	115	-1	-1	0	0	0
原跑速（19级）				111	115	120	-1	-1	0	0	0
原跑速（20级）				111	120	125	-1	-1	0	0	0
原重击（1级）				227	1	1	-1	-1	0	0	0
原重击（2级）				227	1	1	-1	-1	0	0	0
原重击（3级）				227	1	1	-1	-1	0	0	0
原重击（4级）				227	1	1	-1	-1	0	0	0
原重击（5级）				227	1	1	-1	-1	0	0	0
原重击（6级）				227	1	2	-1	-1	0	0	0
原重击（7级）				227	2	2	-1	-1	0	0	0
原重击（8级）				227	2	3	-1	-1	0	0	0
原重击（9级）				227	3	3	-1	-1	0	0	0
原重击（10级）				227	3	4	-1	-1	0	0	0
原重击（11级）				227	4	4	-1	-1	0	0	0
原重击（12级）				227	4	5	-1	-1	0	0	0
原重击（13级）				227	5	5	-1	-1	0	0	0
原重击（14级）				227	5	6	-1	-1	0	0	0
原重击（15级）				227	6	6	-1	-1	0	0	0
原重击（16级）				227	6	7	-1	-1	0	0	0
原重击（17级）				227	7	7	-1	-1	0	0	0
原重击（18级）				227	7	8	-1	-1	0	0	0
原重击（19级）				227	8	8	-1	-1	0	0	0
原重击（20级）				227	8	9	-1	-1	0	0	0
原格挡（1级）				226	1	1	-1	-1	0	0	0
原格挡（2级）				226	1	1	-1	-1	0	0	0
原格挡（3级）				226	1	1	-1	-1	0	0	0
原格挡（4级）				226	1	1	-1	-1	0	0	0
原格挡（5级）				226	1	1	-1	-1	0	0	0
原格挡（6级）				226	1	2	-1	-1	0	0	0
原格挡（7级）				226	2	2	-1	-1	0	0	0
原格挡（8级）				226	2	3	-1	-1	0	0	0
原格挡（9级）				226	3	3	-1	-1	0	0	0
原格挡（10级）				226	3	4	-1	-1	0	0	0
原格挡（11级）				226	4	4	-1	-1	0	0	0
原格挡（12级）				226	4	5	-1	-1	0	0	0
原格挡（13级）				226	5	5	-1	-1	0	0	0
原格挡（14级）				226	5	6	-1	-1	0	0	0
原格挡（15级）				226	6	6	-1	-1	0	0	0
原格挡（16级）				226	6	7	-1	-1	0	0	0
原格挡（17级）				226	7	7	-1	-1	0	0	0
原格挡（18级）				226	7	8	-1	-1	0	0	0
原格挡（19级）				226	8	8	-1	-1	0	0	0
原格挡（20级）				226	8	9	-1	-1	0	0	0
原外冰点数（1级）				123	10	20	-1	-1	0	0	0
原外冰点数（2级）				123	20	30	-1	-1	0	0	0
原外冰点数（3级）				123	30	40	-1	-1	0	0	0
原外冰点数（4级）				123	40	50	-1	-1	0	0	0
原外冰点数（5级）				123	50	60	-1	-1	0	0	0
原外冰点数（6级）				123	60	70	-1	-1	0	0	0
原外冰点数（7级）				123	70	80	-1	-1	0	0	0
原外冰点数（8级）				123	80	90	-1	-1	0	0	0
原外冰点数（9级）				123	99	100	-1	-1	0	0	0
原外冰点数（10级）				123	100	110	-1	-1	0	0	0
原外冰点数（11级）				123	110	120	-1	-1	0	0	0
原外冰点数（12级）				123	120	130	-1	-1	0	0	0
原外冰点数（13级）				123	130	140	-1	-1	0	0	0
原外冰点数（14级）				123	140	150	-1	-1	0	0	0
原外冰点数（15级）				123	150	160	-1	-1	0	0	0
原外冰点数（16级）				123	160	170	-1	-1	0	0	0
原外冰点数（17级）				123	170	180	-1	-1	0	0	0
原外冰点数（18级）				123	180	190	-1	-1	0	0	0
原外冰点数（19级）				123	190	200	-1	-1	0	0	0
原外冰点数（20级）				123	200	210	-1	-1	0	0	0
对攻击技能加成（1级）				243	2	2	-1	-1	0	0	0
对攻击技能加成（2级）				243	3	3	-1	-1	0	0	0
对攻击技能加成（3级）				243	4	4	-1	-1	0	0	0
对攻击技能加成（4级）				243	5	10	-1	-1	0	0	0
对攻击技能加成（5级）				243	10	15	-1	-1	0	0	0
对攻击技能加成（6级）				243	20	25	-1	-1	0	0	0
对攻击技能加成（7级）				243	30	35	-1	-1	0	0	0
对攻击技能加成（8级）				243	40	45	-1	-1	0	0	0
对攻击技能加成（9级）				243	50	55	-1	-1	0	0	0
对攻击技能加成（10级）				243	60	65	-1	-1	0	0	0
对攻击技能加成（11级）				243	70	75	-1	-1	0	0	0
对攻击技能加成（12级）				243	80	85	-1	-1	0	0	0
对攻击技能加成（13级）				243	90	95	-1	-1	0	0	0
对攻击技能加成（14级）				243	100	105	-1	-1	0	0	0
对攻击技能加成（15级）				243	110	115	-1	-1	0	0	0
对攻击技能加成（16级）				243	120	125	-1	-1	0	0	0
对攻击技能加成（17级）				243	130	135	-1	-1	0	0	0
对攻击技能加成（18级）				243	140	145	-1	-1	0	0	0
对攻击技能加成（19级）				243	150	155	-1	-1	0	0	0
对攻击技能加成（20级）				243	160	165	-1	-1	0	0	0
新外功攻速81				239	81	81	-1	-1	0	0	0
新外功攻速101				239	101	101	-1	-1	0	0	0
新外功攻速126				239	126	126	-1	-1	0	0	0
新外功攻速158				239	158	158	-1	-1	0	0	0
新外功攻速201				239	201	201	-1	-1	0	0	0
新外功攻速261				239	261	261	-1	-1	0	0	0
新内功攻速81				240	81	81	-1	-1	0	0	0
新内功攻速101				240	101	101	-1	-1	0	0	0
新内功攻速126				240	126	126	-1	-1	0	0	0
新内功攻速158				240	158	158	-1	-1	0	0	0
新内功攻速201				240	201	201	-1	-1	0	0	0
新内功攻速261				240	261	261	-1	-1	0	0	0
新外功攻速29				239	29	29	-1	-1	0	0	0
新内功攻速29				240	29	29	-1	-1	0	0	0
原体力(1级)				93	10	10	-1	-1	0	0	0
原体力(2级)				93	30	30	-1	-1	0	0	0
原体力(3级)				93	50	50	-1	-1	0	0	0
原体力(4级)				93	70	70	-1	-1	0	0	0
原体力(5级)				93	90	90	-1	-1	0	0	0
原体力(6级)				93	110	110	-1	-1	0	0	0
原体力(7级)				93	130	130	-1	-1	0	0	0
原体力(8级)				93	150	150	-1	-1	0	0	0
原体力(9级)				93	170	170	-1	-1	0	0	0
原体力(10级)				93	190	190	-1	-1	0	0	0
原体力(11级)				93	210	210	-1	-1	0	0	0
原体力(12级)				93	230	230	-1	-1	0	0	0
原体力(13级)				93	250	250	-1	-1	0	0	0
原体力(14级)				93	270	270	-1	-1	0	0	0
原体力(15级)				93	290	290	-1	-1	0	0	0
原体力(16级)				93	310	310	-1	-1	0	0	0
原体力(17级)				93	330	330	-1	-1	0	0	0
原体力(18级)				93	350	350	-1	-1	0	0	0
原体力(19级)				93	370	370	-1	-1	0	0	0
原体力(20级)				93	390	390	-1	-1	0	0	0
五行强化值(1级)				246	100	100	-1	-1	0	0	0
五行强化值(2级)				246	200	200	-1	-1	0	0	0
五行强化值(3级)				246	300	300	-1	-1	0	0	0
五行强化值(4级)				246	400	400	-1	-1	0	0	0
五行强化值(5级)				246	500	500	-1	-1	0	0	0
五行强化值(6级)				246	600	600	-1	-1	0	0	0
五行强化值(7级)				246	700	700	-1	-1	0	0	0
五行强化值(8级)				246	800	800	-1	-1	0	0	0
五行强化值(9级)				246	900	900	-1	-1	0	0	0
五行强化值(10级)				246	1000	1000	-1	-1	0	0	0
五行弱化值(1级)				247	100	100	-1	-1	0	0	0
五行弱化值(2级)				247	200	200	-1	-1	0	0	0
五行强化值(3级)				247	300	300	-1	-1	0	0	0
五行强化值(4级)				247	400	400	-1	-1	0	0	0
五行强化值(5级)				247	500	500	-1	-1	0	0	0
五行强化值(6级)				247	600	600	-1	-1	0	0	0
五行强化值(7级)				247	700	700	-1	-1	0	0	0
五行强化值(8级)				247	800	800	-1	-1	0	0	0
五行强化值(9级)				247	900	900	-1	-1	0	0	0
五行强化值(10级)				247	1000	1000	-1	-1	0	0	0
横扫千军2				139	3	3	-1	-1	319	319	0
无相斩				139	3	3	-1	-1	321	321	0
追风诀				139	3	3	-1	-1	325	325	0
追星逐月				139	3	3	-1	-1	323	323	0
破天斩				139	3	3	-1	-1	322	322	0
三峨霁雪				139	3	3	-1	-1	328	328	0
风霜碎影				139	3	3	-1	-1	380	380	0
冰踪无影				139	3	3	-1	-1	336	336	0
冰心仙子				139	3	3	-1	-1	337	337	0
阴风蚀骨				139	3	3	-1	-1	353	353	0
玄阴斩				139	3	3	-1	-1	355	355	0
慑魂月影				139	3	3	-1	-1	339	339	0
暴雨梨花				139	3	3	-1	-1	302	302	0
九宫飞星				139	3	3	-1	-1	342	342	0
飞龙在天				139	3	3	-1	-1	357	357	0
天下无狗				139	3	3	-1	-1	359	359	0
云龙击				139	3	3	-1	-1	361	361	0
天外流星				139	3	3	-1	-1	362	362	0
天地无极1				139	3	3	-1	-1	365	365	0
人剑合一				139	3	3	-1	-1	368	368	0
傲雪啸风				139	3	3	-1	-1	372	372	0
雷动九天				139	3	3	-1	-1	375	375	0
生命回复效率(1级)				190	1	1	-1	-1	0	0	0
生命回复效率(2级)				190	2	2	-1	-1	0	0	0
生命回复效率(3级)				190	3	3	-1	-1	0	0	0
生命回复效率(4级)				190	4	4	-1	-1	0	0	0
生命回复效率(5级)				190	5	5	-1	-1	0	0	0
生命回复效率(6级)				190	6	6	-1	-1	0	0	0
生命回复效率(7级)				190	7	7	-1	-1	0	0	0
生命回复效率(8级)				190	8	8	-1	-1	0	0	0
生命回复效率(9级)				190	9	9	-1	-1	0	0	0
生命回复效率(10级)				190	10	10	-1	-1	0	0	0
外普%（1级）				126	5	5	-1	-1	6	6	0
外普%（2级）				126	10	10	-1	-1	6	6	0
外普%（3级）				126	15	15	-1	-1	6	6	0
外普%（4级）				126	20	20	-1	-1	6	6	0
外普%（5级）				126	25	25	-1	-1	6	6	0
外普%（6级）				126	30	30	-1	-1	6	6	0
外普%（7级）				126	35	35	-1	-1	6	6	0
外普%（8级）				126	40	40	-1	-1	6	6	0
外普%（9级）				126	45	45	-1	-1	6	6	0
外普%（10级）				126	50	50	-1	-1	6	6	0
外普%（11级）				126	55	55	-1	-1	6	6	0
外普%（12级）				126	60	60	-1	-1	6	6	0
外普%（13级）				126	65	65	-1	-1	6	6	0
外普%（14级）				126	70	70	-1	-1	6	6	0
外普%（15级）				126	75	75	-1	-1	6	6	0
外普%（16级）				126	80	80	-1	-1	6	6	0
外普%（17级）				126	85	85	-1	-1	6	6	0
外普%（18级）				126	90	90	-1	-1	6	6	0
外普%（19级）				126	95	95	-1	-1	6	6	0
外普%（20级）				126	100	100	-1	-1	6	6	0
行龙不雨				139	1	1	-1	-1	14	14	0
少林拳法1				139	1	1	-1	-1	8	8	0
龙爪虎抓				139	1	1	-1	-1	271	271	0
金刚伏魔				139	1	1	-1	-1	10	10	0
少林棍法				139	1	1	-1	-1	4	4	0
横扫六合				139	1	1	-1	-1	11	11	0
少林刀法				139	1	1	-1	-1	6	6	0
摩诃无量				139	1	1	-1	-1	19	19	0
斩龙诀				139	1	1	-1	-1	29	29	0
天王锤法				139	1	1	-1	-1	26	26	0
行云诀				139	1	1	-1	-1	31	31	0
乘龙诀				139	1	1	-1	-1	324	324	0
回风落雁				139	1	1	-1	-1	30	30	0
天王枪法				139	1	1	-1	-1	23	23	0
阳关三叠				139	1	1	-1	-1	35	35	0
血战八方				139	1	1	-1	-1	41	41	0
惊雷斩				139	1	1	-1	-1	34	34	0
天王刀法				139	1	1	-1	-1	24	24	0
泼风斩				139	1	1	-1	-1	37	37	0
无心斩				139	1	1	-1	-1	32	32	0
一叶知秋				139	1	1	-1	-1	85	85	0
峨嵋剑法				139	1	1	-1	-1	77	77	0
推窗望月				139	1	1	-1	-1	385	385	0
不灭不绝				139	1	1	-1	-1	88	88	0
飘雪穿云				139	1	1	-1	-1	80	80	0
峨嵋掌法1				139	1	1	-1	-1	79	79	0
四象同归				139	1	1	-1	-1	82	82	0
佛光普照1				139	1	1	-1	-1	91	91	0
风花雪月				139	1	1	-1	-1	99	99	0
翠烟刀法				139	1	1	-1	-1	95	95	0
雨打梨花				139	1	1	-1	-1	105	105	0
牧野流星				139	1	1	-1	-1	108	108	0
风卷残雪				139	1	1	-1	-1	102	102	0
翠烟双刀1				139	1	1	-1	-1	97	97	0
浮云散雪				139	1	1	-1	-1	113	113	0
碧海潮生				139	1	1	-1	-1	111	111	0
毒砂掌				139	1	1	-1	-1	63	63	0
五毒掌法				139	1	1	-1	-1	62	62	0
幽冥骷髅				139	1	1	-1	-1	68	68	0
天罡地煞手				139	1	1	-1	-1	71	71	0
血刀毒杀				139	1	1	-1	-1	65	65	0
五毒刀法				139	1	1	-1	-1	60	60	0
百毒穿心				139	1	1	-1	-1	384	384	0
朱蛤青冥				139	1	1	-1	-1	74	74	0
霹雳弹				139	1	1	-1	-1	45	45	0
唐门暗器				139	1	1	-1	-1	43	43	0
追心箭				139	1	1	-1	-1	50	50	0
小李飞刀				139	1	1	-1	-1	249	249	0
漫天花雨				139	1	1	-1	-1	54	54	0
天罗地网				139	1	1	-1	-1	58	58	0
夺魂镖				139	1	1	-1	-1	47	47	0
散花镖				139	1	1	-1	-1	341	341	0
见人伸手				139	1	1	-1	-1	122	122	0
丐帮掌法				139	1	1	-1	-1	116	116	0
降龙掌				139	1	1	-1	-1	274	274	0
亢龙有悔1				139	1	1	-1	-1	128	128	0
沿门托钵				139	1	1	-1	-1	119	119	0
丐帮棒法				139	1	1	-1	-1	115	115	0
打狗阵				139	1	1	-1	-1	124	124	0
棒打恶狗				139	1	1	-1	-1	125	125	0
残阳如血				139	1	1	-1	-1	135	135	0
天忍矛法				139	1	1	-1	-1	132	132	0
烈火情天				139	1	1	-1	-1	141	141	0
偷天换日				139	1	1	-1	-1	142	142	0
弹指烈焰				139	1	1	-1	-1	145	145	0
天忍刀法				139	1	1	-1	-1	131	131	0
推山填海1				139	1	1	-1	-1	138	138	0
魔炎七杀1				139	1	1	-1	-1	148	148	0
怒雷指				139	1	1	-1	-1	153	153	0
武当拳法				139	1	1	-1	-1	152	152	0
剥及而复1				139	1	1	-1	-1	164	164	0
无我无剑1				139	1	1	-1	-1	165	165	0
沧海明月				139	1	1	-1	-1	155	155	0
武当剑法				139	1	1	-1	-1	151	151	0
剑飞惊天				139	1	1	-1	-1	158	158	0
三环套月				139	1	1	-1	-1	267	267	0
呼风法				139	1	1	-1	-1	169	169	0
昆仑刀法				139	1	1	-1	-1	167	167	0
一气三清符				139	1	1	-1	-1	178	178	0
狂风骤电				139	1	1	-1	-1	176	176	0
狂雷震地				139	1	1	-1	-1	179	179	0
昆仑剑法				139	1	1	-1	-1	168	168	0
天际迅雷				139	1	1	-1	-1	172	172	0
五雷正法				139	1	1	-1	-1	182	182	0
行龙不雨				139	2	2	-1	-1	14	14	0
少林拳法1				139	2	2	-1	-1	8	8	0
龙爪虎抓				139	2	2	-1	-1	271	271	0
金刚伏魔				139	2	2	-1	-1	10	10	0
少林棍法				139	2	2	-1	-1	4	4	0
横扫六合				139	2	2	-1	-1	11	11	0
少林刀法				139	2	2	-1	-1	6	6	0
摩诃无量				139	2	2	-1	-1	19	19	0
斩龙诀				139	2	2	-1	-1	29	29	0
天王锤法				139	2	2	-1	-1	26	26	0
行云诀				139	2	2	-1	-1	31	31	0
乘龙诀				139	2	2	-1	-1	324	324	0
回风落雁				139	2	2	-1	-1	30	30	0
天王枪法				139	2	2	-1	-1	23	23	0
阳关三叠				139	2	2	-1	-1	35	35	0
血战八方				139	2	2	-1	-1	41	41	0
惊雷斩				139	2	2	-1	-1	34	34	0
天王刀法				139	2	2	-1	-1	24	24	0
泼风斩				139	2	2	-1	-1	37	37	0
无心斩				139	2	2	-1	-1	32	32	0
一叶知秋				139	2	2	-1	-1	85	85	0
峨嵋剑法				139	2	2	-1	-1	77	77	0
推窗望月				139	2	2	-1	-1	385	385	0
不灭不绝				139	2	2	-1	-1	88	88	0
飘雪穿云				139	2	2	-1	-1	80	80	0
峨嵋掌法1				139	2	2	-1	-1	79	79	0
四象同归				139	2	2	-1	-1	82	82	0
佛光普照1				139	2	2	-1	-1	91	91	0
风花雪月				139	2	2	-1	-1	99	99	0
翠烟刀法				139	2	2	-1	-1	95	95	0
雨打梨花				139	2	2	-1	-1	105	105	0
牧野流星				139	2	2	-1	-1	108	108	0
风卷残雪				139	2	2	-1	-1	102	102	0
翠烟双刀1				139	2	2	-1	-1	97	97	0
浮云散雪				139	2	2	-1	-1	113	113	0
碧海潮生				139	2	2	-1	-1	111	111	0
毒砂掌				139	2	2	-1	-1	63	63	0
五毒掌法				139	2	2	-1	-1	62	62	0
幽冥骷髅				139	2	2	-1	-1	68	68	0
天罡地煞手				139	2	2	-1	-1	71	71	0
血刀毒杀				139	2	2	-1	-1	65	65	0
五毒刀法				139	2	2	-1	-1	60	60	0
百毒穿心				139	2	2	-1	-1	384	384	0
朱蛤青冥				139	2	2	-1	-1	74	74	0
霹雳弹				139	2	2	-1	-1	45	45	0
唐门暗器				139	2	2	-1	-1	43	43	0
追心箭				139	2	2	-1	-1	50	50	0
小李飞刀				139	2	2	-1	-1	249	249	0
漫天花雨				139	2	2	-1	-1	54	54	0
天罗地网				139	2	2	-1	-1	58	58	0
夺魂镖				139	2	2	-1	-1	47	47	0
散花镖				139	2	2	-1	-1	341	341	0
见人伸手				139	2	2	-1	-1	122	122	0
丐帮掌法				139	2	2	-1	-1	116	116	0
降龙掌				139	2	2	-1	-1	274	274	0
亢龙有悔1				139	2	2	-1	-1	128	128	0
沿门托钵				139	2	2	-1	-1	119	119	0
丐帮棒法				139	2	2	-1	-1	115	115	0
打狗阵				139	2	2	-1	-1	124	124	0
棒打恶狗				139	2	2	-1	-1	125	125	0
残阳如血				139	2	2	-1	-1	135	135	0
天忍矛法				139	2	2	-1	-1	132	132	0
烈火情天				139	2	2	-1	-1	141	141	0
偷天换日				139	2	2	-1	-1	142	142	0
弹指烈焰				139	2	2	-1	-1	145	145	0
天忍刀法				139	2	2	-1	-1	131	131	0
推山填海1				139	2	2	-1	-1	138	138	0
魔炎七杀1				139	2	2	-1	-1	148	148	0
怒雷指				139	2	2	-1	-1	153	153	0
武当拳法				139	2	2	-1	-1	152	152	0
剥及而复1				139	2	2	-1	-1	164	164	0
