?§¹û	ÊÇ·ñÇ°×º	Îå???ªÇó	µÈ¼¶?ªÇó	Êô?Ôµ÷?ûÀà±?	²ÎÊ?1×î?¡Öµ	²ÎÊ?1×î´óÖµ	²ÎÊ?2×î?¡Öµ	²ÎÊ?2×î´óÖµ	²ÎÊ?3×î?¡Öµ	²ÎÊ?3×î´óÖµ	?§¹ûËµ?÷
¾­ÂöµÖÏû¸ñµ²5				270	5	5	-1	-1	0	0	0
¾­ÂöµÖÏû¸ñµ²6				270	6	6	-1	-1	0	0	0
¾­ÂöµÖÏû¸ñµ²7				270	7	7	-1	-1	0	0	0
¾­ÂöµÖÏû¸ñµ²8				270	8	8	-1	-1	0	0	0
ºÚÉñÍ·¿ø				139	1	1	-1	-1	1249	1249	0
ºÚÉñ»¤Íó				139	1	1	-1	-1	1251	1251	0
ºÚÉñµÀÅÛ				139	1	1	-1	-1	1253	1253	0
ºÚÉñ?¬×Ó				139	1	1	-1	-1	1255	1255	0
ºÚÉñÑü´ø				139	1	1	-1	-1	1257	1257	0
?ÂÉú?ü£¨888£©				233	888	888	-1	-1	0	0	0
?ÂÄÚÁ¦£¨898£©				235	898	898	-1	-1	0	0	0
Æ?¿¹59				231	59	59	-1	-1	0	0	0
¶¾¿¹59				228	59	59	-1	-1	0	0	0
±ù¿¹59				232	59	59	-1	-1	0	0	0
»?¿¹59				230	59	59	-1	-1	0	0	0
À×¿¹59				229	59	59	-1	-1	0	0	0
Ö?¶¾Ê±¼ä88				108	88	88	-1	-1	0	0	0
³Ù»ºÊ±¼ä88				106	88	88	-1	-1	0	0	0
ÔÎÑ£Ê±¼ä88				110	88	88	-1	-1	0	0	0
Éú?ü»Ø¸´?§ÂÊ(16)				190	16	16	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨38£©				243	38	38	-1	-1	0	0	0
´?»÷»Ø¸´71				245	71	71	-1	-1	0	0	0
µÖÏûÉËº¦58				237	58	58	-1	-1	0	0	0
ÅÜËÙ78%				111	78	78	-1	-1	0	0	0
µÖÏûÉËº¦59				237	59	59	-1	-1	0	0	0
Ñ?»¨?¦Óï				139	1	1	-1	-1	1263	1263	0
»¤Íó7ºÅ				139	1	1	-1	-1	1264	1264	0
ÏîÁ´3ºÅ				139	1	1	-1	-1	1266	1266	0
?ÂÉú?ü£¨1¼¶£©				233	680	680	-1	-1	0	0	0
?ÂÉú?ü£¨2¼¶£©				233	720	720	-1	-1	0	0	0
?ÂÉú?ü£¨3¼¶£©				233	760	760	-1	-1	0	0	0
?ÂÉú?ü£¨4¼¶£©				233	800	800	-1	-1	0	0	0
?ÂÈ«¿¹£¨1¼¶£©				241	55	55	-1	-1	0	0	0
?ÂÈ«¿¹£¨2¼¶£©				241	60	60	-1	-1	0	0	0
?ÂÈ«¿¹£¨3¼¶£©				241	65	65	-1	-1	0	0	0
?ÂÄÚÁ¦£¨1¼¶£©				235	680	680	-1	-1	0	0	0
?ÂÄÚÁ¦£¨2¼¶£©				235	720	720	-1	-1	0	0	0
?ÂÄÚÁ¦£¨3¼¶£©				235	760	760	-1	-1	0	0	0
?ÂÄÚÁ¦£¨4¼¶£©				235	800	800	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨1¼¶£©				243	35	35	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨2¼¶£©				243	40	40	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨3¼¶£©				243	45	45	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨4¼¶£©				243	50	50	-1	-1	0	0	0
À×·À65				229	65	65	-1	-1	0	0	0
Æ?·À65				231	65	65	-1	-1	0	0	0
ÄÚÁ¦999				235	999	999	-1	-1	0	0	0
µÖÏûÉËº¦80				237	80	80	-1	-1	0	0	0
ÔÎÑ£Ê±¼ä80				110	80	80	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É80				243	80	80	-1	-1	0	0	0
¾­Âö¸ñµ²5				226	5	5	-1	-1	0	0	0
Ëé¹Ç				139	1	1	-1	-1	1283	1283	0
?×Ëè				139	1	1	-1	-1	1284	1284	0
ËùÓ?Îä¹¦				139	1	1	-1	-1	1290	1290	0
³¬¹â¹â»·				139	1	1	-1	-1	1295	1295	0
Éú?ü£¨ºÚÉñ×¨Ó?£©				233	840	999	-1	-1	0	0	0
ÄÚÁ¦£¨ºÚÉñ×¨Ó?£©				235	840	999	-1	-1	0	0	0
Æ?¿¹£¨ºÚÉñ×¨Ó?£©				231	60	75	-1	-1	0	0	0
¶¾¿¹£¨ºÚÉñ×¨Ó?£©				228	60	75	-1	-1	0	0	0
±ù¿¹£¨ºÚÉñ×¨Ó?£©				232	60	75	-1	-1	0	0	0
»?¿¹£¨ºÚÉñ×¨Ó?£©				230	60	75	-1	-1	0	0	0
À×¿¹£¨ºÚÉñ×¨Ó?£©				229	60	75	-1	-1	0	0	0
Ö?¶¾Ê±¼ä£¨ºÚÉñ×¨Ó?£©				108	70	85	-1	-1	0	0	0
³Ù»ºÊ±¼ä£¨ºÚÉñ×¨Ó?£©				106	70	85	-1	-1	0	0	0
ÔÎÑ£Ê±¼ä£¨ºÚÉñ×¨Ó?£©				110	70	85	-1	-1	0	0	0
µÖÏûÉËº¦£¨ºÚÉñ×¨Ó?£©				237	60	75	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨ºÚÉñ×¨Ó?£©				243	45	60	-1	-1	0	0	0
´?»÷»Ø¸´£¨ºÚÉñ×¨Ó?£©				245	67	76	-1	-1	0	0	0
ÅÜËÙ£¨ºÚÉñ×¨Ó?£©				111	80	90	-1	-1	0	0	0
¸ñµ²£¨ºÚÉñ×¨Ó?£©				226	3	4	-1	-1	0	0	0
Éú?ü»Ø¸´?§ÂÊ£¨ºÚÉñ×¨Ó?£©				190	5	10	-1	-1	0	0	0
ÖØ»÷£¨ºÚÉñ×¨Ó?£©				227	3	4	-1	-1	0	0	0
Â?ºº½?Éí1				139	1	1	-1	-1	1220	1220	0
?÷?½°Ë·½1				139	1	1	-1	-1	1221	1221	0
É­Â?¶¾º£1				139	1	1	-1	-1	1222	1222	0
Îü?Ç?ó1				139	1	1	-1	-1	1223	1223	0
²¨Â??Ä¾­1				139	1	1	-1	-1	1224	1224	0
??±ùÎ?Ï¢1				139	1	1	-1	-1	1225	1225	0
Á?»?·Ù??1				139	1	1	-1	-1	1226	1226	0
ÎÛ?Â¾÷1				139	1	1	-1	-1	1227	1227	0
?æÎäÆß½Ø1				139	1	1	-1	-1	1228	1228	0
??î¸Æø¾¢1				139	1	1	-1	-1	1229	1229	0
Â?ºº½?Éí2				139	2	2	-1	-1	1220	1220	0
?÷?½°Ë·½2				139	2	2	-1	-1	1221	1221	0
É­Â?¶¾º£2				139	2	2	-1	-1	1222	1222	0
Îü?Ç?ó2				139	2	2	-1	-1	1223	1223	0
²¨Â??Ä¾­2				139	2	2	-1	-1	1224	1224	0
??±ùÎ?Ï¢2				139	2	2	-1	-1	1225	1225	0
Á?»?·Ù??2				139	2	2	-1	-1	1226	1226	0
ÎÛ?Â¾÷2				139	2	2	-1	-1	1227	1227	0
?æÎäÆß½Ø2				139	2	2	-1	-1	1228	1228	0
??î¸Æø¾¢2				139	2	2	-1	-1	1229	1229	0
Â?ºº½?Éí3				139	3	3	-1	-1	1220	1220	0
?÷?½°Ë·½3				139	3	3	-1	-1	1221	1221	0
É­Â?¶¾º£3				139	3	3	-1	-1	1222	1222	0
Îü?Ç?ó3				139	3	3	-1	-1	1223	1223	0
²¨Â??Ä¾­3				139	3	3	-1	-1	1224	1224	0
??±ùÎ?Ï¢3				139	3	3	-1	-1	1225	1225	0
Á?»?·Ù??3				139	3	3	-1	-1	1226	1226	0
ÎÛ?Â¾÷3				139	3	3	-1	-1	1227	1227	0
?æÎäÆß½Ø3				139	3	3	-1	-1	1228	1228	0
??î¸Æø¾¢3				139	3	3	-1	-1	1229	1229	0
?ÂÉú?ü				233	1111	1111	-1	-1	0	0	0
?Â¶¾·À				228	70	70	-1	-1	0	0	0
?Â±ù·À				232	70	70	-1	-1	0	0	0
µÖÏûÉËº¦				237	70	70	-1	-1	0	0	0
È«¿¹				241	35	35	-1	-1	0	0	0
¸ñµ²				226	6	6	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É				243	35	35	-1	-1	0	0	0
ÖØ»÷				227	5	5	-1	-1	0	0	0
½á±ù¼¼ÄÜ				139	1	1	-1	-1	1333	1333	0
»¢»÷				139	1	1	-1	-1	1319	1319	0
ÓñÊ¯¾?·Ù				139	1	1	-1	-1	1321	1321	0
Áè·ç				139	1	1	-1	-1	1323	1323	0
°ºÈçÔÀ				139	1	1	-1	-1	1325	1325	0
´çÁ¦				139	1	1	-1	-1	1327	1327	0
·ç¾íÔÆ²?				139	1	1	-1	-1	1328	1328	0
¶ÏÔÂ				139	1	1	-1	-1	1329	1329	0
ÍüÇéÊ½				139	1	1	-1	-1	1331	1331	0
?ÂÊ¨×ÓÉú?ü				233	1500	1500	-1	-1	0	0	0
?ÂÊ¨×Ó¿¹?Ô				241	20	20	-1	-1	0	0	0
?ÂÊ¨×Ó¹¥»÷¼¼ÄÜ¼Ó³É				243	10	10	-1	-1	0	0	0
É½ºÓ¹¥»÷¼¼ÄÜ				243	60	60	-1	-1	0	0	0
?ÂµÖÏûÉËº¦150				237	150	150	-1	-1	0	0	0
ÄÚÁ¦1299_1299				89	1299	1299	-1	-1	0	0	0
Éú?ü1299_1299				85	1299	1299	-1	-1	0	0	0
?ÂÉú?ü£¨1299£©				233	1299	1299	-1	-1	0	0	0
Ô?³ÉÊÜÉË¸ÅÂÊ1				259	1	1	-1	-1	0	0	0
Ô?³ÉÊÜÉË¸ÅÂÊ2				259	2	2	-1	-1	0	0	0
Ô?³ÉÊÜÉË¸ÅÂÊ3				259	3	3	-1	-1	0	0	0
Ô?³ÉÊÜÉË¸ÅÂÊ4				259	4	4	-1	-1	0	0	0
Ô?³ÉÊÜÉË¸ÅÂÊ5				259	5	5	-1	-1	0	0	0
Ô?³ÉÊÜÉË¸ÅÂÊ6				259	6	6	-1	-1	0	0	0
Ô?³ÉÊÜÉË¸ÅÂÊ7				259	7	7	-1	-1	0	0	0
Ô?³ÉÊÜÉË¸ÅÂÊ8				259	8	8	-1	-1	0	0	0
Ô?³ÉÊÜÉË¸ÅÂÊ9				259	9	9	-1	-1	0	0	0
Ô?³ÉÊÜÉË¸ÅÂÊ10				259	10	10	-1	-1	0	0	0
µÖ¿¹ÊÜÉË¸ÅÂÊ1				260	1	1	-1	-1	0	0	0
µÖ¿¹ÊÜÉË¸ÅÂÊ2				260	2	2	-1	-1	0	0	0
µÖ¿¹ÊÜÉË¸ÅÂÊ3				260	3	3	-1	-1	0	0	0
µÖ¿¹ÊÜÉË¸ÅÂÊ4				260	4	4	-1	-1	0	0	0
µÖ¿¹ÊÜÉË¸ÅÂÊ5				260	5	5	-1	-1	0	0	0
µÖ¿¹ÊÜÉË¸ÅÂÊ6				260	6	6	-1	-1	0	0	0
µÖ¿¹ÊÜÉË¸ÅÂÊ7				260	7	7	-1	-1	0	0	0
µÖ¿¹ÊÜÉË¸ÅÂÊ8				260	8	8	-1	-1	0	0	0
µÖ¿¹ÊÜÉË¸ÅÂÊ9				260	9	9	-1	-1	0	0	0
µÖ¿¹ÊÜÉË¸ÅÂÊ10				260	10	10	-1	-1	0	0	0
Ô?³ÉÊÜÉË¶¯×÷Ê±¼ä1				219	1	1	-1	-1	0	0	0
Ô?³ÉÊÜÉË¶¯×÷Ê±¼ä2				219	2	2	-1	-1	0	0	0
Ô?³ÉÊÜÉË¶¯×÷Ê±¼ä3				219	3	3	-1	-1	0	0	0
Ô?³ÉÊÜÉË¶¯×÷Ê±¼ä4				219	4	4	-1	-1	0	0	0
Ô?³ÉÊÜÉË¶¯×÷Ê±¼ä5				219	5	5	-1	-1	0	0	0
Ô?³ÉÊÜÉË¶¯×÷Ê±¼ä6				219	6	6	-1	-1	0	0	0
Ô?³ÉÊÜÉË¶¯×÷Ê±¼ä7				219	7	7	-1	-1	0	0	0
Ô?³ÉÊÜÉË¶¯×÷Ê±¼ä8				219	8	8	-1	-1	0	0	0
Ô?³ÉÊÜÉË¶¯×÷Ê±¼ä9				219	9	9	-1	-1	0	0	0
Ô?³ÉÊÜÉË¶¯×÷Ê±¼ä10				219	10	10	-1	-1	0	0	0
?Â´?»÷»Ø¸´1				245	1	1	-1	-1	0	0	0
?Â´?»÷»Ø¸´2				245	2	2	-1	-1	0	0	0
?Â´?»÷»Ø¸´3				245	3	3	-1	-1	0	0	0
?Â´?»÷»Ø¸´4				245	4	4	-1	-1	0	0	0
?Â´?»÷»Ø¸´5				245	5	5	-1	-1	0	0	0
?Â´?»÷»Ø¸´6				245	6	6	-1	-1	0	0	0
?Â´?»÷»Ø¸´7				245	7	7	-1	-1	0	0	0
?Â´?»÷»Ø¸´8				245	8	8	-1	-1	0	0	0
?Â´?»÷»Ø¸´9				245	9	9	-1	-1	0	0	0
?Â´?»÷»Ø¸´10				245	10	10	-1	-1	0	0	0
Ô?³ÉÖ?¶¾Ê±¼ä1				258	5	5	-1	-1	0	0	0
Ô?³ÉÖ?¶¾Ê±¼ä2				258	10	10	-1	-1	0	0	0
Ô?³ÉÖ?¶¾Ê±¼ä3				258	15	15	-1	-1	0	0	0
Ô?³ÉÖ?¶¾Ê±¼ä4				258	20	20	-1	-1	0	0	0
Ô?³ÉÖ?¶¾Ê±¼ä5				258	25	25	-1	-1	0	0	0
Ô?³ÉÖ?¶¾Ê±¼ä6				258	30	30	-1	-1	0	0	0
Ô?³ÉÖ?¶¾Ê±¼ä7				258	35	35	-1	-1	0	0	0
Ô?³ÉÖ?¶¾Ê±¼ä8				258	40	40	-1	-1	0	0	0
Ô?³ÉÖ?¶¾Ê±¼ä9				258	45	45	-1	-1	0	0	0
Ô?³ÉÖ?¶¾Ê±¼ä10				258	50	50	-1	-1	0	0	0
Ô­¼?ÉÙÖ?¶¾Ê±¼ä1				108	5	5	-1	-1	0	0	0
Ô­¼?ÉÙÖ?¶¾Ê±¼ä2				108	10	10	-1	-1	0	0	0
Ô­¼?ÉÙÖ?¶¾Ê±¼ä3				108	15	15	-1	-1	0	0	0
Ô­¼?ÉÙÖ?¶¾Ê±¼ä4				108	20	20	-1	-1	0	0	0
Ô­¼?ÉÙÖ?¶¾Ê±¼ä5				108	25	25	-1	-1	0	0	0
Ô­¼?ÉÙÖ?¶¾Ê±¼ä6				108	30	30	-1	-1	0	0	0
Ô­¼?ÉÙÖ?¶¾Ê±¼ä7				108	35	35	-1	-1	0	0	0
Ô­¼?ÉÙÖ?¶¾Ê±¼ä8				108	40	40	-1	-1	0	0	0
Ô­¼?ÉÙÖ?¶¾Ê±¼ä9				108	45	45	-1	-1	0	0	0
Ô­¼?ÉÙÖ?¶¾Ê±¼ä10				108	50	50	-1	-1	0	0	0
Ô?³É³Ù»ºÊ±¼ä1				161	5	5	-1	-1	0	0	0
Ô?³É³Ù»ºÊ±¼ä2				161	10	10	-1	-1	0	0	0
Ô?³É³Ù»ºÊ±¼ä3				161	15	15	-1	-1	0	0	0
Ô?³É³Ù»ºÊ±¼ä4				161	20	20	-1	-1	0	0	0
Ô?³É³Ù»ºÊ±¼ä5				161	25	25	-1	-1	0	0	0
Ô?³É³Ù»ºÊ±¼ä6				161	30	30	-1	-1	0	0	0
Ô?³É³Ù»ºÊ±¼ä7				161	30	35	-1	-1	0	0	0
Ô?³É³Ù»ºÊ±¼ä8				161	40	40	-1	-1	0	0	0
Ô?³É³Ù»ºÊ±¼ä9				161	45	45	-1	-1	0	0	0
Ô?³É³Ù»ºÊ±¼ä10				161	50	50	-1	-1	0	0	0
¼?ÉÙ³Ù»ºÊ±¼ä1				106	5	5	-1	-1	0	0	0
¼?ÉÙ³Ù»ºÊ±¼ä2				106	10	10	-1	-1	0	0	0
¼?ÉÙ³Ù»ºÊ±¼ä3				106	15	15	-1	-1	0	0	0
¼?ÉÙ³Ù»ºÊ±¼ä4				106	20	20	-1	-1	0	0	0
¼?ÉÙ³Ù»ºÊ±¼ä5				106	25	25	-1	-1	0	0	0
¼?ÉÙ³Ù»ºÊ±¼ä6				106	30	30	-1	-1	0	0	0
¼?ÉÙ³Ù»ºÊ±¼ä7				106	35	35	-1	-1	0	0	0
¼?ÉÙ³Ù»ºÊ±¼ä8				106	40	40	-1	-1	0	0	0
¼?ÉÙ³Ù»ºÊ±¼ä9				106	45	45	-1	-1	0	0	0
¼?ÉÙ³Ù»ºÊ±¼ä10				106	50	50	-1	-1	0	0	0
Ô?³ÉÑ£ÔÎ¸ÅÂÊ1				261	1	1	-1	-1	0	0	0
Ô?³ÉÑ£ÔÎ¸ÅÂÊ2				261	2	2	-1	-1	0	0	0
Ô?³ÉÑ£ÔÎ¸ÅÂÊ3				261	3	3	-1	-1	0	0	0
Ô?³ÉÑ£ÔÎ¸ÅÂÊ4				261	4	4	-1	-1	0	0	0
Ô?³ÉÑ£ÔÎ¸ÅÂÊ5				261	5	5	-1	-1	0	0	0
Ô?³ÉÑ£ÔÎ¸ÅÂÊ6				261	6	6	-1	-1	0	0	0
Ô?³ÉÑ£ÔÎ¸ÅÂÊ7				261	7	7	-1	-1	0	0	0
Ô?³ÉÑ£ÔÎ¸ÅÂÊ8				261	8	8	-1	-1	0	0	0
Ô?³ÉÑ£ÔÎ¸ÅÂÊ9				261	9	9	-1	-1	0	0	0
Ô?³ÉÑ£ÔÎ¸ÅÂÊ10				261	10	10	-1	-1	0	0	0
µÖ¿¹Ñ£ÔÎ¸ÅÂÊ1				262	1	1	-1	-1	0	0	0
µÖ¿¹Ñ£ÔÎ¸ÅÂÊ2				262	2	2	-1	-1	0	0	0
µÖ¿¹Ñ£ÔÎ¸ÅÂÊ3				262	3	3	-1	-1	0	0	0
µÖ¿¹Ñ£ÔÎ¸ÅÂÊ4				262	4	4	-1	-1	0	0	0
µÖ¿¹Ñ£ÔÎ¸ÅÂÊ5				262	5	5	-1	-1	0	0	0
µÖ¿¹Ñ£ÔÎ¸ÅÂÊ6				262	6	6	-1	-1	0	0	0
µÖ¿¹Ñ£ÔÎ¸ÅÂÊ7				262	7	7	-1	-1	0	0	0
µÖ¿¹Ñ£ÔÎ¸ÅÂÊ8				262	8	8	-1	-1	0	0	0
µÖ¿¹Ñ£ÔÎ¸ÅÂÊ9				262	9	9	-1	-1	0	0	0
µÖ¿¹Ñ£ÔÎ¸ÅÂÊ10				262	10	10	-1	-1	0	0	0
Ô?³ÉÑ£ÔÎÊ±¼ä1				220	3	3	-1	-1	0	0	0
Ô?³ÉÑ£ÔÎÊ±¼ä2				220	6	6	-1	-1	0	0	0
Ô?³ÉÑ£ÔÎÊ±¼ä3				220	9	9	-1	-1	0	0	0
Ô?³ÉÑ£ÔÎÊ±¼ä4				220	12	12	-1	-1	0	0	0
Ô?³ÉÑ£ÔÎÊ±¼ä5				220	15	15	-1	-1	0	0	0
Ô?³ÉÑ£ÔÎÊ±¼ä6				220	18	18	-1	-1	0	0	0
Ô?³ÉÑ£ÔÎÊ±¼ä7				220	21	21	-1	-1	0	0	0
Ô?³ÉÑ£ÔÎÊ±¼ä8				220	24	24	-1	-1	0	0	0
Ô?³ÉÑ£ÔÎÊ±¼ä9				220	27	27	-1	-1	0	0	0
Ô?³ÉÑ£ÔÎÊ±¼ä10				220	30	30	-1	-1	0	0	0
Ô­¼?ÉÙÑ£ÔÎÊ±¼ä1				110	3	3	-1	-1	0	0	0
Ô­¼?ÉÙÑ£ÔÎÊ±¼ä2				110	6	6	-1	-1	0	0	0
Ô­¼?ÉÙÑ£ÔÎÊ±¼ä3				110	9	9	-1	-1	0	0	0
Ô­¼?ÉÙÑ£ÔÎÊ±¼ä4				110	12	12	-1	-1	0	0	0
Ô­¼?ÉÙÑ£ÔÎÊ±¼ä5				110	15	15	-1	-1	0	0	0
Ô­¼?ÉÙÑ£ÔÎÊ±¼ä6				110	18	18	-1	-1	0	0	0
Ô­¼?ÉÙÑ£ÔÎÊ±¼ä7				110	21	21	-1	-1	0	0	0
Ô­¼?ÉÙÑ£ÔÎÊ±¼ä8				110	24	24	-1	-1	0	0	0
Ô­¼?ÉÙÑ£ÔÎÊ±¼ä9				110	27	27	-1	-1	0	0	0
Ô­¼?ÉÙÑ£ÔÎÊ±¼ä10				110	30	30	-1	-1	0	0	0
Éú?ü»Ø¸´?§ÂÊ1				190	1	1	-1	-1	0	0	0
Éú?ü»Ø¸´?§ÂÊ2				190	2	2	-1	-1	0	0	0
Éú?ü»Ø¸´?§ÂÊ3				190	3	3	-1	-1	0	0	0
Éú?ü»Ø¸´?§ÂÊ4				190	4	4	-1	-1	0	0	0
Éú?ü»Ø¸´?§ÂÊ5				190	5	5	-1	-1	0	0	0
Éú?ü»Ø¸´?§ÂÊ6				190	6	6	-1	-1	0	0	0
Éú?ü»Ø¸´?§ÂÊ7				190	7	7	-1	-1	0	0	0
Éú?ü»Ø¸´?§ÂÊ8				190	8	8	-1	-1	0	0	0
Éú?ü»Ø¸´?§ÂÊ9				190	9	9	-1	-1	0	0	0
Éú?ü»Ø¸´?§ÂÊ10				190	10	10	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´?§ÂÊ1				248	1	1	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´?§ÂÊ2				248	2	2	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´?§ÂÊ3				248	3	3	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´?§ÂÊ4				248	4	4	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´?§ÂÊ5				248	5	5	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´?§ÂÊ6				248	6	6	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´?§ÂÊ7				248	7	7	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´?§ÂÊ8				248	8	8	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´?§ÂÊ9				248	9	9	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´?§ÂÊ10				248	10	10	-1	-1	0	0	0
Éú?ü»Ø¸´£¨µ?£©1				88	5	5	-1	-1	0	0	0
Éú?ü»Ø¸´£¨µ?£©2				88	10	10	-1	-1	0	0	0
Éú?ü»Ø¸´£¨µ?£©3				88	15	15	-1	-1	0	0	0
Éú?ü»Ø¸´£¨µ?£©4				88	20	20	-1	-1	0	0	0
Éú?ü»Ø¸´£¨µ?£©5				88	25	25	-1	-1	0	0	0
Éú?ü»Ø¸´£¨µ?£©6				88	30	30	-1	-1	0	0	0
Éú?ü»Ø¸´£¨µ?£©7				88	35	35	-1	-1	0	0	0
Éú?ü»Ø¸´£¨µ?£©8				88	40	40	-1	-1	0	0	0
Éú?ü»Ø¸´£¨µ?£©9				88	45	45	-1	-1	0	0	0
Éú?ü»Ø¸´£¨µ?£©10				88	50	50	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´£¨µ?£©1				92	5	5	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´£¨µ?£©2				92	10	10	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´£¨µ?£©3				92	15	15	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´£¨µ?£©4				92	20	20	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´£¨µ?£©5				92	25	25	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´£¨µ?£©6				92	30	30	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´£¨µ?£©7				92	35	35	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´£¨µ?£©8				92	40	40	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´£¨µ?£©9				92	45	45	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´£¨µ?£©10				92	50	50	-1	-1	0	0	0
Éú?ü%1				234	1	1	-1	-1	0	0	0
Éú?ü%2				234	2	2	-1	-1	0	0	0
Éú?ü%3				234	3	3	-1	-1	0	0	0
Éú?ü%4				234	4	4	-1	-1	0	0	0
Éú?ü%5				234	5	5	-1	-1	0	0	0
Éú?ü%6				234	6	6	-1	-1	0	0	0
Éú?ü%7				234	7	7	-1	-1	0	0	0
Éú?ü%8				234	8	8	-1	-1	0	0	0
Éú?ü%9				234	9	9	-1	-1	0	0	0
Éú?ü%10				234	10	10	-1	-1	0	0	0
ÄÚÁ¦%1				236	1	1	-1	-1	0	0	0
ÄÚÁ¦%2				236	2	2	-1	-1	0	0	0
ÄÚÁ¦%3				236	3	3	-1	-1	0	0	0
ÄÚÁ¦%4				236	4	4	-1	-1	0	0	0
ÄÚÁ¦%5				236	5	5	-1	-1	0	0	0
ÄÚÁ¦%6				236	6	6	-1	-1	0	0	0
ÄÚÁ¦%7				236	7	7	-1	-1	0	0	0
ÄÚÁ¦%8				236	8	8	-1	-1	0	0	0
ÄÚÁ¦%9				236	9	9	-1	-1	0	0	0
ÄÚÁ¦%10				236	10	10	-1	-1	0	0	0
?ÂµÖÏûÉËº¦1				237	5	5	-1	-1	0	0	0
?ÂµÖÏûÉËº¦2				237	10	10	-1	-1	0	0	0
?ÂµÖÏûÉËº¦3				237	15	15	-1	-1	0	0	0
?ÂµÖÏûÉËº¦4				237	20	20	-1	-1	0	0	0
?ÂµÖÏûÉËº¦5				237	25	25	-1	-1	0	0	0
?ÂµÖÏûÉËº¦6				237	30	30	-1	-1	0	0	0
?ÂµÖÏûÉËº¦7				237	35	35	-1	-1	0	0	0
?ÂµÖÏûÉËº¦8				237	40	40	-1	-1	0	0	0
?ÂµÖÏûÉËº¦9				237	45	45	-1	-1	0	0	0
?ÂµÖÏûÉËº¦10				237	50	50	-1	-1	0	0	0
µÖµ²ÖØ»÷¸ÅÂÊ1				271	1	1	-1	-1	0	0	0
µÖµ²ÖØ»÷¸ÅÂÊ2				271	2	2	-1	-1	0	0	0
µÖµ²ÖØ»÷¸ÅÂÊ3				271	3	3	-1	-1	0	0	0
µÖµ²ÖØ»÷¸ÅÂÊ4				271	4	4	-1	-1	0	0	0
µÖµ²ÖØ»÷¸ÅÂÊ5				271	5	5	-1	-1	0	0	0
µÖµ²ÖØ»÷¸ÅÂÊ6				271	6	6	-1	-1	0	0	0
µÖµ²ÖØ»÷¸ÅÂÊ7				271	7	7	-1	-1	0	0	0
µÖµ²ÖØ»÷¸ÅÂÊ8				271	8	8	-1	-1	0	0	0
µÖµ²ÖØ»÷¸ÅÂÊ9				271	9	9	-1	-1	0	0	0
µÖµ²ÖØ»÷¸ÅÂÊ10				271	10	10	-1	-1	0	0	0
ºöÂÔ¶Ô·½Æ?·À1				263	2	2	-1	-1	0	0	0
ºöÂÔ¶Ô·½Æ?·À2				263	4	4	-1	-1	0	0	0
ºöÂÔ¶Ô·½Æ?·À3				263	6	6	-1	-1	0	0	0
ºöÂÔ¶Ô·½Æ?·À4				263	8	8	-1	-1	0	0	0
ºöÂÔ¶Ô·½Æ?·À5				263	10	10	-1	-1	0	0	0
ºöÂÔ¶Ô·½Æ?·À6				263	12	12	-1	-1	0	0	0
ºöÂÔ¶Ô·½Æ?·À7				263	14	14	-1	-1	0	0	0
ºöÂÔ¶Ô·½Æ?·À8				263	16	16	-1	-1	0	0	0
ºöÂÔ¶Ô·½Æ?·À9				263	18	18	-1	-1	0	0	0
ºöÂÔ¶Ô·½Æ?·À10				263	20	20	-1	-1	0	0	0
ºöÂÔ¶Ô·½¶¾·À1				264	2	2	-1	-1	0	0	0
ºöÂÔ¶Ô·½¶¾·À2				264	4	4	-1	-1	0	0	0
ºöÂÔ¶Ô·½¶¾·À3				264	6	6	-1	-1	0	0	0
ºöÂÔ¶Ô·½¶¾·À4				264	8	8	-1	-1	0	0	0
