NpcList	FightStand	NormalStand1	NormalStand2	FightWalk	NormalWalk	FightRun	NormalRun	Wound	Die	Attack1	Attack2	Magic	SitDown	JunpFly
passerby004_1	passerby004s1.spr	passerby004s1.spr	passerby004s1.spr										passerby004s1.spr	
passerby004_2	passerby004s2.spr	passerby004s2.spr	passerby004s2.spr										passerby004s2.spr	
passerby004_3	passerby004s3.spr	passerby004s3.spr	passerby004s3.spr										passerby004s3.spr	
passerby006_1	passerby006s1.spr	passerby006s1.spr	passerby006s1.spr										passerby006s1.spr	
passerby006_2	passerby006s2.spr	passerby006s2.spr	passerby006s2.spr										passerby006s2.spr	
passerby006_3	passerby006s3.spr	passerby006s3.spr	passerby006s3.spr										passerby006s3.spr	
passerby007	passerby007z.spr	passerby007z.spr	passerby007z.spr										passerby007z.spr	
passerby008	passerby008z.spr	passerby008z.spr	passerby008s.spr										passerby008z.spr	
passerby010	passerby010z.spr	passerby010z.spr	passerby010s.spr										passerby010z.spr	
passerby011_1	passerby011s_1.spr	passerby011s_1.spr	passerby011s_1.spr										passerby011s_1.spr	
passerby011_2	passerby011s_2.spr	passerby011s_2.spr	passerby011s_2.spr										passerby011s_2.spr	
passerby011_3	passerby011s_3.spr	passerby011s_3.spr	passerby011s_3.spr										passerby011s_3.spr	
passerby013	passerby013z.spr	passerby013z.spr	passerby013s.spr										passerby013z.spr	
passerby014	passerby014z.spr	passerby014z.spr	passerby014s.spr										passerby014z.spr	
passerby015	passerby015z.spr	passerby015z.spr	passerby015s.spr										passerby015z.spr	
passerby018	passerby018z.spr	passerby018z.spr	passerby018s.spr										passerby018z.spr	
passerby019	passerby019z.spr	passerby019z.spr	passerby019s.spr										passerby019z.spr	
passerby020	passerby020z.spr	passerby020z.spr	passerby020s.spr										passerby020z.spr	
passerby023	passerby023z.spr	passerby023z.spr	passerby023s.spr										passerby023z.spr	
passerby024	passerby024z.spr	passerby024z.spr	passerby024s.spr										passerby024z.spr	
passerby025	passerby025z.spr	passerby025z.spr	passerby025s.spr										passerby025z.spr	
passerby027	passerby027z.spr	passerby027z.spr	passerby027s.spr										passerby027z.spr	
passerby028	passerby028z.spr	passerby028z.spr	passerby028z.spr										passerby028z.spr	
passerby029	passerby029z.spr	passerby029z.spr	passerby029s.spr										passerby029z.spr	
passerby030	passerby030z.spr	passerby030z.spr	passerby030s.spr										passerby030z.spr	
passerby031	passerby031z.spr	passerby031z.spr	passerby031s.spr										passerby031z.spr	
passerby032	passerby032z.spr	passerby032z.spr	passerby032s.spr										passerby032z.spr	
passerby033	passerby033z.spr	passerby033z.spr	passerby033s.spr										passerby033z.spr	
passerby034	passerby034z.spr	passerby034z.spr	passerby034z.spr										passerby034z.spr	
passerby036_1	passerby036s1.spr	passerby036s1.spr	passerby036s1.spr										passerby036s1.spr	
passerby036_2	passerby036s2.spr	passerby036s2.spr	passerby036s2.spr										passerby036s2.spr	
passerby036_3	passerby036s3.spr	passerby036s3.spr	passerby036s3.spr										passerby036s3.spr	
passerby037_1	passerby037s1.spr	passerby037s1.spr	passerby037s1.spr										passerby037s1.spr	
passerby037_2	passerby037s2.spr	passerby037s2.spr	passerby037s2.spr										passerby037s2.spr	
passerby037_3	passerby037s3.spr	passerby037s3.spr	passerby037s3.spr										passerby037s3.spr	
passerby038_1	passerby038s1.spr	passerby038s1.spr	passerby038s1.spr										passerby038s1.spr	
passerby038_2	passerby038s2.spr	passerby038s2.spr	passerby038s2.spr										passerby038s2.spr	
passerby038_3	passerby038s3.spr	passerby038s3.spr	passerby038s3.spr										passerby038s3.spr	
passerby040_1	passerby040s1.spr	passerby040s1.spr	passerby040s1.spr										passerby040s1.spr	
passerby040_2	passerby040s2.spr	passerby040s2.spr	passerby040s2.spr										passerby040s2.spr	
passerby040_3	passerby040s3.spr	passerby040s3.spr	passerby040s3.spr										passerby040s3.spr	
passerby041	passerby041z.spr	passerby041z.spr	passerby041s.spr										passerby041z.spr	
passerby042	passerby042z.spr	passerby042z.spr	passerby042s.spr										passerby042z.spr	
passerby043	passerby043z.spr	passerby043z.spr	passerby043z.spr										passerby043z.spr	
passerby044	passerby044z.spr	passerby044z.spr	passerby044z.spr										passerby044z.spr	
passerby045	passerby045z.spr	passerby045z.spr	passerby045z.spr										passerby045z.spr	
passerby047	passerby047z.spr	passerby047z.spr	passerby047s.spr										passerby047z.spr	
passerby048	passerby048z.spr	passerby048z.spr	passerby048s.spr										passerby048z.spr	
passerby049	passerby049z.spr	passerby049z.spr	passerby049s.spr										passerby049z.spr	
passerby050	passerby050z.spr	passerby050z.spr	passerby050s.spr										passerby050z.spr	
passerby051	passerby051z.spr	passerby051z.spr	passerby051s.spr										passerby051z.spr	
passerby052	passerby052z.spr	passerby052z.spr	passerby052s.spr										passerby052z.spr	
passerby058	passerby058z.spr	passerby058z.spr	passerby058s.spr										passerby058z.spr	
passerby059	passerby059z.spr	passerby059z.spr	passerby059z.spr										passerby059z.spr	
passerby060	passerby060z.spr	passerby060z.spr	passerby060z.spr										passerby060z.spr	
passerby061_1	passerby061z1.spr	passerby061z1.spr	passerby061s1.spr										passerby061z1.spr	
passerby061_2	passerby061z2.spr	passerby061z2.spr	passerby061s2.spr										passerby061z2.spr	
passerby061_3	passerby061z3.spr	passerby061z3.spr	passerby061s3.spr										passerby061z3.spr	
passerby062_1	passerby062z1.spr	passerby062z1.spr	passerby062s1.spr										passerby062z1.spr	
passerby062_2	passerby062z2.spr	passerby062z2.spr	passerby062s2.spr										passerby062z2.spr	
passerby062_3	passerby062z3.spr	passerby062z3.spr	passerby062s3.spr										passerby062z3.spr	
passerby063_1	passerby063z1.spr	passerby063z1.spr	passerby063s1.spr										passerby063z1.spr	
passerby063_2	passerby063z2.spr	passerby063z2.spr	passerby063s2.spr										passerby063z2.spr	
passerby063_3	passerby063z3.spr	passerby063z3.spr	passerby063s3.spr										passerby063z3.spr	
passerby064_1	passerby064z1.spr	passerby064z1.spr	passerby064s1.spr										passerby064z1.spr	
passerby064_2	passerby064z2.spr	passerby064z2.spr	passerby064s2.spr										passerby064z2.spr	
passerby064_3	passerby064z3.spr	passerby064z3.spr	passerby064s3.spr										passerby064z3.spr	
passerby065_1	passerby065z1.spr	passerby065z1.spr	passerby065s1.spr										passerby065z1.spr	
passerby065_2	passerby065z2.spr	passerby065z2.spr	passerby065s2.spr										passerby065z2.spr	
passerby065_3	passerby065z3.spr	passerby065z3.spr	passerby065s3.spr										passerby065z3.spr	
passerby066_1	passerby066z1.spr	passerby066z1.spr	passerby066s1.spr										passerby066z1.spr	
passerby066_2	passerby066z2.spr	passerby066z2.spr	passerby066s2.spr										passerby066z2.spr	
passerby066_3	passerby066z3.spr	passerby066z3.spr	passerby066s3.spr										passerby066z3.spr	
passerby067_1	passerby067z1.spr	passerby067z1.spr	passerby067z1.spr										passerby067z1.spr	
passerby067_2	passerby067z2.spr	passerby067z2.spr	passerby067z2.spr										passerby067z2.spr	
passerby067_3	passerby067z3.spr	passerby067z3.spr	passerby067z3.spr										passerby067z3.spr	
passerby068_1	passerby068z1.spr	passerby068z1.spr	passerby068z1.spr										passerby068z1.spr	
passerby068_2	passerby068z2.spr	passerby068z2.spr	passerby068z2.spr										passerby068z2.spr	
passerby068_3	passerby068z3.spr	passerby068z3.spr	passerby068z3.spr										passerby068z3.spr	
passerby069_1	passerby069z1.spr	passerby069z1.spr	passerby069s1.spr										passerby069z1.spr	
passerby069_2	passerby069z2.spr	passerby069z2.spr	passerby069s2.spr										passerby069z2.spr	
passerby069_3	passerby069z3.spr	passerby069z3.spr	passerby069s3.spr										passerby069z3.spr	
passerby070_1	passerby070z.spr	passerby070z.spr	passerby070z.spr										passerby070z.spr	
passerby070_2	passerby070s2.spr	passerby070s2.spr	passerby070s2.spr										passerby070s2.spr	
passerby070_3	passerby070s3.spr	passerby070s3.spr	passerby070s3.spr										passerby070s3.spr	
passerby071_1	passerby071z1.spr	passerby071z1.spr	passerby071s1.spr										passerby071z1.spr	
passerby071_2	passerby071z2.spr	passerby071z2.spr	passerby071s2.spr										passerby071z2.spr	
passerby071_3	passerby071z3.spr	passerby071z3.spr	passerby071s3.spr										passerby071z3.spr	
passerby072_1	passerby072s1.spr	passerby072s1.spr	passerby072s1.spr										passerby072s1.spr	
passerby072_2	passerby072s2.spr	passerby072s2.spr	passerby072s2.spr										passerby072s2.spr	
passerby072_3	passerby072s3.spr	passerby072s3.spr	passerby072s3.spr										passerby072s3.spr	
passerby073_1	passerby073z1.spr	passerby073z1.spr	passerby073s1.spr										passerby073z1.spr	
passerby073_2	passerby073z2.spr	passerby073z2.spr	passerby073s2.spr										passerby073z2.spr	
passerby073_3	passerby073z3.spr	passerby073z3.spr	passerby073s3.spr										passerby073z3.spr	
passerby074_1	passerby074z1.spr	passerby074z1.spr	passerby074z1.spr										passerby074z1.spr	
passerby074_2	passerby074z2.spr	passerby074z2.spr	passerby074z2.spr										passerby074z2.spr	
passerby074_3	passerby074z3.spr	passerby074z3.spr	passerby074z3.spr										passerby074z3.spr	
passerby075_1	passerby075z1.spr	passerby075z1.spr	passerby075s1.spr										passerby075z1.spr	
passerby075_2	passerby075z2.spr	passerby075z2.spr	passerby075s2.spr										passerby075z2.spr	
passerby075_3	passerby075z3.spr	passerby075z3.spr	passerby075s3.spr										passerby075z3.spr	
passerby076_1	passerby076s1.spr	passerby076s1.spr	passerby076s1.spr										passerby076s1.spr	
passerby076_2	passerby076s2.spr	passerby076s2.spr	passerby076s2.spr										passerby076s2.spr	
passerby076_3	passerby076s3.spr	passerby076s3.spr	passerby076s3.spr										passerby076s3.spr	
passerby077_1	passerby077z1.spr	passerby077z1.spr	passerby077s1.spr										passerby077z1.spr	
passerby077_2	passerby077z2.spr	passerby077z2.spr	passerby077s2.spr										passerby077z2.spr	
passerby077_3	passerby077z3.spr	passerby077z3.spr	passerby077s3.spr										passerby077z3.spr	
passerby079_1	passerby079z1.spr	passerby079z1.spr	passerby079s1.spr										passerby079z1.spr	
passerby079_2	passerby079z2.spr	passerby079z2.spr	passerby079s2.spr										passerby079z2.spr	
passerby079_3	passerby079z3.spr	passerby079z3.spr	passerby079s3.spr										passerby079z3.spr	
passerby080	passerby080z.spr	passerby080z.spr	passerby080s.spr										passerby080z.spr	
passerby088	passerby088.spr	passerby088.spr	passerby088.spr										passerby088.spr	
passerby092	passerby092_st.spr	passerby092_st.spr	passerby092_pst.spr										passerby092_st.spr	
passerby094	passerby094_st.spr	passerby094_st.spr	passerby094_pst.spr										passerby094_st.spr	
passerby095	passerby095_st.spr	passerby095_st.spr	passerby095_pst.spr										passerby095_st.spr	
passerby097	passerby097_st.spr	passerby097_st.spr	passerby097_pst.spr										passerby097_st.spr	
passerby099	passerby099_st.spr	passerby099_st.spr	passerby099_pst.spr										passerby099_st.spr	
passerby100	passerby100_st.spr	passerby100_st.spr	passerby100_pst.spr										passerby100_st.spr	
passerby101	passerby101_st.spr	passerby101_st.spr	passerby101_pst.spr										passerby101_st.spr	
passerby102	passerby102_st.spr	passerby102_st.spr	passerby102_pst.spr										passerby102_st.spr	
passerby103	passerby103_st.spr	passerby103_st.spr	passerby103_pst.spr										passerby103_st.spr	
passerby104	passerby104_st.spr	passerby104_st.spr	passerby104_pst.spr										passerby104_st.spr	
passerby105	passerby105_st.spr	passerby105_st.spr	passerby105_pst.spr										passerby105_st.spr	
passerby108	passerby108_st.spr	passerby108_st.spr	passerby108_pst.spr										passerby108_st.spr	
passerby110	passerby110_st.spr	passerby110_st.spr	passerby110_pst.spr										passerby110_st.spr	
passerby112	passerby112.spr	passerby112.spr	passerby112.spr										passerby112.spr	
passerby117	passerby117_st.spr	passerby117_st.spr	passerby117_pst.spr										passerby117_st.spr	
passerby118	passerby118_st.spr	passerby118_st.spr	passerby118_pst.spr										passerby118_st.spr	
passerby119	passerby119_st.spr	passerby119_st.spr	passerby119_pst.spr										passerby119_st.spr	
passerby120	passerby120_st.spr	passerby120_st.spr	passerby120_pst.spr										passerby120_st.spr	
passerby121	passerby121_st.spr	passerby121_st.spr	passerby121_pst.spr										passerby121_st.spr	
passerby122	passerby122_st.spr	passerby122_st.spr	passerby122_pst.spr										passerby122_st.spr	
passerby123	passerby123_st.spr	passerby123_st.spr	passerby123_pst.spr										passerby123_st.spr	
passerby124	passerby124_st.spr	passerby124_st.spr	passerby124_pst.spr										passerby124_st.spr	
passerby125	passerby125_st.spr	passerby125_st.spr	passerby125_pst.spr										passerby125_st.spr	
passerby127	passerby127_st.spr	passerby127_st.spr	passerby127_pst.spr										passerby127_st.spr	
passerby128	passerby128_st.spr	passerby128_st.spr	passerby128_pst.spr										passerby128_st.spr	
passerby129	passerby129_st.spr	passerby129_st.spr	passerby129_pst.spr										passerby129_st.spr	
passerby130	passerby130_st.spr	passerby130_st.spr	passerby130_pst.spr										passerby130_st.spr	
passerby131	passerby131_st.spr	passerby131_st.spr	passerby131_pst.spr										passerby131_st.spr	
passerby132	passerby132_st.spr	passerby132_st.spr	passerby132_pst.spr										passerby132_st.spr	
passerby133	passerby133_st.spr	passerby133_st.spr	passerby133_pst.spr										passerby133_st.spr	
passerby134	passerby134_st.spr	passerby134_st.spr	passerby134_pst.spr										passerby134_st.spr	
passerby135	passerby135_st.spr	passerby135_st.spr	passerby135_pst.spr										passerby135_st.spr	
passerby136	passerby136_st.spr	passerby136_st.spr	passerby136_pst.spr										passerby136_st.spr	
passerby137	passerby137_st.spr	passerby137_st.spr	passerby137_pst.spr										passerby137_st.spr	
passerby138	passerby138_st.spr	passerby138_st.spr	passerby138_pst.spr										passerby138_st.spr	
passerby139	passerby139_st.spr	passerby139_st.spr	passerby139_pst.spr										passerby139_st.spr	
passerby140	passerby140_st.spr	passerby140_st.spr	passerby140_pst.spr										passerby140_st.spr	
passerby141	passerby141_st.spr	passerby141_st.spr	passerby141_pst.spr										passerby141_st.spr	
passerby142	passerby142_st.spr	passerby142_st.spr	passerby142_pst.spr										passerby142_st.spr	
passerby144	passerby144_st.spr	passerby144_st.spr	passerby144_pst.spr										passerby144_st.spr	
passerby145	passerby145_st.spr	passerby145_st.spr	passerby145_pst.spr										passerby145_st.spr	
passerby146	passerby146_st.spr	passerby146_st.spr	passerby146_pst.spr										passerby146_st.spr	
passerby147	passerby147_st.spr	passerby147_st.spr	passerby147_pst.spr										passerby147_st.spr	
passerby148	passerby148_st.spr	passerby148_st.spr	passerby148_pst.spr										passerby148_st.spr	
passerby149	passerby149_st.spr	passerby149_st.spr	passerby149_pst.spr										passerby149_st.spr	
passerby150	passerby150_st.spr	passerby150_st.spr	passerby150_pst.spr										passerby150_st.spr	
passerby151	passerby151_st.spr	passerby151_st.spr	passerby151_pst.spr										passerby151_st.spr	
passerby152	passerby152_st.spr	passerby152_st.spr	passerby152_pst.spr										passerby152_st.spr	
passerby153	passerby153_st.spr	passerby153_st.spr	passerby153_pst.spr										passerby153_st.spr	
passerby154	passerby154_st.spr	passerby154_st.spr	passerby154_pst.spr										passerby154_st.spr	
passerby157	passerby157_stt.spr	passerby157_stt.spr	passerby157_pst.spr										passerby157_stt.spr	
passerby159	passerby159_st.spr	passerby159_st.spr	passerby159_pst.spr										passerby159_st.spr	
passerby163	passerby163_st.spr	passerby163_st.spr	passerby163_pst.spr										passerby163_st.spr	
passerby164	passerby164_st.spr	passerby164_st.spr	passerby164_pst.spr										passerby164_st.spr	
passerby165	passerby165_st.spr	passerby165_st.spr	passerby165_pst.spr										passerby165_st.spr	
passerby167	passerby167_st.spr	passerby167_st.spr	passerby167_pst.spr										passerby167_st.spr	
passerby168	passerby168_st.spr	passerby168_st.spr	passerby168_pst.spr										passerby168_st.spr	
passerby169	passerby169_st.spr	passerby169_st.spr	passerby169_pst.spr										passerby169_st.spr	
passerby170	passerby170_st.spr	passerby170_st.spr	passerby170_pst.spr										passerby170_st.spr	
passerby171	passerby171_st.spr	passerby171_st.spr	passerby171_pst.spr										passerby171_st.spr	
passerby172	passerby172_st.spr	passerby172_st.spr	passerby172_pst.spr										passerby172_st.spr	
passerby173	passerby173_st.spr	passerby173_st.spr	passerby173_pst.spr										passerby173_st.spr	
passerby174	passerby174_st.spr	passerby174_st.spr	passerby174_pst.spr										passerby174_st.spr	
passerby175	passerby175_st.spr	passerby175_st.spr	passerby175_pst.spr										passerby175_st.spr	
passerby176	passerby176_st.spr	passerby176_st.spr	passerby176_pst.spr										passerby176_st.spr	
passerby177	passerby177_st.spr	passerby177_st.spr	passerby177_pst.spr										passerby177_st.spr	
passerby178	passerby178_st.spr	passerby178_st.spr	passerby178_pst.spr										passerby178_st.spr	
passerby179	passerby179_st.spr	passerby179_st.spr	passerby179_pst.spr										passerby179_st.spr	
passerby180	passerby180_st.spr	passerby180_st.spr	passerby180_pst.spr										passerby180_st.spr	
passerby181	passerby181_st.spr	passerby181_st.spr	passerby181_pst.spr										passerby181_st.spr	
passerby182	passerby182_st.spr	passerby182_st.spr	passerby182_pst.spr										passerby182_st.spr	
passerby183	passerby183_st.spr	passerby183_st.spr	passerby183_pst.spr										passerby183_st.spr	
passerby184	passerby184_st.spr	passerby184_st.spr	passerby184_pst.spr										passerby184_st.spr	
passerby185	passerby185_st.spr	passerby185_st.spr	passerby185_pst.spr										passerby185_st.spr	
passerby186	passerby186_st.spr	passerby186_st.spr	passerby186_pst.spr										passerby186_st.spr	
passerby187	passerby187_st.spr	passerby187_st.spr	passerby187_pst.spr										passerby187_st.spr	
passerby188	passerby188_st.spr	passerby188_st.spr	passerby188_pst.spr										passerby188_st.spr	
passerby189	passerby189_st.spr	passerby189_st.spr	passerby189_pst.spr										passerby189_st.spr	
passerby190	passerby190_st.spr	passerby190_st.spr	passerby190_pst.spr										passerby190_st.spr	
passerby191	passerby191_st.spr	passerby191_st.spr	passerby191_st.spr										passerby191_st.spr	
passerby192	passerby192_st.spr	passerby192_st.spr	passerby192_pst.spr										passerby192_st.spr	
passerby004_4	passerby004z.spr	passerby004z.spr	passerby004z.spr										passerby004z.spr	
passerby006_4	passerby006z.spr	passerby006z.spr	passerby006z.spr										passerby006z.spr	
passerby007_1	passerby007s.spr	passerby007s.spr	passerby007s.spr										passerby007s.spr	
passerby011_4	passerby011z.spr	passerby011z.spr	passerby011z.spr										passerby011z.spr	
passerby036_4	passerby036z.spr	passerby036z.spr	passerby036z.spr										passerby036z.spr	
passerby037_4	passerby037z.spr	passerby037z.spr	passerby037z.spr										passerby037z.spr	
passerby040_4	passerby040z.spr	passerby040z.spr	passerby040z.spr										passerby040z.spr	
passerby043_1	passerby043s.spr	passerby043s.spr	passerby043s.spr										passerby043s.spr	
passerby044_1	passerby044s.spr	passerby044s.spr	passerby044s.spr										passerby044s.spr	
passerby045_1	passerby045s.spr	passerby045s.spr	passerby045s.spr										passerby045s.spr	
passerby059_1	passerby059s.spr	passerby059s.spr	passerby059s.spr										passerby059s.spr	
passerby067_4	passerby067s1.spr	passerby067s1.spr	passerby067s1.spr										passerby067s1.spr	
passerby067_5	passerby067s2.spr	passerby067s2.spr	passerby067s2.spr										passerby067s2.spr	
passerby067_6	passerby067s3.spr	passerby067s3.spr	passerby067s3.spr										passerby067s3.spr	
passerby068_4	passerby068s1.spr	passerby068s1.spr	passerby068s1.spr										passerby068s1.spr	
passerby068_5	passerby068s2.spr	passerby068s2.spr	passerby068s2.spr										passerby068s2.spr	
passerby068_6	passerby068s3.spr	passerby068s3.spr	passerby068s3.spr										passerby068s3.spr	
passerby072_4	passerby072z.spr	passerby072z.spr	passerby072z.spr										passerby072z.spr	
passerby074_4	passerby074s1.spr	passerby074s1.spr	passerby074s1.spr										passerby074s1.spr	
passerby074_5	passerby074s2.spr	passerby074s2.spr	passerby074s2.spr										passerby074s2.spr	
passerby074_6	passerby074s3.spr	passerby074s3.spr	passerby074s3.spr										passerby074s3.spr	
passerby075_4	passerby075z.spr	passerby075z.spr	passerby075z.spr										passerby075z.spr	
passerby076_4	passerby076z.spr	passerby076z.spr	passerby076z.spr										passerby076z.spr	
critter001	critter001_st.spr	critter001_st.spr	critter001_pst.spr										critter001_st.spr	
critter002	critter002_st.spr	critter002_st.spr	critter002_pst.spr										critter002_st.spr	
critter003	critter003_st.spr	critter003_st.spr	critter003_pst.spr	critter003_wlk.spr	critter003_wlk.spr								critter003_st.spr	critter003_wlk.spr
critter004	critter004_st.spr	critter004_st.spr	critter004_pst.spr	critter004_wlk.spr	critter004_wlk.spr								critter004_st.spr	critter004_wlk.spr
critter005	critter005_st.spr	critter005_st.spr	critter005_st.spr	critter005_wlk.spr	critter005_wlk.spr								critter005_st.spr	critter005_wlk.spr
critter006	critter006_st.spr	critter006_st.spr	critter006_pst.spr										critter006_st.spr	
critter007	critter007_st.spr	critter007_st.spr	critter007_pst.spr										critter007_st.spr	
critter008	critter008_st.spr	critter008_st.spr	critter008_pst.spr										critter008_st.spr	
critter009	critter009_st.spr	critter009_st.spr	critter009_pst.spr										critter009_st.spr	
critter010	critter010_st.spr	critter010_st.spr	critter010_pst.spr										critter010_st.spr	
critter011	critter011_st.spr	critter011_st.spr	critter011_pst.spr										critter011_st.spr	
critter012	critter012_st.spr	critter012_st.spr	critter012_pst.spr										critter012_st.spr	
critter013	critter013_st.spr	critter013_st.spr	critter013_pst.spr	critter013_wlk.spr	critter013_wlk.spr								critter013_st.spr	critter013_wlk.spr
critter014	critter014_st.spr	critter014_st.spr	critter014_pst.spr										critter014_st.spr	
critter015	critter015_st.spr	critter015_st.spr	critter015_pst.spr	critter015_wlk.spr	critter015_wlk.spr								critter015_st.spr	critter015_wlk.spr
critter016	critter016_st.spr	critter016_st.spr	critter016_pst.spr	critter016_wlk.spr	critter016_wlk.spr								critter016_st.spr	critter016_wlk.spr
critter017	critter017_wlk.spr	critter017_wlk.spr	critter017_wlk.spr	critter017_wlk.spr	critter017_wlk.spr								critter017_wlk.spr	critter017_wlk.spr
critter018	critter018_wlk.spr	critter018_wlk.spr	critter018_wlk.spr	critter018_wlk.spr	critter018_wlk.spr								critter018_wlk.spr	critter018_wlk.spr
critter019	critter019_wlk.spr	critter019_wlk.spr	critter019_wlk.spr	critter019_wlk.spr	critter019_wlk.spr								critter019_wlk.spr	critter019_wlk.spr
critter020	critter020_wlk.spr	critter020_wlk.spr	critter020_wlk.spr	critter020_wlk.spr	critter020_wlk.spr								critter020_wlk.spr	critter020_wlk.spr
critter021	critter021_wlk.spr	critter021_wlk.spr	critter021_wlk.spr	critter021_wlk.spr	critter021_wlk.spr								critter021_wlk.spr	critter021_wlk.spr
critter022	critter022_wlk.spr	critter022_wlk.spr	critter022_wlk.spr	critter022_wlk.spr	critter022_wlk.spr								critter022_wlk.spr	critter022_wlk.spr
critter023	critter023_wlk.spr	critter023_wlk.spr	critter023_wlk.spr	critter023_wlk.spr	critter023_wlk.spr								critter023_wlk.spr	critter023_wlk.spr
critter024	critter024_wlk.spr	critter024_wlk.spr	critter024_wlk.spr	critter024_wlk.spr	critter024_wlk.spr								critter024_wlk.spr	critter024_wlk.spr
critter025	critter025_wlk.spr	critter025_wlk.spr	critter025_wlk.spr	critter025_wlk.spr	critter025_wlk.spr								critter025_wlk.spr	critter025_wlk.spr
critter026	critter026_wlk.spr	critter026_wlk.spr	critter026_wlk.spr	critter026_wlk.spr	critter026_wlk.spr								critter026_wlk.spr	critter026_wlk.spr
critter027	critter027_st.spr	critter027_st.spr	critter027_st.spr	critter027_wlk.spr	critter027_wlk.spr								critter027_st.spr	critter027_wlk.spr
critter028	critter028_st.spr	critter028_st.spr	critter028_st.spr	critter028_wlk.spr	critter028_wlk.spr								critter028_st.spr	critter028_wlk.spr
critter029	critter029_st.spr	critter029_st.spr	critter029_st.spr	critter029_wlk.spr	critter029_wlk.spr								critter029_st.spr	critter029_wlk.spr
critter030	critter030_wlk.spr	critter030_wlk.spr	critter030_wlk.spr	critter030_wlk.spr	critter030_wlk.spr								critter030_wlk.spr	critter030_wlk.spr
boss001	boss001_st.spr	boss001_st.spr	boss001_st.spr	boss001_wlk.spr	boss001_wlk.spr	boss001_wlk.spr	boss001_wlk.spr	boss001_bat.spr	boss001_die.spr	boss001_at1.spr	boss001_at2.spr	boss001_at3.spr	boss001_st.spr	boss001_wlk.spr
boss002	boss002_st.spr	boss002_st.spr	boss002_st.spr	boss002_wlk.spr	boss002_wlk.spr	boss002_wlk.spr	boss002_wlk.spr	boss002_bat.spr	boss002_die.spr	boss002_at1.spr	boss002_at2.spr	boss002_at2.spr	boss002_st.spr	boss002_wlk.spr
boss005	boss005_st.spr	boss005_st.spr	boss005_st.spr	boss005_wlk.spr	boss005_wlk.spr	boss005_wlk.spr	boss005_wlk.spr	boss005_bat.spr	boss005_die.spr	boss005_at1.spr	boss005_at2.spr	boss005_at2.spr	boss005_st.spr	boss005_wlk.spr
boss011	boss011_st.spr	boss011_st.spr	boss011_st.spr	boss011_wlk.spr	boss011_wlk.spr	boss011_wlk.spr	boss011_wlk.spr	boss011_bat.spr	boss011_die.spr	boss011_at01.spr	boss011_at02.spr	boss011_at02.spr	boss011_st.spr	boss011_wlk.spr
boss014	boss014_st.spr	boss014_st.spr	boss014_st.spr	boss014_wlk.spr	boss014_wlk.spr	boss014_wlk.spr	boss014_wlk.spr	boss014_bat.spr	boss014_die.spr	boss014_at01.spr	boss014_at02.spr	boss014_at02.spr	boss014_st.spr	boss014_wlk.spr
boss015	boss015_st.spr	boss015_st.spr	boss015_st.spr	boss015_wlk.spr	boss015_wlk.spr	boss015_wlk.spr	boss015_wlk.spr	boss015_bat.spr	boss015_die.spr	boss015_at01.spr	boss015_at02.spr	boss015_at02.spr	boss015_st.spr	boss015_wlk.spr
boss018	boss018_st.spr	boss018_st.spr	boss018_st.spr	boss018_wlk.spr	boss018_wlk.spr	boss018_wlk.spr	boss018_wlk.spr	boss018_bat.spr	boss018_die.spr	boss018_at1.spr	boss018_at2.spr	boss018_at2.spr	boss018_st.spr	boss018_wlk.spr
boss008	boss008_st.spr	boss008_st.spr	boss008_st.spr	boss008_wlk.spr	boss008_wlk.spr	boss008_wlk.spr	boss008_wlk.spr	boss008_bat.spr	boss008_die.spr	boss008_at01.spr	boss008_at02.spr	boss008_at02.spr	boss008_st.spr	boss008_wlk.spr
boss012	boss012_st.spr	boss012_st.spr	boss012_st.spr	boss012_wlk.spr	boss012_wlk.spr	boss012_wlk.spr	boss012_wlk.spr	boss012_bat.spr	boss012_die.spr	boss012_at01.spr	boss012_at02.spr	boss012_at02.spr	boss012_st.spr	boss012_wlk.spr
boss006	boss006_st.spr	boss006_st.spr	boss006_st.spr	boss006_wlk.spr	boss006_wlk.spr	boss006_wlk.spr	boss006_wlk.spr	boss006_bat.spr	boss006_die.spr	boss006_at1.spr	boss006_at2.spr	boss006_at2.spr	boss006_st.spr	boss006_wlk.spr
enemy195	enemy195_st.spr	enemy195_st.spr	enemy195_st.spr	enemy195_wlk.spr	enemy195_wlk.spr	enemy195_wlk.spr	enemy195_wlk.spr	enemy195_bat.spr	enemy195_die.spr	enemy195_at.spr	enemy195_at.spr	enemy195_at.spr	enemy195_st.spr	enemy195_wlk.spr
enemy196	enemy196_st.spr	enemy196_st.spr	enemy196_st.spr	enemy196_wlk.spr	enemy196_wlk.spr	enemy196_wlk.spr	enemy196_wlk.spr	enemy196_bat.spr	enemy196_die.spr	enemy196_at.spr	enemy196_at.spr	enemy196_at.spr	enemy196_st.spr	enemy196_wlk.spr
enemy197	enemy197.spr	enemy197.spr	enemy197.spr	enemy197.spr	enemy197.spr	enemy197.spr	enemy197.spr	enemy197.spr	enemy197.spr	enemy197.spr	enemy197.spr	enemy197.spr	enemy197.spr	enemy197.spr
