NpcAction	FightStand	NormalStand1	NormalStand2	FightWalk	NormalWalk	FightRun	NormalRun	Wound	Die	Attack1	Attack2	Magic	SitDown	JunpFly
ktenemy034a	enemy034a_st01.spr	enemy034a_st02.spr	enemy034a_st02.spr	enemy034a_wlk.spr	enemy034a_wlk.spr	enemy034a_wlk.spr	enemy034a_wlk.spr	enemy034a_bat.spr	enemy034a_die.spr	enemy034a_at01.spr	enemy034a_at02.spr	enemy034a_at02.spr	enemy034a_st02.spr	enemy034a_wlk.spr
ktenemy035	enemy035_st01.spr	enemy035_st02.spr	enemy035_st02.spr	enemy035_wlk.spr	enemy035_wlk.spr	enemy035_wlk.spr	enemy035_wlk.spr	enemy035_bat.spr	enemy035_die.spr	enemy035_at01.spr	enemy035_at02.spr	enemy035_at02.spr	enemy035_st02.spr	enemy035_wlk.spr
ktenemy036	enemy036_st01.spr	enemy036_st02.spr	enemy036_st02.spr	enemy036_wlk.spr	enemy036_wlk.spr	enemy036_wlk.spr	enemy036_wlk.spr	enemy036_bat.spr	enemy036_die.spr	enemy036_at01.spr	enemy036_at02.spr	enemy036_at02.spr	enemy036_st02.spr	enemy036_wlk.spr
ktenemy037	enemy037_st01.spr	enemy037_st02.spr	enemy037_st02.spr	enemy037_wlk.spr	enemy037_wlk.spr	enemy037_wlk.spr	enemy037_wlk.spr	enemy037_bat.spr	enemy037_die.spr	enemy037_at01.spr	enemy037_at01.spr	enemy037_at01.spr	enemy037_st02.spr	enemy037_wlk.spr
ktenemy038	enemy038_st01.spr	enemy038_st02.spr	enemy038_st02.spr	enemy038_wlk.spr	enemy038_wlk.spr	enemy038_wlk.spr	enemy038_wlk.spr	enemy038_bat.spr	enemy038_die.spr	enemy038_at01.spr	enemy038_at02.spr	enemy038_at02.spr	enemy038_st02.spr	enemy038_wlk.spr
ktenemy039	enemy039_st01.spr	enemy039_st02.spr	enemy039_st02.spr	enemy039_wlk.spr	enemy039_wlk.spr	enemy039_wlk.spr	enemy039_wlk.spr	enemy039_bat.spr	enemy039_die.spr	enemy039_at01.spr	enemy039_at02.spr	enemy039_at02.spr	enemy039_st02.spr	enemy039_wlk.spr
ktenemy040	enemy040_st01.spr	enemy040_st02.spr	enemy040_st02.spr	enemy040_wlk.spr	enemy040_wlk.spr	enemy040_wlk.spr	enemy040_wlk.spr	enemy040_bat.spr	enemy040_die.spr	enemy040_at01.spr	enemy040_at02.spr	enemy040_at02.spr	enemy040_st02.spr	enemy040_wlk.spr
ktenemy041	enemy041_st01.spr	enemy041_st02.spr	enemy041_st02.spr	enemy041_wlk.spr	enemy041_wlk.spr	enemy041_wlk.spr	enemy041_wlk.spr	enemy041_bat.spr	enemy041_die.spr	enemy041_at01.spr	enemy041_at02.spr	enemy041_at02.spr	enemy041_st02.spr	enemy041_wlk.spr
ktenemy042	enemy042_st01.spr	enemy042_st02.spr	enemy042_st02.spr	enemy042_wlk.spr	enemy042_wlk.spr	enemy042_wlk.spr	enemy042_wlk.spr	enemy042_bat.spr	enemy042_die.spr	enemy042_at01.spr	enemy042_at02.spr	enemy042_at02.spr	enemy042_st02.spr	enemy042_wlk.spr
ktenemy043	enemy043_st01.spr	enemy043_st02.spr	enemy043_st02.spr	enemy043_wlk.spr	enemy043_wlk.spr	enemy043_wlk.spr	enemy043_wlk.spr	enemy043_bat.spr	enemy043_die.spr	enemy043_at01.spr	enemy043_at02.spr	enemy043_at02.spr	enemy043_st02.spr	enemy043_wlk.spr
ktenemy044	enemy044_st01.spr	enemy044_st02.spr	enemy044_st02.spr	enemy044_wlk.spr	enemy044_wlk.spr	enemy044_wlk.spr	enemy044_wlk.spr	enemy044_bat.spr	enemy044_die.spr	enemy044_at01.spr	enemy044_at02.spr	enemy044_at02.spr	enemy044_st02.spr	enemy044_wlk.spr
ktenemy045	enemy045_st01.spr	enemy045_st02.spr	enemy045_st02.spr	enemy045_wlk.spr	enemy045_wlk.spr	enemy045_wlk.spr	enemy045_wlk.spr	enemy045_bat.spr	enemy045_die.spr	enemy045_at01.spr	enemy045_at02.spr	enemy045_at02.spr	enemy045_st02.spr	enemy045_wlk.spr
ktenemy046	enemy046_st01.spr	enemy046_st02.spr	enemy046_st02.spr	enemy046_wlk.spr	enemy046_wlk.spr	enemy046_wlk.spr	enemy046_wlk.spr	enemy046_bat.spr	enemy046_die.spr	enemy046_at01.spr	enemy046_at02.spr	enemy046_at02.spr	enemy046_st02.spr	enemy046_wlk.spr
ktenemy047	enemy047_st01.spr	enemy047_st02.spr	enemy047_st02.spr	enemy047_wlk.spr	enemy047_wlk.spr	enemy047_wlk.spr	enemy047_wlk.spr	enemy047_bat.spr	enemy047_die.spr	enemy047_at01.spr	enemy047_at02.spr	enemy047_at02.spr	enemy047_st02.spr	enemy047_wlk.spr
ktenemy048	enemy048_st01.spr	enemy048_st02.spr	enemy048_st02.spr	enemy048_wlk.spr	enemy048_wlk.spr	enemy048_wlk.spr	enemy048_wlk.spr	enemy048_bat.spr	enemy048_die.spr	enemy048_at01.spr	enemy048_at02.spr	enemy048_at02.spr	enemy048_st02.spr	enemy048_wlk.spr
ktenemy049	enemy049_st01.spr	enemy049_st02.spr	enemy049_st02.spr	enemy049_wlk.spr	enemy049_wlk.spr	enemy049_wlk.spr	enemy049_wlk.spr	enemy049_bat.spr	enemy049_die.spr	enemy049_at01.spr	enemy049_at02.spr	enemy049_at02.spr	enemy049_st02.spr	enemy049_wlk.spr
ktenemy050	enemy050_st01.spr	enemy050_st02.spr	enemy050_st02.spr	enemy050_wlk.spr	enemy050_wlk.spr	enemy050_wlk.spr	enemy050_wlk.spr	enemy050_bat.spr	enemy050_die.spr	enemy050_at01.spr	enemy050_at02.spr	enemy050_at02.spr	enemy050_st02.spr	enemy050_wlk.spr
ktenemy051	enemy051_st01.spr	enemy051_st02.spr	enemy051_st02.spr	enemy051_wlk.spr	enemy051_wlk.spr	enemy051_wlk.spr	enemy051_wlk.spr	enemy051_bat.spr	enemy051_die.spr	enemy051_at01.spr	enemy051_at02.spr	enemy051_at02.spr	enemy051_st02.spr	enemy051_wlk.spr
ktenemy052	enemy052_st01.spr	enemy052_st02.spr	enemy052_st02.spr	enemy052_wlk.spr	enemy052_wlk.spr	enemy052_wlk.spr	enemy052_wlk.spr	enemy052_bat.spr	enemy052_die.spr	enemy052_at01.spr	enemy052_at02.spr	enemy052_at02.spr	enemy052_st02.spr	enemy052_wlk.spr
ktenemy053	enemy053_st01.spr	enemy053_st02.spr	enemy053_st02.spr	enemy053_wlk.spr	enemy053_wlk.spr	enemy053_wlk.spr	enemy053_wlk.spr	enemy053_bat.spr	enemy053_die.spr	enemy053_at01.spr	enemy053_at02.spr	enemy053_at02.spr	enemy053_st02.spr	enemy053_wlk.spr
ktenemy054	enemy054_st01.spr	enemy054_st02.spr	enemy054_st02.spr	enemy054_wlk.spr	enemy054_wlk.spr	enemy054_wlk.spr	enemy054_wlk.spr	enemy054_bat.spr	enemy054_die.spr	enemy054_at01.spr	enemy054_at02.spr	enemy054_at02.spr	enemy054_st02.spr	enemy054_wlk.spr
ktenemy054a	enemy054a_st01.spr	enemy054a_st02.spr	enemy054a_st02.spr	enemy054a_wlk.spr	enemy054a_wlk.spr	enemy054a_wlk.spr	enemy054a_wlk.spr	enemy054a_bat.spr	enemy054a_die.spr	enemy054a_at01.spr	enemy054a_at02.spr	enemy054a_at02.spr	enemy054a_st02.spr	enemy054a_wlk.spr
ktenemy055	enemy055_st01.spr	enemy055_st02.spr	enemy055_st02.spr	enemy055_wlk.spr	enemy055_wlk.spr	enemy055_wlk.spr	enemy055_wlk.spr	enemy055_bat.spr	enemy055_die.spr	enemy055_at01.spr	enemy055_at02.spr	enemy055_at02.spr	enemy055_st02.spr	enemy055_wlk.spr
ktenemy056	enemy056_st01.spr	enemy056_st02.spr	enemy056_st02.spr	enemy056_wlk.spr	enemy056_wlk.spr	enemy056_wlk.spr	enemy056_wlk.spr	enemy056_bat.spr	enemy056_die.spr	enemy056_at01.spr	enemy056_at02.spr	enemy056_at02.spr	enemy056_st02.spr	enemy056_wlk.spr
ktenemy057	enemy057_st01.spr	enemy057_st02.spr	enemy057_st02.spr	enemy057_wlk.spr	enemy057_wlk.spr	enemy057_wlk.spr	enemy057_wlk.spr	enemy057_bat.spr	enemy057_die.spr	enemy057_at01.spr	enemy057_at02.spr	enemy057_at02.spr	enemy057_st02.spr	enemy057_wlk.spr
ktenemy058	enemy058_st01.spr	enemy058_st02.spr	enemy058_st02.spr	enemy058_wlk.spr	enemy058_wlk.spr	enemy058_wlk.spr	enemy058_wlk.spr	enemy058_bat.spr	enemy058_die.spr	enemy058_at01.spr	enemy058_at02.spr	enemy058_at02.spr	enemy058_st02.spr	enemy058_wlk.spr
ktenemy059	enemy059_st01.spr	enemy059_st02.spr	enemy059_st02.spr	enemy059_wlk.spr	enemy059_wlk.spr	enemy059_wlk.spr	enemy059_wlk.spr	enemy059_bat.spr	enemy059_die.spr	enemy059_at01.spr	enemy059_at02.spr	enemy059_at02.spr	enemy059_st02.spr	enemy059_wlk.spr
ktenemy060	enemy060_st01.spr	enemy060_st02.spr	enemy060_st02.spr	enemy060_wlk.spr	enemy060_wlk.spr	enemy060_wlk.spr	enemy060_wlk.spr	enemy060_bat.spr	enemy060_die.spr	enemy060_at01.spr	enemy060_at02.spr	enemy060_at02.spr	enemy060_st02.spr	enemy060_wlk.spr
ktenemy061	enemy061_st01.spr	enemy061_st02.spr	enemy061_st02.spr	enemy061_wlk.spr	enemy061_wlk.spr	enemy061_wlk.spr	enemy061_wlk.spr	enemy061_bat.spr	enemy061_die.spr	enemy061_at01.spr	enemy061_at02.spr	enemy061_at02.spr	enemy061_st02.spr	enemy061_wlk.spr
ktenemy062	enemy062_st01.spr	enemy062_st02.spr	enemy062_st02.spr	enemy062_wlk.spr	enemy062_wlk.spr	enemy062_wlk.spr	enemy062_wlk.spr	enemy062_bat.spr	enemy062_die.spr	enemy062_at01.spr	enemy062_at02.spr	enemy062_at02.spr	enemy062_st02.spr	enemy062_wlk.spr
ktenemy063	enemy063_st01.spr	enemy063_st02.spr	enemy063_st02.spr	enemy063_wlk.spr	enemy063_wlk.spr	enemy063_wlk.spr	enemy063_wlk.spr	enemy063_bat.spr	enemy063_die.spr	enemy063_at01.spr	enemy063_at02.spr	enemy063_at02.spr	enemy063_st02.spr	enemy063_wlk.spr
ktenemy064	enemy064_st01.spr	enemy064_st02.spr	enemy064_st02.spr	enemy064_wlk.spr	enemy064_wlk.spr	enemy064_wlk.spr	enemy064_wlk.spr	enemy064_bat.spr	enemy064_die.spr	enemy064_at01.spr	enemy064_at02.spr	enemy064_at02.spr	enemy064_st02.spr	enemy064_wlk.spr
ktenemy065	enemy065_st01.spr	enemy065_st02.spr	enemy065_st02.spr	enemy065_wlk.spr	enemy065_wlk.spr	enemy065_wlk.spr	enemy065_wlk.spr	enemy065_bat.spr	enemy065_die.spr	enemy065_at01.spr	enemy065_at02.spr	enemy065_at02.spr	enemy065_st02.spr	enemy065_wlk.spr
ktenemy065a	enemy065a_st01.spr	enemy065a_st02.spr	enemy065a_st02.spr	enemy065a_wlk.spr	enemy065a_wlk.spr	enemy065a_wlk.spr	enemy065a_wlk.spr	enemy065a_bat.spr	enemy065a_die.spr	enemy065a_at01.spr	enemy065a_at02.spr	enemy065a_at02.spr	enemy065a_st02.spr	enemy065a_wlk.spr
ktenemy066	enemy066_st01.spr	enemy066_st02.spr	enemy066_st02.spr	enemy066_wlk.spr	enemy066_wlk.spr	enemy066_wlk.spr	enemy066_wlk.spr	enemy066_bat.spr	enemy066_die.spr	enemy066_at01.spr	enemy066_at02.spr	enemy066_at02.spr	enemy066_st02.spr	enemy066_wlk.spr
ktenemy067	enemy067_st01.spr	enemy067_st02.spr	enemy067_st02.spr	enemy067_wlk.spr	enemy067_wlk.spr	enemy067_wlk.spr	enemy067_wlk.spr	enemy067_bat.spr	enemy067_die.spr	enemy067_at01.spr	enemy067_at02.spr	enemy067_at02.spr	enemy067_st02.spr	enemy067_wlk.spr
ktenemy068	enemy068_st01.spr	enemy068_st02.spr	enemy068_st02.spr	enemy068_wlk.spr	enemy068_wlk.spr	enemy068_wlk.spr	enemy068_wlk.spr	enemy068_bat.spr	enemy068_die.spr	enemy068_at01.spr	enemy068_at02.spr	enemy068_at02.spr	enemy068_st02.spr	enemy068_wlk.spr
ktenemy069	enemy069_st01.spr	enemy069_st02.spr	enemy069_st02.spr	enemy069_wlk.spr	enemy069_wlk.spr	enemy069_wlk.spr	enemy069_wlk.spr	enemy069_bat.spr	enemy069_die.spr	enemy069_at01.spr	enemy069_at02.spr	enemy069_at02.spr	enemy069_st02.spr	enemy069_wlk.spr
ktenemy069a	enemy069a_st01.spr	enemy069a_st02.spr	enemy069a_st02.spr	enemy069a_wlk.spr	enemy069a_wlk.spr	enemy069a_wlk.spr	enemy069a_wlk.spr	enemy069a_bat.spr	enemy069a_die.spr	enemy069a_at01.spr	enemy069a_at02.spr	enemy069a_at02.spr	enemy069a_st02.spr	enemy069a_wlk.spr
ktenemy070	enemy070_st01.spr	enemy070_st02.spr	enemy070_st02.spr	enemy070_wlk.spr	enemy070_wlk.spr	enemy070_wlk.spr	enemy070_wlk.spr	enemy070_bat.spr	enemy070_die.spr	enemy070_at01.spr	enemy070_at02.spr	enemy070_at02.spr	enemy070_st02.spr	enemy070_wlk.spr
ktenemy071	enemy071_st01.spr	enemy071_st02.spr	enemy071_st02.spr	enemy071_wlk.spr	enemy071_wlk.spr	enemy071_wlk.spr	enemy071_wlk.spr	enemy071_bat.spr	enemy071_die.spr	enemy071_at01.spr	enemy071_at02.spr	enemy071_at02.spr	enemy071_st02.spr	enemy071_wlk.spr
ktenemy072	enemy072_st01.spr	enemy072_st02.spr	enemy072_st02.spr	enemy072_wlk.spr	enemy072_wlk.spr	enemy072_wlk.spr	enemy072_wlk.spr	enemy072_bat.spr	enemy072_die.spr	enemy072_at01.spr	enemy072_at02.spr	enemy072_at02.spr	enemy072_st02.spr	enemy072_wlk.spr
ktenemy073	enemy073_st01.spr	enemy073_st02.spr	enemy073_st02.spr	enemy073_wlk.spr	enemy073_wlk.spr	enemy073_wlk.spr	enemy073_wlk.spr	enemy073_bat.spr	enemy073_die.spr	enemy073_at01.spr	enemy073_at02.spr	enemy073_at02.spr	enemy073_st02.spr	enemy073_wlk.spr
ktenemy074	enemy074_st01.spr	enemy074_st02.spr	enemy074_st02.spr	enemy074_wlk.spr	enemy074_wlk.spr	enemy074_wlk.spr	enemy074_wlk.spr	enemy074_bat.spr	enemy074_die.spr	enemy074_at01.spr	enemy074_at02.spr	enemy074_at02.spr	enemy074_st02.spr	enemy074_wlk.spr
ktenemy075	enemy075_st01.spr	enemy075_st02.spr	enemy075_st02.spr	enemy075_wlk.spr	enemy075_wlk.spr	enemy075_wlk.spr	enemy075_wlk.spr	enemy075_bat.spr	enemy075_die.spr	enemy075_at01.spr	enemy075_at02.spr	enemy075_at02.spr	enemy075_st02.spr	enemy075_wlk.spr
ktenemy076	enemy076_st01.spr	enemy076_st02.spr	enemy076_st02.spr	enemy076_wlk.spr	enemy076_wlk.spr	enemy076_wlk.spr	enemy076_wlk.spr	enemy076_bat.spr	enemy076_die.spr	enemy076_at01.spr	enemy076_at02.spr	enemy076_at02.spr	enemy076_st02.spr	enemy076_wlk.spr
ktenemy077	enemy077_st01.spr	enemy077_st02.spr	enemy077_st02.spr	enemy077_wlk.spr	enemy077_wlk.spr	enemy077_wlk.spr	enemy077_wlk.spr	enemy077_bat.spr	enemy077_die.spr	enemy077_at01.spr	enemy077_at02.spr	enemy077_at02.spr	enemy077_st02.spr	enemy077_wlk.spr
ktenemy078	enemy078_st01.spr	enemy078_st02.spr	enemy078_st02.spr	enemy078_wlk.spr	enemy078_wlk.spr	enemy078_wlk.spr	enemy078_wlk.spr	enemy078_bat.spr	enemy078_die.spr	enemy078_at01.spr	enemy078_at02.spr	enemy078_at02.spr	enemy078_st02.spr	enemy078_wlk.spr
ktenemy079	enemy079_st01.spr	enemy079_st02.spr	enemy079_st02.spr	enemy079_wlk.spr	enemy079_wlk.spr	enemy079_wlk.spr	enemy079_wlk.spr	enemy079_bat.spr	enemy079_die.spr	enemy079_at01.spr	enemy079_at02.spr	enemy079_at02.spr	enemy079_st02.spr	enemy079_wlk.spr
ktenemy080	enemy080_st01.spr	enemy080_st02.spr	enemy080_st02.spr	enemy080_wlk.spr	enemy080_wlk.spr	enemy080_wlk.spr	enemy080_wlk.spr	enemy080_bat.spr	enemy080_die.spr	enemy080_at01.spr	enemy080_at02.spr	enemy080_at02.spr	enemy080_st02.spr	enemy080_wlk.spr
ktenemy081	enemy081_st01.spr	enemy081_st02.spr	enemy081_st02.spr	enemy081_wlk.spr	enemy081_wlk.spr	enemy081_wlk.spr	enemy081_wlk.spr	enemy081_bat.spr	enemy081_die.spr	enemy081_at01.spr	enemy081_at01.spr	enemy081_at01.spr	enemy081_st02.spr	enemy081_wlk.spr
ktenemy082	enemy082_st01.spr	enemy082_st02.spr	enemy082_st02.spr	enemy082_wlk.spr	enemy082_wlk.spr	enemy082_wlk.spr	enemy082_wlk.spr	enemy082_bat.spr	enemy082_die.spr	enemy082_at01.spr	enemy082_at01.spr	enemy082_at01.spr	enemy082_st02.spr	enemy082_wlk.spr
ktenemy083	enemy083_st01.spr	enemy083_st02.spr	enemy083_st02.spr	enemy083_wlk.spr	enemy083_wlk.spr	enemy083_wlk.spr	enemy083_wlk.spr	enemy083_bat.spr	enemy083_die.spr	enemy083_at01.spr	enemy083_at01.spr	enemy083_at01.spr	enemy083_st02.spr	enemy083_wlk.spr
ktenemy084	enemy084_st01.spr	enemy084_st02.spr	enemy084_st02.spr	enemy084_wlk.spr	enemy084_wlk.spr	enemy084_wlk.spr	enemy084_wlk.spr	enemy084_bat.spr	enemy084_die.spr	enemy084_at01.spr	enemy084_at02.spr	enemy084_at02.spr	enemy084_st02.spr	enemy084_wlk.spr
ktenemy085	enemy085_st01.spr	enemy085_st02.spr	enemy085_st02.spr	enemy085_wlk.spr	enemy085_wlk.spr	enemy085_wlk.spr	enemy085_wlk.spr	enemy085_bat.spr	enemy085_die.spr	enemy085_at01.spr	enemy085_at02.spr	enemy085_at02.spr	enemy085_st02.spr	enemy085_wlk.spr
ktenemy086	enemy086_st01.spr	enemy086_st02.spr	enemy086_st02.spr	enemy086_wlk.spr	enemy086_wlk.spr	enemy086_wlk.spr	enemy086_wlk.spr	enemy086_bat.spr	enemy086_die.spr	enemy086_at01.spr	enemy086_at02.spr	enemy086_at02.spr	enemy086_st02.spr	enemy086_wlk.spr
ktenemy087	enemy087_st01.spr	enemy087_st02.spr	enemy087_st02.spr	enemy087_wlk.spr	enemy087_wlk.spr	enemy087_wlk.spr	enemy087_wlk.spr	enemy087_bat.spr	enemy087_die.spr	enemy087_at01.spr	enemy087_at01.spr	enemy087_at01.spr	enemy087_st02.spr	enemy087_wlk.spr
ktenemy088	enemy088_st01.spr	enemy088_st02.spr	enemy088_st02.spr	enemy088_wlk.spr	enemy088_wlk.spr	enemy088_wlk.spr	enemy088_wlk.spr	enemy088_bat.spr	enemy088_die.spr	enemy088_at01.spr	enemy088_at01.spr	enemy088_at01.spr	enemy088_st02.spr	enemy088_wlk.spr
ktenemy089	enemy089_st01.spr	enemy089_st02.spr	enemy089_st02.spr	enemy089_wlk.spr	enemy089_wlk.spr	enemy089_wlk.spr	enemy089_wlk.spr	enemy089_bat.spr	enemy089_die.spr	enemy089_at01.spr	enemy089_at02.spr	enemy089_at02.spr	enemy089_st02.spr	enemy089_wlk.spr
ktenemy090	enemy090_st01.spr	enemy090_st02.spr	enemy090_st02.spr	enemy090_wlk.spr	enemy090_wlk.spr	enemy090_wlk.spr	enemy090_wlk.spr	enemy090_bat.spr	enemy090_die.spr	enemy090_at01.spr	enemy090_at02.spr	enemy090_at02.spr	enemy090_st02.spr	enemy090_wlk.spr
ktenemy091	enemy091_st01.spr	enemy091_st02.spr	enemy091_st02.spr	enemy091_wlk.spr	enemy091_wlk.spr	enemy091_wlk.spr	enemy091_wlk.spr	enemy091_bat.spr	enemy091_die.spr	enemy091_at01.spr	enemy091_at02.spr	enemy091_at02.spr	enemy091_st02.spr	enemy091_wlk.spr
ktenemy092	enemy092_st01.spr	enemy092_st02.spr	enemy092_st02.spr	enemy092_wlk.spr	enemy092_wlk.spr	enemy092_wlk.spr	enemy092_wlk.spr	enemy092_bat.spr	enemy092_die.spr	enemy092_at01.spr	enemy092_at02.spr	enemy092_at02.spr	enemy092_st02.spr	enemy092_wlk.spr
ktenemy093	enemy093_st01.spr	enemy093_st02.spr	enemy093_st02.spr	enemy093_wlk.spr	enemy093_wlk.spr	enemy093_wlk.spr	enemy093_wlk.spr	enemy093_bat.spr	enemy093_die.spr	enemy093_at01.spr	enemy093_at02.spr	enemy093_at02.spr	enemy093_st02.spr	enemy093_wlk.spr
ktenemy094	enemy094_st01.spr	enemy094_st02.spr	enemy094_st02.spr	enemy094_wlk.spr	enemy094_wlk.spr	enemy094_wlk.spr	enemy094_wlk.spr	enemy094_bat.spr	enemy094_die.spr	enemy094_at01.spr	enemy094_at02.spr	enemy094_at02.spr	enemy094_st02.spr	enemy094_wlk.spr
ktenemy095	enemy095_st01.spr	enemy095_st01.spr	enemy095_st01.spr	enemy095_wlk.spr	enemy095_wlk.spr	enemy095_wlk.spr	enemy095_wlk.spr	enemy095_bat.spr	enemy095_die.spr	enemy095_at01.spr	enemy095_at02.spr	enemy095_at02.spr	enemy095_st01.spr	enemy095_wlk.spr
ktenemy096	enemy096_st01.spr	enemy096_st02.spr	enemy096_st02.spr	enemy096_wlk.spr	enemy096_wlk.spr	enemy096_wlk.spr	enemy096_wlk.spr	enemy096_bat.spr	enemy096_die.spr	enemy096_at01.spr	enemy096_at02.spr	enemy096_at02.spr	enemy096_st02.spr	enemy096_wlk.spr
ktenemy097	enemy097_st01.spr	enemy097_st02.spr	enemy097_st02.spr	enemy097_wlk.spr	enemy097_wlk.spr	enemy097_wlk.spr	enemy097_wlk.spr	enemy097_bat.spr	enemy097_die.spr	enemy097_at01.spr	enemy097_at02.spr	enemy097_at02.spr	enemy097_st02.spr	enemy097_wlk.spr
ktenemy098	enemy098_st01.spr	enemy098_st02.spr	enemy098_st02.spr	enemy098_wlk.spr	enemy098_wlk.spr	enemy098_wlk.spr	enemy098_wlk.spr	enemy098_bat.spr	enemy098_die.spr	enemy098_at01.spr	enemy098_at02.spr	enemy098_at02.spr	enemy098_st02.spr	enemy098_wlk.spr
ktenemy099	enemy099_st01.spr	enemy099_st02.spr	enemy099_st02.spr	enemy099_wlk.spr	enemy099_wlk.spr	enemy099_wlk.spr	enemy099_wlk.spr	enemy099_bat.spr	enemy099_die.spr	enemy099_at01.spr	enemy099_at02.spr	enemy099_at02.spr	enemy099_st02.spr	enemy099_wlk.spr
ktenemy099_1	enemy099_1st01.spr	enemy099_1st02.spr	enemy099_1st02.spr	enemy099_1wlk.spr	enemy099_1wlk.spr	enemy099_1wlk.spr	enemy099_1st02.spr	enemy099_1bat.spr	enemy099_1die.spr	enemy099_1at01.spr	enemy099_1at01.spr	enemy099_1at02.spr	enemy099_1st02.spr	enemy099_1wlk.spr
ktenemy100	enemy100_st01.spr	enemy100_st02.spr	enemy100_st02.spr	enemy100_wlk.spr	enemy100_wlk.spr	enemy100_wlk.spr	enemy100_wlk.spr	enemy100_bat.spr	enemy100_die.spr	enemy100_at01.spr	enemy100_at02.spr	enemy100_at02.spr	enemy100_st02.spr	enemy100_wlk.spr
ktenemy101	enemy101_st01.spr	enemy101_st02.spr	enemy101_st02.spr	enemy101_wlk.spr	enemy101_wlk.spr	enemy101_wlk.spr	enemy101_wlk.spr	enemy101_bat.spr	enemy101_die.spr	enemy101_at01.spr	enemy101_at02.spr	enemy101_at02.spr	enemy101_st02.spr	enemy101_wlk.spr
ktenemy102	enemy102_st01.spr	enemy102_st02.spr	enemy102_st02.spr	enemy102_wlk.spr	enemy102_wlk.spr	enemy102_wlk.spr	enemy102_wlk.spr	enemy102_bat.spr	enemy102_die.spr	enemy102_at01.spr	enemy102_at02.spr	enemy102_at02.spr	enemy102_st02.spr	enemy102_wlk.spr
ktenemy102_3	enemy102_3st01.spr	enemy102_3st02.spr	enemy102_3st02.spr	enemy102_3wlk.spr	enemy102_3wlk.spr	enemy102_3wlk.spr	enemy102_3st02.spr	enemy102_3bat.spr	enemy102_3die.spr	enemy102_3at01.spr	enemy102_3at02.spr	enemy102_3at02.spr	enemy102_3st02.spr	enemy102_3wlk.spr
ktenemy103	enemy103_st01.spr	enemy103_st02.spr	enemy103_st02.spr	enemy103_wlk.spr	enemy103_wlk.spr	enemy103_wlk.spr	enemy103_wlk.spr	enemy103_bat.spr	enemy103_die.spr	enemy103_at01.spr	enemy103_at02.spr	enemy103_at02.spr	enemy103_st02.spr	enemy103_wlk.spr
ktenemy103_3	enemy103_3st01.spr	enemy103_3st02.spr	enemy103_3st02.spr	enemy103_3wlk.spr	enemy103_3wlk.spr	enemy103_3wlk.spr	enemy103_3st02.spr	enemy103_3bat.spr	enemy103_3die.spr	enemy103_3at01.spr	enemy103_3at02.spr	enemy103_3at02.spr	enemy103_3st02.spr	enemy103_3wlk.spr
ktenemy104	enemy104_st01.spr	enemy104_st02.spr	enemy104_st02.spr	enemy104_wlk.spr	enemy104_wlk.spr	enemy104_wlk.spr	enemy104_wlk.spr	enemy104_bat.spr	enemy104_die.spr	enemy104_at01.spr	enemy104_at02.spr	enemy104_at02.spr	enemy104_st02.spr	enemy104_wlk.spr
ktenemy104_3	enemy104_3st01.spr	enemy104_3st02.spr	enemy104_3st02.spr	enemy104_3wlk.spr	enemy104_3wlk.spr	enemy104_3wlk.spr	enemy104_3st02.spr	enemy104_3bat.spr	enemy104_3die.spr	enemy104_3at01.spr	enemy104_3at02.spr	enemy104_3at02.spr	enemy104_3st02.spr	enemy104_3wlk.spr
ktenemy105	enemy105_st01.spr	enemy105_st02.spr	enemy105_st02.spr	enemy105_wlk.spr	enemy105_wlk.spr	enemy105_wlk.spr	enemy105_wlk.spr	enemy105_bat.spr	enemy105_die.spr	enemy105_at01.spr	enemy105_at02.spr	enemy105_at02.spr	enemy105_st02.spr	enemy105_wlk.spr
ktenemy105_3	enemy105_3st01.spr	enemy105_3st02.spr	enemy105_3st02.spr	enemy105_3wlk.spr	enemy105_3wlk.spr	enemy105_3wlk.spr	enemy105_3st02.spr	enemy105_3bat.spr	enemy105_3die.spr	enemy105_3at01.spr	enemy105_3at02.spr	enemy105_3at02.spr	enemy105_3st02.spr	enemy105_3wlk.spr
ktenemy106	enemy106_st01.spr	enemy106_st02.spr	enemy106_st02.spr	enemy106_wlk.spr	enemy106_wlk.spr	enemy106_wlk.spr	enemy106_wlk.spr	enemy106_bat.spr	enemy106_die.spr	enemy106_at01.spr	enemy106_at02.spr	enemy106_at02.spr	enemy106_st02.spr	enemy106_wlk.spr
ktenemy1061	enemy1061_st01.spr	enemy1061_st02.spr	enemy1061_st02.spr	enemy1061_st02.spr	enemy1061_st02.spr	enemy1061_st02.spr	enemy1061_st02.spr	enemy1061_bat.spr	enemy1061_die.spr	enemy1061_at01.spr	enemy1061_at01.spr	enemy1061_at02.spr	enemy1061_st02.spr	enemy1061_wlk.spr
ktenemy107	enemy107_st01.spr	enemy107_st02.spr	enemy107_st02.spr	enemy107_wlk.spr	enemy107_wlk.spr	enemy107_wlk.spr	enemy107_wlk.spr	enemy107_bat.spr	enemy107_die.spr	enemy107_at01.spr	enemy107_at02.spr	enemy107_at02.spr	enemy107_st02.spr	enemy107_wlk.spr
