EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	JumpFly	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
Ngùa 130																																																																		..\male\horse111_hb_rs01.spr	..\male\horse111_hb_rw.spr	..\male\horse111_hb_rr.spr	..\male\horse111_hb_ra01.spr	..\male\horse111_hb_ra02.spr	..\male\horse111_hb_rm.spr	..\male\horse111_hb_rb.spr	..\male\horse111_hb_rd.spr	..\male\horse111_hb_rs01.spr	..\male\horse111_hb_rs01.spr
Ngùa 131																																																																		..\male\horse109_hb_rs01.spr	..\male\horse109_hb_rw.spr	..\male\horse109_hb_rr.spr	..\male\horse109_hb_ra01.spr	..\male\horse109_hb_ra02.spr	..\male\horse109_hb_rm.spr	..\male\horse109_hb_rb.spr	..\male\horse109_hb_rd.spr	..\male\horse109_hb_rs01.spr	..\male\horse109_hb_rs01.spr
Ngùa 132																																																																		..\male\horse112_hb_rs01.spr	..\male\horse112_hb_rw.spr	..\male\horse112_hb_rr.spr	..\male\horse112_hb_ra01.spr	..\male\horse112_hb_ra02.spr	..\male\horse112_hb_rm.spr	..\male\horse112_hb_rb.spr	..\male\horse112_hb_rd.spr	..\male\horse112_hb_rs01.spr	..\male\horse112_hb_rs01.spr
Ngùa 133																																																																		..\male\horse113_hb_rs01.spr	..\male\horse113_hb_rw.spr	..\male\horse113_hb_rr.spr	..\male\horse113_hb_ra01.spr	..\male\horse113_hb_ra02.spr	..\male\horse113_hb_rm.spr	..\male\horse113_hb_rb.spr	..\male\horse113_hb_rd.spr	..\male\horse113_hb_rs01.spr	..\male\horse113_hb_rs01.spr
Ngùa 134																																																																		..\male\horse114_hb_rs01.spr	..\male\horse114_hb_rw.spr	..\male\horse114_hb_rr.spr	..\male\horse114_hb_ra01.spr	..\male\horse114_hb_ra02.spr	..\male\horse114_hb_rm.spr	..\male\horse114_hb_rb.spr	..\male\horse114_hb_rd.spr	..\male\horse114_hb_rs01.spr	..\male\horse114_hb_rs01.spr
Ngùa 135																																																																		..\male\horse115_hb_rs01.spr	..\male\horse115_hb_rw.spr	..\male\horse115_hb_rr.spr	..\male\horse115_hb_ra01.spr	..\male\horse115_hb_ra02.spr	..\male\horse115_hb_rm.spr	..\male\horse115_hb_rb.spr	..\male\horse115_hb_rd.spr	..\male\horse115_hb_rs01.spr	..\male\horse115_hb_rs01.spr
Ngùa 136																																																																		..\male\horse116_hb_rs01.spr	..\male\horse116_hb_rw.spr	..\male\horse116_hb_rr.spr	..\male\horse116_hb_ra01.spr	..\male\horse116_hb_ra02.spr	..\male\horse116_hb_rm.spr	..\male\horse116_hb_rb.spr	..\male\horse116_hb_rd.spr	..\male\horse116_hb_rs01.spr	..\male\horse116_hb_rs01.spr
Ngùa 137																																																																		..\male\horse117_hb_rs01.spr	..\male\horse117_hb_rw.spr	..\male\horse117_hb_rr.spr	..\male\horse117_hb_ra01.spr	..\male\horse117_hb_ra02.spr	..\male\horse117_hb_rm.spr	..\male\horse117_hb_rb.spr	..\male\horse117_hb_rd.spr	..\male\horse117_hb_rs01.spr	..\male\horse117_hb_rs01.spr
Ngùa 138																																																																		..\male\cchorse118_hb_rs01.spr	..\male\cchorse118_hb_rw.spr	..\male\cchorse118_hb_rr.spr	..\male\cchorse118_hb_ra01.spr	..\male\cchorse118_hb_ra02.spr	..\male\cchorse118_hb_rm.spr	..\male\cchorse118_hb_rb.spr	..\male\cchorse118_hb_rd.spr	..\male\cchorse118_hb_rs01.spr	..\male\cchorse118_hb_rs01.spr
Thá Vµng																																																																		..\male\horse_133_hb_rs.spr	..\male\horse_133_hb_rw.spr	..\male\horse_133_hb_rr.spr	..\male\horse_133_hb_ra01.spr	..\male\horse_133_hb_ra02.spr	..\male\horse_133_hb_rm.spr	..\male\horse_133_hb_rb.spr	..\male\horse_133_hb_rd.spr	..\male\horse_133_hb_rs.spr	..\male\horse_133_hb_rs.spr
Thá Hång																																																																		..\male\horse_134_hb_rs.spr	..\male\horse_134_hb_rw.spr	..\male\horse_134_hb_rr.spr	..\male\horse_134_hb_ra01.spr	..\male\horse_134_hb_ra02.spr	..\male\horse_134_hb_rm.spr	..\male\horse_134_hb_rb.spr	..\male\horse_134_hb_rd.spr	..\male\horse_134_hb_rs.spr	..\male\horse_134_hb_rs.spr
Kú L©n																																																																		..\male\boss148_hh_rs01.spr	..\male\boss148_hh_rw.spr	..\male\boss148_hh_rr.spr	..\male\boss148_hh_ra01.spr	..\male\boss148_hh_ra02.spr	..\male\boss148_hh_rm.spr	..\male\boss148_hh_rb.spr	..\male\boss148_hh_rd.spr	..\male\boss148_hh_rs01.spr	..\male\boss148_hh_rs01.spr
