Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	PhysicalDamageBase	PhysicalMagicBase	PoisonDamageBase	PoisonMagicBase	ColdDamageBase	ColdMagicBase	FireDamageBase	FireMagicBase	LightingDamageBase	LightingMagicBase	AuraSkillId	AuraSkillLevel	PasstSkillId	PasstSkillLevel
CÊm th­¬ng	0	5	0	1			165				boss031	0	0	0	0	0	24	29	24	7	22	14	1	1|0.2	233	1|0.2	1	1|0.2	233	1|0.2		\script\npclevelscript\npc_changgemenarea.lua	100	2500	0	0	100	55000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	8	8	18	18	500	50	800	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	75	75	75	1080	100	\settings\droprate\npcdroprate_changgemenarea.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
CÊm NhËn	0	5	0	1			165				boss032	0	0	0	0	0	24	29	24	7	22	14	1	1|0.2	233	1|0.2	1	1|0.2	233	1|0.2		\script\npclevelscript\npc_changgemenarea.lua	100	3000	0	0	100	60000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	8	8	18	18	500	50	800	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	75	75	75	810	100	\settings\droprate\npcdroprate_changgemenarea.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
VÖ binh cÊm ®Þa	0	5	0	3			113				boss010	0	0	0	0	0	24	29	24	7	22	14	1	1|0.2	233	1|0.2	1	1|0.2	233	1|0.2		\script\npclevelscript\qianbaoku.lua	100	0	0	200000	100	0	0	650000	0|500	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	15	15	1000	100	1200	1	50	25	25	25	25	30	50	0	0	0|130	0|130	0|130	0|130	0|130	95	95	95	95	95	1080	140	\settings\droprate\npcdroprate_changgemenareaboss.ini	6	0|300	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
TÕ ®µn	3	6	0								enemy192	0	0	0	0	0	22	30																																												400		700																						470		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
H¹t Hoµng Kim 	3	6	0								passerby206	0	0	0	0	0	22	30																																												400		700																						140		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Qu¶ Hoµng Kim 	3	6	0								passerby207	0	0	0	0	0	22	30																																												400		700																						140		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
ThÇn binh tr	0	5	3	24			115				boss015	0	0	0	0	0	24	27	21	10	24	12	361	0|25	361	0|25	362	0|25	362	0|25		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	20000000	0|9000	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1000	100	1300	1	50	25	25	25	25	30	50	0	0	0|85	0|80	0|85	0|85	0|95	95	95	95	95	95	1080	100		3	0|1728	0|0	0|0	0|0	0|0	0|0	0|0	0|4400	0|0	0|0	146	0|20	297	0|60
ThÇn binh wd	0	5	4	24			115				boss015	0	0	0	0	0	24	27	21	10	24	12	368	0|25	368	0|25	365	0|25	365	0|25		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	20000000	0|9000	100	0	0	8000	100	0	0	2400	100	0	0	0	100	0	0	0	12	12	12	12	1000	100	1300	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|90	0|100	0|80	95	95	95	95	95	1080	100		3	0|800	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|800	0|1000	159	0|20	297	0|60
Tinh Linh	3	5	4	24							boss043	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		70		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
T©n Niªn HiÖp Kh¸ch	3	5	4	24							boss044	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
T©n Niªn HiÖp N÷ 	3	5	4	24							boss045	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
TuyÕt Thè 	3	5	4	24							ani068	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
TuÇn Léc	3	5	4	24							ani069	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	100	0	0	300	100	0	0	500	0	0	0	0	0	0	0	0	3	3	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Tinh Linh (xanh) 	3	5	4	24							enemy209	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		70		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Tinh Linh (tÝm) 	3	5	4	24							enemy210	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		70		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Tinh Linh (®á) 	3	5	4	24							enemy211	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		70		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Tinh Linh (vµng) 	3	5	4	24							enemy212	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		70		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
¤ng Giµ N«el (xanh) 	3	5	4	24							enemy213	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
¤ng Giµ N«el (Hång phÊn) 	3	5	4	24							enemy214	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
¤ng Giµ N«el (tr¾ng) 	3	5	4	24							enemy215	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
¤ng Giµ N«el (vµng) 	3	5	4	24							enemy216	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Thiªn Sø Gi¸ng Sinh (xanh) 	3	5	4	24							enemy217	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Thiªn Sø Gi¸ng Sinh (Hång phÊn) 	3	5	4	24							enemy218	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Thiªn Sø Gi¸ng Sinh (tr¾ng) 	3	5	4	24							enemy219	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Thiªn Sø Gi¸ng Sinh (vµng) 	3	5	4	24							enemy220	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
H¹ Thµnh	3	5	4	24							enemy221	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
T« Tõ Hinh	3	5	4	24							enemy222	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
§­êng Thiªn T©m 	3	5	4	24							enemy223	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Qu¸i thó 	3	5	4	24							enemy224	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Qu¸i thó 	0	5	0	24			165				boss012	0	0	0	0	0	37	38	20	11	10	10	357	0|20	357	0|20	359	0|20	359	0|20		\script\npclevelscript\chinesebeast.lua	100	0	0	800000	100	0	0	3100000	0|2400	100	0	0	2800	100	0	0	1000	100	0	0	0	100	0	0	0	12	12	10	10	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|75	0|75	0|75	0|75	95	95	95	95	95	1440	100	\settings\droprate\boss\chinesebeast2.ini	3	0|1500	0|1500	0|0	0|250	0|0	0|1500	0|0	0|1500	0|0	0|1500		0|0	297	0|60
Qu¸i thó B¶o B¶o	0	5	0	24			165				boss012	0	0	0	0	0	37	38	20	11	10	10	357	0|20	357	0|20	359	0|20	359	0|20		\script\npclevelscript\chinesebeast.lua	100	0	0	300000	100	0	0	600000	0|250	100	0	0	1000	100	0	0	600	100	0	0	0	100	0	0	0	12	12	10	10	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|35	0|35	0|35	0|35	0|35	95	95	95	95	95	1440	100	\settings\droprate\boss\chinesebeast1.ini	3	0|300	0|300	0|0	0|50	0|0	0|300	0|0	0|300	0|0	0|300		0|0	297	0|60
Ma v­¬ng	0	5	0	24			165				boss012	0	0	0	0	0	37	38	20	11	10	10	357	0|20	357	0|20	359	0|20	359	0|20		\script\npclevelscript\chinesebeast.lua	100	0	0	1500000	100	0	0	8800000	0|4600	100	0	0	9500	100	0	0	3000	100	0	0	0	100	0	0	0	12	12	10	10	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|90	0|90	0|90	0|90	0|90	95	95	95	95	95	1440	100	\settings\droprate\boss\chinesebeast3.ini	3	0|3000	0|3000	0|0	0|500	0|0	0|3000	0|0	0|3000	0|0	0|3000		0|0	297	0|60
 (Bang héi) tÕ ®µn	3	5	4								passerby208	0	0	0	0	0	22	30																																												400		700																						200		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Hoa Cóc Vµng	3	5	4								passerby209	0	0	0	0	0	22	30																																												400		700																						40		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Hoa Cóc Tr¾ng	3	5	4								passerby210	0	0	0	0	0	22	30																																												400		700																						40		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Hoa Cóc TÝm	3	5	4								passerby211	0	0	0	0	0	22	30																																												400		700																						40		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
B¸ch hîp hoa	3	5	4								passerby212	0	0	0	0	0	22	30																																												400		700																						60		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								passerby213	0	0	0	0	0	22	30																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building1	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building2	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building3	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building4	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building5	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building6	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building7	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								boss031	0	0	0	0	0	24	29																																												300		500																						100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
ChØ huyÕt th¶o	3	5	4								passerby214	0	0	0	0	0	22	30																																												400		700																						40		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Hoµng Linh chi	3	5	4								passerby215	0	0	0	0	0	22	30																																												400		700																						40		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Méc nh©n	0	5	0	0			133				enemy171	0	0	0	0	0	24	40	32	13	24	12	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\npc_xiaoxiao.lua	100	0	0	0	100	700000	0	0	0|0.5	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	8	8	15	15	1500	50	1500	9	50	25	25	25	25	25	50	20	50	200|0	200|0	200|0	200|0	200|0	90	90	90	90	90	1080	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	297	0|60
<<Î´·­Òë>>	3	5	4								building8	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building9	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building10	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building11	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building12	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building13	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building14	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building15	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building16	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building17	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building18	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building19	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building20	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building21	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building22	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building23	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building24	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building25	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building26	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building27	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building28	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building29	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building30	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building31	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building32	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building33	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building34	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building35	0	0	0	0	0	22	30																																												400		700																						800		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building36	0	0	0	0	0	22	30																																												400		700																						190		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building37	0	0	0	0	0	22	30																																												400		700																						190		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
<<Î´·­Òë>>	3	5	4								building36	0	0	0	0	0	22	30																																												400		700																						190		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
newboss_tw	0	5	0	24			131				boss046	0	0	0	0	0	37	38	20	11	10	10	323	0|35	323	0|35	40	0|30	40	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	15	15	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1440	100	\settings\droprate\boss\newboss\tianwangdroprate.ini	3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	146	0|20	297	0|60
