ID	STRING
12744	Ly thø nhÊt lµ ThiÕt Quan ¢m, muéi cã biÕt ThiÕt Quan ¢m thuéc lo¹i trµ nµo kh«ng?
12745	Kh«ng ®óng råi! Cho muéi thªm 1 lÇn c¬ héi, suy nghÜ thËt kü nhĞ!.
12746	Kh¸ l¾m! Mêi uèng ly trµ thø 2: Ly nµy lµ B¸ch Hoa Trµ ®­îc phèi hîp víi lôc trµ vµ c¸c loµi hoa nhµi, hoa hång, t­êng vi, thu cóc, chi tö, méc tª...H­¬ng trµ hßa quyÖn víi h­¬ng hoa thµnh mét thÓ. Muéi cã biÕt dïng lo¹i n­íc g× ®Ó pha trµ kh«ng?
12747	Tr¶ lêi sai råi, h·y thö l¹i ®i!
12748	Xem ra muéi còng cßn chót th«ng minh. Ly cuèi cïng lµ HÇu Kh«i Trµ, lo¹i trµ nµy mäc trªn nói cao chãt vãt rõng s©u nói th¼m.Con ng­êi kh«ng thÓ h¸i vÒ, chØ cã thÓ huÊn luyÖn loµi khØ lªn nói h¸i vÒ, tõ ®ã míi cã c©u chuyÖn lµ HÇu kh«i, víi mu«n vµn vÊt v¶ míi cã ®­îc lo¹i lôc trµ quı hiÕm. Muéi cã biÕt n¬i s¶n xuÊt HÇu Kh«i Trµ ë ®©u kh«ng?
12749	Cã ph¶i muéi nhí nhÇm ch¨ng? H·y nghÜ l¹i ®i!
12750	Ng­¬i cã thÓ tiÕp tôc thö th¸ch, vŞ tiÕp theo lµ S­ muéi <color=Red>TÇn û Phong<color> ë <color=Red>Nghªnh Kh¸ch Th¹ch<color>
12751	Muéi cã biÕt cÇm kú thi häa? §Ó ta thö muéi xem sao! Muéi cã biÕt ca khóc nµo sau ®©y ph¶i dïng ®µn Tú Bµ ®Ó diÔn tÊu?
12752	Xem ra muéi chØ lµ mét kÎ tÇm th­êng. Nh­ng ®Ó S­ muéi <color=Red>Hµ Linh Phiªu<color> thö muéi xem sao! C« ta ®ang ë <color=Red>B¸n S¬n Ph¸ <color>!
12753	Muèn gia nhËp bæn ph¸i tr·i qua thö th¸ch Trµ CÇm Th­, sau ®ã vµo Toµn Thiªn Ph¸ lÊy B¹ch Ngäc Nh­ ı. Muéi lµm ®­îc kh«ng?
12754	S­ muéi! R¶nh rçi ta cïng trao ®æi cÇm nghÖ!
12755	Muèn göi g¾m t©m sù vµo ngãn ®µn Dao CÇm. ThiÕu kh¸ch tri ©m, huyÒn ®o¹n cã mÊy ai nghe?
12756	Kh«ng ®óng!
12757	Tr¶ lêi ®óng råi! C©u hái thø 2: C¸i nµo d­íi ®©y kh«ng thuéc tø ®¹i danh cÇm?
12758	Kh«ng tr¶ lêi ®­îc µ?
12759	Kh«ng khã kh¨n víi muéi chø? Giái l¾m! Muéi cã biÕt khóc 'Qu¶ng L¨ng T¸n' lµ ai viÕt kh«ng?
12760	Kh«ng biÕt µ? Hay lµ muéi thÊy khã kh¨n mµ lïi b­íc?!
12761	Xem ra muéi chØ lµ mét kÎ tÇm th­êng. Nh­ng ®Ó S­ muéi <color=Red>Hµ Linh Phiªu<color> thö muéi xem sao! C« ta ®ang ë <color=Red>B¸n S¬n Ph¸ <color>!
12762	Muéi ®· v­ît qua 2 thö th¸ch, còng cã chót b¶n lÜnh! Nh­ng nÕu ®èi ®­îc 3 vÕ ®èi cña ta, ta míi phôc muéi. VÕ ®èi thø nhÊt lµ: NhÊt ®¹n l­u thñy t¸i ®¹n nguyÖt.
12763	Chóc mõng muéi ®· qua 3 cöa thö th¸ch, h·y ®i t×m S­ muéi <color=Red>T¹ V©n L©u<color>! C« ta ®ang ë <color=Red>lèi vµo Toµn Thiªn Ph¸<color>.
12764	Muèn gia nhËp bæn ph¸i tr·i qua thö th¸ch Trµ CÇm Th­, sau ®ã vµo Toµn Thiªn Ph¸ lÊy B¹ch Ngäc Nh­ ı. Muéi lµm ®­îc kh«ng?
12765	B©y giê chóng ta ®· lµ tû muéi ®ång m«n, ta rÊt vui mõng!
12766	Trªn ®­êng phiªu b¹t giang hå, nhí ®õng quªn nh÷ng tû muéi n¬i nµy! 
12767	Giang hå ®Çy hiÓm ¸c, vâ l©m ®Çy chuyÖn thŞ phi!
12768	§èi kh«ng ra µ?
12769	§èi rÊt chØnh. VÕ ®èi thø 2: T¾c th©n thiªn ®Şa c¸nh hoµi cæ 
12770	ChŞu thua sao?
12771	Hay l¾m! VÕ ®èi thø 3 lµ: NhÊt minh ph©n nhËt nguyÖt
12772	H·y nghÜ l¹i ®i, ®õng phİ c«ng v« İch! 
12773	Chóc mõng muéi ®· qua 3 cöa thö th¸ch, h·y ®i t×m S­ muéi <color=Red>T¹ V©n L©u<color>! C« ta ®ang ë <color=Red>lèi vµo Toµn Thiªn Ph¸<color>.
12774	Thö th¸ch cña 3 s­ tû kh«ng khã kh¨n víi muéi! Cöa 'v¨n' xem nh­ muéi ®· qua, nh­ng còng cÇn ph¶i qua ¶i 'vâ'. Trong thö th¸ch ®Çu tiªn cÇn ph¶i qua Toµn Thiªn Ph¸ Nghªnh Kh¸ch TrËn, lÊy ®­îc <color=Red>B¹ch Ngäc Nh­ ı<color>, muéi muèn x«ng trËn kh«ng?
12775	Sau khi lÊy ®­îc <color=Red>B¹ch Ngäc Nh­ ı<color>, rêi khái Toµn Thiªn Ph¸ ë cöa ra vµ trao cho DiÖu TrÇn s­ tû.
12776	Trao <color=Red>B¹ch Ngäc Nh­ ı<color> cho DiÖu TrÇn ë <color=Red>lèi ra Toµn Thiªn Ph¸<color>.
12777	Muèn gia nhËp bæn ph¸i tr·i qua thö th¸ch Trµ CÇm Th­, sau ®ã vµo Toµn Thiªn Ph¸ lÊy B¹ch Ngäc Nh­ ı. Muéi lµm ®­îc kh«ng?
12778	Muéi ®· lµ ®Ö tö bæn ph¸i, kh«ng cÇn x«ng vµo Toµn Thiªn Ph¸ n÷a!
12779	R¶nh rçi h·y vÓ th¨m tû muéi ta!
12780	….§×nh tiÒn t¹c d¹ nhÊt chi mai
12781	Muéi ch­a lÊy ®­îc <color=Red>B¹ch Ngäc Nh­ ı<color>!
12782	Muèn gia nhËp bæn ph¸i tr·i qua thö th¸ch Trµ CÇm Th­, sau ®ã vµo Toµn Thiªn Ph¸ lÊy B¹ch Ngäc Nh­ ı. Muéi lµm ®­îc kh«ng?
12783	Ng­¬i ®· tr·i qua thö th¸ch Trµ CÇm Th­, tiÕp tôc ®i t×m S­ muéi <color=Red>T¹ V©n L©u<color>, C« ta ®ang ë <color=Red>cöa ra Toµn Thiªn Ph¸ <color>.
12784	S­ muéi cÈn thËn! Toµn Thiªn Ph¸ v« cïng nguy hiÓm!
12785	S­ muéi, ph¶i h¹ s¬n sao? Tû muéi ta sÏ rÊt nhí muéi!
12786	Toµn Thiªn Ph¸ lµ n¬i nguy hiÓm, xin thİ chñ ®õng m¹o hiÓm!
12787	Chóc mõng muéi nhËn ®­îc B¹ch Ngäc Nh­ ı, thuËn lîi qua ®­îc 4 ¶i thö th¸ch cña tû muéi ta. Tõ nay muéi ®· lµ ®Ö tö cña bæn ph¸i! VÒ sau hoan nghªnh muéi ®Õn Nga Mi du ngo¹n!
12788	PhiÒn muéi ®Õn<color=Red>bê hå ë hËu s¬n<color>t×m xem. <color=Red>Háa hå<color>thİch ¨n<color=Red>®ïi gµ<color>nhÊt.H·y dïng ®ïi gµ ®Ó dô nã trë vÒ, nÕu kh«ng nã sÏ kh«ng ®i víi kÎ l¹ mÆt ®©u.
12789	<color=Red>Háa hå<color> cña ta kh«ng thÊy n÷a, muéi cã thÓ gióp ta t×m kh«ng?
12790	TiÓu s­ muéi, c¸m ¬n muéi gióp ta!
12791	Háa hå ¬i, ng­¬i ch¹y ®i ®©u råi? H·y mau ra ®©y!
12792	TiÓu s­ muéi ph¶i h¹ s¬n µ? Ta vµ háa hå sÏ rÊt nhí muéi.
12793	Ta vµ háa hå ®· hiÓu råi, kh«ng thÓ tin t­ëng kÎ bÊt l­¬ng.
12794	Tèt l¾m! PhiÒn muéi ®Õn <color=Red>bê hå ë hËu s¬n<color> t×m xem. Háa hå thİch ¨n <color=Red>®ïi gµ<color>. H·y dïng ®ïi gµ ®Ó dô nã trë vÒ, nÕu kh«ng nã sÏ kh«ng ®i víi kÎ l¹ mÆt ®©u.
12795	Háa hå µ! Muéi thËt lµ ®å tinh ranh, lÇn sau kh«ng ®Ó ng­¬i ch¹y lung tung n÷a! C¶m ¬n muéi ®· gióp ta!
12796	Ta chê tin mõng cña muéi! 
12797	DiÖu Èn s­ tû ®· cho muéi biÕt chuyÖn cña ®¹i ca, ta sÏ nghÜ c¸ch gióp hµn g­¬ng l¹i. §¹i ca h·y ®­a nöa m¶nh g­¬ng kia ®­a cho ta ®­îc kh«ng? 
12798	VËy ta tr«ng chê vµo muéi, muéi dù ®Şnh lµm g×?
12799	Muéi ®Õn t×m Thî rÌn ë Thµnh §« xem cã c¸ch g× kh«ng?
12800	§¹i ca! Xem ®i! Muéi ®· söa g­¬ng ®ång xong! 
12801	Tèt l¾m! H·y ®­a g­¬ng ®ång cho n­¬ng tö cña ta! 
12802	§¹i ca! DiÖu Èn s­ tû nhê muéi mang m¶nh g­¬ng nµy trao cho huynh. Nh¾n nhñ huynh cã b»ng lßng ®îi tû 3 n¨m kh«ng? 3 n¨m sau tû sÏ trë vÒ bªn huynh.
12803	PhiÒn ng­¬i nh¾n víi n­¬ng tö ta, dï ph¶i ®îi bao l©u ta còng ®îi nµng vÒ!
12804	Bao l©u ta còng ®îi nµng vÒ!
12805	Vî chång ta ®Õn bao giê míi ®­îc gÆp nhau?
12806	Thanh ¢m ®×nh
12807	Nghªnh Kh¸ch Th¹ch
12808	B¸n S¬n Ph¸ 
12809	Toµn Thiªn Ph¸ 
12810	§i Tr­êng Giang Nguyªn ®Çu
12811	§i Thµnh §«
12812	§i Thµnh §« 
12813	§i Tr­êng Giang Nguyªn ®Çu
12814	GÇn ®©y ë <color=Red>HËu s¬n s¬n ®éng<color> th­êng cã <color=Red>M·nh Hæ<color> xuÊt hiÖn, h¹i chÕt v« sè b¸ t¸nh lªn nói d©ng h­¬ng. Ta th©n lµ ®Ö tö PhËt m«n sao co thÓ m¾t lÊp tai ng¬ nh×n M·nh Hæ s¸t h¹i d©n lµnh? Muéi cã thÓ ®i thu phôc hæ d÷ kh«ng?
12815	CÇm tÆc tiªn cÇm v­¬ng! Muéi chØ cÇn thu phôc ®­îc <color=Red>Hæ v­¬ng <color>. Nh÷ng con hæ cßn l¹i sÏ kh«ng d¸m t¸c qu¸i. Hæ vèn cøng ®Çu, muéi ph¶i thu phôc nã <color=Red>3 lÇn <color>, nã míi biÕt khuÊt phôc thËt sù.
12816	Muéi cã ®ñ b¶n lÜnh vµo hang Hæ thu phôc M·nh Hæ, thËt xøng danh lµ ®Ö tö Nga Mi!
12817	Vâ häc vµ PhËt lı ®Òu cÇn ph¶i thÊu râ, chuyÖn trªn ®êi chØ cÇn cã lßng ¾t sÏ ®­îc thµnh tùu.
12818	Theo huÖ c¨n cña muéi, ¾t sÏ cã thµnh tùu, ®Õn lóc muéi ph¶i rêi xa tû muéi ta!
12819	Vâ häc vµ PhËt lı ®Òu cÇn ph¶i thÊu râ, chuyÖn trªn ®êi chØ cÇn cã lßng ¾t sÏ ®­îc thµnh tùu.
12820	CÇm tÆc tiªn cÇm v­¬ng! Muéi chØ cÇn thu phôc ®­îc <color=Red>Hæ v­¬ng <color>. Nh÷ng con hæ cßn l¹i sÏ kh«ng d¸m t¸c qu¸i. Hæ vèn cøng ®Çu, muéi ph¶i thu phôc nã <color=Red>3 lÇn <color>, nã míi biÕt khuÊt phôc thËt sù.
12821	Muéi cã ®ñ b¶n lÜnh vµo hang Hæ thu phôc M·nh Hæ, thËt xøng danh lµ ®Ö tö Nga Mi!
12822	Tuy B¹ch Hæ Tinh hung h·n, nh­ng sau khi bŞ b¹n 3 lÇn thu phôc, cuèi cïng ®· ngoan ngo·n khuÊt phôc. N¹n Hæ d÷ ®· diÖt xong, b¹n cã thÓ trë vÒ phôc mÖnh!
12823	PhËt Tæ! §Ö tö cã téi, xin h·y trõng ph¹t ®Ö tö, ®õng gi¸ng téi cho huynh Êy....
12824	S­ tû, xem tû ®uém nĞt u sÇu, cã chuyÖn g× kh«ng?
12825	Nãi ra dµi l¾m -- Tr­íc khi ta xuÊt gia ®Çu PhËt, ®· tõng cã mét gia ®×nh h¹nh phóc ngËp trµn. Nµo ngê cuéc chiÕn Tèng Kim næ ra, t­íng c«ng ta bŞ l«i ra chiÕn tr­êng lµm Tr¸ng §inh. Chµng ra ®i nhiÒu n¨m nh­ng kh«ng cã tin tøc g×!
12826	VÒ sau cã tin chµng ®· tö trËn n¬i chiÕn tr­êng. Ta v« cïng ®au khæ, xuèng tãc lµm ni c«, ®Şnh sèng cuéc sèng ®¹m b¹c trong qu·ng ®êi tµn. Nµo ngê, t­íng c«ng ta vÉn cßn sèng!
12827	Sau khi chµng trë vÒ, ®au khæ khÈn thiÕt mong ta hoµn tôc. Nh­ng, ta ®· ph¸t nguyÖn n­¬ng nhê cöa PhËt, sao cã thÓ v× chuyÖn luyÕn ¸i hång trÇn mµ quay l­ng l¹i víi PhËt Tæ? Ta thËt cã téi! 
12828	¸i da! C¸i tªn tiÓu quû nµy, nöa mÆt g­¬ng ®ång ta ch­a lÊy ®· ch¹y mÊt!
12829	S­ tû, nh×n xem! G­¬ng ®ång ®· söa xong! G­¬ng vì l¹i lµnh, nÕu PhËt Tæ biÕt tÊm ch©n t×nh cña phu phô tû, nhÊt ®Şnh sÏ kh«ng tr¸ch tû ®©u!
12830	§a t¹ s­ muéi! H·y gióp ta mang tÊm g­¬ng ®ång trao cho t­íng c«ng. Nh¾n víi chµng nÕu b»ng lßng ®îi ta 3 n¨m. 3 n¨m sau ta nhÊt ®Şnh trë vÒ bªn chµng. Trong 3 n¨m ta ph¶i chuyªn t©m tu hµnh ®Ó cÇu xin PhËt Tæ tha thø.
12831	DiÖu Èn:TiÓu quû µ! Quªn cÇm g­¬ng ®ång råi!
12832	G­¬ng ®ång ®· giao cho t­íng c«ng tû, ®¹i ca nãi sÏ m·i m·i ®îi tû trë vÒ!
12833	S­ muéi! Ta thËt kh«ng biÕt ph¶i c¶m ¬n muéi thÕ nµo!
12834	S­ muéi! Ta thËt kh«ng biÕt ph¶i c¶m ¬n muéi thÕ nµo!
12835	Muéi ph¶i h¹ s¬n sao? H·y chó ı b¶o träng.
12836	PhËt Tæ! §Ö tö cã téi, xin h·y trõng ph¹t ®Ö tö, ®õng gi¸ng téi cho huynh Êy....
12837	S­ tû! §õng tù tr¸ch m×nh! Cã tr¸ch h·y tr¸ch chuyÖn ®êi ngang tr¸i, t¹o hãa trªu ng­êi.
12838	NÕu ta kh«ng hoµn tôc, chµng sÏ kh«ng chŞu rêi khái Nga Mi. Chµng nãi ngµy ngµy sÏ ®øng d­íi nói ®îi ta, mong ta håi t©m chuyÓn ı. Ta ph¶i lµm sao ®©y? Lßng ta rèi nh­ t¬ vß!
12839	S­ tû, t©m ı s­ tû rèt cuéc lµ thÕ nµo? Tû cßn yªu t­íng c«ng kh«ng?
12840	NÕu t×nh duyªn kiÕp nµy ®· ®Şnh s½n nh­ thÕ, ta lµm sao d¸m c­ìng l¹i? N¨m x­a khi chµng tßng qu©n, ®· tõng chia m¶nh g­¬ng lµm 2 m¶nh ®Ó lµm tİn vËt cho ngµy sau gÆp l¹i, lÏ nµo g­¬ng vì l¹i lµnh sao?
12841	G­¬ng vì ch­a nèi kh«ng thÓ nµo lµnh ®­îc! Tû h·y ®­a <color=Red>nöa m¶nh g­¬ng ®ång <color> cho muéi. Muéi ®Õn <color=Red>Thµnh §«<color> t×m <color=Red> Thî rÌn<color> thö xem cã c¸ch nµo kh«ng!
12842	Cã thËt ®­îc kh«ng? Tèt l¾m!<color=Red>nöa m¶nh g­¬ng kia<color> ë chç <color=Red>t­íng c«ng<color> ta. Chµng ®ang ë <color=Red>trong rõng c©y<color> d­íi ch©n nói.
12843	Bæn ph¸i tuy lµ phËn n÷ l­u, nh­ng chuyÖn Quèc gia h­ng vong kh«ng thÓ ®øng ngoµi. Xin håi ®¸p víi §éc C« minh chñ, Nga Mi tu©n theo sù s¾p xÕp cña ng­êi!
12844	Ng­¬i ®· lÊy ®­îc TrÊn Ph¸i chi B¶o vÒ cho bæn ph¸i, c«ng lao thËt kh«ng nhá! Víi n¨ng lùc vµ trİ tuÖ cña ng­¬i ®· cã thÓ thuËn lîi xuÊt s­! Tõ nay hµnh tÈu giang hå ph¶i gi÷ th©n trong s¹ch, h·y nhí lÊy!
12845	Yªn Ngäc ChØ hoµn<color=Red> lµ tİn vËt cña Ch­ëng m«n, lµ trÊn ph¸i chi b¶o cña s­ tæ bæn ph¸i truyÒn l¹i. Nh­ng mÊy n¨m tr­íc, bæn ph¸i cã mét ph¶n ®å <color=Red>Thanh Hßa<color>. Bµ ta lµ s­ tû cña thÇy, bëi kh«ng hµi lßng ta lµm ch­ëng m«n nªn ®· lÊy trém <color=Red>Yªn Ngäc ChØ hoµn<color>, ng­¬i cã b»ng lßng gióp bæn ph¸i ®o¹t <color=Red>Yªn Ngäc ChØ hoµn<color> vÒ kh«ng?
12846	Danh tiÕng vâ c«ng cña ng­¬i ngµy mét cao, qu¶ lµ r­êng cét cña bæn ph¸i. Tõ nay hµnh sù kh«ng ®­îc tïy tiÖn. Kim Cang Kinh nµy ph¶i lu«n mang theo m×nh!
12847	Ta víi <color=Red>Tİn H¶i ®¹i s­<color> trô tr× <color=Red>Tİn T­íng tù<color> cã quan hÖ tri giao. Tİn T­íng tù ®­îc x©y dùng trong nh÷ng n¨m ®¹i nghiÖp Tïy D¹ng §Õ, ®Õn nay ®· 555 n¨m. §Ó mõng ngµy Tİn T­íng tù thµnh lËp, ta ®©y chuÈn bŞ mét bé PhËt m«n chİ b¶o <color=Red>'Kim TuyÕn Tó T­îng Kim Cang Kinh'<color>®Ó lµm quµ chóc mõng. Ng­¬i b»ng lßng gióp ta tÆng phÇn quµ nµy chø?
12848	TÆng ®­îc 'Kim Cang Kinh' ch­a?
12849	<color=Red>Yªn Ngäc ChØ hoµn<color> lµ trÊn ph¸i chi b¶o l­u l¹c bªn ngoµi. Nghe nãi gÇn ®©y <color=Red>Thanh Hßa<color> ®ang ë <color=Red>Tr­êng Giang Nguyªn ®Çu<color>, ng­¬i ph¶i hÕt mùc cÈn thËn!
12850	Ng· PhËt tõ bi! §· nhËp m«n ph¸i ta, ph¶i nghiªm thñ m«n quy, mong ng­¬i chuyªn t©m tu luyÖn, ®õng phô lßng kú väng cña ta!
12851	Chµo s­ th¸i….
12852	C¸c h¹ lµ...?
12853	T¹i h¹ nhËn nhiÖm vô cña Tiªu Bµ Bµ mang th¸nh vËt V« Tù Thiªn Th­ trao tr¶ l¹i cho Nga Mi.
12854	ThËt hay l¾m! Nµo ngê mÊy tr¨m n¨m sau, thÇn c«ng cña s­ tæ n¨m x­a ®· trë vÒ víi Nga Mi. Nµy vŞ b»ng h÷u, xin ®a t¹ ng­¬i!
12855	Kh«ng cÇn kh¸ch s¸o!
12856	§©y lµ LÖnh tiÔn Ch­ëng m«n tèi c¸o cña Nga Mi. H·y cÇm lÖnh tiÔn ®i Thµnh §« t×m Tiªu Bµ Bµ nhËn thï lao. Sau nµy quay vÒ Nga Mi, cã thÓ dïng lÖnh tiÔn ®iÒu ®éng tÊt c¶ lùc l­îng cña ta.
12857	§a t¹ s­ th¸i!.
12858	H·y yªn t©m, Nga Mi ta ®¸p øng ®iÒu kiÖn cña ng­¬i quyÕt kh«ng hèi hËn. LÖnh bµi ®©y!
12859	S­ th¸i t×m t¹i h¹ gÊp thÕ, kh«ng biÕt cã chuyÖn chi?
12860	NhiÒu ®Ö tö m«n h¹ ta v× luyÖn V« Tù Thiªn Th­ mµ kinh m¹ch ®¶o lén, th©n chŞu träng th­¬ng.
12861	Sao? Kh«ng thÓ nµo. Ta ch­a hÒ ®éng ®Õn mËt cÊp.
12862	§iÒu nµy ta biÕt. ChuyÖn x¶y ra khi mang mËt cÊp trªn ng­êi. S­ tæ luyÖn s¸ch nµy dùa vµo tµi n¨ng trêi cho vµ søc m¹nh néi lùc. Nh­ng chØ ng­êi nµo cã duyªn míi cã thÓ lÜnh ngé.
12863	Hãa ra nh­ thÕ.
12864	Tuy m«n quy bæn m«n kh«ng ng¨n cÊm chuyÓn sang m«n ph¸i kh¸c, nh­ng kh«ng thÓ ®Ó lé tuyÖt kü bæn m«n. Ng­¬i thËt muèn gia nhËp Thóy Yªn sao?
12865	§· chuÈn bŞ ®ñ 5 v¹n l­îng ch­a?
12866	Nga Mi vµ c¸c h¹ vÉn cßn chót duyªn phËn, sau nµy mong gióp ®ì thªm.
12867	§Õn h«m nay, Nga Mi ta ®· cã h¬n 100 n¨m thu nhËn ®«ng ®¶o ®Ö tö, më réng thiÖn duyªn, bÊt luËn cã nhËp m«n hay kh«ng, ®· lªn nói xem nh­ ng­êi cã duyªn.
12868	Ng­¬i ®· xuÊt s­, tõ nay hµnh tÈu giang hå ph¶i nhí gi÷ th©n trong s¹ch!
12869	Tuy Nga Mi ta lµ phËn n÷ l­u, nh­ng quyÕt kh«ng ®øng sau c¸c ®¹i m«n ph¸i kh¸c.
12870	LÇn nµy ta ®· dèc c«ng nhiÒu ngµy ®Ó s¸ng t¹o chiªu thøc "PhËt T©m Tõ H÷u", nay ta truyÒn l¹i cho ng­¬i! Sau khi ng­¬i häc xong, ph¶i chó ı nghØ ng¬i, ®Ó tr¸nh tæn th­¬ng kinh m¹ch!
12871	LÇn nµy ta ®· dèc c«ng nhiÒu ngµy ®Ó s¸ng t¹o chiªu thøc"PhËt Ph¸p V« Biªn", nay ta truyÒn l¹i cho ng­¬i! Sau khi ng­¬i häc xong, ph¶i chó ı nghØ ng¬i, ®Ó tr¸nh tæn th­¬ng kinh m¹ch!
12872	L¹i muèn h¹ s¬n du ngo¹n sao?
12873	Tèt! §i mét ngµy ®µng häc mét sµng kh«n.
12874	Nµo ngê vâ c«ng n¨m x­a ta ®İch th©n truyÒn d¹y cho ng­¬i, nay ng­¬i l¹i muèn phÕ truÊt. ThËt lµ thÕ sù tr¸i ngang!
12875	Ng­¬i ®· cã thµnh ı, ta kh«ng nì chèi tõ!
12876	§a t¹ s­ phô! §Ö tö phiªu b¹t giang hå còng dµnh dôm ®­îc chót ng©n l­îng, kh«ng biÕt s­ m«n cã cÇn kh«ng?
12877	 Nµo ngê ng­¬i l¹i cã lßng nh­ vËy, thÕ th× quyªn gãp 50000 ng©n l­îng tu söa Nga Mi s¬n lé nhĞ!
12878	D¹! §Ó ®Ö tö chuÈn bŞ! 
12879	Giang hå kh«ng ®­êng vÒ, lu«n cÇn tù m×nh x«ng tíi, ®a t¹ mü ı cña s­ phô!
12880	Kh«ng sao ®©u, nÕu muèn quay l¹i, Nga Mi ta lóc nµo còng réng më!
12881	§­îc! §©y 5 v¹n l­îng ®· nhËn ®­îc. Ng­¬i ®­îc phong lµ Kim §Ønh Th¸nh N÷ cña bæn ph¸i, hy väng ng­¬i cè g¾ng gióp bæn ph¸i ph¸t d­¬ng quang ®¹i.
12882	Ng· PhËt tõ bi, ®· cã lßng thµnh, bÇn ni sÏ thu nhËn ng­¬i lµm m«n ®å, ®õng phô lßng kú väng cña ta.
12883	<color=Red>Tõ H¶i ®¹i s­ <color> bÕ quan ®· l©u, b×nh th­êng kh«ng muèn gÆp ng­êi ngoµi, ng­¬i cã thÓ ®i t×m s­ ®Ö <color=Red>Tõ V©n Ph¸p s­<color>cña «ng. 
12884	VËy h·y t×m «ng ®i!
12885	ChuyÖn nµy ng­¬i lµm rÊt tèt, ng­¬i t­ chÊt th«ng minh, chØ cÇn tiÕp tôc cè g¾ng, tiÒn ®å nhÊt ®Şnh réng më!
12886	Nghe nãi gÇn ®©y <color=Red>Thanh Hßa<color> xuÊt hiÖn ë <color=Red>Tr­êng Giang nguyªn ®Çu<color>, ng­¬i ph¶i hÕt søc cÈn thËn! 
12887	Xem ra ta chØ cã thÓ ®em träng tr¸ch nµy giao cho ng­êi kh¸c th«i!
12888	Chóc mõng b¹n thµnh nghÖ xuÊt s­! B¹n ®­îc phong lµ Th¸nh N÷. Tõ h«m nay cã thÓ tù do hµnh hiÖp giang hå! B¹n cã thÓ chän gia nhËp m«n ph¸i kh¸c tiÕp tôc häc nghÖ, còng cã thÓ x©y dùng bang héi më réng thÕ lùc trªn giang hå. HoÆc lµm mét ®éc hµnh n÷ hiÖp còng rÊt oai phong! Giang hå kiÕm hiÖp, biÓn réng trêi cao, hy väng b¹n ph¸t triÓn quyÒn c­íc, nhÊt triÓn hång ®å!
12889	Xem ra, duyªn phËn gi÷a Nga Mi víi thiªn th­ ®· tËn, sø m¹ng nµy lµ cña c¸c h¹ míi ®óng!
12890	T¹i h¹?
12891	Ph¶i, cã lÏ chØ cã ng­¬i míi thÊu hiÓu ®­îc bİ mËt bªn trong. BÇn ni sÏ ®em nh÷ng chiªu thøc ghi trªn s¸ch truyÒn thô cho ng­¬i, mong ng­¬i cã thÓ ®¹t thµnh, ®õng uæng phİ mét lÇn luyÖn c«ng khã nhäc!
12892	§Ö tö nhÊt ®Şnh kh«ng phô lßng. Tõ nay cã g× dÆn dß, ®Ö tö nhÊt nhÊt tu©n theo!
12893	QuyÓn thiªn th­ nµy vèn kh«ng cã ng­êi nµo tu luyÖn ®­îc nªn ®µnh ph¶i ph¶i ®Ó trong Kinh L©u chê ®îi hËu nh©n. Ng­¬i b«n ba vÊt v¶ ®· l©u, mãn quµ nhá nµy xin göi tÆng ng­¬i!
12894	VËy ®Ö tö còng kh«ng kh¸ch s¸o!
12895	Trong v« sè tû muéi, t×nh c¶m cña ta víi TÇn s­ tû rÊt th©n thiÕt. Tû Êy s¾p mõng sinh nhËt. Ta muèn tÆng tû Êy 1 mãn quµ. TÇn s­ tû tinh th«ng ©m luËt, tû lu«n muèn cã ®­îc khóc nh¹c tuyÖt phÈm <color=Red>'B¸ch §iÓu TriÒu Phông'<color>.
12896	Ta t×m kiÕm kh¾p n¬i míi biÕt ë <color=Red>Thanh Thµnh s¬n<color> cã vŞ <color=Red>Cao Nh©n<color> Èn c­ ®ang cÊt gi÷ quyÓn khóc phæ nµy, nh­ng m·i kh«ng t×m ®­îc «ng ta. Sinh nhËt TÇn s­ Tû ®· gÇn kÒ, ph¶i lµm sao ®©y?
12897	TÇn s­ tû nh×n thÊy khóc phæ vui mõng kh«n xiÕt, ®Òu do c«ng cña muéi!
12898	GÇn ®©y giang hå kh«ng yªn, d­êng nh­ l¹i cã chuyÖn ®¹i sù!
12899	TiÓu s­ muéi, sau nµy hµnh hiÖp giang hå gÆp khã kh¨n g× h·y quay vÒ t×m ta!
12900	¢u D­¬ng c«ng s¸ng t¸c khóc '§iÖp LuyÕn Hoa' cã c©u '§×nh ViÖn th©m th©m th©m c¬ høa', c«ng phu dïng ch÷ cña c©u nµy, thËt khiÕn ng­êi ®êi th¸n phôc!
12901	Muéi cã b»ng lßng gióp ta t×m vŞ cao nh©n ®ã kh«ng?
12902	Tèt l¾m! VŞ <color=Red>Cao nh©n<color> ®ã ®ang Èn c­ trong <color=Red>ThÇn Tiªn ®éng<color> ë Thanh Thµnh s¬n.
12903	Khóc phæ 'B¸ch §iÓu TriÒu Phông'! Tèt l¾m! TÇn s­ tû thÊy ®­îc nhÊt ®Şnh rÊt vui, c¶m ¬n tiÓu s­ muéi! 
12904	§i Thµnh §« 
12905	Qu·ng tr­êng nhá 
12906	Qu·ng tr­êng nhá 
12907	bÕn thuyÒn Giang T©n th«n
12908	§i Thµnh §« 
12909	Phİa tr­íc nguy hiÓm! Xin h·y quay vÒ rÌn luyÖn thªm!
