0	是否前缀	五行要求	等级要求	属性调整类别	参数1最小值	参数1最大值	参数2最小值	参数2最大值	参数3最小值	参数3最大值	效果说明
新抵消伤害120				237	120	120	-1	-1	0	0	0
达摩渡江1				139	1	1	-1	-1	318	318	0
达摩渡江2				139	2	2	-1	-1	318	318	0
达摩渡江3				139	3	3	-1	-1	318	318	0
完全格挡1级				139	1	1	-1	-1	993	993	0
完全格挡（被动）1级				139	1	1	-1	-1	994	994	0
无限瞬移能力1级				139	1	1	-1	-1	997	997	0
无限瞬移能力（被动）1级				139	1	1	-1	-1	996	996	0
绝对重击1级				139	1	1	-1	-1	998	998	0
绝对重击（被动）1级				139	1	1	-1	-1	999	999	0
完全格挡2级				139	2	2	-1	-1	993	993	0
完全格挡（被动）2级				139	2	2	-1	-1	994	994	0
无限瞬移能力2级				139	2	2	-1	-1	997	997	0
无限瞬移能力（被动）2级				139	2	2	-1	-1	996	996	0
绝对重击2级				139	2	2	-1	-1	998	998	0
绝对重击（被动）2级				139	2	2	-1	-1	999	999	0
完全格挡3级				139	3	3	-1	-1	993	993	0
完全格挡（被动）3级				139	3	3	-1	-1	994	994	0
无限瞬移能力3级				139	3	3	-1	-1	997	997	0
无限瞬移能力（被动）3级				139	3	3	-1	-1	996	996	0
绝对重击3级				139	3	3	-1	-1	998	998	0
绝对重击（被动）3级				139	3	3	-1	-1	999	999	0
完全格挡4级				139	4	4	-1	-1	993	993	0
完全格挡（被动）4级				139	4	4	-1	-1	994	994	0
无限瞬移能力4级				139	4	4	-1	-1	997	997	0
无限瞬移能力（被动）4级				139	4	4	-1	-1	996	996	0
绝对重击4级				139	4	4	-1	-1	998	998	0
绝对重击（被动）4级				139	4	4	-1	-1	999	999	0
翠玉冰玄				195	261377	261377	-1	-1	276483	276483	0
凝雪寒霜				139	1	1	-1	-1	1024	1024	0
新外功攻速				239	112	126	-1	-1	0	0	0
新外功攻速				239	141	158	-1	-1	0	0	0
新外功攻速				239	177	201	-1	-1	0	0	0
新外功攻速				239	228	261	-1	-1	0	0	0
新外功攻速				239	301	351	-1	-1	0	0	0
新内功攻速				240	112	126	-1	-1	0	0	0
新内功攻速				240	141	158	-1	-1	0	0	0
新内功攻速				240	177	201	-1	-1	0	0	0
新内功攻速				240	201	261	-1	-1	0	0	0
新内功攻速				240	301	351	-1	-1	0	0	0
新打击回复				245	61	67	-1	-1	0	0	0
新打击回复				245	70	76	-1	-1	0	0	0
新打击回复				245	70	76	-1	-1	0	0	0
新打击回复				245	70	76	-1	-1	0	0	0
新打击回复				245	70	76	-1	-1	0	0	0
新生命（999）				233	999	999	-1	-1	0	0	0
新生命（1级）				233	230	230	-1	-1	0	0	0
新生命（2级）				233	310	310	-1	-1	0	0	0
新生命（3级）				233	390	390	-1	-1	0	0	0
新生命（4级）				233	430	470	-1	-1	0	0	0
新生命（5级）				233	510	550	-1	-1	0	0	0
新生命（6级）				233	590	630	-1	-1	0	0	0
新生命（7级）				233	670	710	-1	-1	0	0	0
新生命（8级）				233	750	790	-1	-1	0	0	0
新生命（9级）				233	830	870	-1	-1	0	0	0
新生命（10级）				233	910	950	-1	-1	0	0	0
新内力（1级）				235	310	310	-1	-1	0	0	0
新内力（2级）				235	390	390	-1	-1	0	0	0
新内力（3级）				235	470	470	-1	-1	0	0	0
新内力（4级）				235	510	550	-1	-1	0	0	0
新内力（5级）				235	590	630	-1	-1	0	0	0
新内力（6级）				235	670	710	-1	-1	0	0	0
新内力（7级）				235	750	790	-1	-1	0	0	0
新内力（8级）				235	830	870	-1	-1	0	0	0
新内力（9级）				235	910	950	-1	-1	0	0	0
新内力（10级）				235	990	1030	-1	-1	0	0	0
新火防（4级）				230	41	45	-1	-1	0	0	0
新火防（5级）				230	46	50	-1	-1	0	0	0
新火防（6级）				230	51	55	-1	-1	0	0	0
新火防（7级）				230	56	60	-1	-1	0	0	0
新火防（8级）				230	61	65	-1	-1	0	0	0
新火防（9级）				230	66	70	-1	-1	0	0	0
新火防（10级）				230	71	75	-1	-1	0	0	0
新冰防（4级）				232	41	45	-1	-1	0	0	0
新冰防（5级）				232	46	50	-1	-1	0	0	0
新冰防（6级）				232	51	55	-1	-1	0	0	0
新冰防（7级）				232	56	60	-1	-1	0	0	0
新冰防（8级）				232	61	65	-1	-1	0	0	0
新冰防（9级）				232	66	70	-1	-1	0	0	0
新冰防（10级）				232	71	75	-1	-1	0	0	0
新雷防（4级）				229	41	45	-1	-1	0	0	0
新雷防（5级）				229	46	50	-1	-1	0	0	0
新雷防（6级）				229	51	55	-1	-1	0	0	0
新雷防（7级）				229	56	60	-1	-1	0	0	0
新雷防（8级）				229	61	65	-1	-1	0	0	0
新雷防（9级）				229	66	70	-1	-1	0	0	0
新雷防（10级）				229	71	75	-1	-1	0	0	0
新毒防（4级）				228	41	45	-1	-1	0	0	0
新毒防（5级）				228	46	50	-1	-1	0	0	0
新毒防（6级）				228	51	55	-1	-1	0	0	0
新毒防（7级）				228	56	60	-1	-1	0	0	0
新毒防（8级）				228	61	65	-1	-1	0	0	0
新毒防（9级）				228	66	70	-1	-1	0	0	0
新毒防（10级）				228	71	75	-1	-1	0	0	0
新普防（4级）				231	41	45	-1	-1	0	0	0
新普防（5级）				231	46	50	-1	-1	0	0	0
新普防（6级）				231	51	55	-1	-1	0	0	0
新普防（7级）				231	56	60	-1	-1	0	0	0
新普防（8级）				231	61	65	-1	-1	0	0	0
新普防（9级）				231	66	70	-1	-1	0	0	0
新普防（10级）				231	71	75	-1	-1	0	0	0
减少中毒时间（4级）				108	50	55	-1	-1	0	0	0
减少中毒时间（5级）				108	60	65	-1	-1	0	0	0
减少中毒时间（6级）				108	70	75	-1	-1	0	0	0
减少中毒时间（7级）				108	80	85	-1	-1	0	0	0
减少中毒时间（8级）				108	90	95	-1	-1	0	0	0
减少中毒时间（9级）				108	100	105	-1	-1	0	0	0
减少中毒时间（10级）				108	110	115	-1	-1	0	0	0
减少眩晕时间（4级）				110	50	55	-1	-1	0	0	0
减少眩晕时间（5级）				110	60	65	-1	-1	0	0	0
减少眩晕时间（6级）				110	70	75	-1	-1	0	0	0
减少眩晕时间（7级）				110	80	85	-1	-1	0	0	0
减少眩晕时间（8级）				110	90	95	-1	-1	0	0	0
减少眩晕时间（9级）				110	100	105	-1	-1	0	0	0
减少眩晕时间（10级）				110	110	115	-1	-1	0	0	0
减少迟缓时间（4级）				106	50	55	-1	-1	0	0	0
减少迟缓时间（5级）				106	60	65	-1	-1	0	0	0
减少迟缓时间（6级）				106	70	75	-1	-1	0	0	0
减少迟缓时间（7级）				106	80	85	-1	-1	0	0	0
减少迟缓时间（8级）				106	90	95	-1	-1	0	0	0
减少迟缓时间（9级）				106	100	105	-1	-1	0	0	0
减少迟缓时间（10级）				106	110	115	-1	-1	0	0	0
攻击技能加成（2级）				243	4	4	-1	-1	0	0	0
攻击技能加成（3级）				243	8	8	-1	-1	0	0	0
攻击技能加成（4级）				243	9	15	-1	-1	0	0	0
攻击技能加成（5级）				243	16	20	-1	-1	0	0	0
攻击技能加成（6级）				243	21	30	-1	-1	0	0	0
攻击技能加成（7级）				243	31	40	-1	-1	0	0	0
攻击技能加成（8级）				243	41	50	-1	-1	0	0	0
攻击技能加成（9级）				243	51	60	-1	-1	0	0	0
攻击技能加成（10级）				243	61	70	-1	-1	0	0	0
全技能1_2				139	1	2	-1	-1	0	0	0
全技能2_3				139	2	3	-1	-1	0	0	0
龙驹光环				139	1	1	-1	-1	1169	1169	0
回血10点				88	10	10	-1	-1	0	0	0
大力金刚掌1				139	1	1	-1	-1	1055	1055	0
韦陀献杵1				139	1	1	-1	-1	1056	1056	0
叁戒归禅1				139	1	1	-1	-1	1057	1057	0
豪雄斩1				139	1	1	-1	-1	1058	1058	0
纵横八荒1				139	1	1	-1	-1	1059	1059	0
霸王錾金1				139	1	1	-1	-1	1060	1060	0
剑花挽晶1				139	1	1	-1	-1	1061	1061	0
冰雨珞晶1				139	1	1	-1	-1	1062	1062	0
冰雀越枝1				139	1	1	-1	-1	1063	1063	0
水映曼秀1				139	1	1	-1	-1	1065	1065	0
形销骨立1				139	1	1	-1	-1	1066	1066	0
幽魂噬影1				139	1	1	-1	-1	1067	1067	0
无影穿1				139	1	1	-1	-1	1069	1069	0
铁莲四杀1				139	1	1	-1	-1	1070	1070	0
乾坤一掷1				139	1	1	-1	-1	1071	1071	0
时乘六龙1				139	1	1	-1	-1	1073	1073	0
棒迥掠地1				139	1	1	-1	-1	1074	1074	0
江海怒澜1				139	1	1	-1	-1	1075	1075	0
疾火燎原1				139	1	1	-1	-1	1076	1076	0
造化太清1				139	1	1	-1	-1	1078	1078	0
剑垂星河1				139	1	1	-1	-1	1079	1079	0
九天罡风1				139	1	1	-1	-1	1080	1080	0
天雷震岳1				139	1	1	-1	-1	1081	1081	0
大力金刚掌2				139	2	2	-1	-1	1055	1055	0
韦陀献杵2				139	2	2	-1	-1	1056	1056	0
叁戒归禅2				139	2	2	-1	-1	1057	1057	0
豪雄斩2				139	2	2	-1	-1	1058	1058	0
纵横八荒2				139	2	2	-1	-1	1059	1059	0
霸王錾金2				139	2	2	-1	-1	1060	1060	0
剑花挽晶2				139	2	2	-1	-1	1061	1061	0
冰雨珞晶2				139	2	2	-1	-1	1062	1062	0
冰雀越枝2				139	2	2	-1	-1	1063	1063	0
水映曼秀2				139	2	2	-1	-1	1065	1065	0
形销骨立2				139	2	2	-1	-1	1066	1066	0
幽魂噬影2				139	2	2	-1	-1	1067	1067	0
无影穿2				139	2	2	-1	-1	1069	1069	0
铁莲四杀2				139	2	2	-1	-1	1070	1070	0
乾坤一掷2				139	2	2	-1	-1	1071	1071	0
时乘六龙2				139	2	2	-1	-1	1073	1073	0
棒迥掠地2				139	2	2	-1	-1	1074	1074	0
江海怒澜2				139	2	2	-1	-1	1075	1075	0
疾火燎原2				139	2	2	-1	-1	1076	1076	0
造化太清2				139	2	2	-1	-1	1078	1078	0
剑垂星河2				139	2	2	-1	-1	1079	1079	0
九天罡风2				139	2	2	-1	-1	1080	1080	0
天雷震岳2				139	2	2	-1	-1	1081	1081	0
大力金刚掌3				139	3	3	-1	-1	1055	1055	0
韦陀献杵3				139	3	3	-1	-1	1056	1056	0
叁戒归禅3				139	3	3	-1	-1	1057	1057	0
豪雄斩3				139	3	3	-1	-1	1058	1058	0
纵横八荒3				139	3	3	-1	-1	1059	1059	0
霸王錾金3				139	3	3	-1	-1	1060	1060	0
剑花挽晶3				139	3	3	-1	-1	1061	1061	0
冰雨珞晶3				139	3	3	-1	-1	1062	1062	0
冰雀越枝3				139	3	3	-1	-1	1063	1063	0
水映曼秀3				139	3	3	-1	-1	1065	1065	0
形销骨立3				139	3	3	-1	-1	1066	1066	0
幽魂噬影3				139	3	3	-1	-1	1067	1067	0
无影穿3				139	3	3	-1	-1	1069	1069	0
铁莲四杀3				139	3	3	-1	-1	1070	1070	0
乾坤一掷3				139	3	3	-1	-1	1071	1071	0
时乘六龙3				139	3	3	-1	-1	1073	1073	0
棒迥掠地3				139	3	3	-1	-1	1074	1074	0
江海怒澜3				139	3	3	-1	-1	1075	1075	0
疾火燎原3				139	3	3	-1	-1	1076	1076	0
造化太清3				139	3	3	-1	-1	1078	1078	0
剑垂星河3				139	3	3	-1	-1	1079	1079	0
九天罡风3				139	3	3	-1	-1	1080	1080	0
天雷震岳3				139	3	3	-1	-1	1081	1081	0
雨打荷				195	305153	305153	-1	-1	829443	829443	0
清平乐				195	305409	305409	-1	-1	552963	552963	0
回春				139	1	1	-1	-1	1178	1178	0
枯木				139	1	1	-1	-1	1180	1180	0
流云				139	1	1	-1	-1	1182	1182	0
泥泽				139	1	1	-1	-1	1184	1184	0
雷火劫				139	1	1	-1	-1	1186	1186	0
迷醉天香				139	1	1	-1	-1	1195	1195	0
蝶舞花飞				139	1	1	-1	-1	1194	1194	0
经脉外功1				99	10	10	-1	-1	0	0	0
经脉外功2				99	20	20	-1	-1	0	0	0
经脉外功3				99	30	30	-1	-1	0	0	0
经脉外功4				99	40	40	-1	-1	0	0	0
经脉外功5				99	50	50	-1	-1	0	0	0
经脉外功6				99	60	60	-1	-1	0	0	0
经脉外功7				99	70	70	-1	-1	0	0	0
经脉外功8				99	80	80	-1	-1	0	0	0
经脉内功1				100	10	10	-1	-1	0	0	0
经脉内功2				100	20	20	-1	-1	0	0	0
经脉内功3				100	30	30	-1	-1	0	0	0
经脉内功4				100	40	40	-1	-1	0	0	0
经脉内功5				100	50	50	-1	-1	0	0	0
经脉内功6				100	60	60	-1	-1	0	0	0
经脉内功7				100	70	70	-1	-1	0	0	0
经脉内功8				100	80	80	-1	-1	0	0	0
经脉身法1				98	10	10	-1	-1	0	0	0
经脉身法2				98	20	20	-1	-1	0	0	0
经脉身法3				98	30	30	-1	-1	0	0	0
经脉身法4				98	40	40	-1	-1	0	0	0
经脉身法5				98	50	50	-1	-1	0	0	0
经脉身法6				98	60	60	-1	-1	0	0	0
经脉身法7				98	70	70	-1	-1	0	0	0
经脉身法8				98	80	80	-1	-1	0	0	0
经脉力量1				97	10	10	-1	-1	0	0	0
经脉力量2				97	20	20	-1	-1	0	0	0
经脉力量3				97	30	30	-1	-1	0	0	0
经脉力量4				97	40	40	-1	-1	0	0	0
经脉力量5				97	50	50	-1	-1	0	0	0
经脉力量6				97	60	60	-1	-1	0	0	0
经脉力量7				97	70	70	-1	-1	0	0	0
经脉力量8				97	80	80	-1	-1	0	0	0
经脉生命%1				234	6	6	-1	-1	0	0	0
经脉生命%2				234	8	8	-1	-1	0	0	0
经脉生命%3				234	10	10	-1	-1	0	0	0
经脉生命%4				234	12	12	-1	-1	0	0	0
经脉生命%5				234	14	14	-1	-1	0	0	0
经脉生命%6				234	16	16	-1	-1	0	0	0
经脉生命%7				234	18	18	-1	-1	0	0	0
经脉生命%8				234	20	20	-1	-1	0	0	0
经脉生命效率1				190	3	3	-1	-1	0	0	0
经脉生命效率2				190	4	4	-1	-1	0	0	0
经脉生命效率3				190	5	5	-1	-1	0	0	0
经脉生命效率4				190	6	6	-1	-1	0	0	0
经脉生命效率5				190	7	7	-1	-1	0	0	0
经脉生命效率6				190	8	8	-1	-1	0	0	0
经脉生命效率7				190	9	9	-1	-1	0	0	0
经脉生命效率8				190	10	10	-1	-1	0	0	0
经脉五行强化1				246	100	100	-1	-1	0	0	0
经脉五行强化2				246	200	200	-1	-1	0	0	0
经脉五行强化3				246	300	300	-1	-1	0	0	0
经脉五行强化4				246	400	400	-1	-1	0	0	0
经脉五行强化5				246	500	500	-1	-1	0	0	0
经脉五行强化6				246	600	600	-1	-1	0	0	0
经脉五行强化7				246	700	700	-1	-1	0	0	0
经脉五行强化8				246	800	800	-1	-1	0	0	0
经脉五行弱化1				247	100	100	-1	-1	0	0	0
经脉五行弱化2				247	200	200	-1	-1	0	0	0
经脉五行弱化3				247	300	300	-1	-1	0	0	0
经脉五行弱化4				247	400	400	-1	-1	0	0	0
经脉五行弱化5				247	500	500	-1	-1	0	0	0
经脉五行弱化6				247	600	600	-1	-1	0	0	0
经脉五行弱化7				247	700	700	-1	-1	0	0	0
经脉五行弱化8				247	800	800	-1	-1	0	0	0
经脉全抗1				241	6	6	-1	-1	0	0	0
经脉全抗2				241	8	8	-1	-1	0	0	0
经脉全抗3				241	10	10	-1	-1	0	0	0
经脉全抗4				241	12	12	-1	-1	0	0	0
经脉全抗5				241	14	14	-1	-1	0	0	0
经脉全抗6				241	16	16	-1	-1	0	0	0
经脉全抗7				241	18	18	-1	-1	0	0	0
经脉全抗8				241	20	20	-1	-1	0	0	0
经脉忽略全抗1				268	6	6	-1	-1	0	0	0
经脉忽略全抗2				268	8	8	-1	-1	0	0	0
经脉忽略全抗3				268	10	10	-1	-1	0	0	0
经脉忽略全抗4				268	12	12	-1	-1	0	0	0
经脉忽略全抗5				268	14	14	-1	-1	0	0	0
经脉忽略全抗6				268	16	16	-1	-1	0	0	0
经脉忽略全抗7				268	18	18	-1	-1	0	0	0
经脉忽略全抗8				268	20	20	-1	-1	0	0	0
经脉加深伤害1				269	10	10	-1	-1	0	0	0
经脉加深伤害2				269	20	20	-1	-1	0	0	0
经脉加深伤害3				269	30	30	-1	-1	0	0	0
经脉加深伤害4				269	40	40	-1	-1	0	0	0
经脉加深伤害5				269	50	50	-1	-1	0	0	0
经脉加深伤害6				269	60	60	-1	-1	0	0	0
经脉加深伤害7				269	70	70	-1	-1	0	0	0
经脉加深伤害8				269	80	80	-1	-1	0	0	0
经脉技能加成%1				243	20	20	-1	-1	0	0	0
经脉技能加成%2				243	30	30	-1	-1	0	0	0
经脉技能加成%3				243	40	40	-1	-1	0	0	0
经脉技能加成%4				243	50	50	-1	-1	0	0	0
经脉技能加成%5				243	60	60	-1	-1	0	0	0
经脉技能加成%6				243	70	70	-1	-1	0	0	0
经脉技能加成%7				243	80	80	-1	-1	0	0	0
经脉技能加成%8				243	90	90	-1	-1	0	0	0
经脉重击1				227	1	1	-1	-1	0	0	0
经脉重击2				227	2	2	-1	-1	0	0	0
经脉重击3				227	3	3	-1	-1	0	0	0
经脉重击4				227	4	4	-1	-1	0	0	0
经脉重击5				227	5	5	-1	-1	0	0	0
经脉重击6				227	6	6	-1	-1	0	0	0
经脉重击7				227	7	7	-1	-1	0	0	0
经脉重击8				227	8	8	-1	-1	0	0	0
经脉抵抗重击1				271	1	1	-1	-1	0	0	0
经脉抵抗重击2				271	2	2	-1	-1	0	0	0
经脉抵抗重击3				271	3	3	-1	-1	0	0	0
经脉抵抗重击4				271	4	4	-1	-1	0	0	0
经脉抵抗重击5				271	5	5	-1	-1	0	0	0
经脉抵抗重击6				271	6	6	-1	-1	0	0	0
经脉抵抗重击7				271	7	7	-1	-1	0	0	0
经脉抵抗重击8				271	8	8	-1	-1	0	0	0
经脉格挡1				226	1	1	-1	-1	0	0	0
经脉格挡2				226	2	2	-1	-1	0	0	0
经脉格挡3				226	3	3	-1	-1	0	0	0
经脉格挡4				226	4	4	-1	-1	0	0	0
经脉格挡5				226	5	5	-1	-1	0	0	0
经脉格挡6				226	6	6	-1	-1	0	0	0
经脉格挡7				226	7	7	-1	-1	0	0	0
经脉格挡8				226	8	8	-1	-1	0	0	0
经脉抵消格挡1				270	1	1	-1	-1	0	0	0
经脉抵消格挡2				270	2	2	-1	-1	0	0	0
经脉抵消格挡3				270	3	3	-1	-1	0	0	0
经脉抵消格挡4				270	4	4	-1	-1	0	0	0
经脉抵消格挡5				270	5	5	-1	-1	0	0	0
经脉抵消格挡6				270	6	6	-1	-1	0	0	0
经脉抵消格挡7				270	7	7	-1	-1	0	0	0
经脉抵消格挡8				270	8	8	-1	-1	0	0	0
黑神头盔				139	1	1	-1	-1	1249	1249	0
黑神护腕				139	1	1	-1	-1	1251	1251	0
黑神道袍				139	1	1	-1	-1	1253	1253	0
黑神鞋子				139	1	1	-1	-1	1255	1255	0
黑神腰带				139	1	1	-1	-1	1257	1257	0
新生命（888）				233	888	888	-1	-1	0	0	0
新内力（898）				235	898	898	-1	-1	0	0	0
普抗59				231	59	59	-1	-1	0	0	0
毒抗59				228	59	59	-1	-1	0	0	0
冰抗59				232	59	59	-1	-1	0	0	0
火抗59				230	59	59	-1	-1	0	0	0
雷抗59				229	59	59	-1	-1	0	0	0
中毒时间88				108	88	88	-1	-1	0	0	0
迟缓时间88				106	88	88	-1	-1	0	0	0
晕眩时间88				110	88	88	-1	-1	0	0	0
生命回复效率(16)				190	16	16	-1	-1	0	0	0
攻击技能加成（38）				243	38	38	-1	-1	0	0	0
打击回复71				245	71	71	-1	-1	0	0	0
抵消伤害58				237	58	58	-1	-1	0	0	0
跑速78%				111	78	78	-1	-1	0	0	0
抵消伤害59				237	59	59	-1	-1	0	0	0
烟花笑语				139	1	1	-1	-1	1263	1263	0
护腕7号				139	1	1	-1	-1	1264	1264	0
项链3号				139	1	1	-1	-1	1266	1266	0
新生命（1级）				233	680	680	-1	-1	0	0	0
新生命（2级）				233	720	720	-1	-1	0	0	0
新生命（3级）				233	760	760	-1	-1	0	0	0
新生命（4级）				233	800	800	-1	-1	0	0	0
新全抗（1级）				241	55	55	-1	-1	0	0	0
新全抗（2级）				241	60	60	-1	-1	0	0	0
新全抗（3级）				241	65	65	-1	-1	0	0	0
新内力（1级）				235	680	680	-1	-1	0	0	0
新内力（2级）				235	720	720	-1	-1	0	0	0
新内力（3级）				235	760	760	-1	-1	0	0	0
新内力（4级）				235	800	800	-1	-1	0	0	0
攻击技能加成（1级）				243	35	35	-1	-1	0	0	0
攻击技能加成（2级）				243	40	40	-1	-1	0	0	0
攻击技能加成（3级）				243	45	45	-1	-1	0	0	0
攻击技能加成（4级）				243	50	50	-1	-1	0	0	0
雷防65				229	65	65	-1	-1	0	0	0
普防65				231	65	65	-1	-1	0	0	0
内力999				235	999	999	-1	-1	0	0	0
抵消伤害80				237	80	80	-1	-1	0	0	0
晕眩时间80				110	80	80	-1	-1	0	0	0
攻击技能加成80				243	80	80	-1	-1	0	0	0
经脉格挡5				226	5	5	-1	-1	0	0	0
碎骨				139	1	1	-1	-1	1283	1283	0
易髓				139	1	1	-1	-1	1284	1284	0
所有武功				139	1	1	-1	-1	1290	1290	0
超光光环				139	1	1	-1	-1	1295	1295	0
生命（黑神专用）				233	840	999	-1	-1	0	0	0
内力（黑神专用）				235	840	999	-1	-1	0	0	0
普抗（黑神专用）				231	60	75	-1	-1	0	0	0
毒抗（黑神专用）				228	60	75	-1	-1	0	0	0
冰抗（黑神专用）				232	60	75	-1	-1	0	0	0
火抗（黑神专用）				230	60	75	-1	-1	0	0	0
雷抗（黑神专用）				229	60	75	-1	-1	0	0	0
中毒时间（黑神专用）				108	70	85	-1	-1	0	0	0
迟缓时间（黑神专用）				106	70	85	-1	-1	0	0	0
晕眩时间（黑神专用）				110	70	85	-1	-1	0	0	0
抵消伤害（黑神专用）				237	60	75	-1	-1	0	0	0
攻击技能加成（黑神专用）				243	45	60	-1	-1	0	0	0
打击回复（黑神专用）				245	67	76	-1	-1	0	0	0
跑速（黑神专用）				111	80	90	-1	-1	0	0	0
格挡（黑神专用）				226	3	4	-1	-1	0	0	0
生命回复效率（黑神专用）				190	5	10	-1	-1	0	0	0
重击（黑神专用）				227	3	4	-1	-1	0	0	0
罗汉金身1				139	1	1	-1	-1	1220	1220	0
征战八方1				139	1	1	-1	-1	1221	1221	0
森罗毒海1				139	1	1	-1	-1	1222	1222	0
吸星阵1				139	1	1	-1	-1	1223	1223	0
波罗心经1				139	1	1	-1	-1	1224	1224	0
玄冰无息1				139	1	1	-1	-1	1225	1225	0
烈火焚天1				139	1	1	-1	-1	1226	1226	0
污衣诀1				139	1	1	-1	-1	1227	1227	0
真武七截1				139	1	1	-1	-1	1228	1228	0
天罡气劲1				139	1	1	-1	-1	1229	1229	0
罗汉金身2				139	2	2	-1	-1	1220	1220	0
征战八方2				139	2	2	-1	-1	1221	1221	0
森罗毒海2				139	2	2	-1	-1	1222	1222	0
吸星阵2				139	2	2	-1	-1	1223	1223	0
波罗心经2				139	2	2	-1	-1	1224	1224	0
玄冰无息2				139	2	2	-1	-1	1225	1225	0
烈火焚天2				139	2	2	-1	-1	1226	1226	0
污衣诀2				139	2	2	-1	-1	1227	1227	0
真武七截2				139	2	2	-1	-1	1228	1228	0
天罡气劲2				139	2	2	-1	-1	1229	1229	0
罗汉金身3				139	3	3	-1	-1	1220	1220	0
征战八方3				139	3	3	-1	-1	1221	1221	0
森罗毒海3				139	3	3	-1	-1	1222	1222	0
吸星阵3				139	3	3	-1	-1	1223	1223	0
波罗心经3				139	3	3	-1	-1	1224	1224	0
玄冰无息3				139	3	3	-1	-1	1225	1225	0
烈火焚天3				139	3	3	-1	-1	1226	1226	0
污衣诀3				139	3	3	-1	-1	1227	1227	0
真武七截3				139	3	3	-1	-1	1228	1228	0
天罡气劲3				139	3	3	-1	-1	1229	1229	0
新生命				233	1111	1111	-1	-1	0	0	0
新毒防				228	70	70	-1	-1	0	0	0
新冰防				232	70	70	-1	-1	0	0	0
抵消伤害				237	70	70	-1	-1	0	0	0
全抗				241	35	35	-1	-1	0	0	0
格挡				226	6	6	-1	-1	0	0	0
攻击技能加成				243	35	35	-1	-1	0	0	0
重击				227	5	5	-1	-1	0	0	0
结冰技能				139	1	1	-1	-1	1333	1333	0
虎击				139	1	1	-1	-1	1319	1319	0
玉石俱焚				139	1	1	-1	-1	1321	1321	0
凌风				139	1	1	-1	-1	1323	1323	0
昂如岳				139	1	1	-1	-1	1325	1325	0
寸力				139	1	1	-1	-1	1327	1327	0
风卷云残				139	1	1	-1	-1	1328	1328	0
断月				139	1	1	-1	-1	1329	1329	0
忘情式				139	1	1	-1	-1	1331	1331	0
新狮子生命				233	1500	1500	-1	-1	0	0	0
新狮子抗性				241	20	20	-1	-1	0	0	0
新狮子攻击技能加成				243	10	10	-1	-1	0	0	0
山河攻击技能				243	60	60	-1	-1	0	0	0
新抵消伤害150				237	150	150	-1	-1	0	0	0
内力1299_1299				89	1299	1299	-1	-1	0	0	0
生命1299_1299				85	1299	1299	-1	-1	0	0	0
新生命（1299）				233	1299	1299	-1	-1	0	0	0
造成受伤概率1				259	1	1	-1	-1	0	0	0
造成受伤概率2				259	2	2	-1	-1	0	0	0
造成受伤概率3				259	3	3	-1	-1	0	0	0
造成受伤概率4				259	4	4	-1	-1	0	0	0
造成受伤概率5				259	5	5	-1	-1	0	0	0
造成受伤概率6				259	6	6	-1	-1	0	0	0
造成受伤概率7				259	7	7	-1	-1	0	0	0
造成受伤概率8				259	8	8	-1	-1	0	0	0
造成受伤概率9				259	9	9	-1	-1	0	0	0
造成受伤概率10				259	10	10	-1	-1	0	0	0
抵抗受伤概率1				260	1	1	-1	-1	0	0	0
抵抗受伤概率2				260	2	2	-1	-1	0	0	0
抵抗受伤概率3				260	3	3	-1	-1	0	0	0
抵抗受伤概率4				260	4	4	-1	-1	0	0	0
抵抗受伤概率5				260	5	5	-1	-1	0	0	0
抵抗受伤概率6				260	6	6	-1	-1	0	0	0
抵抗受伤概率7				260	7	7	-1	-1	0	0	0
抵抗受伤概率8				260	8	8	-1	-1	0	0	0
抵抗受伤概率9				260	9	9	-1	-1	0	0	0
抵抗受伤概率10				260	10	10	-1	-1	0	0	0
造成受伤动作时间1				219	1	1	-1	-1	0	0	0
造成受伤动作时间2				219	2	2	-1	-1	0	0	0
造成受伤动作时间3				219	3	3	-1	-1	0	0	0
造成受伤动作时间4				219	4	4	-1	-1	0	0	0
造成受伤动作时间5				219	5	5	-1	-1	0	0	0
造成受伤动作时间6				219	6	6	-1	-1	0	0	0
造成受伤动作时间7				219	7	7	-1	-1	0	0	0
造成受伤动作时间8				219	8	8	-1	-1	0	0	0
造成受伤动作时间9				219	9	9	-1	-1	0	0	0
造成受伤动作时间10				219	10	10	-1	-1	0	0	0
新打击回复1				245	1	1	-1	-1	0	0	0
新打击回复2				245	2	2	-1	-1	0	0	0
新打击回复3				245	3	3	-1	-1	0	0	0
新打击回复4				245	4	4	-1	-1	0	0	0
新打击回复5				245	5	5	-1	-1	0	0	0
新打击回复6				245	6	6	-1	-1	0	0	0
新打击回复7				245	7	7	-1	-1	0	0	0
新打击回复8				245	8	8	-1	-1	0	0	0
新打击回复9				245	9	9	-1	-1	0	0	0
新打击回复10				245	10	10	-1	-1	0	0	0
造成中毒时间1				258	5	5	-1	-1	0	0	0
造成中毒时间2				258	10	10	-1	-1	0	0	0
造成中毒时间3				258	15	15	-1	-1	0	0	0
造成中毒时间4				258	20	20	-1	-1	0	0	0
造成中毒时间5				258	25	25	-1	-1	0	0	0
造成中毒时间6				258	30	30	-1	-1	0	0	0
造成中毒时间7				258	35	35	-1	-1	0	0	0
造成中毒时间8				258	40	40	-1	-1	0	0	0
造成中毒时间9				258	45	45	-1	-1	0	0	0
