Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ
Phong V©n B¹ch M·	0	10	19	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n B¹ch M·.	5	99999	2	0	111	100%	100%	93	1000	1000	85	500	500	150	700	700	114	10	10																		
Phong V©n B¹ch M·	0	10	19	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n B¹ch M·.	5	99999	3	0	111	100%	100%	93	1000	1000	85	500	500	150	700	700	114	10	10																		
Phong V©n B¹ch M·	0	10	19	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n B¹ch M·.	5	99999	4	0	111	100%	100%	93	1000	1000	85	500	500	150	700	700	114	10	10																		
Phong V©n B¹ch M·	0	10	19	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n B¹ch M·.	5	99999	5	0	111	100%	100%	93	1000	1000	85	500	500	150	700	700	114	10	10																		
Phong V©n B¹ch M·	0	10	19	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n B¹ch M·.	5	99999	6	0	111	100%	100%	93	1000	1000	85	500	500	150	700	700	114	10	10																		
Phong V©n B¹ch M·	0	10	19	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n B¹ch M·.	5	99999	7	0	111	100%	100%	93	1000	1000	85	500	500	150	700	700	114	10	10																		
Phong V©n B¹ch M·	0	10	19	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n B¹ch M·.	5	99999	8	0	111	100%	100%	93	1000	1000	85	500	500	150	700	700	114	10	10																		
Phong V©n B¹ch M·	0	10	19	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n B¹ch M·.	5	99999	9	0	111	100%	100%	93	1000	1000	85	500	500	150	700	700	114	10	10																		
Phong V©n B¹ch M·	0	10	19	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n B¹ch M·.	5	99999	10	0	111	100%	100%	93	1000	1000	85	500	500	150	700	700	114	10	10																		
Phong V©n ChiÕn M·	0	10	20	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ChiÕn M·.	5	99999	1	0	111	100%	100%	93	1000	1000	85	500	500	150	1000	1000	114	15	15																		
Phong V©n ChiÕn M·	0	10	20	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ChiÕn M·.	5	99999	2	0	111	100%	100%	93	1000	1000	85	500	500	150	1000	1000	114	15	15																		
Phong V©n ChiÕn M·	0	10	20	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ChiÕn M·.	5	99999	3	0	111	100%	100%	93	1000	1000	85	500	500	150	1000	1000	114	15	15																		
Phong V©n ChiÕn M·	0	10	20	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ChiÕn M·.	5	99999	4	0	111	100%	100%	93	1000	1000	85	500	500	150	1000	1000	114	15	15																		
Phong V©n ChiÕn M·	0	10	20	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ChiÕn M·.	5	99999	5	0	111	100%	100%	93	1000	1000	85	500	500	150	1000	1000	114	15	15																		
Phong V©n ChiÕn M·	0	10	20	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ChiÕn M·.	5	99999	6	0	111	100%	100%	93	1000	1000	85	500	500	150	1000	1000	114	15	15																		
Phong V©n ChiÕn M·	0	10	20	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ChiÕn M·.	5	99999	7	0	111	100%	100%	93	1000	1000	85	500	500	150	1000	1000	114	15	15																		
Phong V©n ChiÕn M·	0	10	20	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ChiÕn M·.	5	99999	8	0	111	100%	100%	93	1000	1000	85	500	500	150	1000	1000	114	15	15																		
Phong V©n ChiÕn M·	0	10	20	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ChiÕn M·.	5	99999	9	0	111	100%	100%	93	1000	1000	85	500	500	150	1000	1000	114	15	15																		
Phong V©n ChiÕn M·	0	10	20	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ChiÕn M·.	5	99999	10	0	111	100%	100%	93	1000	1000	85	500	500	150	1000	1000	114	15	15																		
Phong V©n ThÇn M·	0	10	21	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ThÇn M·.	5	500000	1	0	111	100%	100%	93	1500	1500	85	500	500	150	1000	1000	114	15	15																		
Phong V©n ThÇn M·	0	10	21	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ThÇn M·.	5	500000	2	0	111	100%	100%	93	1500	1500	85	500	500	150	1000	1000	114	15	15																		
Phong V©n ThÇn M·	0	10	21	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ThÇn M·.	5	500000	3	0	111	100%	100%	93	1500	1500	85	500	500	150	1000	1000	114	15	15																		
Phong V©n ThÇn M·	0	10	21	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ThÇn M·.	5	500000	4	0	111	100%	100%	93	1500	1500	85	500	500	150	1000	1000	114	15	15																		
Phong V©n ThÇn M·	0	10	21	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ThÇn M·.	5	500000	5	0	111	100%	100%	93	1500	1500	85	500	500	150	1000	1000	114	15	15																		
Phong V©n ThÇn M·	0	10	21	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ThÇn M·.	5	500000	6	0	111	100%	100%	93	1500	1500	85	500	500	150	1000	1000	114	15	15																		
Phong V©n ThÇn M·	0	10	21	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ThÇn M·.	5	500000	7	0	111	100%	100%	93	1500	1500	85	500	500	150	1000	1000	114	15	15																		
Phong V©n ThÇn M·	0	10	21	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ThÇn M·.	5	500000	8	0	111	100%	100%	93	1500	1500	85	500	500	150	1000	1000	114	15	15																		
Phong V©n ThÇn M·	0	10	21	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ThÇn M·.	5	500000	9	0	111	100%	100%	93	1500	1500	85	500	500	150	1000	1000	114	15	15																		
Phong V©n ThÇn M·	0	10	21	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ThÇn M·.	5	500000	10	0	111	100%	100%	93	1500	1500	85	500	500	150	1000	1000	114	15	15																		
S­ tö	0	10	22	\spr\item\equip\horse\horse035.spr	40	2	3	S­ tö	5	500000	1	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
S­ tö	0	10	22	\spr\item\equip\horse\horse035.spr	40	2	3	S­ tö	5	500000	2	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
S­ tö	0	10	22	\spr\item\equip\horse\horse035.spr	40	2	3	S­ tö	5	500000	3	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
S­ tö	0	10	22	\spr\item\equip\horse\horse035.spr	40	2	3	S­ tö	5	500000	4	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
S­ tö	0	10	22	\spr\item\equip\horse\horse035.spr	40	2	3	S­ tö	5	500000	5	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
S­ tö	0	10	22	\spr\item\equip\horse\horse035.spr	40	2	3	S­ tö	5	500000	6	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
S­ tö	0	10	22	\spr\item\equip\horse\horse035.spr	40	2	3	S­ tö	5	500000	7	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
S­ tö	0	10	22	\spr\item\equip\horse\horse035.spr	40	2	3	S­ tö	5	500000	8	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
S­ tö	0	10	22	\spr\item\equip\horse\horse035.spr	40	2	3	S­ tö	5	500000	9	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
S­ tö	0	10	22	\spr\item\equip\horse\horse035.spr	40	2	3	S­ tö	5	500000	10	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
L¹c ®µ	0	10	23	\spr\item\equip\horse\horse036.spr	40	2	3	L¹c ®µ	5	500000	1	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
L¹c ®µ	0	10	23	\spr\item\equip\horse\horse036.spr	40	2	3	L¹c ®µ	5	500000	2	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
L¹c ®µ	0	10	23	\spr\item\equip\horse\horse036.spr	40	2	3	L¹c ®µ	5	500000	3	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
L¹c ®µ	0	10	23	\spr\item\equip\horse\horse036.spr	40	2	3	L¹c ®µ	5	500000	4	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
L¹c ®µ	0	10	23	\spr\item\equip\horse\horse036.spr	40	2	3	L¹c ®µ	5	500000	5	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
L¹c ®µ	0	10	23	\spr\item\equip\horse\horse036.spr	40	2	3	L¹c ®µ	5	500000	6	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
L¹c ®µ	0	10	23	\spr\item\equip\horse\horse036.spr	40	2	3	L¹c ®µ	5	500000	7	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
L¹c ®µ	0	10	23	\spr\item\equip\horse\horse036.spr	40	2	3	L¹c ®µ	5	500000	8	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
L¹c ®µ	0	10	23	\spr\item\equip\horse\horse036.spr	40	2	3	L¹c ®µ	5	500000	9	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
L¹c ®µ	0	10	23	\spr\item\equip\horse\horse036.spr	40	2	3	L¹c ®µ	5	500000	10	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
D­¬ng §µ	0	10	24	\spr\item\equip\horse\horse037.spr	40	2	3	D­¬ng §µ	5	500000	1	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
D­¬ng §µ	0	10	24	\spr\item\equip\horse\horse037.spr	40	2	3	D­¬ng §µ	5	500000	2	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
D­¬ng §µ	0	10	24	\spr\item\equip\horse\horse037.spr	40	2	3	D­¬ng §µ	5	500000	3	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
D­¬ng §µ	0	10	24	\spr\item\equip\horse\horse037.spr	40	2	3	D­¬ng §µ	5	500000	4	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
D­¬ng §µ	0	10	24	\spr\item\equip\horse\horse037.spr	40	2	3	D­¬ng §µ	5	500000	5	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
D­¬ng §µ	0	10	24	\spr\item\equip\horse\horse037.spr	40	2	3	D­¬ng §µ	5	500000	6	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
D­¬ng §µ	0	10	24	\spr\item\equip\horse\horse037.spr	40	2	3	D­¬ng §µ	5	500000	7	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
D­¬ng §µ	0	10	24	\spr\item\equip\horse\horse037.spr	40	2	3	D­¬ng §µ	5	500000	8	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
D­¬ng §µ	0	10	24	\spr\item\equip\horse\horse037.spr	40	2	3	D­¬ng §µ	5	500000	9	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
D­¬ng §µ	0	10	24	\spr\item\equip\horse\horse037.spr	40	2	3	D­¬ng §µ	5	500000	10	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
H­¬u ®èm	0	10	25	\spr\item\equip\horse\horse038.spr	40	2	3	H­¬u ®èm	5	500000	1	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
H­¬u ®èm	0	10	25	\spr\item\equip\horse\horse038.spr	40	2	3	H­¬u ®èm	5	500000	2	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
H­¬u ®èm	0	10	25	\spr\item\equip\horse\horse038.spr	40	2	3	H­¬u ®èm	5	500000	3	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
H­¬u ®èm	0	10	25	\spr\item\equip\horse\horse038.spr	40	2	3	H­¬u ®èm	5	500000	4	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
H­¬u ®èm	0	10	25	\spr\item\equip\horse\horse038.spr	40	2	3	H­¬u ®èm	5	500000	5	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
H­¬u ®èm	0	10	25	\spr\item\equip\horse\horse038.spr	40	2	3	H­¬u ®èm	5	500000	6	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
H­¬u ®èm	0	10	25	\spr\item\equip\horse\horse038.spr	40	2	3	H­¬u ®èm	5	500000	7	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
H­¬u ®èm	0	10	25	\spr\item\equip\horse\horse038.spr	40	2	3	H­¬u ®èm	5	500000	8	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
H­¬u ®èm	0	10	25	\spr\item\equip\horse\horse038.spr	40	2	3	H­¬u ®èm	5	500000	9	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
H­¬u ®èm	0	10	25	\spr\item\equip\horse\horse038.spr	40	2	3	H­¬u ®èm	5	500000	10	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
D­¬ng Sa	0	10	26	\spr\item\equip\horse\horse039.spr	40	2	3	Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi ®Õn ®©u lµ mãng vuèt cña nã lµm bôi bay mï trêi, tõ ®ã cã tªn nµy	0	5000	1	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
D­¬ng Sa	0	10	26	\spr\item\equip\horse\horse039.spr	40	2	3	Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi ®Õn ®©u lµ mãng vuèt cña nã lµm bôi bay mï trêi, tõ ®ã cã tªn nµy	0	5000	2	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
D­¬ng Sa	0	10	26	\spr\item\equip\horse\horse039.spr	40	2	3	Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi ®Õn ®©u lµ mãng vuèt cña nã lµm bôi bay mï trêi, tõ ®ã cã tªn nµy	0	5000	3	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
D­¬ng Sa	0	10	26	\spr\item\equip\horse\horse039.spr	40	2	3	Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi ®Õn ®©u lµ mãng vuèt cña nã lµm bôi bay mï trêi, tõ ®ã cã tªn nµy	0	5000	4	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
D­¬ng Sa	0	10	26	\spr\item\equip\horse\horse039.spr	40	2	3	Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi ®Õn ®©u lµ mãng vuèt cña nã lµm bôi bay mï trêi, tõ ®ã cã tªn nµy	0	5000	5	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
D­¬ng Sa	0	10	26	\spr\item\equip\horse\horse039.spr	40	2	3	Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi ®Õn ®©u lµ mãng vuèt cña nã lµm bôi bay mï trêi, tõ ®ã cã tªn nµy	0	5000	6	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
D­¬ng Sa	0	10	26	\spr\item\equip\horse\horse039.spr	40	2	3	Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi ®Õn ®©u lµ mãng vuèt cña nã lµm bôi bay mï trêi, tõ ®ã cã tªn nµy	0	5000	7	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
D­¬ng Sa	0	10	26	\spr\item\equip\horse\horse039.spr	40	2	3	Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi ®Õn ®©u lµ mãng vuèt cña nã lµm bôi bay mï trêi, tõ ®ã cã tªn nµy	0	5000	8	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
D­¬ng Sa	0	10	26	\spr\item\equip\horse\horse039.spr	40	2	3	Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi ®Õn ®©u lµ mãng vuèt cña nã lµm bôi bay mï trêi, tõ ®ã cã tªn nµy	0	5000	9	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
D­¬ng Sa	0	10	26	\spr\item\equip\horse\horse039.spr	40	2	3	Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi ®Õn ®©u lµ mãng vuèt cña nã lµm bôi bay mï trêi, tõ ®ã cã tªn nµy	0	5000	10	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Ngù Phong	0	10	27	\spr\item\equip\horse\horse040.spr	40	2	3	Phong khëi l©u lan thÊt v¹n lý, hå giµ no·n tr­íng l­ìng träng thiªn	0	5000	1	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Ngù Phong	0	10	27	\spr\item\equip\horse\horse040.spr	40	2	3	Phong khëi l©u lan thÊt v¹n lý, hå giµ no·n tr­íng l­ìng träng thiªn	0	5000	2	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Ngù Phong	0	10	27	\spr\item\equip\horse\horse040.spr	40	2	3	Phong khëi l©u lan thÊt v¹n lý, hå giµ no·n tr­íng l­ìng träng thiªn	0	5000	3	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Ngù Phong	0	10	27	\spr\item\equip\horse\horse040.spr	40	2	3	Phong khëi l©u lan thÊt v¹n lý, hå giµ no·n tr­íng l­ìng träng thiªn	0	5000	4	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Ngù Phong	0	10	27	\spr\item\equip\horse\horse040.spr	40	2	3	Phong khëi l©u lan thÊt v¹n lý, hå giµ no·n tr­íng l­ìng träng thiªn	0	5000	5	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Ngù Phong	0	10	27	\spr\item\equip\horse\horse040.spr	40	2	3	Phong khëi l©u lan thÊt v¹n lý, hå giµ no·n tr­íng l­ìng träng thiªn	0	5000	6	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Ngù Phong	0	10	27	\spr\item\equip\horse\horse040.spr	40	2	3	Phong khëi l©u lan thÊt v¹n lý, hå giµ no·n tr­íng l­ìng träng thiªn	0	5000	7	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Ngù Phong	0	10	27	\spr\item\equip\horse\horse040.spr	40	2	3	Phong khëi l©u lan thÊt v¹n lý, hå giµ no·n tr­íng l­ìng träng thiªn	0	5000	8	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Ngù Phong	0	10	27	\spr\item\equip\horse\horse040.spr	40	2	3	Phong khëi l©u lan thÊt v¹n lý, hå giµ no·n tr­íng l­ìng träng thiªn	0	5000	9	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Ngù Phong	0	10	27	\spr\item\equip\horse\horse040.spr	40	2	3	Phong khëi l©u lan thÊt v¹n lý, hå giµ no·n tr­íng l­ìng träng thiªn	0	5000	10	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Truy ®iÖn	0	10	28	\spr\item\equip\horse\horse041.spr	40	2	3	§iÖn quang thiÓm, ®Ò linh h­ëng, l«i thanh chÊn, thiªn lý dÜ thµnh th©n hËu  méng	0	5000	1	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Truy ®iÖn	0	10	28	\spr\item\equip\horse\horse041.spr	40	2	3	§iÖn quang thiÓm, ®Ò linh h­ëng, l«i thanh chÊn, thiªn lý dÜ thµnh th©n hËu  méng	0	5000	2	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Truy ®iÖn	0	10	28	\spr\item\equip\horse\horse041.spr	40	2	3	§iÖn quang thiÓm, ®Ò linh h­ëng, l«i thanh chÊn, thiªn lý dÜ thµnh th©n hËu  méng	0	5000	3	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Truy ®iÖn	0	10	28	\spr\item\equip\horse\horse041.spr	40	2	3	§iÖn quang thiÓm, ®Ò linh h­ëng, l«i thanh chÊn, thiªn lý dÜ thµnh th©n hËu  méng	0	5000	4	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Truy ®iÖn	0	10	28	\spr\item\equip\horse\horse041.spr	40	2	3	§iÖn quang thiÓm, ®Ò linh h­ëng, l«i thanh chÊn, thiªn lý dÜ thµnh th©n hËu  méng	0	5000	5	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Truy ®iÖn	0	10	28	\spr\item\equip\horse\horse041.spr	40	2	3	§iÖn quang thiÓm, ®Ò linh h­ëng, l«i thanh chÊn, thiªn lý dÜ thµnh th©n hËu  méng	0	5000	6	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Truy ®iÖn	0	10	28	\spr\item\equip\horse\horse041.spr	40	2	3	§iÖn quang thiÓm, ®Ò linh h­ëng, l«i thanh chÊn, thiªn lý dÜ thµnh th©n hËu  méng	0	5000	7	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Truy ®iÖn	0	10	28	\spr\item\equip\horse\horse041.spr	40	2	3	§iÖn quang thiÓm, ®Ò linh h­ëng, l«i thanh chÊn, thiªn lý dÜ thµnh th©n hËu  méng	0	5000	8	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Truy ®iÖn	0	10	28	\spr\item\equip\horse\horse041.spr	40	2	3	§iÖn quang thiÓm, ®Ò linh h­ëng, l«i thanh chÊn, thiªn lý dÜ thµnh th©n hËu  méng	0	5000	9	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Truy ®iÖn	0	10	28	\spr\item\equip\horse\horse041.spr	40	2	3	§iÖn quang thiÓm, ®Ò linh h­ëng, l«i thanh chÊn, thiªn lý dÜ thµnh th©n hËu  méng	0	5000	10	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
L­u Tinh 	0	10	29	\spr\item\equip\horse\horse042.spr	40	2	3	Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi nhanh nh­ l­u tinh, tõ ®ã cã tªn nµy	0	5000	1	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
L­u Tinh 	0	10	29	\spr\item\equip\horse\horse042.spr	40	2	3	Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi nhanh nh­ l­u tinh, tõ ®ã cã tªn nµy	0	5000	2	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
L­u Tinh 	0	10	29	\spr\item\equip\horse\horse042.spr	40	2	3	Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi nhanh nh­ l­u tinh, tõ ®ã cã tªn nµy	0	5000	3	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
L­u Tinh 	0	10	29	\spr\item\equip\horse\horse042.spr	40	2	3	Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi nhanh nh­ l­u tinh, tõ ®ã cã tªn nµy	0	5000	4	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
L­u Tinh 	0	10	29	\spr\item\equip\horse\horse042.spr	40	2	3	Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi nhanh nh­ l­u tinh, tõ ®ã cã tªn nµy	0	5000	5	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
L­u Tinh 	0	10	29	\spr\item\equip\horse\horse042.spr	40	2	3	Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi nhanh nh­ l­u tinh, tõ ®ã cã tªn nµy	0	5000	6	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
L­u Tinh 	0	10	29	\spr\item\equip\horse\horse042.spr	40	2	3	Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi nhanh nh­ l­u tinh, tõ ®ã cã tªn nµy	0	5000	7	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
L­u Tinh 	0	10	29	\spr\item\equip\horse\horse042.spr	40	2	3	Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi nhanh nh­ l­u tinh, tõ ®ã cã tªn nµy	0	5000	8	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
L­u Tinh 	0	10	29	\spr\item\equip\horse\horse042.spr	40	2	3	Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi nhanh nh­ l­u tinh, tõ ®ã cã tªn nµy	0	5000	9	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
L­u Tinh 	0	10	29	\spr\item\equip\horse\horse042.spr	40	2	3	Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi nhanh nh­ l­u tinh, tõ ®ã cã tªn nµy	0	5000	10	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Phiªn Vò 	0	10	30	\spr\item\equip\horse\horse012.spr	40	2	3	Mét trong t¸m con danh c©u cña Chu Môc V­¬ng	5	500000	1	0	111	100%	100%	243	100	100	85	500	500	150	500	500	114	10	10	139	1	1															
