NpcAction	FightStand	NormalStand1	NormalStand2	FightWalk	NormalWalk	FightRun	NormalRun	Wound	Die	Attack1	Attack2	Magic	SitDown	JunpFly
ktboss020	"64,8,130"	"64,8,160"	"64,8,160"	"128,8,120"	"128,8,120"	"128,8,120"	"128,8,120"	"64,8,70"	"128,8,100"	"96,8,70"	"96,8,80"	"96,8,80"	"64,8,160"	"128,8,120"
ktboss022	"96,8,60"	"64,8,90"	"64,8,90"	"128,8,50"	"128,8,50"	"128,8,50"	"128,8,50"	"48,8,80"	"80,8,120"	"72,8,90"	"72,8,80"	"72,8,80"	"64,8,90"	"128,8,50"
ktboss023	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"56,8,100"	"88,8,100"	"104,8,85"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"
ktboss024	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,95"	"96,8,95"	"96,8,95"	"96,8,95"	"56,8,90"	"120,8,95"	"80,8,75"	"104,8,80"	"104,8,80"	"96,8,100"	"96,8,95"
ktboss027	"96,8,100"	"96,8,100"	"96,8,100"	"64,8,100"	"64,8,100"	"64,8,100"	"64,8,100"	"56,8,80"	"80,8,100"	"64,8,100"	"72,8,95"	"72,8,95"	"96,8,100"	"64,8,100"
ktboss028	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"56,8,100"	"120,8,100"	"96,8,75"	"104,8,70"	"104,8,70"	"96,8,100"	"96,8,100"
ktboss029	"80,8,80"	"8,8,1"	"8,8,1"	"80,8,80"	"80,8,80"	"80,8,80"	"80,8,80"	"80,8,80"	"72,8,100"	"96,8,80"	"144,8,100"	"144,8,100"	"8,8,1"	"80,8,80"
ktboss030	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,70"	"112,8,111"	"160,8,70"	"176,8,70"	"176,8,70"	"80,8,111"	"80,8,111"
ktboss031	"112,8,1"	"16,8,1"	"16,8,1"	"64,8,111"	"64,8,111"	"64,8,111"	"64,8,111"	"96,8,1"	"88,8,1"	"160,8,1"	"160,8,1"	"160,8,1"	"16,8,1"	"64,8,111"
ktboss032	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss033	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss034	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss035	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss036	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss037	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss109	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss110	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss112	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss113	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss114	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss115	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss116	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss117	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss118	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss118_1	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss119	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss120	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss1201	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss121	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss1211	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss122	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss123	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss124	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss125	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss126	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss127	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss128	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss129	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss130	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss131	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss132	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss133	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss134	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss135	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss136	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss137	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss137_1	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss137_2	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss138	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss138_1	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss138_2	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss139	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss139_1	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss139_2	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss140	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss140_1	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss140_2	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss141	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss141_1	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss141_2	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss142	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss144	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss144_1	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss144_2	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss145	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss145_1	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss145_2	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss146	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss146_1	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss146_2	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss148	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss149	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss150	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss151	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktboss152	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
ktcritter000	"64,8,111"	"64,8,111"	"128,8,111"	"64,8,70"	"64,8,70"	"64,8,70"	"64,8,70"						"128,8,111"	"64,8,70"
ktcritter001	"80,8,120"	"80,8,120"	"96,8,140"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"56,8,100"	"80,8,160"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,140"	"96,8,100"
ktcritter002	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,95"	"96,8,95"	"96,8,95"	"96,8,95"						"96,8,100"	"96,8,95"
ktcritter003	"80,8,100"	"80,8,100"	"72,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"						"72,8,100"	"96,8,100"
ktcritter004	"64,8,150"	"64,8,150"	"64,8,150"	"64,8,80"	"64,8,80"	"64,8,80"	"64,8,80"						"64,8,150"	"64,8,80"
ktcritter005	"64,8,160"	"64,8,160"	"104,8,140"	"64,8,120"	"64,8,120"	"64,8,120"	"64,8,120"						"104,8,140"	"64,8,120"
ktcritter006	"64,8,160"	"64,8,160"	"104,8,140"	"64,8,120"	"64,8,120"	"64,8,120"	"64,8,120"						"104,8,140"	"64,8,120"
ktcritter007	"80,8,111"	"80,8,111"	"112,8,150"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"						"112,8,150"	"80,8,111"
ktcritter008	"80,8,111"	"80,8,111"	"128,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"						"128,8,111"	"80,8,111"
ktcritter009	"64,8,150"	"64,8,150"	"192,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"						"192,8,120"	"96,8,120"
ktcritter010	"13,1,120"	"13,1,120"	"25,1,100"										"25,1,100"	
ktcritter011	"96,8,120"	"96,8,120"	"192,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"						"192,8,120"	"96,8,120"
ktcritter012	"80,8,111"	"80,8,111"	"144,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"						"144,8,111"	"80,8,111"
ktcritter013	"96,8,100"	"96,8,100"	"128,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"						"128,8,100"	"96,8,100"
ktcritter014	"128,8,100"	"128,8,100"	"96,8,100"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"						"96,8,100"	"96,8,80"
ktcritter015	"128,8,100"	"128,8,100"	"96,8,100"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"						"96,8,100"	"96,8,80"
ktcritter016a				"80,8,60"	"80,8,60"	"80,8,60"	"80,8,60"							
ktcritter016b	"128,8,120"	"128,8,120"	"208,8,90"	"160,8,110"	"160,8,110"	"160,8,110"	"160,8,110"						"208,8,90"	"160,8,110"
ktcritter017	"128,8,120"	"128,8,120"	"128,8,90"	"160,8,100"	"160,8,100"	"160,8,100"	"160,8,100"						"128,8,90"	"160,8,100"
ktcritter018	"80,8,111"	"80,8,111"	"240,8,111"	"64,8,140"	"64,8,140"	"64,8,140"	"64,8,140"						"240,8,111"	"64,8,140"
ktcritter019	"64,8,90"	"64,8,90"	"96,8,120"	"64,8,120"	"64,8,120"	"64,8,120"	"64,8,120"						"96,8,120"	"64,8,120"
ktcritter020				"80,8,120"	"80,8,120"	"80,8,120"	"80,8,120"							
ktcritter021	"48,8,120"	"48,8,120"	"88,8,120"	"64,8,30"	"64,8,30"	"64,8,30"	"64,8,30"						"88,8,120"	"64,8,30"
ktcritter022	"64,8,111"	"64,8,111"	"64,8,111"	"64,8,40"	"64,8,40"	"64,8,40"	"64,8,40"	"56,8,100"	"80,8,120"	"128,8,100"	"128,8,100"	"128,8,100"	"64,8,111"	"64,8,40"
ktcritter023	"208,8,111"	"208,8,111"	"408,8,120"										"408,8,120"	
ktcritter024a	"80,8,20"	"80,8,20"	"136,8,30"	"80,8,1"	"80,8,1"	"80,8,1"	"80,8,1"						"136,8,30"	"80,8,1"
ktcritter024b	"80,8,1"	"80,8,1"	"136,8,1"	"80,8,1"	"80,8,1"	"80,8,1"	"80,8,1"						"136,8,1"	"80,8,1"
ktcritter025	"64,8,120"	"64,8,120"	"64,8,120"	"64,8,120"	"64,8,120"	"64,8,120"	"64,8,120"						"64,8,120"	"64,8,120"
ktcritter026				"192,8,50"	"192,8,50"	"192,8,50"	"192,8,50"							
ktcritter028	"80,8,120"	"80,8,120"	"136,8,120"	"64,8,140"	"64,8,140"	"64,8,140"	"64,8,140"						"136,8,120"	"64,8,140"
ktcritter029	"96,8,120"	"96,8,120"	"96,8,160"	"64,8,60"	"64,8,60"	"64,8,60"	"64,8,60"						"96,8,160"	"64,8,60"
ktcritter031aa	"12,1,100"	"12,1,100"	"12,1,100"										"12,1,100"	
ktcritter031ab	"12,1,100"	"12,1,100"	"12,1,100"										"12,1,100"	
ktcritter031ba	"12,1,100"	"12,1,100"	"12,1,100"										"12,1,100"	
ktcritter031bb	"12,1,100"	"12,1,100"	"12,1,100"										"12,1,100"	
ktcritter031ca	"12,1,100"	"12,1,100"	"12,1,100"										"12,1,100"	
ktcritter031cb	"12,1,100"	"12,1,100"	"12,1,100"										"12,1,100"	
ktcritter031da	"12,1,100"	"12,1,100"	"12,1,100"										"12,1,100"	
ktcritter031db	"12,1,100"	"12,1,100"	"12,1,100"										"12,1,100"	
ktcritter032	"48,8,120"	"48,8,120"	"64,8,130"	"48,8,100"	"48,8,100"	"48,8,100"	"48,8,100"	"48,8,130"	"88,8,167"	"72,8,150"	"72,8,150"	"72,8,150"	"64,8,130"	"48,8,100"
ktcritter033	"80,8,50"	"80,8,50"	"80,8,30"	"64,8,10"	"64,8,10"	"64,8,10"	"64,8,10"	"40,8,120"	"80,8,100"	"88,8,80"	"88,8,80"	"88,8,80"	"80,8,30"	"64,8,10"
ktcritter034	"64,8,120"	"64,8,120"	"128,8,120"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"						"128,8,120"	"96,8,80"
ktcritter035	"64,8,120"	"64,8,120"	"104,8,140"										"104,8,140"	
ktcritter036	"80,8,140"	"80,8,140"	"144,8,140"	"80,8,140"	"80,8,140"	"80,8,140"	"80,8,140"						"144,8,140"	"80,8,140"
ktcritter037	"80,8,140"	"80,8,140"	"128,8,140"	"64,8,140"	"64,8,140"	"64,8,140"	"64,8,140"						"128,8,140"	"64,8,140"
ktcritter038	"80,8,111"	"80,8,111"	"128,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"						"128,8,111"	"80,8,111"
ktcritter039a	"80,8,120"	"80,8,120"	"160,8,120"	"64,8,140"	"64,8,140"	"64,8,140"	"64,8,140"						"160,8,120"	"64,8,140"
ktcritter039b	"96,8,100"	"96,8,111"	"192,8,111"	"96,8,111"	"96,8,111"	"96,8,111"	"96,8,111"	"56,8,120"	"112,8,100"	"112,8,120"	"96,8,120"	"96,8,120"	"192,8,111"	"96,8,111"
ktcritter040	"64,8,160"	"64,8,160"	"64,8,160"	"64,8,160"	"64,8,160"	"64,8,160"	"64,8,160"						"64,8,160"	"64,8,160"
ktcritter041	"80,8,111"	"80,8,111"	"144,8,111"	"176,8,111"	"176,8,111"	"176,8,111"	"176,8,111"						"144,8,111"	"176,8,111"
ktcritter042a	"12,1,100"	"12,1,100"	"12,1,100"										"12,1,100"	
ktcritter042b	"12,1,100"	"12,1,100"	"12,1,100"										"12,1,100"	
ktcritter043	"80,8,111"	"80,8,111"	"128,8,180"										"128,8,180"	
ktcritter044	"10,1,111"	"10,1,111"	"50,1,100"										"50,1,100"	
ktcritter045	"12,1,111"	"12,1,111"	"16,1,111"										"16,1,111"	
ktcritter047a	"10,1,160"	"10,1,160"	"15,1,180"										"15,1,180"	
ktcritter047b	"10,1,160"	"10,1,160"	"15,1,180"										"15,1,180"	
ktcritter048	"96,8,150"	"96,8,150"	"96,8,150"										"96,8,150"	
ktcritter048a	"12,1,150"	"12,1,150"	"12,1,120"										"12,1,120"	
ktcritter048b	"12,1,150"	"12,1,150"	"12,1,120"										"12,1,120"	
ktcritter049a	"10,1,80"	"10,1,80"	"14,1,120"										"14,1,120"	
ktcritter049b	"10,1,80"	"10,1,80"	"14,1,120"										"14,1,120"	
ktcritter050	"64,8,120"	"64,8,120"	"128,8,150"										"128,8,150"	
ktcritter051	"96,8,120"	"96,8,120"	"96,8,160"										"96,8,160"	
ktcritter052	"16,1,110"	"16,1,110"	"16,1,110"										"16,1,110"	
ktcritter053a	"18,1,111"	"18,1,111"	"17,1,111"										"17,1,111"	
ktcritter053b	"18,1,111"	"18,1,111"	"17,1,111"										"17,1,111"	
ktcritter054	"96,8,111"	"136,8,80"	"96,8,80"	"96,8,111"	"96,8,111"	"96,8,111"	"96,8,111"	"56,8,111"	"96,8,120"	"120,8,60"	"120,8,70"	"120,8,70"	"96,8,80"	"96,8,111"
ktcritter055	"80,8,111"	"80,8,111"	"144,8,111"										"144,8,111"	
ktcritter056a	"20,1,111"	"20,1,111"	"20,1,111"										"20,1,111"	
ktcritter056b	"20,1,111"	"20,1,111"	"20,1,111"										"20,1,111"	
ktcritter057a	"26,1,80"	"26,1,80"	"26,1,80"										"26,1,80"	
ktcritter057b	"26,1,80"	"26,1,80"	"26,1,80"										"26,1,80"	
ktcritter058a	"16,1,130"	"16,1,130"	"19,1,100"										"19,1,100"	
ktcritter058b	"16,1,130"	"16,1,130"	"19,1,100"										"19,1,100"	
ktcritter059a	"8,1,120"	"8,1,120"	"13,1,120"										"13,1,120"	
ktcritter060	"41,1,130"	"41,1,130"	"41,1,130"										"41,1,130"	
ktcritter061	"160,8,120"	"160,8,120"	"160,8,120"										"160,8,120"	
ktcritter062	"64,8,120"	"64,8,120"	"120,8,120"										"120,8,120"	
ktcritter063	"96,8,100"	"96,8,100"	"144,8,100"	"96,8,85"	"96,8,85"	"96,8,85"	"96,8,85"						"144,8,100"	"96,8,85"
