MissleId	MissleName	MoveKind	FollowKind	ColFollowTarget	MissleHeight	CollidRange	IsRangeDmg	DmgRange	DmgInterval	LifeTime	Speed	Zspeed	Zacc	LoopPlay	SubLoop	SubStart	SubStop	ResponseSkill	CanDestroy	ColVanish	CanSlow	CanColFriend	AutoExplode	MissRate	Param1	Param2	Param3	MultiShow	AnimFile1	AnimFileInfo1	SndFile1	AnimFile2	AnimFileInfo2	SndFile2	AnimFile3	AnimFileInfo3	SndFile3	AnimFile4	AnimFileInfo4	SndFile4	AnimFileB1	AnimFileInfoB1	SndFileB1	AnimFileB2	AnimFileInfoB2	SndFileB2	AnimFileB3	AnimFileInfoB3	SndFileB3	AnimFileB4	AnimFileInfoB4	SndFileB4	RedLum	GreenLum	BlueLum	LightRadius
160	L«i Kİch ThuËt 	0	0	0	20	2	1	2	6	27	0	0	0	0	1	1	60	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\tm\À×»÷Êõ.spr	27,1,1	\sound\skill\Åùö¨µ¯.wav	\spr\skill\tm\À×»÷Êõ.spr	27,1,1	\sound\skill\Åùö¨µ¯.wav			\sound\skill\sound_k038.wav				\spr\skill\ÌÆÃÅ\bz_du3_±¬Õ¨.spr	16,1,1	\sound\skill\Åùö¨µ¯.wav	\spr\skill\ÌÆÃÅ\bz_du3_±¬Õ¨.spr	16,1,1					239	146	82	90
161	Lo¹n Hoµn Kİch	0	0	1	15	2	1	2	13	1080	0	0	0	1	1	1	30	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\tm\xj_×ÏÉ«ÏİÚå.spr	1080,1,1																				255	255	231	90
162	Lo¹n Hoµn Kİch 	0	0	0	20	2	1	2	6	27	0	0	0	0	1	1	60	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\tm\bz_×ÏÉ«ÏİÚå.spr	27,1,1	\sound\skill\Åùö¨µ¯.wav	\spr\skill\tm\bz_×ÏÉ«ÏİÚå.spr	27,1,1				\sound\skill\sound_k038.wav													239	146	82	90
163	¢m Phong Thùc Cèt 	0	0	0	20	3	1	3	12	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\wu\Òõ·çÊ´¹Ç.spr	20,1,1																				140	207	156	90
164	Thiªn C­¬ng §éc Thñ 	0	0	0	20	3	1	3	6	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\Îå¶¾½Ì\wdu_04_¾ÅÒõ°×¹Ç×¥.spr	8,1,1		\spr\skill\Îå¶¾½Ì\wdu_04_¾ÅÒõ°×¹Ç×¥ÏûÍö.spr	13,1,4																	140	207	156	90
165	HuyÒn ¢m Tr¶m 	1	0	1	10	1	0	1	0	16	40	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\wu\ĞşÚ¤ÎüĞÇ.spr	128,16,1	\sound\skill\ÓÄÚ¤÷¼÷Ã.wav				\spr\skill\Îå¶¾½Ì\bz_du2_±¬Õ¨.spr	6,1,1	\sound\skill\ÆÕÍ¨±¬Õ¨.wav													140	207	156	90
166	Phi Long T¹i Thiªn 	5	0	1	10	1	0	1	0	24	30	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\Ø¤°ï\mag_gb_05_¿ºÁúÓĞ»Ú.spr	80,16,1	\sound\skill\¿ºÁúÎŞ»Ú.wav				\spr\skill\Ø¤°ï\mag_gb_bz5_±¬Õ¨Ğ§¹û.spr	6,1,2	\sound\skill\sound_k037.wav													255	174	60	90
167	Long ChiÕn ¦ D· 	0	0	1	10	3	0	3	15	15	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\gb\ÁúÕ½ÓÚÒ°.spr	15,1,1	\sound\skill\sound_k044.wav																			239	146	82	90
168	Thiªn H¹ V« CÈu 	5	0	1	10	1	0	1	0	32	24	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\Ø¤°ï\mag_gb_04_ÌìÏÂÎŞ¹·.spr	64,16,1	\sound\skill\ÌìÏÂÎŞ¹·.wav				\spr\skill\ÌìÈÌ\mag_bz_huo3_±¬Õ¨Ğ§¹û.spr	18,1,2														255	174	60	90
169	V©n Long Kİch	1	0	1	10	1	0	1	0	6	32	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\À¥ÂØ\kl_02_¼²µç·¨a.spr	160,16,1	\sound\skill\ÁÒ»ğÇéÌì.wav				\spr\skill\tr\ÔÆÁú»÷.spr	6,1,1	\sound\skill\sound_k037.wav													239	146	82	90
170	NghiÖp Háa Phµn Thµnh 	1	0	1	10	4	1	4	3	33	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\tr\Òµ»ğ·Ù³Ç.spr	35,1,1																				239	146	82	90
171	Thiªn Ngo¹i L­u Tinh	0	0	0	320	1	0	1	10	14	0	-81920	1024	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0				\spr\skill\tr\zd_Òµ»ğ·Ù³Ç.spr	18,1,1		\spr\skill\ÌìÈÌ\mag_bz_huo3_±¬Õ¨Ğ§¹û.spr	6,1,1		\spr\skill\ÌìÈÌ\mag_bz_huo3_±¬Õ¨Ğ§¹û.spr	6,1,1	\sound\skill\sound_k037.wav													156	211	255	90
172	Thiªn §Şa V« Cùc 	1	0	1	10	1	0	1	0	10	32	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0				\spr\skill\Îäµ±\wd_10_ÎŞÎÒÎŞ½£.spr	96,16,1																				255	255	231	90
173	Thiªn §Şa V« Cùc  	0	0	1	15	4	1	4	4	20	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\wd\ÌìµØÎŞ¼«.spr	20,1,1	\sound\skill\°ş¼«¶ø¸´.wav																			255	255	231	90
174	Thiªn §Şa V« Cùc  	0	0	1	15	4	1	4	12	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\Îäµ±\wd_05_°ş¼°¶ø¸´.spr	12,1,1	\sound\skill\°ş¼«¶ø¸´.wav																			255	255	231	90
175	Nh©n KiÕm Hîp NhÊt  	1	0	1	10	1	0	1	0	6	32	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\ÌÆÃÅ\tm_11_µçµØÀ×.spr	160,16,1	\sound\skill\²×º£Ã÷ÔÂ.wav																			239	231	189	90
176	Th¸i Cùc KiÕm ı 	0	0	0	2	2	1	2	11	9	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0				\spr\skill\Îäµ±\wd_09_ÈË½£ºÏÒ»½£.spr	11,1,1					\spr\skill\Îäµ±\Bz_dian1_±¬Õ¨.spr	8,1,1	\sound\skill\sound_k040.wav													255	255	255	90
177	Nh©n KiÕm Hîp NhÊt 	1	0	0	2	1	0	1	0	11	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\Îäµ±\wd_03_Ìì¼Ê¾ªÀ×.spr	17,1,1	\sound\skill\½£·É¾ªÌì.wav																			255	255	255	90
178	Ng¹o TuyÕt Tiªu Phong 	1	0	1	10	1	1	4	4	16	31	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\À¥ÂØ\kl_03_¿ñ·çÖèµç.spr	20,1,1	\sound\skill\¿ñ·çÖèµç.wav				\spr\skill\À¥ÂØ\Bz_dian3_±¬Õ¨.spr	8,1,1														255	255	239	90
179	KhiÕu Phong Tam Liªn Kİch	0	0	1	15	2	0	2	5	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\kl\°ÁÑ©Ïô·ç.spr	54,1,1	\sound\skill\°ş¼«¶ø¸´.wav																			255	255	231	90
180	TriÒn Tù QuyÕt 	0	0	1	10	2	1	2	20	20	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\À¥ÂØ\Bz_dian4_±¬Õ¨.spr	15,1,1	\sound\skill\Å­À×Ö¸.wav				\spr\skill\Îäµ±\Bz_dian1_±¬Õ¨.spr	8,1,1	\sound\skill\sound_k040.wav													239	231	189	90
181	L«i ®éng Cöu Thiªn 	0	0	1	18	2	0	2	10	12	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\kl\À×¶¯¾ÅÌì.spr	6,1,2					\spr\skill\À¥ÂØ\Bz_dian3_±¬Õ¨.spr	8,1,1														255	255	239	90
182	Thiªn §Şa V« Cùc Né L«i ChØ 	1	0	1	10	1	0	1	0	40	10	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\Îäµ±\wd_01_Å­À×Ö¸.spr	160,16,1	\sound\skill\Å­À×Ö¸.wav				\spr\skill\Îäµ±\Bz_dian1_±¬Õ¨.spr	8,1,1	\sound\skill\sound_k040.wav													239	231	189	90
183	Minh NguyÖt V« T©m 	1	0	1	10	1	0	1	0	3	20	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0				\spr\skill\Îäµ±\wd_02_²×º£Ã÷ÔÂ.spr	8,1,1	\sound\skill\²×º£Ã÷ÔÂ.wav				\spr\skill\Îäµ±\Bz_dian1_±¬Õ¨.spr	8,1,1														189	239	239	90
184	V©n Long Kİch  	1	0	1	10	1	0	1	0	6	10	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\ÌìÈÌ\mag_tr_01_²ĞÑôÈçÑ©.spr	48,16,1	\sound\skill\ÁÒ»ğÇéÌì.wav				\spr\skill\ÌìÈÌ\mag_bz_huo1_±¬Õ¨Ğ§¹û.spr	18,1,2	\sound\skill\sound_k037.wav													239	146	82	90
185	Ma Viªm T¹i Thiªn  	1	0	1	10	2	1	2	7	28	4	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\ÌìÈÌ\mag_tr_02_ÍÆÉ½Ìîº£_a1.spr	31,1,2	\sound\skill\ÍÆÉ½Ìîº£.wav	\spr\skill\ÌìÈÌ\mag_tr_02_ÍÆÉ½Ìîº£_a2.spr	10,1,2				\sound\skill\sound_k038.wav				\spr\skill\ÌìÈÌ\mag_tr_02_ÍÆÉ½Ìîº£_b1.spr	31,1,2	\sound\skill\sound_k036.wav	\spr\skill\ÌìÈÌ\mag_tr_02_ÍÆÉ½Ìîº£_b2.spr	10,1,2					239	146	82	90
186	Phong S­¬ng To¸i ¶nh 	0	0	1	10	3	1	3	13	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\em\em_±ùĞÄèóÒô.spr	40,1,1					\spr\skill\¶ëáÒ\mag_bz_bin1_±¬Õ¨Ğ§¹û.spr	7,1,2	\sound\skill\sound_k045.wav													156	211	255	90
187	B¨ng T©m Ngäc L¨ng 	0	0	1	10	2	1	2	13	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\cy\±ùĞÄÑ©Á«01.spr	20,1,1					\spr\skill\¶ëáÒ\mag_bz_bin1_±¬Õ¨Ğ§¹û.spr	7,1,2	\sound\skill\sound_k045.wav													156	211	255	90
188	B¨ng T©m TuyÕt Liªn 	0	0	1	10	3	1	3	13	22	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\cy\±ùĞÄÑ©Á«±¬Õ¨.spr	22,1,1					\spr\skill\¶ëáÒ\mag_bz_bin1_±¬Õ¨Ğ§¹û.spr	7,1,2	\sound\skill\sound_k045.wav													156	211	255	90
189	Tam Tinh LiÖt 	1	0	1	10	1	1	1	0	16	20	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	200	0				\spr\skill\Îå¶¾½Ì\wdu_02_´óÊÖÓ¡.spr	10,1,1	\sound\skill\ÓÄÚ¤÷¼÷Ã.wav				\spr\skill\Îå¶¾½Ì\bz_du2_±¬Õ¨.spr	6,1,1	\sound\skill\ÆÕÍ¨±¬Õ¨.wav													140	207	156	90
190	B¸ch §éc Xuyªn T©m 	3	0	1	10	3	1	3	0	24	20	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	64	0				\spr\skill\Îå¶¾½Ì\wdu_02_´óÊÖÓ¡.spr	10,1,1	\sound\skill\ÓÄÚ¤÷¼÷Ã.wav				\spr\skill\Îå¶¾½Ì\bz_du2_±¬Õ¨.spr	6,1,1	\sound\skill\ÆÕÍ¨±¬Õ¨.wav													140	207	156	90
191	Th«i Song Väng NguyÖt	1	0	1	10	1	0	1	0	16	32	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0				\spr\skill\em\em_·çËªËéÓ°_Æ½·É.spr	96,16,1	\sound\skill\²»Ãğ²»¾ø.wav				\spr\skill\¶ëáÒ\mag_em_bin4_±¬Õ¨Ğ§¹û.spr	6,1,1	\sound\skill\µ¶½£´ÌÖĞÉù.wav													156	211	255	90
192	Ngù Phong thuËt	3	0	1	10	3	1	3	4	160	31	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	64	0				\spr\skill\À¥ÂØ\kl_01_ºô·ç·¨.spr	15,1,1	\sound\skill\¿ñ·çÖèµç.wav				\spr\skill\À¥ÂØ\Bz_dian3_±¬Õ¨.spr	8,1,1														255	255	239	90
193	B×nh §Şa H¸m L«i 	0	0	1	18	2	1	2	4	12	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\tm\À×»÷Êõ.spr	27,1,1					\spr\skill\À¥ÂØ\Bz_dian3_±¬Õ¨.spr	8,1,1														255	255	239	90
194	Truy Phong §éc C¸t 	1	0	1	10	1	0	1	0	3	32	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\²¹³ä\mag_spe_bo_ÂÌ.spr	320,32,1	\sound\skill\ÓÄÚ¤÷¼÷Ã.wav				\spr\skill\Îå¶¾½Ì\bz_du2_±¬Õ¨.spr	6,1,1	\sound\skill\ÆÕÍ¨±¬Õ¨.wav													140	207	156	90
195	TiÒm Long T¹i Uyªn	0	0	1	10	3	0	3	15	15	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\ÌìÈÌ\mag_bz_huo3_±¬Õ¨Ğ§¹û.spr	6,1,1	\sound\skill\sound_k044.wav																			239	146	82	90
196	Phong QuyÓn Tµn TuyÕt (¶nh ®éng) 	1	0	0	5	3	0	3	4	20	26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1				\spr\skill\´äÑÌ\mag_cy_02_·ç¾í²ĞÑ©_a.spr	7,1,1	\sound\skill\·ç¾í²ĞÑ©.wav										\spr\skill\´äÑÌ\mag_cy_02_·ç¾í²ĞÑ©_b.spr	7,1,1								156	211	255	90
197	TÊn L«i Chó 	1	0	1	10	1	0	1	0	16	30	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1				\spr\skill\À¥ÂØ\kl_02_¼²µç·¨a.spr	160,16,1	\sound\skill\Ñ¸À×Öä.wav				\spr\skill\À¥ÂØ\Bz_dian3_±¬Õ¨.spr	8,1,1	\sound\skill\sound_k040.wav				\spr\skill\À¥ÂØ\kl_02_¼²µç·¨b.spr	160,16,1								255	255	239	90
198	NPC ®¸nh xa (Kim) 	1	0	1	10	1	0	1	0	16	31	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\ÉÙÁÖ\bz_bo1_½ğ²¨.spr	320,32,1	\sound\skill\Å­À×Ö¸.wav				\spr\skill\Ø¤°ï\mag_gb_bz5_±¬Õ¨Ğ§¹û.spr	6,1,2	\sound\skill\sound_k037.wav													239	231	189	90
199	NPC ®¸nh xa (Kim) 	1	0	1	10	1	0	1	0	16	31	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\ÌÆÃÅ\tm_Ô¦·Éµ¶.spr	128,16,1	\sound\skill\¶á»êïÚ.wav				\spr\skill\Îå¶¾½Ì\bz_du2_±¬Õ¨.spr	6,1,1	\sound\skill\ÆÕÍ¨±¬Õ¨.wav													239	231	189	90
200	NPC ®¸nh xa (thñy) 	1	0	1	10	1	0	1	0	16	31	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\´äÑÌ\mag_cy_01_·çÔÆÍ»Æğ.spr	48,16,1	\sound\skill\·ç»¨Ñ©ÔÂ.wav				\spr\skill\´äÑÌ\mag_bz_bin6_±¬Õ¨Ğ§¹û.spr	16,1,1	\sound\skill\sound_k040.wav													239	231	189	90
201	NPC ®¸nh xa (háa) 	1	0	1	10	1	0	1	0	16	31	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\ÌìÈÌ\mag_tr_04_µ¯Ö¸ÁÒÑæ.spr	48,16,1	\sound\skill\Å­À×Ö¸.wav				\spr\skill\ÌìÈÌ\mag_bz_huo1_±¬Õ¨Ğ§¹û.spr	6,1,2	\sound\skill\sound_k037.wav													239	231	189	90
202	NPC ®¸nh xa (thæ) 	1	0	1	10	1	0	1	0	16	31	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\Îäµ±\wd_01_Å­À×Ö¸.spr	160,16,1	\sound\skill\Å­À×Ö¸.wav				\spr\skill\Îäµ±\Bz_dian1_±¬Õ¨.spr	8,1,1	\sound\skill\sound_k040.wav													239	231	189	90
203	npc chiÕn ®Êu	1	0	1	10	1	0	1	0	3	24	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0																									255	113	114	90
204	§éc Thİch Cèt  	0	0	0	20	2	0	2	15	16	0	0	0	0	1	1	60	0	0	0	0	0	0	0	0	0	0	1				\spr\skill\ÌÆÃÅ\bz_du3_±¬Õ¨.spr	16,1,1	\sound\skill\Åùö¨µ¯.wav	\spr\skill\ÌÆÃÅ\bz_du3_±¬Õ¨.spr	16,1,1				\sound\skill\sound_k038.wav				\spr\skill\ÌÆÃÅ\bz_du3_±¬Õ¨.spr	16,1,1	\sound\skill\Åùö¨µ¯.wav	\spr\skill\ÌÆÃÅ\bz_du3_±¬Õ¨.spr	16,1,1					239	146	82	90
205	H«n mª toµn bé 	0	0	1	15	16	1	16	13	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0										\spr\skill\Îäµ±\wd_05_°ş¼°¶ø¸´.spr	12,1,1	\sound\skill\Ñ¸À×Öä.wav													255	255	231	90
206	®ãng b¨ng toµn bé 	0	0	1	15	16	1	16	13	12	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\tm\bz_º®±ù´Ì.spr	27,1,1	\sound\skill\±ù±¬.wav													255	255	231	90
207	tróng ®éc toµn bé 	0	0	1	15	16	1	16	13	12	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\wu\Òõ·çÊ´¹Ç.spr	20,1,1	\sound\skill\ÑªÊÖ¶¾É±.wav													255	255	231	90
208	gi¶m tèc toµn bé 	0	0	1	15	16	1	16	13	12	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\À¥ÂØ\kl_12_ î¿°í·û.spr	16,1,1	\sound\skill\sound_k029.wav													255	255	231	90
209	Ng©n C©u ThiÕt Ho¹ch 	1	0	1	10	1	0	1	5	4	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										\spr\skill\sl\½ğÁúÌ½×¦.spr	6,1,1	\sound\skill\µ¶½£´ÌÖĞÉù.wav													181	203	255	0
210	H¶i Thiªn NhÊt TuyÕn 	1	0	1	10	1	0	1	0	6	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\ÉÙÁÖ\sl_01_Ä¦Ú­ÎŞÁ¿.spr	80,16,1					\spr\skill\sl\½ğÁúÌ½×¦.spr	6,1,1	\sound\skill\µ¶½£´ÌÖĞÉù.wav													181	203	255	0
211	Ph¸ Kh«ng Tr¶m ¶nh 	1	0	1	10	1	0	1	7	6	20	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\ÉÙÁÖ\bz_bo1_½ğ²¨.spr	320,32,1					\spr\skill\sl\½ğÁúÌ½×¦.spr	6,1,1	\sound\skill\µ¶½£´ÌÖĞÉù.wav													181	203	255	0
212	BÊt DiÖt S¸t ı 	0	0	1	10	3	1	3	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\ÉÙÁÖ\sl_03_ĞĞÁú²»Óê.spr	15,1,1	\sound\skill\ĞĞÁú²»Óê.wav				\spr\skill\sl\½ğÁúÌ½×¦.spr	6,1,1	\sound\skill\µ¶½£´ÌÖĞÉù.wav													181	203	255	0
213	H¾c S¸t ThÇn Sa 	1	0	1	10	1	0	1	12	11	30	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\ÌÆÃÅ\tm_10_»ğµØÀ×.spr	160,16,1					\spr\skill\Îå¶¾½Ì\bz_du1_±¬Õ¨.spr	13,1,1	\sound\skill\Åùö¨µ¯.wav													148	219	255	0
214	Thiªn Thï V¹n §éc  	100	0	1	10	1	0	1	0	30	21	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\Îå¶¾½Ì\wdu_01_¶¾É°ÕÆ.spr	160,16,1					\spr\skill\Îå¶¾½Ì\bz_du1_±¬Õ¨.spr	13,1,1	\sound\skill\Åùö¨µ¯.wav													148	219	255	0
215	Bi Ma HuyÕt Quang 	1	0	1	10	2	0	3	34	20	18	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\ÌÆÃÅ\tm_05_¶àÏò¼ı.spr	160,16,1					\spr\skill\Îå¶¾½Ì\wdu_02_´óÊÖÓ¡.spr	10,1,1	\sound\skill\Åùö¨µ¯.wav													148	219	255	0
216	C« Yªn Trôc V©n 	1	0	1	10	3	1	4	21	20	18	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\ÌÆÃÅ\Ğ¡Àî·Éµ¶.spr	64,16,1					\spr\skill\ÌÆÃÅ\bz_du3_±¬Õ¨.spr	16,1,1	\sound\skill\Åùö¨µ¯.wav													148	219	255	0
217	TriÒu Khëi NguyÖt Doanh 	1	0	1	10	1	0	1	0	15	20	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\¶ëáÒ\mag_em_02_ËÄÏóÍ¬¹é.spr	64,16,1					\spr\skill\´äÑÌ\mag_bz_bin7_±¬Õ¨Ğ§¹û.spr	18,1,1	\sound\skill\±ù±¬.wav													148	219	255	0
218	V¹n LiÔu Phiªu Phong  	0	0	1	10	1	0	1	2	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0										\spr\skill\¶ëáÒ\mag_bz_bin2_±¬Õ¨Ğ§¹û.spr	6,1,1	\sound\skill\±ù±¬.wav													148	219	255	0
219	TuyÕt ¸nh Hång TrÇn  	1	0	1	300	4	1	4	31	30	0	0	2048	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\em\em_·çËªËéÓ°_ÏÂÂä.spr	16,1,1					\spr\skill\¶ëáÒ\mag_bz_bin3_±¬Õ¨Ğ§¹û.spr	19,1,2	\sound\skill\±ù±¬.wav													148	219	255	0
220	S­¬ng D· Tiªn Tung 	0	0	1	10	1	0	1	0	16	15	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0					128,16,1					\spr\skill\¶ëáÒ\mag_bz_bin3_±¬Õ¨Ğ§¹û.spr	19,1,1	\sound\skill\±ù±¬.wav													148	219	255	0
221	Viªm Long Chi Bµo  	1	0	1	10	1	0	1	0	12	15	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\Ø¤°ï\mag_gb_05_¿ºÁúÓĞ»Ú.spr	80,16,1					\spr\skill\ÌìÈÌ\mag_bz_huo1_±¬Õ¨Ğ§¹û.spr	6,1,1	\sound\skill\sound_k037.wav													148	219	255	0
222	TriÒu D­¬ng LiÖt DiÖm	1	0	1	10	1	0	1	0	14	20	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0				\spr\skill\ÌìÈÌ\mag_tr_04_µ¯Ö¸ÁÒÑæ.spr	48,16,1					\spr\skill\ÌìÈÌ\mag_bz_huo3_±¬Õ¨Ğ§¹û.spr	6,1,1	\sound\skill\sound_k037.wav													148	219	255	0
223	Nh­ NhËt Trung Thiªn 	0	0	0	20	2	1	2	31	30	0	0	0	1	1	20	30	0	0	0	0	0	0	0	0	0	0	1				\spr\skill\ÌìÈÌ\mag_tr_02_ÍÆÉ½Ìîº£_a1.spr	31,1,2	\sound\skill\ÍÆÉ½Ìîº£.wav	\spr\skill\ÌìÈÌ\mag_tr_02_ÍÆÉ½Ìîº£_a2.spr	10,1,2		\spr\skill\ÌìÈÌ\mag_bz_huo3_±¬Õ¨Ğ§¹û.spr	6,1,1	\sound\skill\sound_k037.wav				\spr\skill\ÌìÈÌ\mag_tr_02_ÍÆÉ½Ìîº£_b1.spr	31,1,2	\sound\skill\sound_k036.wav	\spr\skill\ÌìÈÌ\mag_tr_02_ÍÆÉ½Ìîº£_b2.spr	10,1,2					148	219	255	0
224	Xİ Kh«ng Háa Vò 	5	0	1	10	2	1	2	16	15	20	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\Ø¤°ï\mag_gb_02_ÑØÃÅÍĞ²§.spr	64,16,1					\spr\skill\ÌìÈÌ\mag_bz_huo4_±¬Õ¨Ğ§¹û.spr	16,1,1	\sound\skill\sound_k040.wav													148	219	255	0
225	Hçn Nguyªn Cµn Kh«n 	0	0	1	10	1	0	1	13	12	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0				\spr\skill\Îäµ±\wd_05_°ş¼°¶ø¸´.spr	12,1,1	\sound\skill\°ş¼«¶ø¸´.wav				\spr\skill\Îäµ±\Bz_dian1_±¬Õ¨.spr	8,1,1	\sound\skill\sound_k040.wav													148	219	255	0
226	Tr­êng Hµ L¹c NhËt 	0	0	1	10	2	1	3	17	16	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\Îäµ±\wd_03_Ìì¼Ê¾ªÀ×.spr	17,1,1	\sound\skill\½£·É¾ªÌì.wav				\spr\skill\Îäµ±\Bz_dian1_±¬Õ¨.spr	8,1,1	\sound\skill\sound_k040.wav													148	219	255	0
227	TËt Phong TÊn L«i 	0	0	1	10	1	0	1	0	20	18	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0				\spr\skill\kl\À×¶¯¾ÅÌì.spr	6,1,2	\sound\skill\¿ñ·çÖèµç.wav				\spr\skill\À¥ÂØ\kl_01_ºô·ç·¨.spr	15,1,1	\sound\skill\sound_k040.wav													148	219	255	0
228	V« ¶nh KiÕm QuyÕt 	1	0	1	10	1	0	1	0	15	22	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\Îäµ±\wd_10_ÎŞÎÒÎŞ½£.spr	96,16,1	\sound\skill\½£·É¾ªÌì.wav				\spr\skill\Îäµ±\Bz_dian1_±¬Õ¨.spr	8,1,1	\sound\skill\sound_k040.wav													148	219	255	0
229	Hoa Khİ §iÖp Vò 	0	0	0	18	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\²¹³ä\mag_spe_µÇÂ½.spr	20,1,1	\sound\skill\ÆÕÍ¨±¬Õ¨.wav													148	219	255	0
230	L­u Quang Phi Vò 	0	0	0	18	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\²¹³ä\mag_spe_µÇÂ¼.spr	20,1,1	\sound\skill\ÆÕÍ¨±¬Õ¨.wav													148	219	255	0
