SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	IsSaveCd	ClientSend	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetOther	TargetObj	TargetNoNpc	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc
°×½ðÀ¥ÂØ½£4		928		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	allskill_v	baijinkunlun_1_3																																								
°×½ðÀ¥ÂØµ¶4		929		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	allskill_v	baijinkunlun_2_3																																								
¶Ï»ê´Ì_BOSS×¨ÓÃ	C«ng kÝch ngo¹i c«ng  	930	100	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_41.spr		\sound\skill\sound_k005.wav	0	0	0	0	2	1	400	5	1	5	1	11	224	-1	1	0	9	0	1	0		0	2	0	27	27	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	35	0	32		5					0	0	0	-1	1	\script\skill\npc\tianwang.lua	physicsenhance_p	boss_duanhun	stun_p	boss_duanhun	deadlystrike_p	boss_duanhun	missle_speed_v	boss_duanhun	skill_attackradius	boss_duanhun	skill_cost_v	boss_duanhun	skill_param1_v	boss_duanhun	skill_param2_v	boss_duanhun		boss_duanhun		boss_duanhun		boss_duanhun		boss_duanhun		boss_duanhun		boss_duanhun		boss_duanhun		boss_duanhun		boss_duanhun		boss_duanhun		boss_duanhun		boss_duanhun		BOSS×¨ÓÃ¶Ï»ê´Ì
ÌìÍâÁ÷ÐÇ_boss	C«ng kÝch ngo¹i c«ng  	931	802	0	\spr\Ui\skill\Òµ»ð·Ù³Ç.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k002.wav	\sound\skill\sound_k009.wav	0	0	0	0	0	420	0	0	0	4	6	171	-1	1	1	11	1	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	363	80	20	-2	1	0	0	1	0	0	0				0	0	1	3	1	\script\skill\npc\tianren.lua	firedamage_v	boss_tianwai	skill_attackradius	boss_tianwai	skill_cost_v	boss_tianwai	skill_eventskilllevel	boss_tianwai	skill_vanishedevent	boss_tianwai	skill_showevent	boss_tianwai	addskillexp1	boss_tianwai	skill_skillexp_v	boss_tianwai	seriesdamage_p	boss_tianwai		boss_tianwai		boss_tianwai		boss_tianwai		boss_tianwai		boss_tianwai		boss_tianwai		boss_tianwai		boss_tianwai		boss_tianwai		boss_tianwai		boss_tianwai		ÌìÈÌµ¶·¨µÄ¸ß¼¶ÕÐÊ½£¬¶Ô´ó·¶Î§ÄÚBOSS×¨ÓÃµÄÌìÍâÁ÷ÐÇ
·Å±¬ÖñÌØÐ§		932		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_07.spr				0	0	0	0	0	160	0	0	0	0	7	284	-1	1	1	11	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	0	0	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\skillstate.lua																																										·Å±¬ÖñÌØÐ§
Cuång né ng­u	C«ng kÝch néi c«ng 	933	801	0	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\zhenyupotianjin.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	0	0	400	0	1	5	4	3	291	-1	8	1	11	20	0	0		0	0	0	1080	1080	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	934	0	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\npc\chunniu.lua	seriesdamage_p	chunniu	firedamage_v	chunniu	poisondamage_v	chunniu	physicsdamage_v	chunniu	colddamage_v	chunniu	lightingdamage_v	chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		§¸nh ra 8 qu¶ cÇu cã tèc ®é h¬i chËm nh­ng ®é s¸t th­¬ng cùc cao, ®ång thêi sau mét kho¶ng thêi gian sÏ ph¸t næ.
¿ñÅ£Ö®Å­×Ó¼¼ÄÜ	C«ng kÝch néi c«ng 	934	801	0	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\zhenyupotianjin.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	0	0	400	0	1	5	4	3	292	-1	16	1	11	0	0	0		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\npc\chunniu.lua	seriesdamage_p	chunniu	firedamage_v	chunniu	poisondamage_v	chunniu	physicsdamage_v	chunniu	colddamage_v	chunniu	lightingdamage_v	chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		Å£Ä§Íõ×¨ÓÃÎä¹¦¡£
M·nh ng­u c­êng tËp	C«ng kÝch néi c«ng 	935	801	0	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\miqipiaozong.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	400	0	2	10	4	3	293	-1	1	1	11	20	0	0		0	0	0	1080	1080	1	0	1	0	0	0	0	0	1	0	0	0	1	936	2	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\npc\chunniu.lua	seriesdamage_p	chunniu	firedamage_v	chunniu	poisondamage_v	chunniu	physicsdamage_v	chunniu	colddamage_v	chunniu	lightingdamage_v	chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		Phi tiªu sÏ tù ®éng phãng ra bèn phÝa
ÃÍÅ£Ç¿Ï®×Ó¼¼ÄÜ	C«ng kÝch néi c«ng 	936	801	0	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\miqipiaozong.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	400	0	1	5	4	3	294	-1	4	1	11	0	0	0		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\npc\chunniu.lua	seriesdamage_p	chunniuzidan	firedamage_v	chunniuzidan	poisondamage_v	chunniuzidan	physicsdamage_v	chunniuzidan	colddamage_v	chunniuzidan	lightingdamage_v	chunniuzidan		chunniuzidan		chunniuzidan		chunniuzidan		chunniuzidan		chunniuzidan		chunniuzidan		chunniuzidan		chunniuzidan		chunniuzidan		chunniuzidan		chunniuzidan		chunniuzidan		chunniuzidan		chunniuzidan		ÃÍÅ£×¨ÓÃÎä¹¦¡£
TiÓu ng­u l­u tinh ®an	C«ng kÝch néi c«ng 	937	801	0	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\chaoqiyueying.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	72	0	2	20	4	3	295	-1	3	1	11	20	0	0		0	0	0	1080	1080	1	0	1	0	0	0	0	0	1	0	0	0	1	938	10	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\npc\chunniu.lua	seriesdamage_p	chunniu	firedamage_v	chunniu	poisondamage_v	chunniu	physicsdamage_v	chunniu	colddamage_v	chunniu	lightingdamage_v	chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		SÏ phãng ra 3 viªn l­u tinh vµ lµ c¹m bÉy
Ð¡Å£Á÷ÐÇµ¯×Ó¼¼ÄÜ	C«ng kÝch néi c«ng 	938	304	0	\spr\Ui\skill\ÎåÐÐÏÝÚå.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	50	0	0	0	3	7	161	-1	1	1	11	1	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	352	0	0	80	20	-2	1	0	0	0		0					0	0	1	-1	1	\script\skill\tangmen.lua	firedamage_v	luanhuan_ji	poisondamage_v	luanhuan_ji	physicsdamage_v	luanhuan_ji	colddamage_v	luanhuan_ji	lightingdamage_v	luanhuan_ji	stun_p	luanhuan_ji	skill_cost_v	luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji	\script\skill\lvlup_luanhuan_ji.lua	C¹m bÉy tèi cao, giÉm ph¶i khã b¶o toµn sinh m¹ng.
Hµo quang Ng­u Ma V­¬ng	Vßng trßn  t¨ng c­êng thuéc tÝnh	939	503	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_42.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr			115	2	1	2	0	180	0	0	0	2	7	940	20	1	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	1	-1	1	\script\skill\npc\chunniu.lua	lifemax_v	niumowang	lifereplenish_v	niumowang	manareplenish_v	niumowang	fasthitrecover_v	niumowang	freezetimereduce_p	niumowang	poisontimereduce_p	niumowang	stuntimereduce_p	niumowang	allres_p	niumowang	allresmax_p	niumowang		niumowang		niumowang		niumowang		niumowang		niumowang		niumowang		niumowang		niumowang		niumowang		niumowang		niumowang		Ng­u Ma V­¬ng cã mét vßng hµo quang t¨ng c­êng lùc
Hµo quang h×nh viªn ®¹n cña Ng­u Ma V­¬ng		940		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_42.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	0	115	2	0	2	0	180	0	0	0	2	3	92	-1	1	1	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\npc\chunniu.lua	lifemax_v	niumowang	lifereplenish_v	niumowang	manareplenish_v	niumowang	fasthitrecover_v	niumowang	freezetimereduce_p	niumowang	poisontimereduce_p	niumowang	stuntimereduce_p	niumowang	allres_p	niumowang	allresmax_p	niumowang		niumowang		niumowang		niumowang		niumowang		niumowang		niumowang		niumowang		niumowang		niumowang		niumowang		niumowang		
Hµo quang m·nh ng­u	Vßng trßn  t¨ng c­êng thuéc tÝnh	941	503	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_42.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr			116	2	1	2	0	180	0	0	0	2	7	942	20	1	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	1	-1	1	\script\skill\npc\chunniu.lua	lifemax_v	mengniu	lifereplenish_v	mengniu	manareplenish_v	mengniu	fasthitrecover_v	mengniu	freezetimereduce_p	mengniu	poisontimereduce_p	mengniu	stuntimereduce_p	mengniu	allres_p	mengniu	allresmax_p	mengniu		mengniu		mengniu		mengniu		mengniu		mengniu		mengniu		mengniu		mengniu		mengniu		mengniu		mengniu		M·nh ng­u sÏ ®­îc trang bÞ 1 vßng hµo quang, ng­u khÝ v« tû
ÃÍÅ£¹â»·×Óµ¯		942		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_42.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	0	116	2	0	2	0	180	0	0	0	2	3	92	-1	1	1	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\npc\chunniu.lua	lifemax_v	mengniu	lifereplenish_v	mengniu	manareplenish_v	mengniu	fasthitrecover_v	mengniu	freezetimereduce_p	mengniu	poisontimereduce_p	mengniu	stuntimereduce_p	mengniu	allres_p	mengniu	allresmax_p	mengniu		mengniu		mengniu		mengniu		mengniu		mengniu		mengniu		mengniu		mengniu		mengniu		mengniu		mengniu		
Hµo quang th¸i ng­u	Vßng trßn  t¨ng c­êng thuéc tÝnh	943	503	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_42.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr			147	2	1	2	0	180	0	0	0	2	7	944	20	1	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	1	-1	1	\script\skill\npc\chunniu.lua	lifemax_v	cainiu	lifereplenish_v	cainiu	manareplenish_v	cainiu	fasthitrecover_v	cainiu	freezetimereduce_p	cainiu	poisontimereduce_p	cainiu	stuntimereduce_p	cainiu	allres_p	cainiu	allresmax_p	cainiu		cainiu		cainiu		cainiu		cainiu		cainiu		cainiu		cainiu		cainiu		cainiu		cainiu		cainiu		Th¸i ng­u sÏ ®­îc trang bÞ 1 vßng hµo quang
²ËÅ£¹â»·×Óµ¯		944		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_42.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	0	147	2	0	2	0	180	0	0	0	2	3	92	-1	1	1	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\npc\chunniu.lua	lifemax_v	cainiu	lifereplenish_v	cainiu	manareplenish_v	cainiu	fasthitrecover_v	cainiu	freezetimereduce_p	cainiu	poisontimereduce_p	cainiu	stuntimereduce_p	cainiu	allres_p	cainiu	allresmax_p	cainiu		cainiu		cainiu		cainiu		cainiu		cainiu		cainiu		cainiu		cainiu		cainiu		cainiu		cainiu		
Hµo quang Èn th©n	Vßng trßn  t¨ng c­êng thuéc tÝnh	945		2					117	0	1	2	0	180	0	0	0	0	7	950	1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\trap.lua	stun_p	conctrl																																								ÎÞ³ÜµÄÓÀ¾ÃÒþÉí¹â»·
test¹â»·	Vßng trßn  t¨ng c­êng thuéc tÝnh	946	503	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_42.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr			115	2	1	2	0	180	0	0	0	2	7	940	20	1	0	14	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	1	-1	1	\script\skill\npc\chunniu.lua	lifemax_v	niumowang	lifereplenish_v	niumowang	manareplenish_v	niumowang	fasthitrecover_v	niumowang	freezetimereduce_p	niumowang	poisontimereduce_p	niumowang	stuntimereduce_p	niumowang	allres_p	niumowang	allresmax_p	niumowang		niumowang		niumowang		niumowang		niumowang		niumowang		niumowang		niumowang		niumowang		niumowang		niumowang		niumowang		Ng­u Ma V­¬ng cã mét vßng hµo quang t¨ng c­êng lùc
testskill1	C«ng kÝch néi c«ng 	947	801	0	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\zhenyupotianjin.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	0	0	400	0	1	5	4	3	291	-1	8	1	11	20	0	0		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	934	0	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\npc\chunniu.lua	seriesdamage_p	chunniu	firedamage_v	chunniu	poisondamage_v	chunniu	physicsdamage_v	chunniu	colddamage_v	chunniu	lightingdamage_v	chunniu	anti_block_rate	chunniu	anti_allres_yan_p	chunniu	enhancehit_rate	chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		§¸nh ra 8 qu¶ cÇu cã tèc ®é h¬i chËm nh­ng ®é s¸t th­¬ng cùc cao, ®ång thêi sau mét kho¶ng thêi gian sÏ ph¸t næ.
testskill2	C«ng kÝch néi c«ng 	948	801	0	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\miqipiaozong.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	400	0	2	10	4	3	293	-1	1	1	11	20	0	0		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	936	2	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\npc\chunniu.lua	seriesdamage_p	chunniu	firedamage_v	chunniu	poisondamage_v	chunniu	physicsdamage_v	chunniu	colddamage_v	chunniu	lightingdamage_v	chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		Phi tiªu sÏ tù ®éng phãng ra bèn phÝa
testskill3	C«ng kÝch néi c«ng 	949	801	0	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\chaoqiyueying.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	72	0	2	20	4	3	295	-1	3	1	11	20	0	0		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	938	10	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\npc\chunniu.lua	seriesdamage_p	chunniu	firedamage_v	chunniu	poisondamage_v	chunniu	physicsdamage_v	chunniu	colddamage_v	chunniu	lightingdamage_v	chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		chunniu		SÏ phãng ra 3 viªn l­u tinh vµ lµ c¹m bÉy
Hµo quang Èn th©n	Vßng trßn  t¨ng c­êng thuéc tÝnh	950		0					117	2	0	2	0	180	0	0	0	0	3	92	-1	1	1	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\trap.lua	stun_p	conctrl																																								ÎÞ³ÜµÄÓÀ¾ÃÒþÉí¹â»·
¿ØÖÆÐÍÑ£ÔÎÏÝÚå	C«ng kÝch néi c«ng 	951		0	\spr\Ui\skill\ÎåÐÐÏÝÚå.spr			\sound\skill\sound_k010.wav	0	0	0	0	0	50	0	0	0	3	7	161	-1	1	1	11	1	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	-2	1	0	0	0		0					0	0	0	-1	1	\script\skill\special\trap.lua	stun_p	conctrl	freezetimereduce_p	conctrl																																					\script\skill\lvlup_luanhuan_ji.lua	C¹m bÉy tèi cao, giÉm ph¶i khã b¶o toµn sinh m¹ng.
¿ØÖÆÏÝÚå±¬Õ¨	C«ng kÝch néi c«ng 	952		0			\sound\skill\ÎåÀ×Õý·¨m.wav	\sound\skill\ÎåÀ×Õý·¨f.wav	0	0	0	2	0	0	0	3	5	3	6	162	-1	4	1	11	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	1	10	0	0		0					0	0	0	-1	1	\script\skill\special\trap.lua	stun_p	conctrl	freezetimereduce_p	conctrl																																						Chiªu thøc tèi cao, L«i s¸t trªn diÖn réng.
ÏÈ·æ¹Ù¹â»·		953		2	\spr\skill\others\xianfengguan.spr				152	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua																																										ÏÈ·æ¹Ù¹â»·
±øÂíÔªË§¹â»·		954		2	\spr\skill\others\bingmayuanshuai.spr				153	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua																																										±øÂíÔªË§¹â»·
´óØ©Ïà¹â»·		955		2	\spr\skill\others\dachengxiang.spr				154	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua																																										´óØ©Ïà¹â»·
»ÊµÛ¹â»·		956		2	\spr\skill\others\huangdi.spr				155	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua																																										»ÊµÛ¹â»·
Ìì×Ó¹â»·		957		2	\spr\skill\others\tianzi.spr				156	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua																																										Ìì×Ó¹â»·
Kü n¨ng Tiªn Phong		958		2					0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\tianzi.lua	allskill_v	pioneer																																								ÏÈ·æ¹Ù¹â»·
Kü n¨ng Nguyªn So¸i		959		2					0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\tianzi.lua	physicsres_p	marshal	allskill_v	marshal																																						±øÂíÔªË§¹â»·
Kü n¨ng Thõa T­íng		960		2					0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\tianzi.lua	lifemax_p	minister	manamax_p	minister																																						´óØ©Ïà¹â»·
Kü n¨ng Hoµng §Õ		961		2					0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\tianzi.lua	allskill_v	king																																								»ÊµÛ¹â»·
Kü n¨ng Thiªn Tö		962		2					0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\tianzi.lua	allres_p	emperor	allskill_v	emperor	skill_enhance	emperor	anti_allres_yan_p	emperor	anti_block_rate	emperor																																Ìì×Ó¹â»·
Ê¥¹âÇß¶Ü£¨½öÐ§¹û£©		963		2					159	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua																																										¿çÔ½µØÍ¼Ê¹ÓÃµÄ±£»¤×´Ì¬Ð§¹û
¼õ¿¹¹â»·	Vßng trßn  hç trî c«ng kÝch	964	400	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_22.spr				6	2	1	2	0	180	0	0	0	3	7	965	-1	1	0	11	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\jiankang.lua	fastwalkrun_p	jiankang	physicsres_p	jiankang	poisonres_p	jiankang	coldres_p	jiankang	fireres_p	jiankang	lightingres_p	jiankang	adddefense_v	jiankang		jiankang		jiankang		jiankang		jiankang		jiankang		jiankang		jiankang		jiankang		jiankang		jiankang		jiankang		jiankang		jiankang		NPC×¨ÓÃ¼õ¿¹ÐÔ¹â»·²âÊÔ°æ¡£
