MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	±¸×¢
519	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B¸o danh thñ thµnh phe Kim
520	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Minh NguyÖt trÊn (Ph­îng T­êng) 
521	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Minh NguyÖt trÊn (Thµnh §«) 
522	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Minh NguyÖt trÊn (BiÖn Kinh) 
523	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Minh NguyÖt trÊn (T­¬ng D­¬ng) 
524	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Minh NguyÖt trÊn (D­¬ng Ch©u) 
525	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Minh NguyÖt trÊn (§¹i Lý) 
526	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Minh NguyÖt trÊn (L©m An) 
527	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc liªn ®Êu (1) 
528	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc liªn ®Êu (2) 
529	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc liªn ®Êu kiÖt xuÊt (1) 
530	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc liªn ®Êu kiÖt xuÊt (2) 
531	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChuÈn bÞ liªn ®Êu (1) 
532	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChuÈn bÞ liªn ®Êu (2) 
533	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChuÈn bÞ liªn ®Êu kiÖt xuÊt (1) 
534	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChuÈn bÞ liªn ®Êu kiÖt xuÊt (2) 
535	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu (1) 
536	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu (2) 
537	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu kiÖt xuÊt (1) 
538	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu kiÖt xuÊt (2) 
539	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tr­êng Ca M«n cÊm ®Þa
540	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu (1)
541	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu (1)
542	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu (2)
543	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu (2)
544	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu (3)
545	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu (3)
546	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu (4)
547	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu (4)
548	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu (5)
549	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu (5)
550	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu (6)
551	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu (6)
552	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu (7)
553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu (7)
554	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu (8)
555	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu (8)
556	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu (9)
557	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu (9)
558	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu (10)
559	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu (10)
560	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	HËu tr­êng liªn ®Êu KiÖt xuÊt (1)
561	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	HËu tr­êng liªn ®Êu KiÖt xuÊt (2)
562	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	HËu tr­êng liªn ®Êu KiÖt xuÊt (3)
563	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	HËu tr­êng liªn ®Êu KiÖt xuÊt (4)
564	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	HËu tr­êng liªn ®Êu KiÖt xuÊt (5)
565	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	HËu tr­êng liªn ®Êu KiÖt xuÊt (6)
566	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	HËu tr­êng liªn ®Êu KiÖt xuÊt (7)
567	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	HËu tr­êng liªn ®Êu KiÖt xuÊt (8)
568	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	HËu tr­êng liªn ®Êu KiÖt xuÊt (9)
569	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	HËu tr­êng liªn ®Êu KiÖt xuÊt (10)
570	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	HËu tr­êng liªn ®Êu (1)
571	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	HËu tr­êng liªn ®Êu (2)
572	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	HËu tr­êng liªn ®Êu (3)
573	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	HËu tr­êng liªn ®Êu (4)
574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	HËu tr­êng liªn ®Êu (5)
575	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	HËu tr­êng liªn ®Êu (6)
576	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	HËu tr­êng liªn ®Êu (7)
577	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	HËu tr­êng liªn ®Êu (8)
578	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	HËu tr­êng liªn ®Êu (9)
579	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	HËu tr­êng liªn ®Êu (10)
580	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng phe Tèng
581	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng phe Kim
582	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ
583	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Hang Gi¸ng Sinh
584	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	N¬i chuÈn bÞ nh÷ng ho¹t ®éng dÞp xu©n
585	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc ho¹t ®éng dÞp xu©n
586	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc bang héi chung 1
587	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc bang héi S¬n Thµnh
588	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc bang héi Miªu C­¬ng
589	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc bang héi Sa M¹c
590	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc bang héi Kinh S­
591	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc bang héi Biªn Tr¹i
593	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc bang héi Giang Nam
594	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc bang héi TuyÕt L·nh
595	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc bang héi chung 2
596	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc bang héi chung 3
597	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc bang héi chung 4
605	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Vâ L©m §Ö NhÊt Bang
606	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Vâ L©m §Ö NhÊt Bang
607	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Vâ L©m §Ö NhÊt Bang
608	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ
609	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ
610	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ
611	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ
612	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ
613	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ
614	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (1)
615	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (2)
616	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (3)
617	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (4)
618	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (5)
619	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (6)
620	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (7)
621	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (8)
622	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (9)
623	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (10)
624	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (11)
625	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (12)
626	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (13)
627	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (14)
628	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (15)
629	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (16)
630	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (17)
631	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (18)
632	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (19)
633	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (20)
634	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (21)
635	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (22)
636	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (23)
637	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (24)
638	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (25)
639	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (26)
640	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (27)
641	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (28)
642	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (29)
643	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (30)
644	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (31)
645	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (32)
646	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (33)
647	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (34)
648	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (35)
649	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (36)
650	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc (37)
651	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Quan s¸t tr­êng (1)
652	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Quan s¸t tr­êng (2)
653	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Quan s¸t tr­êng (3)
654	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Quan s¸t tr­êng (4)
655	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Quan s¸t tr­êng (5)
656	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Quan s¸t tr­êng (6)
657	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Quan s¸t tr­êng (7)
658	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Quan s¸t tr­êng (8)
659	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Quan s¸t tr­êng (9)
660	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Quan s¸t tr­êng (10)
661	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng vâ l©m ®¹i héi (1)
662	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng vâ l©m ®¹i héi (2)
663	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng vâ l©m ®¹i héi (3)
664	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng vâ l©m ®¹i héi (4)
665	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng vâ l©m ®¹i héi (5)
666	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng vâ l©m ®¹i héi (6)
667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng vâ l©m ®¹i héi (7)
668	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng vâ l©m ®¹i héi (8)
669	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng vâ l©m ®¹i héi (9)
670	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng vâ l©m ®¹i héi (10)
671	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng vâ l©m ®¹i héi (11)
672	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng vâ l©m ®¹i héi (12)
673	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ (1)
674	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ (2)
675	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ (3)
676	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ (4)
677	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ (5)
678	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ (6)
679	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ (7)
680	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ (8)
681	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ (9)
682	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ (10)
683	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ (11)
684	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ (12)
685	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (1)
686	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (2)
687	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (3)
688	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (4)
689	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (5)
690	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (6)
691	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (7)
692	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (8)
693	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (9)
694	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (10)
695	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (11)
696	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (12)
697	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (13)
698	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (14)
699	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (15)
700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (16)
701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (17)
702	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (18)
703	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (19)
704	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (20)
705	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (21)
706	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (22)
707	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (23)
708	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (24)
709	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (1)
710	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (2)
711	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (3)
712	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (4)
713	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (5)
714	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (6)
715	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (7)
716	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (8)
717	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (9)
718	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (10)
719	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (11)
720	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (12)
721	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (13)
722	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (14)
723	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (15)
724	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (16)
725	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (17)
726	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (18)
727	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (19)
728	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (20)
729	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (21)
730	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (22)
731	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (23)
732	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (24)
733	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (25)
734	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (26)
735	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (27)
736	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (28)
737	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (29)
738	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (30)
739	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (31)
740	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (32)
741	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (33)
742	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (34)
743	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (35)
744	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (36)
745	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (37)
746	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (38)
747	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (39)
748	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (40)
749	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (41)
750	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (42)
751	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (43)
752	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (44)
753	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (45)
754	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (46)
755	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (47)
756	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (48)
757	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (49)
758	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (50)
759	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (51)
760	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (52)
761	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (53)
762	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (54)
763	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (55)
764	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (56)
765	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (57)
766	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (58)
767	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (59)
768	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (60)
769	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (61)
770	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (62)
771	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (63)
772	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (64)
773	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (65)
774	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (66)
775	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (67)
776	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (68)
777	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (69)
778	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (70)
779	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (71)
780	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (72)
781	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (73)
782	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (74)
783	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (75)
784	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (76)
785	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (77)
786	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (78)
787	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (79)
788	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (80)
789	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (81)
790	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (82)
791	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (83)
792	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (84)
