×°±¸Ãû³Æ	¿ÕÊÖÕ¾Á¢1	¿ÕÊÖÕ¾Á¢2	¿ÕÊÖÕ¾Á¢3	¶ÌÎäÆ÷Õ¾Á¢	³¤ÎäÆ÷Õ¾Á¢	Ë«ÎäÆ÷Õ¾Á¢	¿ÕÊÖ×ßÂ·	ÆÕÍ¨×ßÂ·	¶ÌÎäÆ÷×ßÂ·	³¤ÎäÆ÷×ßÂ·	Ë«ÎäÆ÷×ßÂ·	¿ÕÊÖÅÜ²½	ÆÕÍ¨ÅÜ²½	¶ÌÎäÆ÷ÅÜ²½	³¤ÎäÆ÷ÅÜ²½	Ë«ÎäÆ÷ÅÜ²½	¿ÕÊÖÊÜÉË	¶ÌÎäÆ÷ÊÜÉË	³¤ÎäÆ÷ÊÜÉË	Ë«ÎäÆ÷ÊÜÉË	¿ÕÊÖËÀÍö	¶ÌÎäÆ÷ËÀÍö	³¤ÎäÆ÷ËÀÍö	Ë«ÎäÆ÷ËÀÍö	¿ÕÊÖ¹¥»÷	¶ÌÎäÆ÷´Ì	¶ÌÎäÆ÷¿³	³¤ÎäÆ÷´Á	³¤ÎäÆ÷Åü	Ë«ÎäÆ÷»®	Ë«ÎäÆ÷ÔÒ	°µÆ÷Í¶ÖÀ	¿ÕÊÖÄ§·¨	¶ÌÎäÆ÷Ä§·¨	³¤ÎäÆ÷Ä§·¨	Ë«ÎäÆ÷Ä§·¨	´ò×ø	ÌøÔ¾	ÆïÂíÕ¾Á¢	ÆïÂí×ß¶¯	ÆïÂíÅÜ²½	ÆïÂí¹¥»÷Åü	ÆïÂí¹¥»÷´Ì	ÆïÂíÄ§·¨	ÆïÂíÊÜÉË	ÆïÂíËÀÍö	ÆïÂíÕ¾Á¢1	ÆïÂíÕ¾Á¢2
§»ng Long Y Thñy KiÕm	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	104,8,1	120,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Khæ §Õ TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-DiÖt §Õ Ph¸p C«n	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-§¹o §Õ Giíi §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Th«n Tµ ThÇn Chïy	120,8,1	120,8,1				88,8,1					120,8,1					88,8,1				96,8,1				144,8,1						128,8,1	96,8,1					128,8,1			112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-L­u Kim Th­¬ng	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-L÷ S­¬ng B¶o §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-L¹c Anh B¶o KiÕm																																																
Tinh S­¬ng-PhÊt HuyÖt TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Thiªn H­¬ng B¶o §ao																																																
Tinh S­¬ng-Th¸i VËn Uyªn ¦¬ng §ao																																																
Tinh S­¬ng-ThiÒm Phi TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Phô Cèt HuyÕt NhËn	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-L·nh HuyÕt Phi §ao	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Né Liªn Tô TiÔn	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Truy MÖnh Phi Tiªu	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-M·nh Long TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Ph¸ Lç Tr­îng	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-LuyÖn NhËt Th­¬ng	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Khèc Viªm B¶o §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-ChÊn S¬n ThÇn KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Qu©n Uy ThÇn KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Minh L«i B¶o §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Oanh Minh ThÇn KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-H¹o Thiªn KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Thanh H­ KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Träng KiÕp TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt S¸t KiÕp Ph¸p C«n	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Ph¸ KiÕp Giíi §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt PhÊn Vò ThÇn Chïy	120,8,1	120,8,1				88,8,1					120,8,1					88,8,1				96,8,1				144,8,1						128,8,1	96,8,1					128,8,1			112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Phong Yªn  Th­¬ng	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Tr­êng Kh«ng B¶o §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Kinh Hång B¶o KiÕm																																																
NguyÖt KhuyÕt HiÓu NguyÖt TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt T­¬ng T­ B¶o §ao																																																
NguyÖt KhuyÕt Phong NguyÖt Uyªn ¦¬ng §ao																																																
NguyÖt KhuyÕt B¸ch §éc TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt U Minh HuyÕt NhÉn	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Th«i MÖnh Phi §ao	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt BÝ §éc Tô TiÔn	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt M¹n §å Phi Tiªu	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt XÝch Long TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Hµo KiÖt Tr­îng	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Tham Lang Th­¬ng	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt LiÖt D­¬ng B¶o §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Linh §éng ThÇn KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt ¶o ¶nh ThÇn KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt L¨ng Phong B¶o §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Méc Vò ThÇn KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt DËt ¶nh KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Thanh Phong KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Träng KiÕp TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng S¸t KiÕp Ph¸p C«n	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Ph¸ KiÕp Giíi §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng PhÊn Vò ThÇn Chïy	120,8,1	120,8,1				88,8,1					120,8,1					88,8,1				96,8,1				144,8,1						128,8,1	96,8,1					128,8,1			112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Phong Yªn Th­¬ng	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Tr­êng Kh«ng B¶o §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Kinh Hång B¶o KiÕm																																																
DiÖu D­¬ng HiÓu NguyÖt TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng T­¬ng T­ B¶o §ao																																																
DiÖu D­¬ng Phong NguyÖt Uyªn ¦¬ng §ao																																																
DiÖu D­¬ng B¸ch §éc TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng U Minh HuyÕt NhÉn	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Th«i MÖnh Phi §ao	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng BÝ §éc Tô TiÔn	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng M¹n §å Phi Tiªu	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng XÝch Long TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Hµo KiÖt Tr­îng	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Tham Lang Th­¬ng	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng LiÖt D­¬ng B¶o §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Linh §éng ThÇn KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng ¶o ¶nh ThÇn KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng L¨ng Phong B¶o §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Méc Vò ThÇn KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng DËt ¶nh KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Thanh Phong KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
null																																																
