Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1(0¼¶)	Ä§·¨ÊôÐÔË÷Òý1(10¼¶)	Ä§·¨ÊôÐÔË÷Òý2(0¼¶)	Ä§·¨ÊôÐÔË÷Òý2(10¼¶)	Ä§·¨ÊôÐÔË÷Òý3(0¼¶)	Ä§·¨ÊôÐÔË÷Òý3(10¼¶)	Ä§·¨ÊôÐÔË÷Òý4(0¼¶)	Ä§·¨ÊôÐÔË÷Òý4(10¼¶)	Ä§·¨ÊôÐÔË÷Òý5(0¼¶)	Ä§·¨ÊôÐÔË÷Òý5(10¼¶)	Ä§·¨ÊôÐÔË÷Òý6(0¼¶)	Ä§·¨ÊôÐÔË÷Òý6(10¼¶)	ËùÔÚÌ××°	6¼¶¼¼ÄÜID	10¼¶¼¼ÄÜID	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2
B¹ch Hæ NÆc ¶nh Lý	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Phi §ao mãn thø 8	2	99999	10	0	30	160	160	31	80	80																36	150	39	2									957	958	896	897	976	977	1199	1200	1259	1260	1296	1297	233			174	8	1429	1277
B¹ch Hæ NÆc ¶nh Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	36	1	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Phi §ao mãn thø 9	1	99999	10	0																						36	150	39	2									956	957	876	877	977	978	1019	1020	1336	1337	1296	1297	233			174	9	1586	1277
B¹ch Hæ NÆc ¶nh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Phi §ao mãn thø 10	3	99999	10	0																						36	150	39	2									956	957	916	917	977	978	1219	1220	1336	1337	1296	1297	233			174	10	130	
B¹ch Hæ Cùc Quang H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Tô TiÔn mãn thø 1	4	99999	10	0																						36	150	39	2									956	957	936	937	976	977	1179	1180	999	1000	1296	1297	234			175	1	1584	1277
B¹ch Hæ Cùc Quang Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Tô TiÔn mãn thø 2	0	99999	10	0	30	360	360	31	85	85																36	150	39	2									957	958	856	857	977	978	1019	1020	1336	1337	1296	1297	234			175	2	1429	1277
B¹ch Hæ Cùc Quang Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Tô TiÔn mãn thø 3	2	99999	10	0																						36	150	39	2									956	957	896	897	976	977	1199	1200	1336	1337	1296	1297	234			175	3	130	
B¹ch Hæ Cùc Quang Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Tô TiÔn mãn thø 4	1	99999	10	0	30	135	135	31	80	80																36	150	39	2									957	958	876	877	977	978	1019	1020	1336	1337	1296	1297	234			175	4	1429	1277
B¹ch Hæ Cùc Quang Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash24.spr	32	2	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Tô TiÔn mãn thø 5	3	99999	10	0	30	160	160	31	80	80																36	150	39	2									957	958	916	917	976	977	1219	1220	1336	1337	1296	1297	234			175	5	1585	1277
B¹ch Hæ Cùc Quang Gi¸p	0	2	3	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Tô TiÔn mãn thø 6	4	99999	10	0	30	720	720	31	90	90																36	150	39	2									957	958	936	937	976	977	1179	1180	1237	1237	1296	1297	234			175	6	1429	2832
B¹ch Hæ Cùc Quang TiÔn	0	1	2	\spr\item\equip\rangeweapon\obj-adart29.spr	17	2	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Tô TiÔn mãn thø 7	0	99999	10	0	28	46	46	29	102	102	167	-30	-30	31	99	99										36	150	39	2									1041	1041	856	857	1079	1080	1019	1020	1336	1337	1296	1297	234			175	7	1429	130
B¹ch Hæ Cùc Quang Lý	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Tô TiÔn mãn thø 8	2	99999	10	0	30	160	160	31	80	80																36	150	39	2									957	958	896	897	976	977	1199	1200	1259	1260	1296	1297	234			175	8	1429	1742
B¹ch Hæ Cùc Quang Trôy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	36	1	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Tô TiÔn mãn thø 9	1	99999	10	0																						36	150	39	2									956	957	876	877	977	978	1019	1020	1336	1337	1296	1297	234			175	9	1588	1277
B¹ch Hæ Cùc Quang H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Tô TiÔn mãn thø 10	3	99999	10	0																						36	150	39	2									956	957	916	917	977	978	1219	1220	1336	1337	1296	1297	234			175	10	130	
B¹ch Hæ Th­íc Kim H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Phi Tiªu mãn thø 1	4	99999	10	0																						36	150	39	2									956	957	936	937	976	977	1179	1180	999	1000	1296	1297	235			176	1	1584	1277
B¹ch Hæ Th­íc Kim Ph¸t Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Phi Tiªu mãn thø 2	0	99999	10	0	30	360	360	31	85	85																36	150	39	2									957	958	856	857	977	978	1019	1020	1336	1337	1296	1297	235			176	2	1429	1277
B¹ch Hæ Th­íc Kim Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Phi Tiªu mãn thø 3	2	99999	10	0																						36	150	39	2									956	957	896	897	976	977	1199	1200	1336	1337	1296	1297	235			176	3	130	
B¹ch Hæ Th­íc Kim Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Phi Tiªu mãn thø 4	1	99999	10	0	30	135	135	31	80	80																36	150	39	2									957	958	876	877	977	978	1019	1020	1336	1337	1296	1297	235			176	4	1429	1277
B¹ch Hæ Th­íc Kim Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash24.spr	32	2	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Phi Tiªu mãn thø 5	3	99999	10	0	30	160	160	31	80	80																36	150	39	2									957	958	916	917	976	977	1219	1220	1336	1337	1296	1297	235			176	5	1585	1277
B¹ch Hæ Th­íc Kim Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Phi Tiªu mãn thø 6	4	99999	10	0	30	720	720	31	90	90																36	150	39	2									957	958	936	937	976	977	1179	1180	1237	1237	1296	1297	235			176	6	1429	2833
B¹ch Hæ Th­íc Kim ?Tiªu	0	1	0	\spr\item\equip\rangeweapon\obj-adart27.spr	15	1	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Phi Tiªu mãn thø 7	0	99999	10	0	28	42	42	29	98	98	167	-30	-30	31	99	99										36	150	39	2									1041	1041	856	857	1079	1080	1019	1020	1336	1337	1296	1297	235			176	7	1429	130
B¹ch Hæ Th­íc Kim Lý	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Phi Tiªu mãn thø 8	2	99999	10	0	30	160	160	31	80	80																36	150	39	2									957	958	896	897	976	977	1199	1200	1259	1260	1296	1297	235			176	8	1429	1743
B¹ch Hæ Th­íc Kim Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	34	1	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Phi Tiªu mãn thø 9	1	99999	10	0																						36	150	39	2									956	957	876	877	977	978	1019	1020	1336	1337	1296	1297	235			176	9	1590	1277
B¹ch Hæ Th­íc Kim H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ §­êng M«n Phi Tiªu mãn thø 10	3	99999	10	0																						36	150	39	2									956	957	916	917	977	978	1219	1220	1336	1337	1296	1297	235			176	10	130	
B¹ch Hæ Hé Ph¸p H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 1	1	99999	10	0																						36	150	39	6									956	957	856	857	976	977	1019	1020	999	1000	1296	1297	236			177	1	1592	1277
B¹ch Hæ Hé Ph¸p §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap25.spr	28	2	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 2	3	99999	10	0	30	360	360	31	85	85																36	150	39	6									957	958	896	897	977	978	1199	1200	1336	1337	1296	1297	236			177	2	1429	1277
B¹ch Hæ Hé Ph¸p Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 3	4	99999	10	0																						36	150	39	6									956	957	876	877	976	977	1019	1020	1336	1337	1296	1297	236			177	3	130	
B¹ch Hæ Hé Ph¸p Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle25.spr	34	1	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 4	0	99999	10	0	30	135	135	31	80	80																36	150	39	6									957	958	916	917	977	978	1219	1220	1336	1337	1296	1297	236			177	4	1429	1277
B¹ch Hæ Hé Ph¸p Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash25.spr	32	2	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 5	2	99999	10	0	30	160	160	31	80	80																36	150	39	6									957	958	936	937	976	977	1179	1180	1336	1337	1296	1297	236			177	5	1593	1277
B¹ch Hæ Hé Ph¸p C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth25.spr	22	2	3	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 6	1	99999	10	0	30	720	720	31	90	90																36	150	39	6									957	958	856	857	976	977	1019	1020	1237	1237	1296	1297	236			177	6	1429	2834
B¹ch Hæ Hé Ph¸p TriÒn Thñ	0	0	6	\spr\item\equip\closeweapon\obj-glove04.spr	9	1	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 7	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	150	39	6									1059	1059	896	897	1139	1140	1199	1200	1336	1337	1296	1297	236			177	7	1429	130
B¹ch Hæ Hé Ph¸p Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes25.spr	26	2	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 8	4	99999	10	0	30	160	160	31	80	80																36	150	39	6									957	958	876	877	976	977	1019	1020	1259	1260	1296	1297	236			177	8	1594	1277
B¹ch Hæ Hé Ph¸p Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 9	0	99999	10	0																						36	150	39	6									956	957	916	917	977	978	1219	1220	1336	1337	1296	1297	236			177	9	1429	1744
B¹ch Hæ Hé Ph¸p H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring24.spr	37	1	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 10	2	99999	10	0																						36	150	39	6									956	957	936	937	977	978	1179	1180	1336	1337	1296	1297	236			177	10	130	
B¹ch Hæ Trõng Giíi H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 1	0	99999	10	0																						36	150	39	6									956	957	856	857	976	977	1019	1020	999	1000	1296	1297	237			178	1	1596	1277
B¹ch Hæ Trõng Giíi §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap25.spr	28	2	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 2	2	99999	10	0	30	360	360	31	85	85																36	150	39	6									957	958	896	897	977	978	1199	1200	1336	1337	1296	1297	237			178	2	1429	1277
B¹ch Hæ Trõng Giíi Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 3	1	99999	10	0																						36	150	39	6									956	957	876	877	976	977	1019	1020	1336	1337	1296	1297	237			178	3	130	
B¹ch Hæ Trõng Giíi Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle25.spr	34	1	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 4	3	99999	10	0	30	135	135	31	80	80																36	150	39	6									957	958	916	917	977	978	1219	1220	1336	1337	1296	1297	237			178	4	1597	1277
B¹ch Hæ Trõng Giíi Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash25.spr	33	2	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 5	4	99999	10	0	30	160	160	31	80	80																36	150	39	6									957	958	936	937	976	977	1179	1180	1336	1337	1296	1297	237			178	5	1429	1745
B¹ch Hæ Trõng Giíi C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth25.spr	22	2	3	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 6	0	99999	10	0	30	720	720	31	90	90																36	150	39	6									957	958	856	857	976	977	1019	1020	1237	1237	1296	1297	237			178	6	1429	2835
B¹ch Hæ Trõng Giíi Tr­îng	0	0	2	\spr\item\equip\closeweapon\obj-staff15.spr	11	1	4	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 7	2	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	150	39	6									1039	1039	896	897	1079	1080	1199	1200	1321	1322	1296	1297	237			178	7	1429	130
B¹ch Hæ Trõng Giíi Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes25.spr	26	2	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 8	1	99999	10	0	30	160	160	31	80	80																36	150	39	6									957	958	876	877	976	977	1019	1020	1259	1260	1296	1297	237			178	8	1429	1277
B¹ch Hæ Trõng Giíi Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 9	3	99999	10	0																						36	150	39	6									956	957	916	917	977	978	1219	1220	1336	1337	1296	1297	237			178	9	1598	1277
B¹ch Hæ Trõng Giíi H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring24.spr	37	1	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 10	4	99999	10	0																						36	150	39	6									956	957	936	937	977	978	1179	1180	1336	1337	1296	1297	237			178	10	130	
B¹ch Hæ XÝch Minh H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 1	0	99999	10	0																						36	150	39	7									956	957	856	857	976	977	1019	1020	999	1000	1296	1297	238			179	1	1600	1277
B¹ch Hæ XÝch Minh Kh«i	0	7	2	\spr\item\equip\cap\obj-ma-cap26.spr	28	2	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 2	2	99999	10	0	30	360	360	31	85	85																36	150	39	7									957	958	896	897	977	978	1199	1200	1336	1337	1296	1297	238			179	2	1429	1277
B¹ch Hæ XÝch Minh Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring17.spr	37	1	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 3	1	99999	10	0																						36	150	39	7									956	957	876	877	976	977	1019	1020	1336	1337	1296	1297	238			179	3	130	
B¹ch Hæ XÝch Minh Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle26.spr	34	1	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 4	3	99999	10	0	30	135	135	31	80	80																36	150	39	7									957	958	916	917	977	978	1219	1220	1336	1337	1296	1297	238			179	4	1601	1277
B¹ch Hæ XÝch Minh Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash26.spr	33	2	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 5	4	99999	10	0	30	160	160	31	80	80																36	150	39	7									957	958	936	937	976	977	1179	1180	1336	1337	1296	1297	238			179	5	1429	1746
B¹ch Hæ XÝch Minh Gi¸p	0	2	16	\spr\item\equip\armor\obj-ma-cloth26.spr	23	2	3	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 6	0	99999	10	0	30	720	720	31	90	90																36	150	39	7									957	958	856	857	976	977	1019	1020	1237	1237	1296	1297	238			179	6	1429	2836
B¹ch Hæ XÝch Minh Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear05.spr	12	1	4	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 7	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	150	39	7									1040	1040	896	897	1079	1080	1199	1200	1321	1322	1296	1297	238			179	7	1429	130
B¹ch Hæ XÝch Minh Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes26.spr	26	2	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 8	1	99999	10	0	30	160	160	31	80	80																36	150	39	7									957	958	876	877	976	977	1019	1020	1259	1260	1296	1297	238			179	8	1429	1277
B¹ch Hæ XÝch Minh Béi	0	9	1	\spr\item\equip\waist\obj-waist22.spr	36	1	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 9	3	99999	10	0																						36	150	39	7									956	957	916	917	977	978	1219	1220	1336	1337	1296	1297	238			179	9	1602	1277
B¹ch Hæ XÝch Minh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 10	4	99999	10	0																						36	150	39	7									956	957	936	937	977	978	1179	1180	1336	1337	1296	1297	238			179	10	130	
B¹ch Hæ S¸t Viªm H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 1	1	99999	10	0																						36	150	39	7									956	957	856	857	976	977	1019	1020	999	1000	1296	1297	239			180	1	1604	1277
B¹ch Hæ S¸t Viªm Qu¸n MiÖn	0	7	2	\spr\item\equip\cap\obj-ma-cap26.spr	28	2	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 2	3	99999	10	0	30	360	360	31	85	85																36	150	39	7									957	958	896	897	977	978	1199	1200	1336	1337	1296	1297	239			180	2	1429	1747
B¹ch Hæ S¸t Viªm Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring17.spr	37	1	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 3	4	99999	10	0																						36	150	39	7									956	957	876	877	976	977	1019	1020	1336	1337	1296	1297	239			180	3	130	
B¹ch Hæ S¸t Viªm Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle26.spr	34	1	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 4	0	99999	10	0	30	135	135	31	80	80																36	150	39	7									957	958	916	917	977	978	1219	1220	1336	1337	1296	1297	239			180	4	1605	1277
B¹ch Hæ S¸t Viªm Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash26.spr	33	2	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 5	2	99999	10	0	30	160	160	31	80	80																36	150	39	7									957	958	936	937	976	977	1179	1180	1336	1337	1296	1297	239			180	5	1429	1277
B¹ch Hæ S¸t Viªm Gi¸p Y	0	2	16	\spr\item\equip\armor\obj-ma-cloth26.spr	23	2	3	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 6	1	99999	10	0	30	720	720	31	90	90																36	150	39	7									957	958	856	857	976	977	1019	1020	1237	1237	1296	1297	239			180	6	1429	2837
B¹ch Hæ S¸t Viªm §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade26.spr	10	1	3	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 7	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	150	39	7									1058	1058	896	897	1139	1140	1199	1200	1336	1337	1296	1297	239			180	7	1429	130
B¹ch Hæ S¸t Viªm Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes26.spr	26	2	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 8	4	99999	10	0	30	160	160	31	80	80																36	150	39	7									957	958	876	877	976	977	1019	1020	1259	1260	1296	1297	239			180	8	1429	1277
B¹ch Hæ S¸t Viªm Béi	0	9	1	\spr\item\equip\waist\obj-waist22.spr	34	1	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 9	0	99999	10	0																						36	150	39	7									956	957	916	917	977	978	1219	1220	1336	1337	1296	1297	239			180	9	1606	1277
B¹ch Hæ S¸t Viªm H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 10	2	99999	10	0																						36	150	39	7									956	957	936	937	977	978	1179	1180	1336	1337	1296	1297	239			180	10	130	
B¹ch Hæ Tiªn ¢m Phï	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 1	3	99999	10	0																						36	150	39	8									956	957	856	857	976	977	1219	1220	999	1000	1296	1297	240			181	1	1608	1277
B¹ch Hæ Tiªn ¢m Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap27.spr	28	2	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 2	4	99999	10	0	30	360	360	31	85	85																36	150	39	8									957	958	896	897	977	978	1179	1180	1336	1337	1296	1297	240			181	2	1429	1277
B¹ch Hæ Tiªn ¢m Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 3	0	99999	10	0																						36	150	39	8									956	957	876	877	976	977	1019	1020	1336	1337	1296	1297	240			181	3	130	
