Ð§¹û	ÊÇ·ñÇ°×º	ÎåÐÐÒªÇó	µÈ¼¶ÒªÇó	ÊôÐÔµ÷ÕûÀà±ð	²ÎÊý1×îÐ¡Öµ	²ÎÊý1×î´óÖµ	²ÎÊý2×îÐ¡Öµ	²ÎÊý2×î´óÖµ	²ÎÊý3×îÐ¡Öµ	²ÎÊý3×î´óÖµ	Ð§¹ûËµÃ÷
ÐÂÉúÃü£¨17¼¶£©				233	1480	1480	-1	-1	0	0	0
ÐÂÉúÃü£¨18¼¶£©				233	1560	1560	-1	-1	0	0	0
ÐÂÉúÃü£¨19¼¶£©				233	1640	1640	-1	-1	0	0	0
ÐÂÉúÃü£¨20¼¶£©				233	1720	1720	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨1¼¶£©				235	200	200	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨2¼¶£©				235	280	280	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨3¼¶£©				235	360	360	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨4¼¶£©				235	440	440	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨5¼¶£©				235	520	520	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨6¼¶£©				235	600	600	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨7¼¶£©				235	680	680	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨8¼¶£©				235	760	760	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨9¼¶£©				235	840	840	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨10¼¶£©				235	920	920	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨11¼¶£©				235	1000	1000	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨12¼¶£©				235	1080	1080	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨13¼¶£©				235	1160	1160	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨14¼¶£©				235	1240	1240	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨15¼¶£©				235	1320	1320	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨16¼¶£©				235	1400	1400	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨17¼¶£©				235	1480	1480	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨18¼¶£©				235	1560	1560	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨19¼¶£©				235	1640	1640	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨20¼¶£©				235	1720	1720	-1	-1	0	0	0
ÐÂÈ«¿¹£¨1¼¶£©				241	10	10	-1	-1	0	0	0
ÐÂÈ«¿¹£¨2¼¶£©				241	12	12	-1	-1	0	0	0
ÐÂÈ«¿¹£¨3¼¶£©				241	14	14	-1	-1	0	0	0
ÐÂÈ«¿¹£¨4¼¶£©				241	16	16	-1	-1	0	0	0
ÐÂÈ«¿¹£¨5¼¶£©				241	18	18	-1	-1	0	0	0
ÐÂÈ«¿¹£¨6¼¶£©				241	20	20	-1	-1	0	0	0
ÐÂÈ«¿¹£¨7¼¶£©				241	22	22	-1	-1	0	0	0
ÐÂÈ«¿¹£¨8¼¶£©				241	24	24	-1	-1	0	0	0
ÐÂÈ«¿¹£¨9¼¶£©				241	26	26	-1	-1	0	0	0
ÐÂÈ«¿¹£¨10¼¶£©				241	28	28	-1	-1	0	0	0
ÐÂÈ«¿¹£¨11¼¶£©				241	30	30	-1	-1	0	0	0
ÐÂÈ«¿¹£¨12¼¶£©				241	32	32	-1	-1	0	0	0
ÐÂÈ«¿¹£¨13¼¶£©				241	34	34	-1	-1	0	0	0
ÐÂÈ«¿¹£¨14¼¶£©				241	36	36	-1	-1	0	0	0
ÐÂÈ«¿¹£¨15¼¶£©				241	38	38	-1	-1	0	0	0
ÐÂÈ«¿¹£¨16¼¶£©				241	40	40	-1	-1	0	0	0
ÐÂÈ«¿¹£¨17¼¶£©				241	42	42	-1	-1	0	0	0
ÐÂÈ«¿¹£¨18¼¶£©				241	44	44	-1	-1	0	0	0
ÐÂÈ«¿¹£¨19¼¶£©				241	46	46	-1	-1	0	0	0
ÐÂÈ«¿¹£¨20¼¶£©				241	48	48	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦5_10£¨1¼¶£©				237	10	10	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦10_15£¨2¼¶£©				237	15	15	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦15_20£¨3¼¶£©				237	20	20	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦20_25£¨4¼¶£©				237	25	25	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦25_30£¨5¼¶£©				237	30	30	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦30_35£¨6¼¶£©				237	35	35	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦35_40£¨7¼¶£©				237	40	40	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦40_45£¨8¼¶£©				237	45	45	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦45_50£¨9¼¶£©				237	50	50	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦50_55£¨10¼¶£©				237	55	55	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦55_60£¨11¼¶£©				237	60	60	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦60_65£¨12¼¶£©				237	65	65	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦65_70£¨13¼¶£©				237	70	70	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦70_75£¨14¼¶£©				237	75	75	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦75_80£¨15¼¶£©				237	80	80	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦80_85£¨16¼¶£©				237	85	85	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦85_90£¨17¼¶£©				237	90	90	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦90_95£¨18¼¶£©				237	95	95	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦95_100£¨19¼¶£©				237	100	100	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦100_105£¨20¼¶£©				237	105	105	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ13£¨1¼¶£©				239	13	13	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ21£¨2¼¶£©				239	21	21	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ29£¨3¼¶£©				239	29	29	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ39£¨4¼¶£©				239	39	39	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ51£¨5¼¶£©				239	51	51	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ64£¨6¼¶£©				239	64	64	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ81£¨7¼¶£©				239	81	81	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ101£¨8¼¶£©				239	101	101	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ126£¨9¼¶£©				239	126	126	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ158£¨10¼¶£©				239	158	158	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ201£¨11¼¶£©				239	201	201	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ261£¨12¼¶£©				239	261	261	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ351£¨13¼¶£©				239	351	351	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ351£¨14¼¶£©				239	351	351	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ351£¨15¼¶£©				239	351	351	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ351£¨16¼¶£©				239	351	351	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ351£¨17¼¶£©				239	351	351	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ351£¨18¼¶£©				239	351	351	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ351£¨19¼¶£©				239	351	351	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ351£¨20¼¶£©				239	351	351	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ13£¨1¼¶£©				240	13	13	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ21£¨2¼¶£©				240	21	21	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ29£¨3¼¶£©				240	29	29	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ39£¨4¼¶£©				240	39	39	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ51£¨5¼¶£©				240	51	51	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ64£¨6¼¶£©				240	64	64	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ81£¨7¼¶£©				240	81	81	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ101£¨8¼¶£©				240	101	101	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ126£¨9¼¶£©				240	126	126	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ158£¨10¼¶£©				240	158	158	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ201£¨11¼¶£©				240	201	201	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ261£¨12¼¶£©				240	261	261	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ351£¨13¼¶£©				240	351	351	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ351£¨14¼¶£©				240	351	351	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ351£¨15¼¶£©				240	351	351	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ351£¨16¼¶£©				240	351	351	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ351£¨17¼¶£©				240	351	351	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ351£¨18¼¶£©				240	351	351	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ351£¨19¼¶£©				240	351	351	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ351£¨20¼¶£©				240	351	351	-1	-1	0	0	0
Ô­ÆÕµãÊý(1¼¶)				121	1	1	-1	-1	0	0	0
Ô­ÆÕµãÊý(2¼¶)				121	5	5	-1	-1	0	0	0
Ô­ÆÕµãÊý(3¼¶)				121	20	20	-1	-1	0	0	0
Ô­ÆÕµãÊý(4¼¶)				121	30	30	-1	-1	0	0	0
Ô­ÆÕµãÊý(5¼¶)				121	40	40	-1	-1	0	0	0
Ô­ÆÕµãÊý(6¼¶)				121	50	50	-1	-1	0	0	0
Ô­ÆÕµãÊý(7¼¶)				121	60	60	-1	-1	0	0	0
Ô­ÆÕµãÊý(8¼¶)				121	65	65	-1	-1	0	0	0
Ô­ÆÕµãÊý(9¼¶)				121	85	85	-1	-1	0	0	0
Ô­ÆÕµãÊý(10¼¶)				121	90	90	-1	-1	0	0	0
Ô­ÆÕµãÊý(11¼¶)				121	100	100	-1	-1	0	0	0
Ô­ÆÕµãÊý(12¼¶)				121	110	110	-1	-1	0	0	0
Ô­ÆÕµãÊý(13¼¶)				121	120	120	-1	-1	0	0	0
Ô­ÆÕµãÊý(14¼¶)				121	130	130	-1	-1	0	0	0
Ô­ÆÕµãÊý(15¼¶)				121	140	140	-1	-1	0	0	0
Ô­ÆÕµãÊý(16¼¶)				121	150	150	-1	-1	0	0	0
Ô­ÆÕµãÊý(17¼¶)				121	160	160	-1	-1	0	0	0
Ô­ÆÕµãÊý(18¼¶)				121	170	170	-1	-1	0	0	0
Ô­ÆÕµãÊý(19¼¶)				121	180	180	-1	-1	0	0	0
Ô­ÆÕµãÊý(20¼¶)				121	190	190	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨1¼¶£©				172	80	80	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨2¼¶£©				172	120	120	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨3¼¶£©				172	160	160	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨4¼¶£©				172	200	200	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨5¼¶£©				172	240	240	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨6¼¶£©				172	280	280	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨7¼¶£©				172	320	320	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨8¼¶£©				172	360	360	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨9¼¶£©				172	400	400	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨10¼¶£©				172	440	440	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨11¼¶£©				172	480	480	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨12¼¶£©				172	520	520	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨13¼¶£©				172	560	560	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨14¼¶£©				172	600	600	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨15¼¶£©				172	640	640	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨16¼¶£©				172	680	680	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨17¼¶£©				172	720	720	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨18¼¶£©				172	760	760	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨19¼¶£©				172	800	800	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨20¼¶£©				172	840	840	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨1¼¶£©				169	400	400	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨2¼¶£©				169	500	500	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨3¼¶£©				169	600	600	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨4¼¶£©				169	700	700	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨5¼¶£©				169	800	800	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨6¼¶£©				169	900	900	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨7¼¶£©				169	1000	1000	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨8¼¶£©				169	1100	1100	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨9¼¶£©				169	1200	1200	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨10¼¶£©				169	1300	1300	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨11¼¶£©				169	1400	1400	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨12¼¶£©				169	1500	1500	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨13¼¶£©				169	1600	1600	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨14¼¶£©				169	1700	1700	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨15¼¶£©				169	1800	1800	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨16¼¶£©				169	1900	1900	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨17¼¶£©				169	2000	2000	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨18¼¶£©				169	2100	2100	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨19¼¶£©				169	2200	2200	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨20¼¶£©				169	2300	2300	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨1¼¶£©				170	400	400	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨2¼¶£©				170	500	500	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨3¼¶£©				170	600	600	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨4¼¶£©				170	700	700	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨5¼¶£©				170	800	800	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨6¼¶£©				170	900	900	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨7¼¶£©				170	1000	1000	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨8¼¶£©				170	1100	1100	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨9¼¶£©				170	1200	1200	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨10¼¶£©				170	1300	1300	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨11¼¶£©				170	1400	1400	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨12¼¶£©				170	1500	1500	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨13¼¶£©				170	1600	1600	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨14¼¶£©				170	1700	1700	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨15¼¶£©				170	1800	1800	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨16¼¶£©				170	1900	1900	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨17¼¶£©				170	2000	2000	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨18¼¶£©				170	2100	2100	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨19¼¶£©				170	2200	2200	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨20¼¶£©				170	2300	2300	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨1¼¶£©				171	400	400	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨2¼¶£©				171	500	500	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨3¼¶£©				171	600	600	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨4¼¶£©				171	700	700	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨5¼¶£©				171	800	800	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨6¼¶£©				171	900	900	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨7¼¶£©				171	1000	1000	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨8¼¶£©				171	1100	1100	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨9¼¶£©				171	1200	1200	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨10¼¶£©				171	1300	1300	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨11¼¶£©				171	1400	1400	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨12¼¶£©				171	1500	1500	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨13¼¶£©				171	1600	1600	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨14¼¶£©				171	1700	1700	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨15¼¶£©				171	1800	1800	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨16¼¶£©				171	1900	1900	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨17¼¶£©				171	2000	2000	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨18¼¶£©				171	2100	2100	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨19¼¶£©				171	2200	2200	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨20¼¶£©				171	2300	2300	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨1¼¶£©				108	10	10	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨2¼¶£©				108	10	10	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨3¼¶£©				108	10	10	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨4¼¶£©				108	20	20	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨5¼¶£©				108	30	30	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨6¼¶£©				108	40	40	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨7¼¶£©				108	50	50	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨8¼¶£©				108	60	60	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨9¼¶£©				108	70	70	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨10¼¶£©				108	80	80	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨11¼¶£©				108	90	90	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨12¼¶£©				108	100	100	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨13¼¶£©				108	110	110	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨14¼¶£©				108	120	120	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨15¼¶£©				108	130	130	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨16¼¶£©				108	140	140	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨17¼¶£©				108	150	150	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨18¼¶£©				108	160	160	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨19¼¶£©				108	170	170	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨20¼¶£©				108	180	180	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨1¼¶£©				110	10	10	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨2¼¶£©				110	10	10	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨3¼¶£©				110	10	10	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨4¼¶£©				110	20	20	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨5¼¶£©				110	30	30	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨6¼¶£©				110	40	40	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨7¼¶£©				110	50	50	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨8¼¶£©				110	60	60	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨9¼¶£©				110	70	70	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨10¼¶£©				110	80	80	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨11¼¶£©				110	90	90	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨12¼¶£©				110	100	100	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨13¼¶£©				110	110	110	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨14¼¶£©				110	120	120	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨15¼¶£©				110	130	130	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨16¼¶£©				110	140	140	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨17¼¶£©				110	150	150	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨18¼¶£©				110	160	160	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨19¼¶£©				110	170	170	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨20¼¶£©				110	180	180	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨1¼¶£©				106	10	10	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨2¼¶£©				106	10	10	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨3¼¶£©				106	10	10	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨4¼¶£©				106	20	20	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨5¼¶£©				106	30	30	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨6¼¶£©				106	40	40	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨7¼¶£©				106	50	50	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨8¼¶£©				106	60	60	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨9¼¶£©				106	70	70	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨10¼¶£©				106	80	80	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨11¼¶£©				106	90	90	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨12¼¶£©				106	100	100	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨13¼¶£©				106	110	110	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨14¼¶£©				106	120	120	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨15¼¶£©				106	130	130	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨16¼¶£©				106	140	140	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨17¼¶£©				106	150	150	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨18¼¶£©				106	160	160	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨19¼¶£©				106	170	170	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨20¼¶£©				106	180	180	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨1¼¶£©				245	9	9	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨2¼¶£©				245	17	17	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨3¼¶£©				245	26	26	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨4¼¶£©				245	34	34	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨5¼¶£©				245	42	42	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨6¼¶£©				245	51	51	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨7¼¶£©				245	59	59	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨8¼¶£©				245	67	67	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨9¼¶£©				245	76	76	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨10¼¶£©				245	84	84	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨11¼¶£©				245	92	92	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨12¼¶£©				245	100	100	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨13¼¶£©				245	100	100	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨14¼¶£©				245	100	100	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨15¼¶£©				245	100	100	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨16¼¶£©				245	100	100	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨17¼¶£©				245	100	100	-1	-1	0	0	0
