PlatinaItem	Level	SkillNo	ActiveRate	Rate1	MagicIdx1	Rate2	MagicIdx2	Rate3	MagicIdx3	Comment
53	8	1	100	0	5	50	6	50	7	[Thiªn Tø] BÝch H¶i Hång L¨ng Ba
53	9	1	100	0	5	0	6	100	7	[Thiªn Tø] BÝch H¶i Hång L¨ng Ba
53	5	2	100	3	107	0	108	0	109	[Thiªn Tø] BÝch H¶i Hång L¨ng Ba
53	6	2	100	95	107	5	108	0	109	[Thiªn Tø] BÝch H¶i Hång L¨ng Ba
53	7	2	100	0	107	100	108	0	109	[Thiªn Tø] BÝch H¶i Hång L¨ng Ba
53	8	2	100	0	107	100	108	0	109	[Thiªn Tø] BÝch H¶i Hång L¨ng Ba
53	9	2	100	0	107	0	108	100	109	[Thiªn Tø] BÝch H¶i Hång L¨ng Ba
54	5	1	100	95	4	5	5	0	6	[Thiªn Tø] BÝch H¶i Tiªm TÕ ChØ Hoµn
54	6	1	100	50	4	50	5	0	6	[Thiªn Tø] BÝch H¶i Tiªm TÕ ChØ Hoµn
54	7	1	100	0	4	100	5	0	6	[Thiªn Tø] BÝch H¶i Tiªm TÕ ChØ Hoµn
54	8	1	100	0	4	50	5	50	6	[Thiªn Tø] BÝch H¶i Tiªm TÕ ChØ Hoµn
54	9	1	100	0	4	0	5	100	6	[Thiªn Tø] BÝch H¶i Tiªm TÕ ChØ Hoµn
54	5	2	100	3	236	0	237	0	238	[Thiªn Tø] BÝch H¶i Tiªm TÕ ChØ Hoµn
54	6	2	100	95	236	5	237	0	238	[Thiªn Tø] BÝch H¶i Tiªm TÕ ChØ Hoµn
54	7	2	100	0	236	100	237	0	238	[Thiªn Tø] BÝch H¶i Tiªm TÕ ChØ Hoµn
54	8	2	100	0	236	100	237	0	238	[Thiªn Tø] BÝch H¶i Tiªm TÕ ChØ Hoµn
54	9	2	100	0	236	0	237	100	238	[Thiªn Tø] BÝch H¶i Tiªm TÕ ChØ Hoµn
55	5	1	100	95	4	5	5	0	6	[Thiªn Tø] U Lung Kim Xµ Ph¸t §¸i
55	6	1	100	50	4	50	5	0	6	[Thiªn Tø] U Lung Kim Xµ Ph¸t §¸i
55	7	1	100	0	4	100	5	0	6	[Thiªn Tø] U Lung Kim Xµ Ph¸t §¸i
55	8	1	100	0	4	50	5	50	6	[Thiªn Tø] U Lung Kim Xµ Ph¸t §¸i
55	9	1	100	0	4	0	5	100	6	[Thiªn Tø] U Lung Kim Xµ Ph¸t §¸i
55	5	2	100	3	80	0	81	0	82	[Thiªn Tø] U Lung Kim Xµ Ph¸t §¸i
55	6	2	100	95	80	5	81	0	82	[Thiªn Tø] U Lung Kim Xµ Ph¸t §¸i
55	7	2	100	0	80	100	81	0	82	[Thiªn Tø] U Lung Kim Xµ Ph¸t §¸i
55	8	2	100	0	80	100	81	0	82	[Thiªn Tø] U Lung Kim Xµ Ph¸t §¸i
55	9	2	100	0	80	0	81	100	82	[Thiªn Tø] U Lung Kim Xµ Ph¸t §¸i
56	5	1	100	95	4	5	5	0	6	[Thiªn Tø] U Lung XÝch YÕt MËt Trang
56	6	1	100	50	4	50	5	0	6	[Thiªn Tø] U Lung XÝch YÕt MËt Trang
56	7	1	100	0	4	100	5	0	6	[Thiªn Tø] U Lung XÝch YÕt MËt Trang
56	8	1	100	0	4	50	5	50	6	[Thiªn Tø] U Lung XÝch YÕt MËt Trang
56	9	1	100	0	4	0	5	100	6	[Thiªn Tø] U Lung XÝch YÕt MËt Trang
56	5	2	100	3	80	0	81	0	82	[Thiªn Tø] U Lung XÝch YÕt MËt Trang
56	6	2	100	95	80	5	81	0	82	[Thiªn Tø] U Lung XÝch YÕt MËt Trang
56	7	2	100	0	80	100	81	0	82	[Thiªn Tø] U Lung XÝch YÕt MËt Trang
56	8	2	100	0	80	100	81	0	82	[Thiªn Tø] U Lung XÝch YÕt MËt Trang
56	9	2	100	0	80	0	81	100	82	[Thiªn Tø] U Lung XÝch YÕt MËt Trang
57	5	1	100	95	4	5	5	0	6	[Thiªn Tø] U Lung Thanh Ng« TriÒn Yªu
57	6	1	100	50	4	50	5	0	6	[Thiªn Tø] U Lung Thanh Ng« TriÒn Yªu
57	7	1	100	0	4	100	5	0	6	[Thiªn Tø] U Lung Thanh Ng« TriÒn Yªu
57	8	1	100	0	4	50	5	50	6	[Thiªn Tø] U Lung Thanh Ng« TriÒn Yªu
57	9	1	100	0	4	0	5	100	6	[Thiªn Tø] U Lung Thanh Ng« TriÒn Yªu
57	5	2	100	3	230	0	231	0	232	[Thiªn Tø] U Lung Thanh Ng« TriÒn Yªu
57	6	2	100	95	230	5	231	0	232	[Thiªn Tø] U Lung Thanh Ng« TriÒn Yªu
57	7	2	100	0	230	100	231	0	232	[Thiªn Tø] U Lung Thanh Ng« TriÒn Yªu
57	8	2	100	0	230	100	231	0	232	[Thiªn Tø] U Lung Thanh Ng« TriÒn Yªu
57	9	2	100	0	230	0	231	100	232	[Thiªn Tø] U Lung Thanh Ng« TriÒn Yªu
58	5	1	100	95	40	5	41	0	42	[Thiªn Tø] U Lung Ng©n ThiÒm Hé UyÓn
58	6	1	100	50	40	50	41	0	42	[Thiªn Tø] U Lung Ng©n ThiÒm Hé UyÓn
58	7	1	100	0	40	100	41	0	42	[Thiªn Tø] U Lung Ng©n ThiÒm Hé UyÓn
58	8	1	100	0	40	50	41	50	42	[Thiªn Tø] U Lung Ng©n ThiÒm Hé UyÓn
58	9	1	100	0	40	0	41	100	42	[Thiªn Tø] U Lung Ng©n ThiÒm Hé UyÓn
58	5	2	100	3	227	0	228	0	229	[Thiªn Tø] U Lung Ng©n ThiÒm Hé UyÓn
58	6	2	100	95	227	5	228	0	229	[Thiªn Tø] U Lung Ng©n ThiÒm Hé UyÓn
58	7	2	100	0	227	100	228	0	229	[Thiªn Tø] U Lung Ng©n ThiÒm Hé UyÓn
58	8	2	100	0	227	100	228	0	229	[Thiªn Tø] U Lung Ng©n ThiÒm Hé UyÓn
58	9	2	100	0	227	0	228	100	229	[Thiªn Tø] U Lung Ng©n ThiÒm Hé UyÓn
59	5	1	100	95	4	5	5	0	6	[Thiªn Tø] U Lung MÆc Thï NhuyÔn Lý
59	6	1	100	50	4	50	5	0	6	[Thiªn Tø] U Lung MÆc Thï NhuyÔn Lý
59	7	1	100	0	4	100	5	0	6	[Thiªn Tø] U Lung MÆc Thï NhuyÔn Lý
59	8	1	100	0	4	50	5	50	6	[Thiªn Tø] U Lung MÆc Thï NhuyÔn Lý
59	9	1	100	0	4	0	5	100	6	[Thiªn Tø] U Lung MÆc Thï NhuyÔn Lý
59	5	2	100	3	41	0	42	0	43	[Thiªn Tø] U Lung MÆc Thï NhuyÔn Lý
59	6	2	100	95	41	5	42	0	43	[Thiªn Tø] U Lung MÆc Thï NhuyÔn Lý
59	7	2	100	0	41	100	42	0	43	[Thiªn Tø] U Lung MÆc Thï NhuyÔn Lý
59	8	2	100	0	41	100	42	0	43	[Thiªn Tø] U Lung MÆc Thï NhuyÔn Lý
59	9	2	100	0	41	0	42	100	43	[Thiªn Tø] U Lung MÆc Thï NhuyÔn Lý
60	5	1	100	95	23	5	24	0	25	[Thiªn Tø] Minh ¶o Tµ S¸t §éc NhËn
60	6	1	100	50	23	50	24	0	25	[Thiªn Tø] Minh ¶o Tµ S¸t §éc NhËn
60	7	1	100	0	23	100	24	0	25	[Thiªn Tø] Minh ¶o Tµ S¸t §éc NhËn
60	8	1	100	0	23	50	24	50	25	[Thiªn Tø] Minh ¶o Tµ S¸t §éc NhËn
60	9	1	100	0	23	0	24	100	25	[Thiªn Tø] Minh ¶o Tµ S¸t §éc NhËn
60	5	2	100	3	20	0	21	0	22	[Thiªn Tø] Minh ¶o Tµ S¸t §éc NhËn
60	6	2	100	95	20	5	21	0	22	[Thiªn Tø] Minh ¶o Tµ S¸t §éc NhËn
60	7	2	100	0	20	100	21	0	22	[Thiªn Tø] Minh ¶o Tµ S¸t §éc NhËn
60	8	2	100	0	20	100	21	0	22	[Thiªn Tø] Minh ¶o Tµ S¸t §éc NhËn
60	9	2	100	0	20	0	21	100	22	[Thiªn Tø] Minh ¶o Tµ S¸t §éc NhËn
61	5	1	100	95	4	5	5	0	6	[Thiªn Tø] Minh ¶o U §éc ¸m Y
61	6	1	100	50	4	50	5	0	6	[Thiªn Tø] Minh ¶o U §éc ¸m Y
61	7	1	100	0	4	100	5	0	6	[Thiªn Tø] Minh ¶o U §éc ¸m Y
61	8	1	100	0	4	50	5	50	6	[Thiªn Tø] Minh ¶o U §éc ¸m Y
61	9	1	100	0	4	0	5	100	6	[Thiªn Tø] Minh ¶o U §éc ¸m Y
61	5	2	100	3	224	0	225	0	226	[Thiªn Tø] Minh ¶o U §éc ¸m Y
61	6	2	100	95	224	5	225	0	226	[Thiªn Tø] Minh ¶o U §éc ¸m Y
61	7	2	100	0	224	100	225	0	226	[Thiªn Tø] Minh ¶o U §éc ¸m Y
61	8	2	100	0	224	100	225	0	226	[Thiªn Tø] Minh ¶o U §éc ¸m Y
61	9	2	100	0	224	0	225	100	226	[Thiªn Tø] Minh ¶o U §éc ¸m Y
62	5	1	100	95	4	5	5	0	6	[Thiªn Tø] Minh ¶o §éc YÕt ChØ Hoµn
62	6	1	100	50	4	50	5	0	6	[Thiªn Tø] Minh ¶o §éc YÕt ChØ Hoµn
62	7	1	100	0	4	100	5	0	6	[Thiªn Tø] Minh ¶o §éc YÕt ChØ Hoµn
62	8	1	100	0	4	50	5	50	6	[Thiªn Tø] Minh ¶o §éc YÕt ChØ Hoµn
62	9	1	100	0	4	0	5	100	6	[Thiªn Tø] Minh ¶o §éc YÕt ChØ Hoµn
62	5	2	100	3	221	0	222	0	223	[Thiªn Tø] Minh ¶o §éc YÕt ChØ Hoµn
62	6	2	100	95	221	5	222	0	223	[Thiªn Tø] Minh ¶o §éc YÕt ChØ Hoµn
62	7	2	100	0	221	100	222	0	223	[Thiªn Tø] Minh ¶o §éc YÕt ChØ Hoµn
62	8	2	100	0	221	100	222	0	223	[Thiªn Tø] Minh ¶o §éc YÕt ChØ Hoµn
62	9	2	100	0	221	0	222	100	223	[Thiªn Tø] Minh ¶o §éc YÕt ChØ Hoµn
63	5	1	100	95	4	5	5	0	6	[Thiªn Tø] Minh ¶o Hñ Cèt Hé UyÓn
63	6	1	100	50	4	50	5	0	6	[Thiªn Tø] Minh ¶o Hñ Cèt Hé UyÓn
63	7	1	100	0	4	100	5	0	6	[Thiªn Tø] Minh ¶o Hñ Cèt Hé UyÓn
63	8	1	100	0	4	50	5	50	6	[Thiªn Tø] Minh ¶o Hñ Cèt Hé UyÓn
63	9	1	100	0	4	0	5	100	6	[Thiªn Tø] Minh ¶o Hñ Cèt Hé UyÓn
63	5	2	100	3	77	0	78	0	79	[Thiªn Tø] Minh ¶o Hñ Cèt Hé UyÓn
63	6	2	100	95	77	5	78	0	79	[Thiªn Tø] Minh ¶o Hñ Cèt Hé UyÓn
63	7	2	100	0	77	100	78	0	79	[Thiªn Tø] Minh ¶o Hñ Cèt Hé UyÓn
63	8	2	100	0	77	100	78	0	79	[Thiªn Tø] Minh ¶o Hñ Cèt Hé UyÓn
63	9	2	100	0	77	0	78	100	79	[Thiªn Tø] Minh ¶o Hñ Cèt Hé UyÓn
64	5	1	100	95	4	5	5	0	6	[Thiªn Tø] Minh ¶o Song Hoµn Xµ Hµi
64	6	1	100	50	4	50	5	0	6	[Thiªn Tø] Minh ¶o Song Hoµn Xµ Hµi
64	7	1	100	0	4	100	5	0	6	[Thiªn Tø] Minh ¶o Song Hoµn Xµ Hµi
64	8	1	100	0	4	50	5	50	6	[Thiªn Tø] Minh ¶o Song Hoµn Xµ Hµi
64	9	1	100	0	4	0	5	100	6	[Thiªn Tø] Minh ¶o Song Hoµn Xµ Hµi
64	5	2	100	3	77	0	78	0	79	[Thiªn Tø] Minh ¶o Song Hoµn Xµ Hµi
64	6	2	100	95	77	5	78	0	79	[Thiªn Tø] Minh ¶o Song Hoµn Xµ Hµi
64	7	2	100	0	77	100	78	0	79	[Thiªn Tø] Minh ¶o Song Hoµn Xµ Hµi
64	8	2	100	0	77	100	78	0	79	[Thiªn Tø] Minh ¶o Song Hoµn Xµ Hµi
64	9	2	100	0	77	0	78	100	79	[Thiªn Tø] Minh ¶o Song Hoµn Xµ Hµi
67	5	1	100	95	4	5	5	0	6	[Thiªn Tø] Chó Ph­îc U ¶o ChØ Hoµn
67	6	1	100	50	4	50	5	0	6	[Thiªn Tø] Chó Ph­îc U ¶o ChØ Hoµn
67	7	1	100	0	4	100	5	0	6	[Thiªn Tø] Chó Ph­îc U ¶o ChØ Hoµn
67	8	1	100	0	4	50	5	50	6	[Thiªn Tø] Chó Ph­îc U ¶o ChØ Hoµn
67	9	1	100	0	4	0	5	100	6	[Thiªn Tø] Chó Ph­îc U ¶o ChØ Hoµn
67	5	2	100	3	218	0	219	0	220	[Thiªn Tø] Chó Ph­îc U ¶o ChØ Hoµn
67	6	2	100	95	218	5	219	0	220	[Thiªn Tø] Chó Ph­îc U ¶o ChØ Hoµn
67	7	2	100	0	218	100	219	0	220	[Thiªn Tø] Chó Ph­îc U ¶o ChØ Hoµn
67	8	2	100	0	218	100	219	0	220	[Thiªn Tø] Chó Ph­îc U ¶o ChØ Hoµn
67	9	2	100	0	218	0	219	100	220	[Thiªn Tø] Chó Ph­îc U ¶o ChØ Hoµn
70	5	1	100	95	23	5	24	0	25	[Thiªn Tø] B¨ng Hµn §¬n ChØ Phi §ao
70	6	1	100	50	23	50	24	0	25	[Thiªn Tø] B¨ng Hµn §¬n ChØ Phi §ao
70	7	1	100	0	23	100	24	0	25	[Thiªn Tø] B¨ng Hµn §¬n ChØ Phi §ao
70	8	1	100	0	23	50	24	50	25	[Thiªn Tø] B¨ng Hµn §¬n ChØ Phi §ao
70	9	1	100	0	23	0	24	100	25	[Thiªn Tø] B¨ng Hµn §¬n ChØ Phi §ao
70	5	2	100	3	20	0	21	0	22	[Thiªn Tø] B¨ng Hµn §¬n ChØ Phi §ao
70	6	2	100	95	20	5	21	0	22	[Thiªn Tø] B¨ng Hµn §¬n ChØ Phi §ao
70	7	2	100	0	20	100	21	0	22	[Thiªn Tø] B¨ng Hµn §¬n ChØ Phi §ao
70	8	2	100	0	20	100	21	0	22	[Thiªn Tø] B¨ng Hµn §¬n ChØ Phi §ao
70	9	2	100	0	20	0	21	100	22	[Thiªn Tø] B¨ng Hµn §¬n ChØ Phi §ao
71	5	1	100	95	4	5	5	0	6	[Thiªn Tø] B¨ng Hµn HuyÒn Y Thóc Gi¸p
71	6	1	100	50	4	50	5	0	6	[Thiªn Tø] B¨ng Hµn HuyÒn Y Thóc Gi¸p
71	7	1	100	0	4	100	5	0	6	[Thiªn Tø] B¨ng Hµn HuyÒn Y Thóc Gi¸p
71	8	1	100	0	4	50	5	50	6	[Thiªn Tø] B¨ng Hµn HuyÒn Y Thóc Gi¸p
71	9	1	100	0	4	0	5	100	6	[Thiªn Tø] B¨ng Hµn HuyÒn Y Thóc Gi¸p
71	5	2	100	3	200	0	201	0	202	[Thiªn Tø] B¨ng Hµn HuyÒn Y Thóc Gi¸p
71	6	2	100	95	200	5	201	0	202	[Thiªn Tø] B¨ng Hµn HuyÒn Y Thóc Gi¸p
71	7	2	100	0	200	100	201	0	202	[Thiªn Tø] B¨ng Hµn HuyÒn Y Thóc Gi¸p
71	8	2	100	0	200	100	201	0	202	[Thiªn Tø] B¨ng Hµn HuyÒn Y Thóc Gi¸p
71	9	2	100	0	200	0	201	100	202	[Thiªn Tø] B¨ng Hµn HuyÒn Y Thóc Gi¸p
72	5	1	100	95	5	5	6	0	7	[Thiªn Tø] B¨ng Hµn T©m TiÔn Yªu KhÊu
72	6	1	100	50	5	50	6	0	7	[Thiªn Tø] B¨ng Hµn T©m TiÔn Yªu KhÊu
72	7	1	100	0	5	100	6	0	7	[Thiªn Tø] B¨ng Hµn T©m TiÔn Yªu KhÊu
72	8	1	100	0	5	50	6	50	7	[Thiªn Tø] B¨ng Hµn T©m TiÔn Yªu KhÊu
72	9	1	100	0	5	0	6	100	7	[Thiªn Tø] B¨ng Hµn T©m TiÔn Yªu KhÊu
72	5	2	100	3	62	0	63	0	64	[Thiªn Tø] B¨ng Hµn T©m TiÔn Yªu KhÊu
72	6	2	100	95	62	5	63	0	64	[Thiªn Tø] B¨ng Hµn T©m TiÔn Yªu KhÊu
72	7	2	100	0	62	100	63	0	64	[Thiªn Tø] B¨ng Hµn T©m TiÔn Yªu KhÊu
72	8	2	100	0	62	100	63	0	64	[Thiªn Tø] B¨ng Hµn T©m TiÔn Yªu KhÊu
72	9	2	100	0	62	0	63	100	64	[Thiªn Tø] B¨ng Hµn T©m TiÔn Yªu KhÊu
73	5	1	100	95	4	5	5	0	6	[Thiªn Tø] B¨ng Hµn HuyÒn Thiªn B¨ng Háa Béi
73	6	1	100	50	4	50	5	0	6	[Thiªn Tø] B¨ng Hµn HuyÒn Thiªn B¨ng Háa Béi
73	7	1	100	0	4	100	5	0	6	[Thiªn Tø] B¨ng Hµn HuyÒn Thiªn B¨ng Háa Béi
73	8	1	100	0	4	50	5	50	6	[Thiªn Tø] B¨ng Hµn HuyÒn Thiªn B¨ng Háa Béi
73	9	1	100	0	4	0	5	100	6	[Thiªn Tø] B¨ng Hµn HuyÒn Thiªn B¨ng Háa Béi
73	5	2	100	3	197	0	198	0	199	[Thiªn Tø] B¨ng Hµn HuyÒn Thiªn B¨ng Háa Béi
73	6	2	100	95	197	5	198	0	199	[Thiªn Tø] B¨ng Hµn HuyÒn Thiªn B¨ng Háa Béi
73	7	2	100	0	197	100	198	0	199	[Thiªn Tø] B¨ng Hµn HuyÒn Thiªn B¨ng Háa Béi
73	8	2	100	0	197	100	198	0	199	[Thiªn Tø] B¨ng Hµn HuyÒn Thiªn B¨ng Háa Béi
73	9	2	100	0	197	0	198	100	199	[Thiªn Tø] B¨ng Hµn HuyÒn Thiªn B¨ng Háa Béi
74	5	1	100	95	4	5	5	0	6	[Thiªn Tø] B¨ng Hµn NguyÖt ¶nh Ngoa
74	6	1	100	50	4	50	5	0	6	[Thiªn Tø] B¨ng Hµn NguyÖt ¶nh Ngoa
74	7	1	100	0	4	100	5	0	6	[Thiªn Tø] B¨ng Hµn NguyÖt ¶nh Ngoa
74	8	1	100	0	4	50	5	50	6	[Thiªn Tø] B¨ng Hµn NguyÖt ¶nh Ngoa
74	9	1	100	0	4	0	5	100	6	[Thiªn Tø] B¨ng Hµn NguyÖt ¶nh Ngoa
74	5	2	100	3	62	0	63	0	64	[Thiªn Tø] B¨ng Hµn NguyÖt ¶nh Ngoa
74	6	2	100	95	62	5	63	0	64	[Thiªn Tø] B¨ng Hµn NguyÖt ¶nh Ngoa
74	7	2	100	0	62	100	63	0	64	[Thiªn Tø] B¨ng Hµn NguyÖt ¶nh Ngoa
74	8	2	100	0	62	100	63	0	64	[Thiªn Tø] B¨ng Hµn NguyÖt ¶nh Ngoa
74	9	2	100	0	62	0	63	100	64	[Thiªn Tø] B¨ng Hµn NguyÖt ¶nh Ngoa
75	5	1	100	95	23	5	24	0	25	[Thiªn Tø] Thiªn Quang Hoa Vò M¹n Thiªn
75	6	1	100	50	23	50	24	0	25	[Thiªn Tø] Thiªn Quang Hoa Vò M¹n Thiªn
75	7	1	100	0	23	100	24	0	25	[Thiªn Tø] Thiªn Quang Hoa Vò M¹n Thiªn
75	8	1	100	0	23	50	24	50	25	[Thiªn Tø] Thiªn Quang Hoa Vò M¹n Thiªn
75	9	1	100	0	23	0	24	100	25	[Thiªn Tø] Thiªn Quang Hoa Vò M¹n Thiªn
75	5	2	100	3	20	0	21	0	22	[Thiªn Tø] Thiªn Quang Hoa Vò M¹n Thiªn
75	6	2	100	95	20	5	21	0	22	[Thiªn Tø] Thiªn Quang Hoa Vò M¹n Thiªn
75	7	2	100	0	20	100	21	0	22	[Thiªn Tø] Thiªn Quang Hoa Vò M¹n Thiªn
75	8	2	100	0	20	100	21	0	22	[Thiªn Tø] Thiªn Quang Hoa Vò M¹n Thiªn
75	9	2	100	0	20	0	21	100	22	[Thiªn Tø] Thiªn Quang Hoa Vò M¹n Thiªn
76	5	1	100	95	4	5	5	0	6	[Thiªn Tø] Thiªn Quang §Þnh T©m Ng­ng ThÇn Phï
76	6	1	100	50	4	50	5	0	6	[Thiªn Tø] Thiªn Quang §Þnh T©m Ng­ng ThÇn Phï
76	7	1	100	0	4	100	5	0	6	[Thiªn Tø] Thiªn Quang §Þnh T©m Ng­ng ThÇn Phï
76	8	1	100	0	4	50	5	50	6	[Thiªn Tø] Thiªn Quang §Þnh T©m Ng­ng ThÇn Phï
76	9	1	100	0	4	0	5	100	6	[Thiªn Tø] Thiªn Quang §Þnh T©m Ng­ng ThÇn Phï
76	5	2	100	3	68	0	69	0	70	[Thiªn Tø] Thiªn Quang §Þnh T©m Ng­ng ThÇn Phï
76	6	2	100	95	68	5	69	0	70	[Thiªn Tø] Thiªn Quang §Þnh T©m Ng­ng ThÇn Phï
76	7	2	100	0	68	100	69	0	70	[Thiªn Tø] Thiªn Quang §Þnh T©m Ng­ng ThÇn Phï
76	8	2	100	0	68	100	69	0	70	[Thiªn Tø] Thiªn Quang §Þnh T©m Ng­ng ThÇn Phï
76	9	2	100	0	68	0	69	100	70	[Thiªn Tø] Thiªn Quang §Þnh T©m Ng­ng ThÇn Phï
77	5	1	100	95	5	5	6	0	7	[Thiªn Tø] Thiªn Quang S©m La Thóc §¸i
77	6	1	100	50	5	50	6	0	7	[Thiªn Tø] Thiªn Quang S©m La Thóc §¸i
77	7	1	100	0	5	100	6	0	7	[Thiªn Tø] Thiªn Quang S©m La Thóc §¸i
77	8	1	100	0	5	50	6	50	7	[Thiªn Tø] Thiªn Quang S©m La Thóc §¸i
77	9	1	100	0	5	0	6	100	7	[Thiªn Tø] Thiªn Quang S©m La Thóc §¸i
77	5	2	100	3	212	0	213	0	214	[Thiªn Tø] Thiªn Quang S©m La Thóc §¸i
77	6	2	100	95	212	5	213	0	214	[Thiªn Tø] Thiªn Quang S©m La Thóc §¸i
77	7	2	100	0	212	100	213	0	214	[Thiªn Tø] Thiªn Quang S©m La Thóc §¸i
77	8	2	100	0	212	100	213	0	214	[Thiªn Tø] Thiªn Quang S©m La Thóc §¸i
77	9	2	100	0	212	0	213	100	214	[Thiªn Tø] Thiªn Quang S©m La Thóc §¸i
78	5	1	100	95	4	5	5	0	6	[Thiªn Tø] Thiªn Quang §Þa Hµnh Thiªn Lý Ngoa
78	6	1	100	50	4	50	5	0	6	[Thiªn Tø] Thiªn Quang §Þa Hµnh Thiªn Lý Ngoa
78	7	1	100	0	4	100	5	0	6	[Thiªn Tø] Thiªn Quang §Þa Hµnh Thiªn Lý Ngoa
78	8	1	100	0	4	50	5	50	6	[Thiªn Tø] Thiªn Quang §Þa Hµnh Thiªn Lý Ngoa
78	9	1	100	0	4	0	5	100	6	[Thiªn Tø] Thiªn Quang §Þa Hµnh Thiªn Lý Ngoa
78	5	2	100	3	215	0	216	0	217	[Thiªn Tø] Thiªn Quang §Þa Hµnh Thiªn Lý Ngoa
78	6	2	100	95	215	5	216	0	217	[Thiªn Tø] Thiªn Quang §Þa Hµnh Thiªn Lý Ngoa
78	7	2	100	0	215	100	216	0	217	[Thiªn Tø] Thiªn Quang §Þa Hµnh Thiªn Lý Ngoa
78	8	2	100	0	215	100	216	0	217	[Thiªn Tø] Thiªn Quang §Þa Hµnh Thiªn Lý Ngoa
78	9	2	100	0	215	0	216	100	217	[Thiªn Tø] Thiªn Quang §Þa Hµnh Thiªn Lý Ngoa
79	5	1	100	95	4	5	5	0	6	[Thiªn Tø] Thiªn Quang Thóc Thiªn Ph­îc §Þa Hoµn
79	6	1	100	50	4	50	5	0	6	[Thiªn Tø] Thiªn Quang Thóc Thiªn Ph­îc §Þa Hoµn
79	7	1	100	0	4	100	5	0	6	[Thiªn Tø] Thiªn Quang Thóc Thiªn Ph­îc §Þa Hoµn
79	8	1	100	0	4	50	5	50	6	[Thiªn Tø] Thiªn Quang Thóc Thiªn Ph­îc §Þa Hoµn
79	9	1	100	0	4	0	5	100	6	[Thiªn Tø] Thiªn Quang Thóc Thiªn Ph­îc §Þa Hoµn
79	5	2	100	3	215	0	216	0	217	[Thiªn Tø] Thiªn Quang Thóc Thiªn Ph­îc §Þa Hoµn
79	6	2	100	95	215	5	216	0	217	[Thiªn Tø] Thiªn Quang Thóc Thiªn Ph­îc §Þa Hoµn
79	7	2	100	0	215	100	216	0	217	[Thiªn Tø] Thiªn Quang Thóc Thiªn Ph­îc §Þa Hoµn
79	8	2	100	0	215	100	216	0	217	[Thiªn Tø] Thiªn Quang Thóc Thiªn Ph­îc §Þa Hoµn
79	9	2	100	0	215	0	216	100	217	[Thiªn Tø] Thiªn Quang Thóc Thiªn Ph­îc §Þa Hoµn
80	5	1	100	95	23	5	24	0	25	[Thiªn Tø] S©m Hoang Phi Tinh §o¹t Hån
80	6	1	100	50	23	50	24	0	25	[Thiªn Tø] S©m Hoang Phi Tinh §o¹t Hån
80	7	1	100	0	23	100	24	0	25	[Thiªn Tø] S©m Hoang Phi Tinh §o¹t Hån
80	8	1	100	0	23	50	24	50	25	[Thiªn Tø] S©m Hoang Phi Tinh §o¹t Hån
80	9	1	100	0	23	0	24	100	25	[Thiªn Tø] S©m Hoang Phi Tinh §o¹t Hån
80	5	2	100	3	20	0	21	0	22	[Thiªn Tø] S©m Hoang Phi Tinh §o¹t Hån
80	6	2	100	95	20	5	21	0	22	[Thiªn Tø] S©m Hoang Phi Tinh §o¹t Hån
80	7	2	100	0	20	100	21	0	22	[Thiªn Tø] S©m Hoang Phi Tinh §o¹t Hån
80	8	2	100	0	20	100	21	0	22	[Thiªn Tø] S©m Hoang Phi Tinh §o¹t Hån
80	9	2	100	0	20	0	21	100	22	[Thiªn Tø] S©m Hoang Phi Tinh §o¹t Hån
81	5	1	100	95	4	5	5	0	6	[Thiªn Tø] S©m Hoang Kim TiÒn Liªn Hoµn Gi¸p
81	6	1	100	50	4	50	5	0	6	[Thiªn Tø] S©m Hoang Kim TiÒn Liªn Hoµn Gi¸p
81	7	1	100	0	4	100	5	0	6	[Thiªn Tø] S©m Hoang Kim TiÒn Liªn Hoµn Gi¸p
81	8	1	100	0	4	50	5	50	6	[Thiªn Tø] S©m Hoang Kim TiÒn Liªn Hoµn Gi¸p
81	9	1	100	0	4	0	5	100	6	[Thiªn Tø] S©m Hoang Kim TiÒn Liªn Hoµn Gi¸p
81	5	2	100	3	65	0	66	0	67	[Thiªn Tø] S©m Hoang Kim TiÒn Liªn Hoµn Gi¸p
81	6	2	100	95	65	5	66	0	67	[Thiªn Tø] S©m Hoang Kim TiÒn Liªn Hoµn Gi¸p
81	7	2	100	0	65	100	66	0	67	[Thiªn Tø] S©m Hoang Kim TiÒn Liªn Hoµn Gi¸p
81	8	2	100	0	65	100	66	0	67	[Thiªn Tø] S©m Hoang Kim TiÒn Liªn Hoµn Gi¸p
81	9	2	100	0	65	0	66	100	67	[Thiªn Tø] S©m Hoang Kim TiÒn Liªn Hoµn Gi¸p
82	5	1	100	95	5	5	6	0	7	[Thiªn Tø] S©m Hoang Hån Gi¶o Yªu Thóc
82	6	1	100	50	5	50	6	0	7	[Thiªn Tø] S©m Hoang Hån Gi¶o Yªu Thóc
82	7	1	100	0	5	100	6	0	7	[Thiªn Tø] S©m Hoang Hån Gi¶o Yªu Thóc
82	8	1	100	0	5	50	6	50	7	[Thiªn Tø] S©m Hoang Hån Gi¶o Yªu Thóc
82	9	1	100	0	5	0	6	100	7	[Thiªn Tø] S©m Hoang Hån Gi¶o Yªu Thóc
82	5	2	100	3	65	0	66	0	67	[Thiªn Tø] S©m Hoang Hån Gi¶o Yªu Thóc
