Name	ItemGenre	DetailType	ParticularType	Descript
§å phæ Hoµng Kim - ®éng S¸t B¹ch Ngäc Cµn Kh«n Béi	6	1	380	CÇn cã: <color=yellow><enter>Khæng T­íc Th¹ch: CÊp 7 trë lªn (lo¹i t¨ng th©n ph¸p)<enter>Phï Dung Th¹ch: cÊp 7 trë lªn (lo¹i t¨ng søc m¹nh)<enter>Chu Sa Kho¸ng: cÊp 7 trë lªn (lo¹i t¨ng thÓ lùc)<enter>HuyÒn ThiÕt Kho¸ng cÊp 8 trë lªn (lo¹i t¨ng Néi lùc)<enter>MËt Ng©n Kho¸ng (lo¹i t¨ng Sinh lùc)<enter>Phï Dung Th¹ch: cÊp 7 trë lªn (lo¹i t¨ng may m¾n) .
§å phæ Hoµng Kim - ®éng S¸t B¹ch Kim Tó Phông Giíi	6	1	381	CÇn cã:<color=yellow><enter>Khæng T­íc Th¹ch: cÊp 7 trë lªn (lo¹i t¨ng th©n ph¸p)<enter>Phï Dung Th¹ch: cÊp 7 trë lªn (lo¹i t¨ng søc m¹nh)<enter>Chu Sa Kho¸ng: cÊp 7 trë lªn (lo¹i t¨ng thÓ lùc)<enter>HuyÒn ThiÕt Kho¸ng cÊp 8 trë lªn (lo¹i t¨ng Néi lùc)<enter>MËt Ng©n Kho¸ng (lo¹i t¨ng Sinh lùc)<enter>Phï Dung Th¹ch: cÊp 8 trë lªn (lo¹i t¨ng may m¾n) .
§å phæ Hoµng Kim - ®éng S¸t PhØ Thóy Ngäc H¹ng Khuyªn	6	1	382	CÇn cã:<color=yellow><enter>Khæng T­íc Th¹ch: cÊp 7 trë lªn (lo¹i t¨ng th©n ph¸p)<enter>Phï Dung Th¹ch: cÊp 7 trë lªn (lo¹i t¨ng søc m¹nh)<enter>Chu Sa Kho¸ng: cÊp 7 trë lªn (lo¹i t¨ng thÓ lùc)<enter>HuyÒn ThiÕt Kho¸ng cÊp 8 trë lªn (lo¹i t¨ng Néi lùc)<enter>MËt Ng©n Kho¸ng (lo¹i t¨ng Sinh lùc)<enter>Phï Dung Th¹ch: cÊp 8 trë lªn (lo¹i t¨ng may m¾n) .
§å phæ Hoµng Kim - §Şnh Quèc Thanh Sa Tr­êng Sam	6	1	383	Nguyªn liÖu yªu cÇu: <color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng møc sinh lùc cÊp 5 trë lªn<enter>MËt Ng©n Kho¸ng: Gi¶m thêi gian phôc håi cÊp 4 trë lªn
§å phæ Hoµng Kim - §Şnh Quèc ¤ Sa Ph¸t Qu¸n	6	1	384	Nguyªn liÖu yªu cÇu: <color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng møc sinh lùc cÊp 5 trë lªn<enter>Phï Dung Th¹ch: T¨ng PTVL tèi ®a cÊp 4 trë lªn
§å phæ Hoµng Kim - §Şnh Quèc Xİch Quyªn NhuyÔn Ngoa	6	1	385	Nguyªn liÖu yªu cÇu: <color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng møc sinh lùc cÊp 4 trë lªn<enter>MËt Ng©n Kho¸ng: T¨ng tèc ®é di chuyÓn cÊp 4 trë lªn
§å phæ Hoµng Kim - §Şnh Quèc Tö §»ng Hé uyÓn	6	1	386	Nguyªn liÖu yªu cÇu: <color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng møc sinh lùc cÊp 4 trë lªn<enter>Phï Dung Th¹ch: Gi¶m thêi gian lµm chËm cÊp 4 trë lªn
§å phæ Hoµng Kim - §Şnh Quèc Ng©n Tµm Yªu ®¸i	6	1	387	Nguyªn liÖu yªu cÇu: <color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng møc sinh lùc cÊp 4 trë lªn<enter>Phï Dung Th¹ch: Gi¶m thêi gian tróng ®éc cÊp 4 trë lªn
§å phæ Hoµng Kim - An Bang B¨ng Tinh Th¹ch H¹ng Liªn	6	1	388	Nguyªn liÖu yªu cÇu: <color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng kh¸ng tÊt c¶ cÊp 7 trë lªn
§å phæ Hoµng Kim - An Bang Cóc Hoa Th¹ch ChØ hoµn	6	1	389	Nguyªn liÖu yªu cÇu: <color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng møc néi lùc cÊp 6 trë lªn<enter>Phï Dung Th¹ch: T¨ng kh¸ng b¨ng cÊp 4 trë lªn
§å phæ Hoµng Kim - An Bang §iÒn Hoµng Th¹ch Ngäc Béi	6	1	390	Nguyªn liÖu yªu cÇu: <color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng møc néi lùc cÊp 5 trë lªn<enter>Phï Dung Th¹ch: T¨ng kh¸ng ®éc cÊp 4 trë lªn
§å phæ Hoµng Kim - An Bang Kª HuyÕt Th¹ch Giíi ChØ 	6	1	391	Nguyªn liÖu yªu cÇu: <color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng møc néi lùc cÊp 6 trë lªn<enter>Phï Dung Th¹ch: T¨ng kh¸ng háa cÊp 4 trë lªn
